recognition_shape_2_500_mean,recognition_shape_2_500_std,recognition_shape_2_1000_mean,recognition_shape_2_1000_std,recognition_shape_2_1500_mean,recognition_shape_2_1500_std,recognition_color_2_500_mean,recognition_color_2_500_std,recognition_color_2_1000_mean,recognition_color_2_1000_std,recognition_color_2_1500_mean,recognition_color_2_1500_std
491.24793388429754,108.97845972115589,471.73015873015873,101.82961555055877,491.24793388429754,108.97845972115589,477.87,167.34206514704175,448.64761904761906,113.5071991068595,481.0537634408602,139.97696748358265
