"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","stimulus","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","1571","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","1575","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","3416","0.0-2.0-0.0","","","","","1840","{""name"":""张昊"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","4862","0.0-2.0-1.0","","","","","1445","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","5325","0.0-3.0","","","","","461"," ","","<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按""space""键继续。</p>","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","5","15100","0.0-4.0","","","","","","","","","4796","","","","","","","","","","","","","","","",""
"","html-button-response","6","15688","0.0-5.0-0.0","","","","","586","0","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","7","26140","0.0-5.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","8","27084","0.0-5.0-2.0","","","","","944","0","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","9","44454","0.0-5.0-3.0","","","","","","","","","","[[{""x"":505,""y"":395,""dx"":67.16665649414062,""dy"":144,""t"":990},{""x"":509,""y"":420,""dx"":71.16665649414062,""dy"":169,""t"":1021},{""x"":468,""y"":425,""dx"":30.166656494140625,""dy"":174,""t"":1057},{""x"":447,""y"":415,""dx"":9.166656494140625,""dy"":164,""t"":1095},{""x"":435,""y"":441,""dx"":-2.833343505859375,""dy"":190,""t"":1123},{""x"":445,""y"":426,""dx"":7.166656494140625,""dy"":175,""t"":1158},{""x"":466,""y"":415,""dx"":28.166656494140625,""dy"":164,""t"":1197},{""x"":397,""y"":430,""dx"":-40.833343505859375,""dy"":179,""t"":1227},{""x"":443,""y"":423,""dx"":5.166656494140625,""dy"":172,""t"":1261},{""x"":443,""y"":413,""dx"":5.166656494140625,""dy"":162,""t"":1294},{""x"":467,""y"":396,""dx"":29.166656494140625,""dy"":145,""t"":1330},{""x"":463,""y"":390,""dx"":25.166656494140625,""dy"":139,""t"":1365},{""x"":484,""y"":420,""dx"":46.166656494140625,""dy"":169,""t"":1397},{""x"":472,""y"":433,""dx"":34.166656494140625,""dy"":182,""t"":1429},{""x"":486,""y"":429,""dx"":48.166656494140625,""dy"":178,""t"":1463},{""x"":486,""y"":415,""dx"":48.166656494140625,""dy"":164,""t"":1501},{""x"":494,""y"":400,""dx"":56.166656494140625,""dy"":149,""t"":1534},{""x"":481,""y"":381,""dx"":43.166656494140625,""dy"":130,""t"":1565},{""x"":514,""y"":342,""dx"":76.16665649414062,""dy"":91,""t"":1604},{""x"":507,""y"":328,""dx"":69.16665649414062,""dy"":77,""t"":1633},{""x"":504,""y"":362,""dx"":66.16665649414062,""dy"":111,""t"":1669},{""x"":480,""y"":350,""dx"":42.166656494140625,""dy"":99,""t"":1703},{""x"":483,""y"":372,""dx"":45.166656494140625,""dy"":121,""t"":1736},{""x"":490,""y"":352,""dx"":52.166656494140625,""dy"":101,""t"":1772},{""x"":478,""y"":353,""dx"":40.166656494140625,""dy"":102,""t"":1805},{""x"":491,""y"":347,""dx"":53.166656494140625,""dy"":96,""t"":1838},{""x"":509,""y"":349,""dx"":71.16665649414062,""dy"":98,""t"":1875},{""x"":523,""y"":347,""dx"":85.16665649414062,""dy"":96,""t"":1904},{""x"":524,""y"":362,""dx"":86.16665649414062,""dy"":111,""t"":1942},{""x"":530,""y"":376,""dx"":92.16665649414062,""dy"":125,""t"":1974},{""x"":532,""y"":349,""dx"":94.16665649414062,""dy"":98,""t"":2009},{""x"":560,""y"":326,""dx"":122.16665649414062,""dy"":75,""t"":2045},{""x"":552,""y"":293,""dx"":114.16665649414062,""dy"":42,""t"":2076},{""x"":561,""y"":292,""dx"":123.16665649414062,""dy"":41,""t"":2109},{""x"":547,""y"":307,""dx"":109.16665649414062,""dy"":56,""t"":2148},{""x"":541,""y"":335,""dx"":103.16665649414062,""dy"":84,""t"":2179},{""x"":552,""y"":341,""dx"":114.16665649414062,""dy"":90,""t"":2213},{""x"":554,""y"":376,""dx"":116.16665649414062,""dy"":125,""t"":2245},{""x"":552,""y"":364,""dx"":114.16665649414062,""dy"":113,""t"":2282},{""x"":558,""y"":343,""dx"":120.16665649414062,""dy"":92,""t"":2315},{""x"":537,""y"":335,""dx"":99.16665649414062,""dy"":84,""t"":2348},{""x"":564,""y"":317,""dx"":126.16665649414062,""dy"":66,""t"":2384},{""x"":573,""y"":364,""dx"":135.16665649414062,""dy"":113,""t"":2417},{""x"":556,""y"":365,""dx"":118.16665649414062,""dy"":114,""t"":2451},{""x"":553,""y"":337,""dx"":115.16665649414062,""dy"":86,""t"":2487},{""x"":562,""y"":312,""dx"":124.16665649414062,""dy"":61,""t"":2518},{""x"":571,""y"":299,""dx"":133.16665649414062,""dy"":48,""t"":2554},{""x"":558,""y"":289,""dx"":120.16665649414062,""dy"":38,""t"":2590},{""x"":528,""y"":345,""dx"":90.16665649414062,""dy"":94,""t"":2621},{""x"":505,""y"":363,""dx"":67.16665649414062,""dy"":112,""t"":2653},{""x"":509,""y"":372,""dx"":71.16665649414062,""dy"":121,""t"":2688},{""x"":494,""y"":355,""dx"":56.166656494140625,""dy"":104,""t"":2724},{""x"":486,""y"":335,""dx"":48.166656494140625,""dy"":84,""t"":2758},{""x"":485,""y"":326,""dx"":47.166656494140625,""dy"":75,""t"":2790},{""x"":475,""y"":315,""dx"":37.166656494140625,""dy"":64,""t"":2827},{""x"":462,""y"":339,""dx"":24.166656494140625,""dy"":88,""t"":2857},{""x"":452,""y"":347,""dx"":14.166656494140625,""dy"":96,""t"":2894},{""x"":476,""y"":343,""dx"":38.166656494140625,""dy"":92,""t"":2927},{""x"":493,""y"":343,""dx"":55.166656494140625,""dy"":92,""t"":2960}],[{""x"":1422,""y"":293,""dx"":130.5,""dy"":42,""t"":3982},{""x"":1393,""y"":313,""dx"":101.5,""dy"":62,""t"":4013},{""x"":1361,""y"":322,""dx"":69.5,""dy"":71,""t"":4051},{""x"":1348,""y"":343,""dx"":56.5,""dy"":92,""t"":4082},{""x"":1356,""y"":304,""dx"":64.5,""dy"":53,""t"":4117},{""x"":1370,""y"":316,""dx"":78.5,""dy"":65,""t"":4149},{""x"":1322,""y"":326,""dx"":30.5,""dy"":75,""t"":4185},{""x"":1312,""y"":309,""dx"":20.5,""dy"":58,""t"":4221},{""x"":1355,""y"":290,""dx"":63.5,""dy"":39,""t"":4251},{""x"":1374,""y"":288,""dx"":82.5,""dy"":37,""t"":4286},{""x"":1371,""y"":243,""dx"":79.5,""dy"":-8,""t"":4323},{""x"":1369,""y"":228,""dx"":77.5,""dy"":-23,""t"":4354},{""x"":1371,""y"":220,""dx"":79.5,""dy"":-31,""t"":4391},{""x"":1311,""y"":216,""dx"":19.5,""dy"":-35,""t"":4422},{""x"":1284,""y"":188,""dx"":-7.5,""dy"":-63,""t"":4457},{""x"":1271,""y"":203,""dx"":-20.5,""dy"":-48,""t"":4494},{""x"":1277,""y"":204,""dx"":-14.5,""dy"":-47,""t"":4523},{""x"":1273,""y"":212,""dx"":-18.5,""dy"":-39,""t"":4557},{""x"":1282,""y"":221,""dx"":-9.5,""dy"":-30,""t"":4597},{""x"":1291,""y"":229,""dx"":-0.5,""dy"":-22,""t"":4626},{""x"":1300,""y"":235,""dx"":8.5,""dy"":-16,""t"":4662},{""x"":1268,""y"":224,""dx"":-23.5,""dy"":-27,""t"":4693},{""x"":1259,""y"":233,""dx"":-32.5,""dy"":-18,""t"":4731},{""x"":1252,""y"":240,""dx"":-39.5,""dy"":-11,""t"":4766},{""x"":1220,""y"":236,""dx"":-71.5,""dy"":-15,""t"":4796},{""x"":1234,""y"":236,""dx"":-57.5,""dy"":-15,""t"":4830},{""x"":1255,""y"":271,""dx"":-36.5,""dy"":20,""t"":4864},{""x"":1245,""y"":321,""dx"":-46.5,""dy"":70,""t"":4899},{""x"":1226,""y"":325,""dx"":-65.5,""dy"":74,""t"":4934},{""x"":1301,""y"":325,""dx"":9.5,""dy"":74,""t"":4972},{""x"":1252,""y"":330,""dx"":-39.5,""dy"":79,""t"":5002},{""x"":1212,""y"":328,""dx"":-79.5,""dy"":77,""t"":5038},{""x"":1262,""y"":275,""dx"":-29.5,""dy"":24,""t"":5070},{""x"":1299,""y"":282,""dx"":7.5,""dy"":31,""t"":5102},{""x"":1254,""y"":312,""dx"":-37.5,""dy"":61,""t"":5135},{""x"":1293,""y"":273,""dx"":1.5,""dy"":22,""t"":5173},{""x"":1321,""y"":257,""dx"":29.5,""dy"":6,""t"":5206},{""x"":1323,""y"":281,""dx"":31.5,""dy"":30,""t"":5237},{""x"":1300,""y"":294,""dx"":8.5,""dy"":43,""t"":5276},{""x"":1291,""y"":284,""dx"":-0.5,""dy"":33,""t"":5305},{""x"":1281,""y"":284,""dx"":-10.5,""dy"":33,""t"":5341},{""x"":1271,""y"":272,""dx"":-20.5,""dy"":21,""t"":5374},{""x"":1255,""y"":276,""dx"":-36.5,""dy"":25,""t"":5408},{""x"":1241,""y"":275,""dx"":-50.5,""dy"":24,""t"":5445},{""x"":1235,""y"":264,""dx"":-56.5,""dy"":13,""t"":5476},{""x"":1233,""y"":274,""dx"":-58.5,""dy"":23,""t"":5509},{""x"":1277,""y"":246,""dx"":-14.5,""dy"":-5,""t"":5548},{""x"":1305,""y"":241,""dx"":13.5,""dy"":-10,""t"":5579},{""x"":1327,""y"":252,""dx"":35.5,""dy"":1,""t"":5614},{""x"":1330,""y"":257,""dx"":38.5,""dy"":6,""t"":5646},{""x"":1313,""y"":285,""dx"":21.5,""dy"":34,""t"":5682},{""x"":1351,""y"":289,""dx"":59.5,""dy"":38,""t"":5717},{""x"":1352,""y"":288,""dx"":60.5,""dy"":37,""t"":5748},{""x"":1301,""y"":292,""dx"":9.5,""dy"":41,""t"":5782},{""x"":1268,""y"":306,""dx"":-23.5,""dy"":55,""t"":5820},{""x"":1243,""y"":291,""dx"":-48.5,""dy"":40,""t"":5851},{""x"":1286,""y"":285,""dx"":-5.5,""dy"":34,""t"":5887},{""x"":1250,""y"":318,""dx"":-41.5,""dy"":67,""t"":5917},{""x"":1126,""y"":389,""dx"":-165.5,""dy"":138,""t"":5953}],[{""x"":793,""y"":461,""dx"":-71.66668701171875,""dy"":-30,""t"":7007},{""x"":790,""y"":473,""dx"":-74.66668701171875,""dy"":-18,""t"":7044},{""x"":800,""y"":501,""dx"":-64.66668701171875,""dy"":10,""t"":7075},{""x"":786,""y"":523,""dx"":-78.66668701171875,""dy"":32,""t"":7111},{""x"":795,""y"":501,""dx"":-69.66668701171875,""dy"":10,""t"":7141},{""x"":808,""y"":519,""dx"":-56.66668701171875,""dy"":28,""t"":7178},{""x"":814,""y"":509,""dx"":-50.66668701171875,""dy"":18,""t"":7215},{""x"":811,""y"":507,""dx"":-53.66668701171875,""dy"":16,""t"":7244},{""x"":809,""y"":500,""dx"":-55.66668701171875,""dy"":9,""t"":7277},{""x"":825,""y"":495,""dx"":-39.66668701171875,""dy"":4,""t"":7312},{""x"":813,""y"":456,""dx"":-51.66668701171875,""dy"":-35,""t"":7347},{""x"":810,""y"":449,""dx"":-54.66668701171875,""dy"":-42,""t"":7382},{""x"":796,""y"":462,""dx"":-68.66668701171875,""dy"":-29,""t"":7414},{""x"":786,""y"":463,""dx"":-78.66668701171875,""dy"":-28,""t"":7450},{""x"":771,""y"":469,""dx"":-93.66668701171875,""dy"":-22,""t"":7486},{""x"":776,""y"":481,""dx"":-88.66668701171875,""dy"":-10,""t"":7517},{""x"":794,""y"":489,""dx"":-70.66668701171875,""dy"":-2,""t"":7550},{""x"":762,""y"":498,""dx"":-102.66668701171875,""dy"":7,""t"":7584},{""x"":764,""y"":518,""dx"":-100.66668701171875,""dy"":27,""t"":7621},{""x"":769,""y"":511,""dx"":-95.66668701171875,""dy"":20,""t"":7654},{""x"":774,""y"":510,""dx"":-90.66668701171875,""dy"":19,""t"":7686},{""x"":781,""y"":497,""dx"":-83.66668701171875,""dy"":6,""t"":7723},{""x"":754,""y"":490,""dx"":-110.66668701171875,""dy"":-1,""t"":7754},{""x"":759,""y"":492,""dx"":-105.66668701171875,""dy"":1,""t"":7789},{""x"":752,""y"":499,""dx"":-112.66668701171875,""dy"":8,""t"":7821},{""x"":811,""y"":480,""dx"":-53.66668701171875,""dy"":-11,""t"":7857},{""x"":795,""y"":465,""dx"":-69.66668701171875,""dy"":-26,""t"":7893},{""x"":836,""y"":416,""dx"":-28.66668701171875,""dy"":-75,""t"":7923},{""x"":842,""y"":413,""dx"":-22.66668701171875,""dy"":-78,""t"":7960},{""x"":821,""y"":426,""dx"":-43.66668701171875,""dy"":-65,""t"":7996},{""x"":796,""y"":436,""dx"":-68.66668701171875,""dy"":-55,""t"":8026},{""x"":797,""y"":424,""dx"":-67.66668701171875,""dy"":-67,""t"":8062},{""x"":783,""y"":423,""dx"":-81.66668701171875,""dy"":-68,""t"":8093},{""x"":788,""y"":402,""dx"":-76.66668701171875,""dy"":-89,""t"":8129},{""x"":804,""y"":407,""dx"":-60.66668701171875,""dy"":-84,""t"":8166},{""x"":784,""y"":437,""dx"":-80.66668701171875,""dy"":-54,""t"":8195},{""x"":826,""y"":415,""dx"":-38.66668701171875,""dy"":-76,""t"":8230},{""x"":828,""y"":408,""dx"":-36.66668701171875,""dy"":-83,""t"":8269},{""x"":830,""y"":388,""dx"":-34.66668701171875,""dy"":-103,""t"":8298},{""x"":827,""y"":372,""dx"":-37.66668701171875,""dy"":-119,""t"":8334},{""x"":794,""y"":387,""dx"":-70.66668701171875,""dy"":-104,""t"":8366},{""x"":774,""y"":417,""dx"":-90.66668701171875,""dy"":-74,""t"":8402},{""x"":752,""y"":460,""dx"":-112.66668701171875,""dy"":-31,""t"":8438},{""x"":737,""y"":445,""dx"":-127.66668701171875,""dy"":-46,""t"":8469},{""x"":758,""y"":443,""dx"":-106.66668701171875,""dy"":-48,""t"":8502},{""x"":757,""y"":437,""dx"":-107.66668701171875,""dy"":-54,""t"":8535},{""x"":757,""y"":424,""dx"":-107.66668701171875,""dy"":-67,""t"":8572},{""x"":765,""y"":417,""dx"":-99.66668701171875,""dy"":-74,""t"":8605},{""x"":764,""y"":423,""dx"":-100.66668701171875,""dy"":-68,""t"":8638},{""x"":764,""y"":444,""dx"":-100.66668701171875,""dy"":-47,""t"":8675},{""x"":768,""y"":441,""dx"":-96.66668701171875,""dy"":-50,""t"":8705},{""x"":771,""y"":459,""dx"":-93.66668701171875,""dy"":-32,""t"":8741},{""x"":771,""y"":484,""dx"":-93.66668701171875,""dy"":-7,""t"":8774},{""x"":760,""y"":494,""dx"":-104.66668701171875,""dy"":3,""t"":8808},{""x"":789,""y"":465,""dx"":-75.66668701171875,""dy"":-26,""t"":8844},{""x"":824,""y"":435,""dx"":-40.66668701171875,""dy"":-56,""t"":8879},{""x"":829,""y"":437,""dx"":-35.66668701171875,""dy"":-54,""t"":8909},{""x"":833,""y"":433,""dx"":-31.66668701171875,""dy"":-58,""t"":8947},{""x"":823,""y"":454,""dx"":-41.66668701171875,""dy"":-37,""t"":8977}],[{""x"":530,""y"":665,""dx"":92.16665649414062,""dy"":-66,""t"":9999},{""x"":535,""y"":669,""dx"":97.16665649414062,""dy"":-62,""t"":10032},{""x"":524,""y"":673,""dx"":86.16665649414062,""dy"":-58,""t"":10068},{""x"":512,""y"":666,""dx"":74.16665649414062,""dy"":-65,""t"":10103},{""x"":532,""y"":637,""dx"":94.16665649414062,""dy"":-94,""t"":10134},{""x"":565,""y"":627,""dx"":127.16665649414062,""dy"":-104,""t"":10171},{""x"":543,""y"":632,""dx"":105.16665649414062,""dy"":-99,""t"":10203},{""x"":547,""y"":626,""dx"":109.16665649414062,""dy"":-105,""t"":10238},{""x"":551,""y"":649,""dx"":113.16665649414062,""dy"":-82,""t"":10271},{""x"":535,""y"":665,""dx"":97.16665649414062,""dy"":-66,""t"":10305},{""x"":535,""y"":656,""dx"":97.16665649414062,""dy"":-75,""t"":10341},{""x"":518,""y"":678,""dx"":80.16665649414062,""dy"":-53,""t"":10371},{""x"":505,""y"":697,""dx"":67.16665649414062,""dy"":-34,""t"":10406},{""x"":489,""y"":718,""dx"":51.166656494140625,""dy"":-13,""t"":10444},{""x"":492,""y"":716,""dx"":54.166656494140625,""dy"":-15,""t"":10474},{""x"":513,""y"":706,""dx"":75.16665649414062,""dy"":-25,""t"":10511},{""x"":528,""y"":700,""dx"":90.16665649414062,""dy"":-31,""t"":10541},{""x"":529,""y"":686,""dx"":91.16665649414062,""dy"":-45,""t"":10577},{""x"":534,""y"":677,""dx"":96.16665649414062,""dy"":-54,""t"":10614},{""x"":506,""y"":684,""dx"":68.16665649414062,""dy"":-47,""t"":10644},{""x"":514,""y"":659,""dx"":76.16665649414062,""dy"":-72,""t"":10678},{""x"":520,""y"":638,""dx"":82.16665649414062,""dy"":-93,""t"":10716},{""x"":553,""y"":649,""dx"":115.16665649414062,""dy"":-82,""t"":10748},{""x"":559,""y"":647,""dx"":121.16665649414062,""dy"":-84,""t"":10781},{""x"":530,""y"":663,""dx"":92.16665649414062,""dy"":-68,""t"":10815},{""x"":522,""y"":663,""dx"":84.16665649414062,""dy"":-68,""t"":10851},{""x"":512,""y"":651,""dx"":74.16665649414062,""dy"":-80,""t"":10886},{""x"":514,""y"":631,""dx"":76.16665649414062,""dy"":-100,""t"":10917},{""x"":489,""y"":646,""dx"":51.166656494140625,""dy"":-85,""t"":10950},{""x"":501,""y"":625,""dx"":63.166656494140625,""dy"":-106,""t"":10983},{""x"":510,""y"":628,""dx"":72.16665649414062,""dy"":-103,""t"":11019},{""x"":535,""y"":632,""dx"":97.16665649414062,""dy"":-99,""t"":11055},{""x"":600,""y"":639,""dx"":162.16665649414062,""dy"":-92,""t"":11085},{""x"":649,""y"":644,""dx"":211.16665649414062,""dy"":-87,""t"":11122},{""x"":701,""y"":711,""dx"":263.1666564941406,""dy"":-20,""t"":11153},{""x"":721,""y"":806,""dx"":283.1666564941406,""dy"":75,""t"":11190},{""x"":740,""y"":828,""dx"":302.1666564941406,""dy"":97,""t"":11222},{""x"":768,""y"":810,""dx"":330.1666564941406,""dy"":79,""t"":11256},{""x"":736,""y"":803,""dx"":298.1666564941406,""dy"":72,""t"":11294},{""x"":716,""y"":782,""dx"":278.1666564941406,""dy"":51,""t"":11327},{""x"":721,""y"":764,""dx"":283.1666564941406,""dy"":33,""t"":11359},{""x"":695,""y"":742,""dx"":257.1666564941406,""dy"":11,""t"":11396},{""x"":704,""y"":711,""dx"":266.1666564941406,""dy"":-20,""t"":11426},{""x"":684,""y"":688,""dx"":246.16665649414062,""dy"":-43,""t"":11462},{""x"":654,""y"":672,""dx"":216.16665649414062,""dy"":-59,""t"":11496},{""x"":630,""y"":641,""dx"":192.16665649414062,""dy"":-90,""t"":11528},{""x"":613,""y"":616,""dx"":175.16665649414062,""dy"":-115,""t"":11565},{""x"":565,""y"":637,""dx"":127.16665649414062,""dy"":-94,""t"":11596},{""x"":528,""y"":650,""dx"":90.16665649414062,""dy"":-81,""t"":11629},{""x"":521,""y"":663,""dx"":83.16665649414062,""dy"":-68,""t"":11668},{""x"":511,""y"":665,""dx"":73.16665649414062,""dy"":-66,""t"":11699},{""x"":516,""y"":659,""dx"":78.16665649414062,""dy"":-72,""t"":11734},{""x"":515,""y"":680,""dx"":77.16665649414062,""dy"":-51,""t"":11765},{""x"":531,""y"":672,""dx"":93.16665649414062,""dy"":-59,""t"":11802},{""x"":548,""y"":666,""dx"":110.16665649414062,""dy"":-65,""t"":11837},{""x"":562,""y"":653,""dx"":124.16665649414062,""dy"":-78,""t"":11868},{""x"":563,""y"":685,""dx"":125.16665649414062,""dy"":-46,""t"":11902},{""x"":571,""y"":675,""dx"":133.16665649414062,""dy"":-56,""t"":11941},{""x"":592,""y"":638,""dx"":154.16665649414062,""dy"":-93,""t"":11969}],[{""x"":1290,""y"":685,""dx"":-1.5,""dy"":-46,""t"":13025},{""x"":1254,""y"":696,""dx"":-37.5,""dy"":-35,""t"":13062},{""x"":1223,""y"":703,""dx"":-68.5,""dy"":-28,""t"":13093},{""x"":1235,""y"":679,""dx"":-56.5,""dy"":-52,""t"":13125},{""x"":1236,""y"":692,""dx"":-55.5,""dy"":-39,""t"":13159},{""x"":1240,""y"":685,""dx"":-51.5,""dy"":-46,""t"":13196},{""x"":1256,""y"":679,""dx"":-35.5,""dy"":-52,""t"":13229},{""x"":1266,""y"":672,""dx"":-25.5,""dy"":-59,""t"":13262},{""x"":1256,""y"":681,""dx"":-35.5,""dy"":-50,""t"":13299},{""x"":1263,""y"":697,""dx"":-28.5,""dy"":-34,""t"":13333},{""x"":1319,""y"":694,""dx"":27.5,""dy"":-37,""t"":13365},{""x"":1329,""y"":681,""dx"":37.5,""dy"":-50,""t"":13398},{""x"":1320,""y"":675,""dx"":28.5,""dy"":-56,""t"":13453},{""x"":1311,""y"":670,""dx"":19.5,""dy"":-61,""t"":13469},{""x"":1319,""y"":668,""dx"":27.5,""dy"":-63,""t"":13502},{""x"":1308,""y"":660,""dx"":16.5,""dy"":-71,""t"":13535},{""x"":1288,""y"":664,""dx"":-3.5,""dy"":-67,""t"":13571},{""x"":1273,""y"":662,""dx"":-18.5,""dy"":-69,""t"":13601},{""x"":1265,""y"":676,""dx"":-26.5,""dy"":-55,""t"":13637},{""x"":1259,""y"":688,""dx"":-32.5,""dy"":-43,""t"":13669},{""x"":1254,""y"":690,""dx"":-37.5,""dy"":-41,""t"":13705},{""x"":1282,""y"":688,""dx"":-9.5,""dy"":-43,""t"":13737},{""x"":1265,""y"":674,""dx"":-26.5,""dy"":-57,""t"":13771},{""x"":1285,""y"":685,""dx"":-6.5,""dy"":-46,""t"":13806},{""x"":1268,""y"":691,""dx"":-23.5,""dy"":-40,""t"":13843},{""x"":1254,""y"":696,""dx"":-37.5,""dy"":-35,""t"":13873},{""x"":1273,""y"":675,""dx"":-18.5,""dy"":-56,""t"":13910},{""x"":1283,""y"":681,""dx"":-8.5,""dy"":-50,""t"":13943},{""x"":1288,""y"":671,""dx"":-3.5,""dy"":-60,""t"":13977},{""x"":1301,""y"":671,""dx"":9.5,""dy"":-60,""t"":14013},{""x"":1289,""y"":673,""dx"":-2.5,""dy"":-58,""t"":14044},{""x"":1320,""y"":664,""dx"":28.5,""dy"":-67,""t"":14078},{""x"":1316,""y"":667,""dx"":24.5,""dy"":-64,""t"":14116},{""x"":1283,""y"":664,""dx"":-8.5,""dy"":-67,""t"":14146},{""x"":1285,""y"":688,""dx"":-6.5,""dy"":-43,""t"":14183},{""x"":1292,""y"":682,""dx"":0.5,""dy"":-49,""t"":14213},{""x"":1318,""y"":709,""dx"":26.5,""dy"":-22,""t"":14249},{""x"":1308,""y"":729,""dx"":16.5,""dy"":-2,""t"":14287},{""x"":1279,""y"":725,""dx"":-12.5,""dy"":-6,""t"":14316},{""x"":1239,""y"":723,""dx"":-52.5,""dy"":-8,""t"":14350},{""x"":1249,""y"":735,""dx"":-42.5,""dy"":4,""t"":14384},{""x"":1269,""y"":718,""dx"":-22.5,""dy"":-13,""t"":14419},{""x"":1289,""y"":698,""dx"":-2.5,""dy"":-33,""t"":14454},{""x"":1301,""y"":691,""dx"":9.5,""dy"":-40,""t"":14486},{""x"":1317,""y"":675,""dx"":25.5,""dy"":-56,""t"":14522},{""x"":1356,""y"":691,""dx"":64.5,""dy"":-40,""t"":14558},{""x"":1377,""y"":700,""dx"":85.5,""dy"":-31,""t"":14590},{""x"":1365,""y"":719,""dx"":73.5,""dy"":-12,""t"":14622},{""x"":1361,""y"":726,""dx"":69.5,""dy"":-5,""t"":14655},{""x"":1352,""y"":729,""dx"":60.5,""dy"":-2,""t"":14693},{""x"":1368,""y"":728,""dx"":76.5,""dy"":-3,""t"":14725},{""x"":1391,""y"":733,""dx"":99.5,""dy"":2,""t"":14758},{""x"":1380,""y"":735,""dx"":88.5,""dy"":4,""t"":14796},{""x"":1366,""y"":730,""dx"":74.5,""dy"":-1,""t"":14825},{""x"":1366,""y"":724,""dx"":74.5,""dy"":-7,""t"":14861},{""x"":1346,""y"":717,""dx"":54.5,""dy"":-14,""t"":14895},{""x"":1342,""y"":716,""dx"":50.5,""dy"":-15,""t"":14928},{""x"":1313,""y"":716,""dx"":21.5,""dy"":-15,""t"":14964},{""x"":1302,""y"":710,""dx"":10.5,""dy"":-21,""t"":14996}]]","[100,98.30508474576271,100,76.27118644067797,100]","[{""x"":66.77682598566605,""y"":112.28813559322033,""r"":49.845671047231455},{""x"":2.1440677966101696,""y"":23.8135593220339,""r"":56.917800591124355},{""x"":-73.98872091002383,""y"":-33.644067796610166,""r"":43.666415210020176},{""x"":132.28530056193725,""y"":-53.728813559322035,""r"":57.11973292730694},{""x"":6.838983050847458,""y"":-37.03389830508475,""r"":36.97522016244767}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.44","validate","","","","","","","","","",""
