success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,response,question_order,stimulus,load_time,raw_gaze,percent_in_roi,average_offset,validation_points,samples_per_sec,task,ans,ISI,type,size,webgazer_data,webgazer_targets,response_target,response_answer,correct,webgazer_targets_data
,canvas-keyboard-response,111,140081,0.0-6.0-2.0-0.33,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,112,140188,0.0-6.0-2.0-1.33,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,113,142246,0.0-6.0-2.0-2.33,,,,,1050,5,,"[""yellow"",""blue"",""green"",""red""]",,,,,,,,,,,,"[{""x"":1348,""y"":546,""t"":5},{""x"":1290,""y"":604,""t"":47},{""x"":1230,""y"":636,""t"":80},{""x"":1192,""y"":624,""t"":111},{""x"":1183,""y"":649,""t"":142},{""x"":1153,""y"":643,""t"":174},{""x"":1147,""y"":663,""t"":208},{""x"":1150,""y"":673,""t"":242},{""x"":1147,""y"":713,""t"":276},{""x"":1136,""y"":735,""t"":310},{""x"":1105,""y"":700,""t"":344},{""x"":1099,""y"":685,""t"":378},{""x"":1121,""y"":695,""t"":412},{""x"":1130,""y"":706,""t"":446},{""x"":1122,""y"":711,""t"":480},{""x"":1149,""y"":747,""t"":514},{""x"":1147,""y"":747,""t"":548},{""x"":1130,""y"":724,""t"":582},{""x"":1133,""y"":657,""t"":615},{""x"":1139,""y"":582,""t"":650},{""x"":1144,""y"":520,""t"":682},{""x"":1141,""y"":425,""t"":718},{""x"":1129,""y"":390,""t"":752},{""x"":1126,""y"":399,""t"":785},{""x"":1144,""y"":435,""t"":820},{""x"":1144,""y"":501,""t"":854},{""x"":1133,""y"":541,""t"":888},{""x"":1175,""y"":574,""t"":922},{""x"":1174,""y"":611,""t"":955},{""x"":1169,""y"":688,""t"":990},{""x"":1168,""y"":740,""t"":1024}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",red,2,FALSE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,html-keyboard-response,114,143247,0.0-6.0-2.0-3.33-0.33-0.33,,,,,null,null,,<div id="errorinfo">Error</div>,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,115,144255,0.0-6.0-2.0-0.34,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,116,144362,0.0-6.0-2.0-1.34,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,117,146085,0.0-6.0-2.0-2.34,,,,,701,2,,"[""purple"",""red"",""blue"",""green""]",,,,,,,,,,,,"[{""x"":1177,""y"":748,""t"":5},{""x"":1199,""y"":756,""t"":46},{""x"":1202,""y"":751,""t"":77},{""x"":1162,""y"":694,""t"":107},{""x"":1183,""y"":729,""t"":140},{""x"":1164,""y"":697,""t"":174},{""x"":1182,""y"":702,""t"":208},{""x"":1193,""y"":689,""t"":242},{""x"":1199,""y"":644,""t"":276},{""x"":1158,""y"":646,""t"":311},{""x"":1163,""y"":606,""t"":344},{""x"":1187,""y"":635,""t"":378},{""x"":1163,""y"":602,""t"":412},{""x"":1167,""y"":598,""t"":446},{""x"":1131,""y"":572,""t"":480},{""x"":1170,""y"":614,""t"":514},{""x"":1158,""y"":649,""t"":547},{""x"":1158,""y"":698,""t"":583},{""x"":1114,""y"":725,""t"":615},{""x"":1109,""y"":761,""t"":650}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",green_1,2,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,118,147094,0.0-6.0-2.0-0.35,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,119,147202,0.0-6.0-2.0-1.35,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,120,148763,0.0-6.0-2.0-2.35,,,,,554,6,,"[""green"",""yellow"",""blue"",""purple""]",,,,,,,,,,,,"[{""x"":1142,""y"":816,""t"":5},{""x"":1143,""y"":731,""t"":43},{""x"":1149,""y"":641,""t"":75},{""x"":1161,""y"":606,""t"":106},{""x"":1170,""y"":563,""t"":140},{""x"":1170,""y"":534,""t"":175},{""x"":1162,""y"":506,""t"":208},{""x"":1177,""y"":508,""t"":243},{""x"":1154,""y"":473,""t"":276},{""x"":1160,""y"":454,""t"":310},{""x"":1236,""y"":457,""t"":344},{""x"":1290,""y"":438,""t"":378},{""x"":1333,""y"":443,""t"":412},{""x"":1391,""y"":441,""t"":446},{""x"":1410,""y"":456,""t"":480},{""x"":1459,""y"":448,""t"":514}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",blue_1,6,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,121,149772,0.0-6.0-2.0-0.36,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,122,149880,0.0-6.0-2.0-1.36,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,123,151563,0.0-6.0-2.0-2.36,,,,,674,2,,"[""green"",""purple"",""red"",""blue""]",,,,,,,,,,,,"[{""x"":1411,""y"":508,""t"":5},{""x"":1371,""y"":487,""t"":40},{""x"":1380,""y"":490,""t"":72},{""x"":1326,""y"":477,""t"":107},{""x"":1281,""y"":451,""t"":140},{""x"":1249,""y"":448,""t"":174},{""x"":1226,""y"":450,""t"":208},{""x"":1192,""y"":456,""t"":242},{""x"":1162,""y"":466,""t"":276},{""x"":1151,""y"":468,""t"":310},{""x"":1164,""y"":481,""t"":343},{""x"":1157,""y"":505,""t"":378},{""x"":1158,""y"":530,""t"":412},{""x"":1179,""y"":607,""t"":447},{""x"":1191,""y"":653,""t"":480},{""x"":1176,""y"":732,""t"":514},{""x"":1170,""y"":800,""t"":548},{""x"":1162,""y"":835,""t"":581},{""x"":1166,""y"":844,""t"":616},{""x"":1154,""y"":849,""t"":650}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",blue,2,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,124,152572,0.0-6.0-2.0-0.37,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,125,152680,0.0-6.0-2.0-1.37,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,126,154173,0.0-6.0-2.0-2.37,,,,,486,8,,"[""red"",""blue"",""purple"",""yellow""]",,,,,,,,,,,,"[{""x"":1203,""y"":809,""t"":5},{""x"":1206,""y"":718,""t"":45},{""x"":1199,""y"":668,""t"":75},{""x"":1191,""y"":619,""t"":107},{""x"":1174,""y"":590,""t"":140},{""x"":1161,""y"":588,""t"":174},{""x"":1190,""y"":554,""t"":208},{""x"":1171,""y"":543,""t"":242},{""x"":1155,""y"":519,""t"":276},{""x"":1159,""y"":487,""t"":311},{""x"":1140,""y"":470,""t"":344},{""x"":1166,""y"":439,""t"":378},{""x"":1176,""y"":453,""t"":412},{""x"":1166,""y"":473,""t"":446}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",blue_1,8,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,127,155183,0.0-6.0-2.0-0.38,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,128,155291,0.0-6.0-2.0-1.38,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,129,156829,0.0-6.0-2.0-2.38,,,,,530,5,,"[""red"",""green"",""yellow"",""blue""]",,,,,,,,,,,,"[{""x"":1195,""y"":507,""t"":11},{""x"":1201,""y"":504,""t"":41},{""x"":1228,""y"":508,""t"":72},{""x"":1261,""y"":496,""t"":106},{""x"":1288,""y"":487,""t"":141},{""x"":1292,""y"":502,""t"":178},{""x"":1277,""y"":517,""t"":208},{""x"":1278,""y"":515,""t"":242},{""x"":1245,""y"":521,""t"":276},{""x"":1244,""y"":523,""t"":310},{""x"":1223,""y"":521,""t"":344},{""x"":1214,""y"":525,""t"":378},{""x"":1214,""y"":516,""t"":412},{""x"":1219,""y"":528,""t"":448},{""x"":1252,""y"":517,""t"":480}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",purple_1,5,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,130,157837,0.0-6.0-2.0-0.39,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,131,157944,0.0-6.0-2.0-1.39,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,132,159462,0.0-6.0-2.0-2.39,,,,,497,4,,"[""green"",""purple"",""blue"",""red""]",,,,,,,,,,,,"[{""x"":1208,""y"":458,""t"":5},{""x"":1220,""y"":493,""t"":40},{""x"":1207,""y"":512,""t"":72},{""x"":1232,""y"":524,""t"":107},{""x"":1208,""y"":537,""t"":140},{""x"":1187,""y"":520,""t"":174},{""x"":1201,""y"":527,""t"":208},{""x"":1204,""y"":518,""t"":243},{""x"":1199,""y"":534,""t"":276},{""x"":1175,""y"":541,""t"":310},{""x"":1175,""y"":512,""t"":344},{""x"":1177,""y"":507,""t"":378},{""x"":1167,""y"":498,""t"":412},{""x"":1133,""y"":498,""t"":446}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",green,4,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,133,160469,0.0-6.0-2.0-0.40,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,134,160576,0.0-6.0-2.0-1.40,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,135,162126,0.0-6.0-2.0-2.40,,,,,542,8,,"[""yellow"",""red"",""purple"",""blue""]",,,,,,,,,,,,"[{""x"":1173,""y"":547,""t"":5},{""x"":1157,""y"":618,""t"":39},{""x"":1178,""y"":628,""t"":72},{""x"":1174,""y"":658,""t"":103},{""x"":1175,""y"":654,""t"":140},{""x"":1169,""y"":664,""t"":173},{""x"":1168,""y"":659,""t"":209},{""x"":1151,""y"":653,""t"":242},{""x"":1162,""y"":639,""t"":276},{""x"":1173,""y"":657,""t"":309},{""x"":1182,""y"":613,""t"":344},{""x"":1194,""y"":614,""t"":378},{""x"":1149,""y"":606,""t"":413},{""x"":1131,""y"":582,""t"":446},{""x"":1112,""y"":568,""t"":479},{""x"":1124,""y"":562,""t"":515}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",red,8,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,136,163133,0.0-6.0-2.0-0.41,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,137,163240,0.0-6.0-2.0-1.41,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,138,164957,0.0-6.0-2.0-2.41,,,,,710,2,,"[""yellow"",""green"",""blue"",""red""]",,,,,,,,,,,,"[{""x"":1159,""y"":567,""t"":5},{""x"":1158,""y"":574,""t"":43},{""x"":1123,""y"":565,""t"":74},{""x"":1110,""y"":601,""t"":106},{""x"":1132,""y"":622,""t"":140},{""x"":1162,""y"":645,""t"":174},{""x"":1137,""y"":622,""t"":206},{""x"":1137,""y"":620,""t"":242},{""x"":1171,""y"":636,""t"":276},{""x"":1170,""y"":635,""t"":309},{""x"":1197,""y"":643,""t"":343},{""x"":1186,""y"":648,""t"":378},{""x"":1209,""y"":643,""t"":412},{""x"":1230,""y"":643,""t"":446},{""x"":1230,""y"":657,""t"":480},{""x"":1208,""y"":634,""t"":514},{""x"":1219,""y"":647,""t"":548},{""x"":1242,""y"":635,""t"":581},{""x"":1232,""y"":640,""t"":616},{""x"":1269,""y"":641,""t"":651},{""x"":1293,""y"":657,""t"":684}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",red_1,2,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,139,165966,0.0-6.0-2.0-0.42,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,140,166073,0.0-6.0-2.0-1.42,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,141,167677,0.0-6.0-2.0-2.42,,,,,598,8,,"[""green"",""red"",""blue"",""purple""]",,,,,,,,,,,,"[{""x"":1270,""y"":625,""t"":5},{""x"":1261,""y"":601,""t"":45},{""x"":1252,""y"":575,""t"":76},{""x"":1256,""y"":574,""t"":106},{""x"":1261,""y"":549,""t"":137},{""x"":1271,""y"":549,""t"":174},{""x"":1284,""y"":530,""t"":209},{""x"":1322,""y"":576,""t"":242},{""x"":1327,""y"":537,""t"":276},{""x"":1359,""y"":555,""t"":309},{""x"":1361,""y"":530,""t"":345},{""x"":1313,""y"":533,""t"":379},{""x"":1219,""y"":533,""t"":426},{""x"":1150,""y"":555,""t"":454},{""x"":1111,""y"":553,""t"":482},{""x"":1102,""y"":537,""t"":514},{""x"":1097,""y"":523,""t"":546}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",red_1,8,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,142,168687,0.0-6.0-2.0-0.43,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,143,168795,0.0-6.0-2.0-1.43,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
