"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer","motion","topo","mchange","tchange"
"true","fullscreen","0","2080","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","8539","0.0-1.0-0.0","6456","{""name"":""csq"",""age"":""23""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","2","10474","0.0-1.0-1.0","1934","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","3","15828","0.0-2.0","","","","2175","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","4","16490","0.0-3.0-0.0","661","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","5","28131","0.0-3.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","6","29378","0.0-3.0-2.0","1246","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","","","","","",""
"","webgazer-validate","7","47007","0.0-3.0-3.0","","","","","","[[{""x"":597,""y"":357,""dx"":106,""dy"":76,""t"":990},{""x"":604,""y"":367,""dx"":113,""dy"":86,""t"":1024},{""x"":598,""y"":375,""dx"":107,""dy"":94,""t"":1058},{""x"":611,""y"":414,""dx"":120,""dy"":133,""t"":1092},{""x"":615,""y"":444,""dx"":124,""dy"":163,""t"":1126},{""x"":623,""y"":447,""dx"":132,""dy"":166,""t"":1159},{""x"":641,""y"":452,""dx"":150,""dy"":171,""t"":1194},{""x"":641,""y"":462,""dx"":150,""dy"":181,""t"":1227},{""x"":639,""y"":470,""dx"":148,""dy"":189,""t"":1261},{""x"":639,""y"":484,""dx"":148,""dy"":203,""t"":1295},{""x"":663,""y"":495,""dx"":172,""dy"":214,""t"":1329},{""x"":665,""y"":506,""dx"":174,""dy"":225,""t"":1362},{""x"":664,""y"":514,""dx"":173,""dy"":233,""t"":1398},{""x"":657,""y"":514,""dx"":166,""dy"":233,""t"":1432},{""x"":653,""y"":519,""dx"":162,""dy"":238,""t"":1466},{""x"":651,""y"":497,""dx"":160,""dy"":216,""t"":1500},{""x"":647,""y"":506,""dx"":156,""dy"":225,""t"":1535},{""x"":647,""y"":486,""dx"":156,""dy"":205,""t"":1567},{""x"":638,""y"":478,""dx"":147,""dy"":197,""t"":1601},{""x"":634,""y"":475,""dx"":143,""dy"":194,""t"":1637},{""x"":631,""y"":468,""dx"":140,""dy"":187,""t"":1670},{""x"":628,""y"":453,""dx"":137,""dy"":172,""t"":1704},{""x"":622,""y"":458,""dx"":131,""dy"":177,""t"":1738},{""x"":616,""y"":463,""dx"":125,""dy"":182,""t"":1769},{""x"":611,""y"":466,""dx"":120,""dy"":185,""t"":1806},{""x"":605,""y"":460,""dx"":114,""dy"":179,""t"":1839},{""x"":594,""y"":450,""dx"":103,""dy"":169,""t"":1873},{""x"":589,""y"":460,""dx"":98,""dy"":179,""t"":1909},{""x"":594,""y"":462,""dx"":103,""dy"":181,""t"":1941},{""x"":594,""y"":467,""dx"":103,""dy"":186,""t"":1976},{""x"":587,""y"":477,""dx"":96,""dy"":196,""t"":2009},{""x"":598,""y"":477,""dx"":107,""dy"":196,""t"":2043},{""x"":606,""y"":482,""dx"":115,""dy"":201,""t"":2078},{""x"":604,""y"":480,""dx"":113,""dy"":199,""t"":2112},{""x"":615,""y"":486,""dx"":124,""dy"":205,""t"":2145},{""x"":621,""y"":480,""dx"":130,""dy"":199,""t"":2180},{""x"":622,""y"":481,""dx"":131,""dy"":200,""t"":2214},{""x"":640,""y"":475,""dx"":149,""dy"":194,""t"":2248},{""x"":641,""y"":476,""dx"":150,""dy"":195,""t"":2282},{""x"":648,""y"":482,""dx"":157,""dy"":201,""t"":2315},{""x"":650,""y"":489,""dx"":159,""dy"":208,""t"":2350},{""x"":656,""y"":499,""dx"":165,""dy"":218,""t"":2385},{""x"":655,""y"":505,""dx"":164,""dy"":224,""t"":2417},{""x"":657,""y"":515,""dx"":166,""dy"":234,""t"":2451},{""x"":650,""y"":507,""dx"":159,""dy"":226,""t"":2486},{""x"":665,""y"":488,""dx"":174,""dy"":207,""t"":2519},{""x"":651,""y"":479,""dx"":160,""dy"":198,""t"":2554},{""x"":636,""y"":475,""dx"":145,""dy"":194,""t"":2587},{""x"":663,""y"":470,""dx"":172,""dy"":189,""t"":2622},{""x"":652,""y"":481,""dx"":161,""dy"":200,""t"":2656},{""x"":635,""y"":482,""dx"":144,""dy"":201,""t"":2690},{""x"":626,""y"":489,""dx"":135,""dy"":208,""t"":2724},{""x"":629,""y"":503,""dx"":138,""dy"":222,""t"":2757},{""x"":615,""y"":506,""dx"":124,""dy"":225,""t"":2792},{""x"":610,""y"":507,""dx"":119,""dy"":226,""t"":2826},{""x"":617,""y"":503,""dx"":126,""dy"":222,""t"":2860},{""x"":607,""y"":497,""dx"":116,""dy"":216,""t"":2894},{""x"":604,""y"":509,""dx"":113,""dy"":228,""t"":2928},{""x"":605,""y"":517,""dx"":114,""dy"":236,""t"":2962},{""x"":604,""y"":516,""dx"":113,""dy"":235,""t"":2996}],[{""x"":572,""y"":642,""dx"":81,""dy"":-179,""t"":4015},{""x"":604,""y"":744,""dx"":113,""dy"":-77,""t"":4050},{""x"":614,""y"":856,""dx"":123,""dy"":35,""t"":4084},{""x"":656,""y"":856,""dx"":165,""dy"":35,""t"":4117},{""x"":664,""y"":854,""dx"":173,""dy"":33,""t"":4151},{""x"":670,""y"":862,""dx"":179,""dy"":41,""t"":4186},{""x"":681,""y"":843,""dx"":190,""dy"":22,""t"":4220},{""x"":690,""y"":834,""dx"":199,""dy"":13,""t"":4253},{""x"":690,""y"":840,""dx"":199,""dy"":19,""t"":4287},{""x"":692,""y"":836,""dx"":201,""dy"":15,""t"":4322},{""x"":684,""y"":832,""dx"":193,""dy"":11,""t"":4356},{""x"":691,""y"":824,""dx"":200,""dy"":3,""t"":4390},{""x"":687,""y"":811,""dx"":196,""dy"":-10,""t"":4424},{""x"":683,""y"":793,""dx"":192,""dy"":-28,""t"":4457},{""x"":679,""y"":781,""dx"":188,""dy"":-40,""t"":4492},{""x"":669,""y"":775,""dx"":178,""dy"":-46,""t"":4526},{""x"":667,""y"":756,""dx"":176,""dy"":-65,""t"":4560},{""x"":663,""y"":743,""dx"":172,""dy"":-78,""t"":4593},{""x"":664,""y"":735,""dx"":173,""dy"":-86,""t"":4627},{""x"":668,""y"":737,""dx"":177,""dy"":-84,""t"":4662},{""x"":692,""y"":743,""dx"":201,""dy"":-78,""t"":4695},{""x"":687,""y"":724,""dx"":196,""dy"":-97,""t"":4730},{""x"":701,""y"":755,""dx"":210,""dy"":-66,""t"":4764},{""x"":691,""y"":749,""dx"":200,""dy"":-72,""t"":4798},{""x"":693,""y"":768,""dx"":202,""dy"":-53,""t"":4833},{""x"":688,""y"":766,""dx"":197,""dy"":-55,""t"":4866},{""x"":705,""y"":773,""dx"":214,""dy"":-48,""t"":4900},{""x"":719,""y"":779,""dx"":228,""dy"":-42,""t"":4931},{""x"":722,""y"":764,""dx"":231,""dy"":-57,""t"":4968},{""x"":736,""y"":762,""dx"":245,""dy"":-59,""t"":5002},{""x"":742,""y"":761,""dx"":251,""dy"":-60,""t"":5036},{""x"":751,""y"":760,""dx"":260,""dy"":-61,""t"":5071},{""x"":757,""y"":767,""dx"":266,""dy"":-54,""t"":5104},{""x"":736,""y"":772,""dx"":245,""dy"":-49,""t"":5137},{""x"":722,""y"":768,""dx"":231,""dy"":-53,""t"":5172},{""x"":733,""y"":780,""dx"":242,""dy"":-41,""t"":5206},{""x"":730,""y"":772,""dx"":239,""dy"":-49,""t"":5240},{""x"":729,""y"":781,""dx"":238,""dy"":-40,""t"":5274},{""x"":738,""y"":782,""dx"":247,""dy"":-39,""t"":5309},{""x"":721,""y"":764,""dx"":230,""dy"":-57,""t"":5339},{""x"":729,""y"":785,""dx"":238,""dy"":-36,""t"":5376},{""x"":731,""y"":788,""dx"":240,""dy"":-33,""t"":5409},{""x"":751,""y"":782,""dx"":260,""dy"":-39,""t"":5443},{""x"":765,""y"":777,""dx"":274,""dy"":-44,""t"":5478},{""x"":745,""y"":775,""dx"":254,""dy"":-46,""t"":5511},{""x"":751,""y"":769,""dx"":260,""dy"":-52,""t"":5546},{""x"":759,""y"":759,""dx"":268,""dy"":-62,""t"":5580},{""x"":769,""y"":752,""dx"":278,""dy"":-69,""t"":5614},{""x"":765,""y"":755,""dx"":274,""dy"":-66,""t"":5647},{""x"":774,""y"":757,""dx"":283,""dy"":-64,""t"":5682},{""x"":759,""y"":747,""dx"":268,""dy"":-74,""t"":5715},{""x"":757,""y"":756,""dx"":266,""dy"":-65,""t"":5749},{""x"":758,""y"":741,""dx"":267,""dy"":-80,""t"":5785},{""x"":752,""y"":737,""dx"":261,""dy"":-84,""t"":5818},{""x"":745,""y"":733,""dx"":254,""dy"":-88,""t"":5852},{""x"":740,""y"":714,""dx"":249,""dy"":-107,""t"":5886},{""x"":735,""y"":718,""dx"":244,""dy"":-103,""t"":5919},{""x"":726,""y"":708,""dx"":235,""dy"":-113,""t"":5954},{""x"":710,""y"":696,""dx"":219,""dy"":-125,""t"":5988}],[{""x"":961,""y"":525,""dx"":-10,""dy"":-26,""t"":7007},{""x"":947,""y"":534,""dx"":-24,""dy"":-17,""t"":7041},{""x"":950,""y"":548,""dx"":-21,""dy"":-3,""t"":7076},{""x"":947,""y"":561,""dx"":-24,""dy"":10,""t"":7110},{""x"":951,""y"":564,""dx"":-20,""dy"":13,""t"":7144},{""x"":936,""y"":585,""dx"":-35,""dy"":34,""t"":7177},{""x"":932,""y"":603,""dx"":-39,""dy"":52,""t"":7211},{""x"":931,""y"":597,""dx"":-40,""dy"":46,""t"":7246},{""x"":933,""y"":552,""dx"":-38,""dy"":1,""t"":7280},{""x"":939,""y"":554,""dx"":-32,""dy"":3,""t"":7311},{""x"":914,""y"":506,""dx"":-57,""dy"":-45,""t"":7347},{""x"":913,""y"":527,""dx"":-58,""dy"":-24,""t"":7382},{""x"":912,""y"":489,""dx"":-59,""dy"":-62,""t"":7417},{""x"":917,""y"":518,""dx"":-54,""dy"":-33,""t"":7450},{""x"":932,""y"":511,""dx"":-39,""dy"":-40,""t"":7483},{""x"":938,""y"":506,""dx"":-33,""dy"":-45,""t"":7518},{""x"":928,""y"":489,""dx"":-43,""dy"":-62,""t"":7552},{""x"":945,""y"":486,""dx"":-26,""dy"":-65,""t"":7586},{""x"":951,""y"":488,""dx"":-20,""dy"":-63,""t"":7619},{""x"":954,""y"":484,""dx"":-17,""dy"":-67,""t"":7654},{""x"":968,""y"":494,""dx"":-3,""dy"":-57,""t"":7688},{""x"":963,""y"":496,""dx"":-8,""dy"":-55,""t"":7722},{""x"":970,""y"":500,""dx"":-1,""dy"":-51,""t"":7756},{""x"":974,""y"":486,""dx"":3,""dy"":-65,""t"":7790},{""x"":970,""y"":475,""dx"":-1,""dy"":-76,""t"":7824},{""x"":969,""y"":467,""dx"":-2,""dy"":-84,""t"":7857},{""x"":977,""y"":490,""dx"":6,""dy"":-61,""t"":7892},{""x"":962,""y"":483,""dx"":-9,""dy"":-68,""t"":7926},{""x"":957,""y"":467,""dx"":-14,""dy"":-84,""t"":7964},{""x"":962,""y"":460,""dx"":-9,""dy"":-91,""t"":7996},{""x"":966,""y"":457,""dx"":-5,""dy"":-94,""t"":8027},{""x"":966,""y"":462,""dx"":-5,""dy"":-89,""t"":8062},{""x"":951,""y"":461,""dx"":-20,""dy"":-90,""t"":8097},{""x"":972,""y"":471,""dx"":1,""dy"":-80,""t"":8130},{""x"":962,""y"":476,""dx"":-9,""dy"":-75,""t"":8163},{""x"":974,""y"":510,""dx"":3,""dy"":-41,""t"":8197},{""x"":972,""y"":510,""dx"":1,""dy"":-41,""t"":8232},{""x"":974,""y"":479,""dx"":3,""dy"":-72,""t"":8265},{""x"":973,""y"":482,""dx"":2,""dy"":-69,""t"":8300},{""x"":981,""y"":486,""dx"":10,""dy"":-65,""t"":8334},{""x"":985,""y"":479,""dx"":14,""dy"":-72,""t"":8368},{""x"":986,""y"":497,""dx"":15,""dy"":-54,""t"":8401},{""x"":1003,""y"":517,""dx"":32,""dy"":-34,""t"":8435},{""x"":1009,""y"":519,""dx"":38,""dy"":-32,""t"":8470},{""x"":1014,""y"":519,""dx"":43,""dy"":-32,""t"":8501},{""x"":1020,""y"":517,""dx"":49,""dy"":-34,""t"":8537},{""x"":1009,""y"":526,""dx"":38,""dy"":-25,""t"":8572},{""x"":1001,""y"":530,""dx"":30,""dy"":-21,""t"":8606},{""x"":1006,""y"":536,""dx"":35,""dy"":-15,""t"":8639},{""x"":1007,""y"":552,""dx"":36,""dy"":1,""t"":8673},{""x"":1001,""y"":562,""dx"":30,""dy"":11,""t"":8708},{""x"":999,""y"":585,""dx"":28,""dy"":34,""t"":8741},{""x"":997,""y"":583,""dx"":26,""dy"":32,""t"":8776},{""x"":998,""y"":583,""dx"":27,""dy"":32,""t"":8810},{""x"":989,""y"":566,""dx"":18,""dy"":15,""t"":8844},{""x"":992,""y"":555,""dx"":21,""dy"":4,""t"":8879},{""x"":995,""y"":545,""dx"":24,""dy"":-6,""t"":8910},{""x"":984,""y"":535,""dx"":13,""dy"":-16,""t"":8945},{""x"":989,""y"":534,""dx"":18,""dy"":-17,""t"":8980}],[{""x"":1437,""y"":191,""dx"":-14,""dy"":-90,""t"":10033},{""x"":1418,""y"":184,""dx"":-33,""dy"":-97,""t"":10065},{""x"":1410,""y"":175,""dx"":-41,""dy"":-106,""t"":10102},{""x"":1407,""y"":169,""dx"":-44,""dy"":-112,""t"":10137},{""x"":1425,""y"":173,""dx"":-26,""dy"":-108,""t"":10170},{""x"":1429,""y"":170,""dx"":-22,""dy"":-111,""t"":10203},{""x"":1433,""y"":162,""dx"":-18,""dy"":-119,""t"":10238},{""x"":1431,""y"":156,""dx"":-20,""dy"":-125,""t"":10271},{""x"":1464,""y"":194,""dx"":13,""dy"":-87,""t"":10305},{""x"":1452,""y"":177,""dx"":1,""dy"":-104,""t"":10339},{""x"":1437,""y"":168,""dx"":-14,""dy"":-113,""t"":10374},{""x"":1428,""y"":161,""dx"":-23,""dy"":-120,""t"":10408},{""x"":1410,""y"":151,""dx"":-41,""dy"":-130,""t"":10442},{""x"":1443,""y"":189,""dx"":-8,""dy"":-92,""t"":10474},{""x"":1435,""y"":196,""dx"":-16,""dy"":-85,""t"":10509},{""x"":1498,""y"":231,""dx"":47,""dy"":-50,""t"":10543},{""x"":1537,""y"":246,""dx"":86,""dy"":-35,""t"":10578},{""x"":1531,""y"":249,""dx"":80,""dy"":-32,""t"":10611},{""x"":1528,""y"":251,""dx"":77,""dy"":-30,""t"":10645},{""x"":1548,""y"":282,""dx"":97,""dy"":1,""t"":10680},{""x"":1511,""y"":253,""dx"":60,""dy"":-28,""t"":10713},{""x"":1529,""y"":257,""dx"":78,""dy"":-24,""t"":10747},{""x"":1540,""y"":247,""dx"":89,""dy"":-34,""t"":10781},{""x"":1542,""y"":255,""dx"":91,""dy"":-26,""t"":10815},{""x"":1548,""y"":273,""dx"":97,""dy"":-8,""t"":10850},{""x"":1546,""y"":266,""dx"":95,""dy"":-15,""t"":10884},{""x"":1534,""y"":236,""dx"":83,""dy"":-45,""t"":10917},{""x"":1512,""y"":208,""dx"":61,""dy"":-73,""t"":10951},{""x"":1520,""y"":223,""dx"":69,""dy"":-58,""t"":10985},{""x"":1525,""y"":223,""dx"":74,""dy"":-58,""t"":11021},{""x"":1525,""y"":230,""dx"":74,""dy"":-51,""t"":11054},{""x"":1501,""y"":205,""dx"":50,""dy"":-76,""t"":11087},{""x"":1505,""y"":191,""dx"":54,""dy"":-90,""t"":11122},{""x"":1500,""y"":203,""dx"":49,""dy"":-78,""t"":11156},{""x"":1509,""y"":229,""dx"":58,""dy"":-52,""t"":11189},{""x"":1513,""y"":224,""dx"":62,""dy"":-57,""t"":11224},{""x"":1511,""y"":244,""dx"":60,""dy"":-37,""t"":11258},{""x"":1507,""y"":252,""dx"":56,""dy"":-29,""t"":11292},{""x"":1506,""y"":250,""dx"":55,""dy"":-31,""t"":11325},{""x"":1505,""y"":251,""dx"":54,""dy"":-30,""t"":11359},{""x"":1520,""y"":257,""dx"":69,""dy"":-24,""t"":11395},{""x"":1521,""y"":276,""dx"":70,""dy"":-5,""t"":11428},{""x"":1514,""y"":270,""dx"":63,""dy"":-11,""t"":11462},{""x"":1499,""y"":251,""dx"":48,""dy"":-30,""t"":11496},{""x"":1492,""y"":229,""dx"":41,""dy"":-52,""t"":11529},{""x"":1481,""y"":211,""dx"":30,""dy"":-70,""t"":11563},{""x"":1486,""y"":216,""dx"":35,""dy"":-65,""t"":11598},{""x"":1492,""y"":197,""dx"":41,""dy"":-84,""t"":11632},{""x"":1496,""y"":212,""dx"":45,""dy"":-69,""t"":11666},{""x"":1466,""y"":185,""dx"":15,""dy"":-96,""t"":11700},{""x"":1476,""y"":200,""dx"":25,""dy"":-81,""t"":11733},{""x"":1488,""y"":223,""dx"":37,""dy"":-58,""t"":11767},{""x"":1515,""y"":235,""dx"":64,""dy"":-46,""t"":11802},{""x"":1494,""y"":224,""dx"":43,""dy"":-57,""t"":11836},{""x"":1473,""y"":217,""dx"":22,""dy"":-64,""t"":11870},{""x"":1437,""y"":185,""dx"":-14,""dy"":-96,""t"":11904},{""x"":1450,""y"":206,""dx"":-1,""dy"":-75,""t"":11937},{""x"":1461,""y"":224,""dx"":10,""dy"":-57,""t"":11971},{""x"":1469,""y"":241,""dx"":18,""dy"":-40,""t"":12006}],[{""x"":1054,""y"":1069,""dx"":-397,""dy"":248,""t"":13026},{""x"":1043,""y"":1025,""dx"":-408,""dy"":204,""t"":13060},{""x"":1081,""y"":964,""dx"":-370,""dy"":143,""t"":13093},{""x"":1099,""y"":892,""dx"":-352,""dy"":71,""t"":13127},{""x"":1161,""y"":853,""dx"":-290,""dy"":32,""t"":13162},{""x"":1193,""y"":800,""dx"":-258,""dy"":-21,""t"":13196},{""x"":1222,""y"":784,""dx"":-229,""dy"":-37,""t"":13230},{""x"":1249,""y"":774,""dx"":-202,""dy"":-47,""t"":13264},{""x"":1306,""y"":746,""dx"":-145,""dy"":-75,""t"":13297},{""x"":1352,""y"":716,""dx"":-99,""dy"":-105,""t"":13333},{""x"":1380,""y"":705,""dx"":-71,""dy"":-116,""t"":13366},{""x"":1403,""y"":694,""dx"":-48,""dy"":-127,""t"":13400},{""x"":1426,""y"":701,""dx"":-25,""dy"":-120,""t"":13434},{""x"":1425,""y"":696,""dx"":-26,""dy"":-125,""t"":13467},{""x"":1444,""y"":692,""dx"":-7,""dy"":-129,""t"":13502},{""x"":1459,""y"":697,""dx"":8,""dy"":-124,""t"":13536},{""x"":1459,""y"":706,""dx"":8,""dy"":-115,""t"":13569},{""x"":1445,""y"":707,""dx"":-6,""dy"":-114,""t"":13604},{""x"":1432,""y"":708,""dx"":-19,""dy"":-113,""t"":13636},{""x"":1431,""y"":710,""dx"":-20,""dy"":-111,""t"":13673},{""x"":1455,""y"":715,""dx"":4,""dy"":-106,""t"":13705},{""x"":1469,""y"":707,""dx"":18,""dy"":-114,""t"":13740},{""x"":1473,""y"":712,""dx"":22,""dy"":-109,""t"":13774},{""x"":1471,""y"":718,""dx"":20,""dy"":-103,""t"":13809},{""x"":1472,""y"":712,""dx"":21,""dy"":-109,""t"":13841},{""x"":1461,""y"":703,""dx"":10,""dy"":-118,""t"":13876},{""x"":1472,""y"":708,""dx"":21,""dy"":-113,""t"":13909},{""x"":1466,""y"":700,""dx"":15,""dy"":-121,""t"":13944},{""x"":1489,""y"":697,""dx"":38,""dy"":-124,""t"":13977},{""x"":1500,""y"":701,""dx"":49,""dy"":-120,""t"":14012},{""x"":1509,""y"":705,""dx"":58,""dy"":-116,""t"":14043},{""x"":1513,""y"":715,""dx"":62,""dy"":-106,""t"":14080},{""x"":1496,""y"":716,""dx"":45,""dy"":-105,""t"":14113},{""x"":1487,""y"":717,""dx"":36,""dy"":-104,""t"":14148},{""x"":1473,""y"":704,""dx"":22,""dy"":-117,""t"":14182},{""x"":1457,""y"":712,""dx"":6,""dy"":-109,""t"":14215},{""x"":1442,""y"":709,""dx"":-9,""dy"":-112,""t"":14250},{""x"":1450,""y"":732,""dx"":-1,""dy"":-89,""t"":14284},{""x"":1455,""y"":747,""dx"":4,""dy"":-74,""t"":14318},{""x"":1455,""y"":761,""dx"":4,""dy"":-60,""t"":14352},{""x"":1449,""y"":749,""dx"":-2,""dy"":-72,""t"":14385},{""x"":1452,""y"":752,""dx"":1,""dy"":-69,""t"":14419},{""x"":1454,""y"":733,""dx"":3,""dy"":-88,""t"":14454},{""x"":1455,""y"":710,""dx"":4,""dy"":-111,""t"":14487},{""x"":1446,""y"":703,""dx"":-5,""dy"":-118,""t"":14522},{""x"":1455,""y"":707,""dx"":4,""dy"":-114,""t"":14555},{""x"":1452,""y"":713,""dx"":1,""dy"":-108,""t"":14590},{""x"":1455,""y"":732,""dx"":4,""dy"":-89,""t"":14623},{""x"":1448,""y"":692,""dx"":-3,""dy"":-129,""t"":14657},{""x"":1454,""y"":683,""dx"":3,""dy"":-138,""t"":14691},{""x"":1463,""y"":696,""dx"":12,""dy"":-125,""t"":14726},{""x"":1459,""y"":681,""dx"":8,""dy"":-140,""t"":14760},{""x"":1455,""y"":688,""dx"":4,""dy"":-133,""t"":14794},{""x"":1457,""y"":692,""dx"":6,""dy"":-129,""t"":14828},{""x"":1454,""y"":698,""dx"":3,""dy"":-123,""t"":14862},{""x"":1458,""y"":712,""dx"":7,""dy"":-109,""t"":14896},{""x"":1458,""y"":726,""dx"":7,""dy"":-95,""t"":14930},{""x"":1457,""y"":724,""dx"":6,""dy"":-97,""t"":14964},{""x"":1451,""y"":725,""dx"":0,""dy"":-96,""t"":14997}]]","[8.333333333333332,30.508474576271187,100,100,86.4406779661017]","[{""x"":137,""y"":195.7,""r"":44.20845444428603},{""x"":219.20338983050848,""y"":-49.932203389830505,""r"":49.16259978927876},{""x"":-3.5762711864406778,""y"":-34.40677966101695,""r"":42.62714897057249},{""x"":35.779661016949156,""y"":-63.13559322033898,""r"":40.10070990380162},{""x"":-41.49152542372882,""y"":-84.62711864406779,""r"":61.01048223733787}]","[[25,25],[25,75],[50,50],[75,25],[75,75]]","29.41","validate","","","","","","","","","","","","","","",""
"","html-button-response","8","47826","0.0-3.0-4.0-0.0-0.0","818","0","","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","recalibration","","","","","","","","","","","","","",""
"","webgazer-calibrate","9","57908","0.0-3.0-4.0-0.0-1.0","","","","","","","","","","","","recalibration","","","","","","","","","","","","","",""
