name,age,sex,rt,response,answer,stimulus,target,correct,webgazer_data,webgazer_targets_data,canvas_data,motion,topo,mchange,tchange,T
,,,949,4,2.0,"[""rect"",""ring_1"",""star"",""diamond""]",diamond,False,"[{""x"":1120,""y"":541,""t"":3},{""x"":1108,""y"":573,""t"":38},{""x"":1081,""y"":630,""t"":76},{""x"":1080,""y"":632,""t"":104},{""x"":1071,""y"":675,""t"":140},{""x"":1064,""y"":678,""t"":174},{""x"":1043,""y"":725,""t"":222},{""x"":1020,""y"":718,""t"":247},{""x"":1044,""y"":684,""t"":276},{""x"":1058,""y"":651,""t"":315},{""x"":1032,""y"":638,""t"":343},{""x"":1033,""y"":639,""t"":378},{""x"":1027,""y"":618,""t"":412},{""x"":1014,""y"":638,""t"":457},{""x"":1006,""y"":649,""t"":480}], [{""x"":1018,""y"":659,""t"":3},{""x"":1009,""y"":661,""t"":38},{""x"":1018,""y"":659,""t"":79},{""x"":1026,""y"":657,""t"":105},{""x"":1026,""y"":677,""t"":142},{""x"":1084,""y"":714,""t"":174},{""x"":1089,""y"":710,""t"":210},{""x"":1120,""y"":738,""t"":240},{""x"":1135,""y"":713,""t"":284},{""x"":1152,""y"":717,""t"":310},{""x"":1154,""y"":732,""t"":348},{""x"":1173,""y"":718,""t"":377},{""x"":1177,""y"":713,""t"":427},{""x"":1189,""y"":726,""t"":446},{""x"":1186,""y"":691,""t"":489}], [{""x"":1193,""y"":699,""t"":3},{""x"":1185,""y"":654,""t"":37},{""x"":1133,""y"":626,""t"":87},{""x"":1071,""y"":631,""t"":111},{""x"":1038,""y"":598,""t"":140},{""x"":999,""y"":577,""t"":182},{""x"":969,""y"":566,""t"":209},{""x"":932,""y"":535,""t"":241},{""x"":928,""y"":493,""t"":278},{""x"":909,""y"":471,""t"":310},{""x"":882,""y"":472,""t"":352},{""x"":879,""y"":472,""t"":378},{""x"":874,""y"":466,""t"":411},{""x"":852,""y"":464,""t"":452},{""x"":874,""y"":478,""t"":481}], [{""x"":908,""y"":442,""t"":3},{""x"":930,""y"":460,""t"":38},{""x"":934,""y"":437,""t"":84},{""x"":945,""y"":412,""t"":107},{""x"":962,""y"":391,""t"":139},{""x"":949,""y"":408,""t"":180},{""x"":972,""y"":386,""t"":205},{""x"":977,""y"":377,""t"":244},{""x"":981,""y"":370,""t"":275},{""x"":994,""y"":393,""t"":323},{""x"":1014,""y"":494,""t"":346},{""x"":1020,""y"":648,""t"":377},{""x"":1053,""y"":796,""t"":418},{""x"":1043,""y"":866,""t"":447},{""x"":1090,""y"":918,""t"":481}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":100,""height"":100,""top"":375,""right"":900,""bottom"":475,""left"":800},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0
,,,774,6,6.0,"[""star"",""diamond"",""hexagram"",""rect_1""]",hexagram,True,"[{""x"":1090,""y"":569,""t"":2},{""x"":1065,""y"":583,""t"":38},{""x"":1053,""y"":601,""t"":76},{""x"":1045,""y"":571,""t"":106},{""x"":1020,""y"":577,""t"":139},{""x"":997,""y"":578,""t"":185},{""x"":991,""y"":574,""t"":212},{""x"":989,""y"":565,""t"":242},{""x"":985,""y"":561,""t"":278},{""x"":982,""y"":559,""t"":309},{""x"":1024,""y"":674,""t"":352},{""x"":1058,""y"":772,""t"":379},{""x"":1070,""y"":825,""t"":413},{""x"":1093,""y"":849,""t"":448},{""x"":1102,""y"":864,""t"":477}], [{""x"":1078,""y"":864,""t"":3},{""x"":1037,""y"":885,""t"":38},{""x"":1012,""y"":840,""t"":75},{""x"":977,""y"":838,""t"":106},{""x"":935,""y"":813,""t"":151},{""x"":900,""y"":791,""t"":178},{""x"":902,""y"":783,""t"":209},{""x"":956,""y"":744,""t"":247},{""x"":987,""y"":717,""t"":274},{""x"":1008,""y"":708,""t"":310},{""x"":1033,""y"":701,""t"":343},{""x"":1055,""y"":696,""t"":387},{""x"":1045,""y"":712,""t"":415},{""x"":1069,""y"":704,""t"":446},{""x"":1061,""y"":728,""t"":485}], [{""x"":1073,""y"":722,""t"":3},{""x"":1092,""y"":739,""t"":37},{""x"":1103,""y"":723,""t"":83},{""x"":1074,""y"":729,""t"":110},{""x"":1056,""y"":688,""t"":139},{""x"":1059,""y"":668,""t"":178},{""x"":1048,""y"":641,""t"":208},{""x"":1053,""y"":624,""t"":257},{""x"":1053,""y"":626,""t"":284},{""x"":1060,""y"":638,""t"":309},{""x"":1060,""y"":605,""t"":352},{""x"":1040,""y"":569,""t"":380},{""x"":1087,""y"":593,""t"":412},{""x"":1079,""y"":644,""t"":447},{""x"":1092,""y"":701,""t"":480}], [{""x"":1112,""y"":690,""t"":3},{""x"":1125,""y"":724,""t"":37},{""x"":1144,""y"":715,""t"":80},{""x"":1142,""y"":730,""t"":107},{""x"":1154,""y"":711,""t"":140},{""x"":1162,""y"":678,""t"":176},{""x"":1158,""y"":670,""t"":208},{""x"":1124,""y"":662,""t"":254},{""x"":1119,""y"":669,""t"":283},{""x"":1123,""y"":659,""t"":310},{""x"":1105,""y"":666,""t"":348},{""x"":1125,""y"":670,""t"":377},{""x"":1127,""y"":666,""t"":413},{""x"":1147,""y"":661,""t"":455},{""x"":1164,""y"":657,""t"":482}]","[{""x"":250,""y"":425,""width"":100,""height"":100,""top"":375,""right"":300,""bottom"":475,""left"":200},{""x"":550,""y"":125,""width"":100,""height"":100,""top"":75,""right"":600,""bottom"":175,""left"":500},{""x"":850,""y"":425,""width"":92.37604307034013,""height"":80,""top"":385,""right"":896.18802153517,""bottom"":465,""left"":803.81197846483},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0
,,,1683,2,4.0,"[""star"",""ring_2"",""hexagram"",""triangle""]",star,False,"[{""x"":979,""y"":608,""t"":3},{""x"":997,""y"":601,""t"":38},{""x"":998,""y"":591,""t"":85},{""x"":1007,""y"":579,""t"":108},{""x"":1005,""y"":590,""t"":140},{""x"":978,""y"":619,""t"":180},{""x"":987,""y"":622,""t"":208},{""x"":990,""y"":636,""t"":243},{""x"":1026,""y"":737,""t"":282},{""x"":1060,""y"":821,""t"":308},{""x"":1086,""y"":893,""t"":353},{""x"":1138,""y"":921,""t"":380},{""x"":1169,""y"":951,""t"":413},{""x"":1160,""y"":941,""t"":448},{""x"":1159,""y"":891,""t"":480}], [{""x"":1133,""y"":823,""t"":3},{""x"":1132,""y"":806,""t"":41},{""x"":1136,""y"":789,""t"":72},{""x"":1127,""y"":746,""t"":109},{""x"":1088,""y"":753,""t"":139},{""x"":1076,""y"":721,""t"":173},{""x"":1058,""y"":700,""t"":208},{""x"":1043,""y"":683,""t"":242},{""x"":1025,""y"":683,""t"":286},{""x"":1035,""y"":638,""t"":309},{""x"":1038,""y"":622,""t"":349},{""x"":1041,""y"":610,""t"":375},{""x"":1033,""y"":597,""t"":413},{""x"":1024,""y"":615,""t"":446},{""x"":1019,""y"":580,""t"":481}], [{""x"":1018,""y"":594,""t"":3},{""x"":998,""y"":585,""t"":38},{""x"":1014,""y"":600,""t"":81},{""x"":1045,""y"":600,""t"":107},{""x"":1054,""y"":631,""t"":139},{""x"":1076,""y"":662,""t"":176},{""x"":1082,""y"":696,""t"":208},{""x"":1115,""y"":685,""t"":255},{""x"":1126,""y"":676,""t"":277},{""x"":1072,""y"":655,""t"":310},{""x"":1042,""y"":625,""t"":349},{""x"":1047,""y"":581,""t"":377},{""x"":1044,""y"":564,""t"":413},{""x"":1042,""y"":552,""t"":458},{""x"":1066,""y"":565,""t"":487}], [{""x"":1051,""y"":587,""t"":3},{""x"":1067,""y"":604,""t"":40},{""x"":1038,""y"":640,""t"":73},{""x"":1053,""y"":651,""t"":120},{""x"":1072,""y"":696,""t"":148},{""x"":1052,""y"":743,""t"":176},{""x"":1035,""y"":704,""t"":208},{""x"":1054,""y"":708,""t"":247},{""x"":1064,""y"":710,""t"":276},{""x"":1089,""y"":705,""t"":310},{""x"":1080,""y"":679,""t"":349},{""x"":1079,""y"":669,""t"":375},{""x"":1069,""y"":640,""t"":421},{""x"":1047,""y"":620,""t"":449},{""x"":1053,""y"":614,""t"":481}]","[{""x"":250,""y"":425,""width"":100,""height"":100,""top"":375,""right"":300,""bottom"":475,""left"":200},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":92.37604307034013,""height"":80,""top"":385,""right"":896.18802153517,""bottom"":465,""left"":803.81197846483},{""x"":550,""y"":725,""width"":124,""height"":124,""top"":663,""right"":612,""bottom"":787,""left"":488}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0
,,,776,6,6.0,"[""triangle"",""diamond"",""rect_1"",""star""]",rect_1,True,"[{""x"":1003,""y"":608,""t"":3},{""x"":1007,""y"":597,""t"":38},{""x"":983,""y"":620,""t"":73},{""x"":986,""y"":586,""t"":106},{""x"":979,""y"":590,""t"":151},{""x"":975,""y"":597,""t"":177},{""x"":965,""y"":614,""t"":208},{""x"":962,""y"":635,""t"":245},{""x"":969,""y"":631,""t"":276},{""x"":958,""y"":622,""t"":325},{""x"":941,""y"":621,""t"":344},{""x"":950,""y"":599,""t"":388},{""x"":921,""y"":579,""t"":416},{""x"":870,""y"":595,""t"":446},{""x"":838,""y"":582,""t"":482}], [{""x"":807,""y"":582,""t"":3},{""x"":776,""y"":583,""t"":40},{""x"":761,""y"":586,""t"":71},{""x"":736,""y"":599,""t"":114},{""x"":743,""y"":584,""t"":140},{""x"":748,""y"":560,""t"":174},{""x"":746,""y"":570,""t"":210},{""x"":744,""y"":559,""t"":241},{""x"":774,""y"":558,""t"":288},{""x"":796,""y"":614,""t"":316},{""x"":895,""y"":737,""t"":346},{""x"":1009,""y"":815,""t"":378},{""x"":1107,""y"":877,""t"":416},{""x"":1186,""y"":898,""t"":445},{""x"":1241,""y"":884,""t"":482}], [{""x"":1269,""y"":900,""t"":1},{""x"":1293,""y"":910,""t"":38},{""x"":1309,""y"":913,""t"":80},{""x"":1302,""y"":898,""t"":107},{""x"":1301,""y"":854,""t"":139},{""x"":1286,""y"":843,""t"":175},{""x"":1275,""y"":808,""t"":215},{""x"":1263,""y"":777,""t"":240},{""x"":1254,""y"":754,""t"":279},{""x"":1236,""y"":714,""t"":308},{""x"":1232,""y"":701,""t"":344},{""x"":1195,""y"":664,""t"":381},{""x"":1139,""y"":635,""t"":411},{""x"":1105,""y"":607,""t"":459},{""x"":1055,""y"":602,""t"":485}], [{""x"":1027,""y"":579,""t"":3},{""x"":1019,""y"":589,""t"":37},{""x"":1009,""y"":583,""t"":87},{""x"":1007,""y"":576,""t"":116},{""x"":1000,""y"":547,""t"":143},{""x"":1000,""y"":563,""t"":174},{""x"":999,""y"":615,""t"":215},{""x"":1001,""y"":607,""t"":242},{""x"":1004,""y"":583,""t"":277},{""x"":1040,""y"":610,""t"":324},{""x"":1061,""y"":609,""t"":343},{""x"":1094,""y"":619,""t"":387},{""x"":1117,""y"":644,""t"":414},{""x"":1118,""y"":668,""t"":446},{""x"":1118,""y"":677,""t"":481}]","[{""x"":250,""y"":425,""width"":124,""height"":124,""top"":363,""right"":312,""bottom"":487,""left"":188},{""x"":550,""y"":125,""width"":100,""height"":100,""top"":75,""right"":600,""bottom"":175,""left"":500},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,single,1.0
,,,1136,2,2.0,"[""triangle"",""star"",""diamond_2"",""hexagram""]",hexagram,True,"[{""x"":987,""y"":608,""t"":3},{""x"":981,""y"":617,""t"":37},{""x"":987,""y"":626,""t"":81},{""x"":1005,""y"":619,""t"":108},{""x"":968,""y"":635,""t"":140},{""x"":973,""y"":592,""t"":176},{""x"":946,""y"":572,""t"":208},{""x"":959,""y"":584,""t"":252},{""x"":961,""y"":592,""t"":282},{""x"":955,""y"":576,""t"":309},{""x"":966,""y"":579,""t"":348},{""x"":958,""y"":580,""t"":379},{""x"":985,""y"":588,""t"":412},{""x"":975,""y"":576,""t"":458}], [{""x"":957,""y"":584,""t"":-22},{""x"":980,""y"":566,""t"":3},{""x"":969,""y"":563,""t"":37},{""x"":976,""y"":565,""t"":74},{""x"":966,""y"":558,""t"":107},{""x"":988,""y"":568,""t"":146},{""x"":994,""y"":570,""t"":171},{""x"":991,""y"":565,""t"":210},{""x"":988,""y"":561,""t"":240},{""x"":988,""y"":551,""t"":281},{""x"":1008,""y"":552,""t"":310},{""x"":1038,""y"":544,""t"":344},{""x"":1081,""y"":530,""t"":386},{""x"":1116,""y"":518,""t"":409},{""x"":1142,""y"":539,""t"":450},{""x"":1162,""y"":558,""t"":478}], [{""x"":1173,""y"":570,""t"":3},{""x"":1181,""y"":575,""t"":48},{""x"":1116,""y"":581,""t"":75},{""x"":1019,""y"":596,""t"":106},{""x"":934,""y"":600,""t"":144},{""x"":878,""y"":616,""t"":172},{""x"":851,""y"":605,""t"":220},{""x"":817,""y"":601,""t"":244},{""x"":790,""y"":605,""t"":276},{""x"":755,""y"":593,""t"":316},{""x"":757,""y"":593,""t"":345},{""x"":749,""y"":589,""t"":378},{""x"":765,""y"":605,""t"":425},{""x"":732,""y"":600,""t"":449},{""x"":707,""y"":639,""t"":479}], [{""x"":728,""y"":629,""t"":3},{""x"":710,""y"":603,""t"":38},{""x"":725,""y"":602,""t"":74},{""x"":738,""y"":599,""t"":106},{""x"":758,""y"":596,""t"":155},{""x"":782,""y"":604,""t"":173},{""x"":831,""y"":573,""t"":218},{""x"":855,""y"":579,""t"":245},{""x"":857,""y"":609,""t"":276},{""x"":895,""y"":606,""t"":313},{""x"":917,""y"":599,""t"":344},{""x"":952,""y"":605,""t"":385},{""x"":981,""y"":610,""t"":411},{""x"":991,""y"":621,""t"":456},{""x"":994,""y"":628,""t"":479}]","[{""x"":250,""y"":425,""width"":124,""height"":124,""top"":363,""right"":312,""bottom"":487,""left"":188},{""x"":550,""y"":125,""width"":100,""height"":100,""top"":75,""right"":600,""bottom"":175,""left"":500},{""x"":850,""y"":425,""width"":100,""height"":100,""top"":375,""right"":900,""bottom"":475,""left"":800},{""x"":550,""y"":725,""width"":92.37604307034013,""height"":80,""top"":685,""right"":596.18802153517,""bottom"":765,""left"":503.81197846482996}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0
,,,597,4,4.0,"[""hexagram"",""triangle"",""ring_1"",""star""]",hexagram,True,"[{""x"":1111,""y"":778,""t"":3},{""x"":1079,""y"":751,""t"":39},{""x"":1035,""y"":714,""t"":73},{""x"":1004,""y"":684,""t"":110},{""x"":1006,""y"":659,""t"":139},{""x"":961,""y"":645,""t"":189},{""x"":975,""y"":595,""t"":217},{""x"":991,""y"":561,""t"":243},{""x"":982,""y"":597,""t"":276},{""x"":951,""y"":628,""t"":310},{""x"":945,""y"":632,""t"":348},{""x"":951,""y"":625,""t"":378},{""x"":958,""y"":599,""t"":426},{""x"":979,""y"":548,""t"":454},{""x"":978,""y"":525,""t"":482}], [{""x"":975,""y"":522,""t"":3},{""x"":967,""y"":529,""t"":38},{""x"":1005,""y"":530,""t"":76},{""x"":1027,""y"":542,""t"":106},{""x"":1050,""y"":519,""t"":154},{""x"":1066,""y"":526,""t"":183},{""x"":1056,""y"":500,""t"":210},{""x"":1025,""y"":509,""t"":242},{""x"":1006,""y"":482,""t"":281},{""x"":981,""y"":450,""t"":310},{""x"":969,""y"":465,""t"":358},{""x"":1014,""y"":506,""t"":384},{""x"":1005,""y"":515,""t"":413},{""x"":1012,""y"":591,""t"":446},{""x"":1047,""y"":708,""t"":484}], [{""x"":1075,""y"":771,""t"":3},{""x"":1086,""y"":830,""t"":38},{""x"":1095,""y"":839,""t"":82},{""x"":1087,""y"":825,""t"":106},{""x"":1072,""y"":817,""t"":145},{""x"":1087,""y"":791,""t"":174},{""x"":1088,""y"":788,""t"":209},{""x"":1098,""y"":777,""t"":248},{""x"":1106,""y"":766,""t"":274},{""x"":1096,""y"":747,""t"":313},{""x"":1097,""y"":737,""t"":342},{""x"":1094,""y"":717,""t"":382},{""x"":1090,""y"":700,""t"":411},{""x"":1082,""y"":685,""t"":446}], [{""x"":1071,""y"":670,""t"":-20},{""x"":1062,""y"":659,""t"":1},{""x"":1060,""y"":657,""t"":38},{""x"":1055,""y"":664,""t"":76},{""x"":1054,""y"":657,""t"":104},{""x"":1062,""y"":655,""t"":140},{""x"":1037,""y"":651,""t"":175},{""x"":1046,""y"":654,""t"":208},{""x"":1036,""y"":668,""t"":254},{""x"":1049,""y"":670,""t"":282},{""x"":1061,""y"":672,""t"":308},{""x"":1071,""y"":683,""t"":348},{""x"":1057,""y"":702,""t"":376},{""x"":1064,""y"":688,""t"":412},{""x"":1069,""y"":699,""t"":460},{""x"":1042,""y"":698,""t"":487}]","[{""x"":250,""y"":425,""width"":92.37604307034013,""height"":80,""top"":385,""right"":296.18802153517004,""bottom"":465,""left"":203.81197846482993},{""x"":550,""y"":125,""width"":124,""height"":124,""top"":63,""right"":612,""bottom"":187,""left"":488},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0
,,,585,4,4.0,"[""rect_2"",""triangle"",""star"",""hexagram""]",rect_2,True,"[{""x"":1050,""y"":645,""t"":3},{""x"":1012,""y"":622,""t"":39},{""x"":968,""y"":624,""t"":74},{""x"":953,""y"":600,""t"":106},{""x"":937,""y"":589,""t"":151},{""x"":938,""y"":594,""t"":178},{""x"":951,""y"":589,""t"":207},{""x"":967,""y"":591,""t"":247},{""x"":966,""y"":560,""t"":276},{""x"":952,""y"":593,""t"":318},{""x"":940,""y"":622,""t"":345},{""x"":924,""y"":596,""t"":377},{""x"":945,""y"":617,""t"":419},{""x"":935,""y"":590,""t"":449},{""x"":957,""y"":581,""t"":481}], [{""x"":932,""y"":579,""t"":3},{""x"":956,""y"":583,""t"":47},{""x"":958,""y"":573,""t"":74},{""x"":957,""y"":577,""t"":106},{""x"":942,""y"":536,""t"":144},{""x"":929,""y"":501,""t"":172},{""x"":954,""y"":507,""t"":207},{""x"":954,""y"":475,""t"":255},{""x"":923,""y"":496,""t"":283},{""x"":921,""y"":504,""t"":312},{""x"":933,""y"":509,""t"":343},{""x"":933,""y"":486,""t"":382},{""x"":935,""y"":516,""t"":412},{""x"":956,""y"":519,""t"":447},{""x"":919,""y"":503,""t"":479}], [{""x"":900,""y"":512,""t"":1},{""x"":928,""y"":526,""t"":38},{""x"":929,""y"":580,""t"":79},{""x"":940,""y"":592,""t"":107},{""x"":960,""y"":615,""t"":137},{""x"":986,""y"":597,""t"":175},{""x"":1022,""y"":605,""t"":211},{""x"":1029,""y"":625,""t"":240},{""x"":1061,""y"":634,""t"":275},{""x"":1023,""y"":654,""t"":317},{""x"":1029,""y"":644,""t"":346},{""x"":1051,""y"":659,""t"":377},{""x"":1045,""y"":679,""t"":413},{""x"":1058,""y"":678,""t"":458}], [{""x"":1057,""y"":671,""t"":-19},{""x"":1026,""y"":665,""t"":3},{""x"":1000,""y"":659,""t"":37},{""x"":1001,""y"":668,""t"":73},{""x"":970,""y"":661,""t"":105},{""x"":977,""y"":642,""t"":143},{""x"":936,""y"":595,""t"":173},{""x"":960,""y"":573,""t"":221},{""x"":969,""y"":552,""t"":246},{""x"":966,""y"":536,""t"":275},{""x"":929,""y"":495,""t"":316},{""x"":940,""y"":511,""t"":343},{""x"":922,""y"":553,""t"":379},{""x"":913,""y"":576,""t"":412},{""x"":904,""y"":589,""t"":459}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":124,""height"":124,""top"":63,""right"":612,""bottom"":187,""left"":488},{""x"":850,""y"":425,""width"":100,""height"":100,""top"":375,""right"":900,""bottom"":475,""left"":800},{""x"":550,""y"":725,""width"":92.37604307034013,""height"":80,""top"":685,""right"":596.18802153517,""bottom"":765,""left"":503.81197846482996}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,double,1.0
黎钰,22,女,,,,,,,,,,,,,,
,,,824,2,2.0,"[""rect"",""circle"",""diamond"",""star_1""]",star_1,True,"[{""x"":976,""y"":589,""t"":3},{""x"":972,""y"":567,""t"":37},{""x"":973,""y"":563,""t"":76},{""x"":979,""y"":581,""t"":105},{""x"":977,""y"":566,""t"":154},{""x"":965,""y"":567,""t"":174},{""x"":959,""y"":551,""t"":218},{""x"":949,""y"":549,""t"":246},{""x"":954,""y"":540,""t"":276},{""x"":951,""y"":537,""t"":312},{""x"":945,""y"":515,""t"":343},{""x"":952,""y"":495,""t"":387},{""x"":954,""y"":467,""t"":410},{""x"":957,""y"":455,""t"":454},{""x"":960,""y"":476,""t"":480}], [{""x"":943,""y"":607,""t"":3},{""x"":953,""y"":814,""t"":38},{""x"":939,""y"":900,""t"":76},{""x"":942,""y"":1075,""t"":106},{""x"":946,""y"":1217,""t"":140},{""x"":939,""y"":1250,""t"":173},{""x"":924,""y"":1243,""t"":217},{""x"":923,""y"":1187,""t"":241},{""x"":921,""y"":1102,""t"":279},{""x"":930,""y"":1025,""t"":310},{""x"":933,""y"":929,""t"":349},{""x"":936,""y"":846,""t"":376},{""x"":944,""y"":777,""t"":413},{""x"":942,""y"":733,""t"":445},{""x"":950,""y"":666,""t"":485}], [{""x"":937,""y"":605,""t"":3},{""x"":942,""y"":580,""t"":38},{""x"":950,""y"":552,""t"":82},{""x"":957,""y"":531,""t"":108},{""x"":953,""y"":513,""t"":140},{""x"":938,""y"":495,""t"":176},{""x"":926,""y"":489,""t"":208},{""x"":923,""y"":486,""t"":253},{""x"":929,""y"":506,""t"":282},{""x"":936,""y"":527,""t"":309},{""x"":950,""y"":556,""t"":347},{""x"":966,""y"":588,""t"":378},{""x"":984,""y"":623,""t"":412},{""x"":984,""y"":647,""t"":458},{""x"":987,""y"":660,""t"":481}], [{""x"":992,""y"":667,""t"":3},{""x"":994,""y"":680,""t"":38},{""x"":987,""y"":686,""t"":78},{""x"":986,""y"":693,""t"":106},{""x"":989,""y"":703,""t"":143},{""x"":995,""y"":716,""t"":174},{""x"":995,""y"":717,""t"":221},{""x"":993,""y"":723,""t"":246},{""x"":995,""y"":718,""t"":276},{""x"":998,""y"":706,""t"":317},{""x"":998,""y"":718,""t"":344},{""x"":993,""y"":825,""t"":381},{""x"":994,""y"":965,""t"":412},{""x"":996,""y"":951,""t"":449},{""x"":990,""y"":940,""t"":477}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":100,""height"":100,""top"":375,""right"":900,""bottom"":475,""left"":800},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,single,1.0
,,,623,2,2.0,"[""circle"",""hexagram_1"",""rect"",""star""]",star,True,"[{""x"":987,""y"":1354,""t"":3},{""x"":980,""y"":1252,""t"":37},{""x"":978,""y"":1134,""t"":82},{""x"":964,""y"":1048,""t"":107},{""x"":954,""y"":978,""t"":137},{""x"":968,""y"":896,""t"":174},{""x"":977,""y"":844,""t"":209},{""x"":971,""y"":794,""t"":242},{""x"":968,""y"":763,""t"":289},{""x"":970,""y"":730,""t"":317},{""x"":959,""y"":689,""t"":345},{""x"":951,""y"":646,""t"":384},{""x"":962,""y"":598,""t"":411},{""x"":958,""y"":581,""t"":448},{""x"":960,""y"":550,""t"":480}], [{""x"":964,""y"":550,""t"":3},{""x"":959,""y"":552,""t"":38},{""x"":954,""y"":559,""t"":85},{""x"":960,""y"":559,""t"":112},{""x"":965,""y"":566,""t"":139},{""x"":953,""y"":568,""t"":178},{""x"":943,""y"":603,""t"":207},{""x"":942,""y"":623,""t"":257},{""x"":933,""y"":642,""t"":281},{""x"":931,""y"":662,""t"":309},{""x"":928,""y"":677,""t"":351},{""x"":940,""y"":700,""t"":379},{""x"":934,""y"":713,""t"":414},{""x"":945,""y"":689,""t"":446}], [{""x"":951,""y"":666,""t"":-15},{""x"":956,""y"":646,""t"":3},{""x"":958,""y"":592,""t"":37},{""x"":957,""y"":577,""t"":80},{""x"":958,""y"":569,""t"":108},{""x"":954,""y"":553,""t"":140},{""x"":950,""y"":567,""t"":175},{""x"":953,""y"":575,""t"":208},{""x"":951,""y"":594,""t"":249},{""x"":953,""y"":603,""t"":276},{""x"":949,""y"":607,""t"":316},{""x"":952,""y"":599,""t"":344},{""x"":966,""y"":606,""t"":380},{""x"":961,""y"":632,""t"":412},{""x"":960,""y"":672,""t"":457},{""x"":963,""y"":688,""t"":481}], [{""x"":971,""y"":707,""t"":3},{""x"":975,""y"":721,""t"":38},{""x"":986,""y"":727,""t"":79},{""x"":981,""y"":732,""t"":107},{""x"":990,""y"":745,""t"":140},{""x"":1004,""y"":785,""t"":173},{""x"":1006,""y"":788,""t"":220},{""x"":992,""y"":767,""t"":248},{""x"":1006,""y"":786,""t"":275},{""x"":996,""y"":784,""t"":314},{""x"":994,""y"":778,""t"":344},{""x"":1002,""y"":795,""t"":379},{""x"":998,""y"":792,""t"":416},{""x"":993,""y"":789,""t"":444},{""x"":990,""y"":774,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":92.37604307034013,""height"":80,""top"":85,""right"":596.18802153517,""bottom"":165,""left"":503.81197846482996},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0
