name,age,sex,rt,response,answer,stimulus,target,correct,webgazer_data,webgazer_targets_data,canvas_data,motion,topo,mchange,tchange,T
,,,651,8,8.0,"[""star"",""circle"",""diamond"",""rect_2""]",circle,True,"[{""x"":905,""y"":595,""t"":3},{""x"":927,""y"":579,""t"":39},{""x"":943,""y"":585,""t"":77},{""x"":957,""y"":548,""t"":107},{""x"":952,""y"":556,""t"":141},{""x"":976,""y"":539,""t"":187},{""x"":981,""y"":540,""t"":211},{""x"":990,""y"":520,""t"":241},{""x"":998,""y"":518,""t"":282},{""x"":953,""y"":538,""t"":311},{""x"":901,""y"":558,""t"":346},{""x"":836,""y"":600,""t"":377},{""x"":789,""y"":640,""t"":425},{""x"":759,""y"":675,""t"":453},{""x"":722,""y"":686,""t"":480}], [{""x"":693,""y"":700,""t"":3},{""x"":677,""y"":720,""t"":39},{""x"":732,""y"":678,""t"":78},{""x"":853,""y"":640,""t"":106},{""x"":972,""y"":606,""t"":140},{""x"":1092,""y"":595,""t"":186},{""x"":1180,""y"":603,""t"":213},{""x"":1283,""y"":578,""t"":241},{""x"":1251,""y"":595,""t"":281},{""x"":1238,""y"":634,""t"":310},{""x"":1184,""y"":661,""t"":358},{""x"":1144,""y"":681,""t"":387},{""x"":1123,""y"":713,""t"":412},{""x"":1104,""y"":731,""t"":452},{""x"":1105,""y"":748,""t"":480}], [{""x"":1117,""y"":733,""t"":3},{""x"":1144,""y"":708,""t"":38},{""x"":1143,""y"":686,""t"":73},{""x"":1139,""y"":667,""t"":121},{""x"":1154,""y"":659,""t"":145},{""x"":1175,""y"":634,""t"":174},{""x"":1183,""y"":607,""t"":216},{""x"":1199,""y"":595,""t"":244},{""x"":1230,""y"":573,""t"":276},{""x"":1173,""y"":521,""t"":318},{""x"":1123,""y"":478,""t"":344},{""x"":1077,""y"":445,""t"":378},{""x"":1048,""y"":410,""t"":420},{""x"":1002,""y"":383,""t"":448},{""x"":995,""y"":359,""t"":480}], [{""x"":961,""y"":343,""t"":3},{""x"":967,""y"":390,""t"":38},{""x"":981,""y"":450,""t"":81},{""x"":994,""y"":502,""t"":104},{""x"":1054,""y"":515,""t"":145},{""x"":1106,""y"":525,""t"":171},{""x"":1100,""y"":584,""t"":209},{""x"":1065,""y"":663,""t"":241},{""x"":1034,""y"":710,""t"":286},{""x"":998,""y"":747,""t"":316},{""x"":975,""y"":781,""t"":344},{""x"":1008,""y"":810,""t"":383},{""x"":1119,""y"":810,""t"":412},{""x"":1200,""y"":769,""t"":447},{""x"":1293,""y"":736,""t"":481}]","[{""x"":250,""y"":425,""width"":100,""height"":100,""top"":375,""right"":300,""bottom"":475,""left"":200},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":100,""height"":100,""top"":375,""right"":900,""bottom"":475,""left"":800},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0
,,,562,8,8.0,"[""star_1"",""triangle"",""diamond"",""circle""]",triangle,True,"[{""x"":928,""y"":710,""t"":3},{""x"":969,""y"":679,""t"":38},{""x"":972,""y"":649,""t"":74},{""x"":959,""y"":644,""t"":105},{""x"":953,""y"":624,""t"":153},{""x"":949,""y"":643,""t"":181},{""x"":948,""y"":620,""t"":209},{""x"":953,""y"":600,""t"":243},{""x"":935,""y"":582,""t"":280},{""x"":957,""y"":552,""t"":310},{""x"":990,""y"":488,""t"":359},{""x"":996,""y"":472,""t"":386},{""x"":1021,""y"":481,""t"":412},{""x"":1033,""y"":468,""t"":454},{""x"":1041,""y"":449,""t"":484}], [{""x"":1036,""y"":434,""t"":3},{""x"":969,""y"":467,""t"":39},{""x"":888,""y"":512,""t"":81},{""x"":820,""y"":551,""t"":103},{""x"":799,""y"":551,""t"":149},{""x"":764,""y"":581,""t"":178},{""x"":713,""y"":613,""t"":208},{""x"":724,""y"":627,""t"":244},{""x"":702,""y"":648,""t"":276},{""x"":708,""y"":645,""t"":320},{""x"":689,""y"":663,""t"":342},{""x"":777,""y"":664,""t"":384},{""x"":830,""y"":678,""t"":410},{""x"":905,""y"":675,""t"":449},{""x"":968,""y"":671,""t"":478}], [{""x"":1013,""y"":681,""t"":3},{""x"":1047,""y"":655,""t"":38},{""x"":1055,""y"":670,""t"":77},{""x"":1081,""y"":676,""t"":106},{""x"":1103,""y"":690,""t"":141},{""x"":1103,""y"":704,""t"":173},{""x"":1090,""y"":714,""t"":219},{""x"":1097,""y"":718,""t"":249},{""x"":1096,""y"":692,""t"":276},{""x"":1102,""y"":703,""t"":314},{""x"":1166,""y"":692,""t"":343},{""x"":1230,""y"":677,""t"":391},{""x"":1262,""y"":678,""t"":415},{""x"":1285,""y"":666,""t"":443},{""x"":1338,""y"":665,""t"":487}], [{""x"":1351,""y"":654,""t"":3},{""x"":1362,""y"":654,""t"":38},{""x"":1361,""y"":643,""t"":85},{""x"":1391,""y"":635,""t"":112},{""x"":1409,""y"":604,""t"":140},{""x"":1430,""y"":599,""t"":179},{""x"":1456,""y"":604,""t"":208},{""x"":1473,""y"":615,""t"":243},{""x"":1467,""y"":629,""t"":289},{""x"":1381,""y"":635,""t"":313},{""x"":1292,""y"":595,""t"":345},{""x"":1200,""y"":546,""t"":384},{""x"":1117,""y"":522,""t"":412},{""x"":1046,""y"":511,""t"":447}]","[{""x"":250,""y"":425,""width"":100,""height"":100,""top"":375,""right"":300,""bottom"":475,""left"":200},{""x"":550,""y"":125,""width"":124,""height"":124,""top"":63,""right"":612,""bottom"":187,""left"":488},{""x"":850,""y"":425,""width"":100,""height"":100,""top"":375,""right"":900,""bottom"":475,""left"":800},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0
,,,655,6,6.0,"[""diamond"",""star"",""triangle_1"",""rect""]",triangle_1,True,"[{""x"":964,""y"":715,""t"":3},{""x"":982,""y"":672,""t"":38},{""x"":970,""y"":619,""t"":83},{""x"":970,""y"":578,""t"":111},{""x"":963,""y"":527,""t"":137},{""x"":970,""y"":520,""t"":174},{""x"":956,""y"":502,""t"":222},{""x"":970,""y"":476,""t"":248},{""x"":965,""y"":480,""t"":276},{""x"":988,""y"":443,""t"":317},{""x"":987,""y"":422,""t"":346},{""x"":997,""y"":427,""t"":378},{""x"":988,""y"":419,""t"":412},{""x"":987,""y"":388,""t"":459},{""x"":988,""y"":394,""t"":486}], [{""x"":1007,""y"":378,""t"":3},{""x"":1029,""y"":382,""t"":39},{""x"":1091,""y"":416,""t"":75},{""x"":1143,""y"":455,""t"":106},{""x"":1195,""y"":478,""t"":154},{""x"":1232,""y"":496,""t"":183},{""x"":1285,""y"":515,""t"":213},{""x"":1332,""y"":529,""t"":241},{""x"":1371,""y"":547,""t"":280},{""x"":1380,""y"":569,""t"":310},{""x"":1401,""y"":581,""t"":344},{""x"":1414,""y"":587,""t"":393},{""x"":1412,""y"":590,""t"":422},{""x"":1334,""y"":567,""t"":446}], [{""x"":1275,""y"":498,""t"":-20},{""x"":1225,""y"":439,""t"":3},{""x"":1160,""y"":418,""t"":38},{""x"":1094,""y"":389,""t"":75},{""x"":1057,""y"":366,""t"":105},{""x"":1009,""y"":351,""t"":148},{""x"":999,""y"":337,""t"":175},{""x"":969,""y"":337,""t"":208},{""x"":958,""y"":331,""t"":244},{""x"":950,""y"":328,""t"":273},{""x"":974,""y"":329,""t"":312},{""x"":1008,""y"":362,""t"":343},{""x"":1069,""y"":420,""t"":388},{""x"":1117,""y"":478,""t"":410},{""x"":1176,""y"":509,""t"":453},{""x"":1225,""y"":540,""t"":478}], [{""x"":1254,""y"":552,""t"":3},{""x"":1199,""y"":586,""t"":38},{""x"":1136,""y"":610,""t"":74},{""x"":1062,""y"":641,""t"":105},{""x"":999,""y"":641,""t"":153},{""x"":947,""y"":639,""t"":177},{""x"":883,""y"":655,""t"":209},{""x"":919,""y"":651,""t"":248},{""x"":1006,""y"":649,""t"":278},{""x"":1067,""y"":632,""t"":310},{""x"":1132,""y"":615,""t"":346},{""x"":1179,""y"":597,""t"":375},{""x"":1216,""y"":595,""t"":422},{""x"":1260,""y"":589,""t"":451},{""x"":1271,""y"":612,""t"":479}]","[{""x"":250,""y"":425,""width"":100,""height"":100,""top"":375,""right"":300,""bottom"":475,""left"":200},{""x"":550,""y"":125,""width"":100,""height"":100,""top"":75,""right"":600,""bottom"":175,""left"":500},{""x"":850,""y"":425,""width"":124,""height"":124,""top"":363,""right"":912,""bottom"":487,""left"":788},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,single,1.0
,,,577,6,6.0,"[""hexagram"",""rect"",""star"",""ring_1""]",star,True,"[{""x"":1169,""y"":651,""t"":3},{""x"":1105,""y"":638,""t"":38},{""x"":1061,""y"":620,""t"":78},{""x"":1025,""y"":592,""t"":107},{""x"":1001,""y"":566,""t"":142},{""x"":981,""y"":535,""t"":174},{""x"":958,""y"":510,""t"":209},{""x"":946,""y"":492,""t"":251},{""x"":931,""y"":467,""t"":279},{""x"":935,""y"":447,""t"":311},{""x"":956,""y"":403,""t"":346},{""x"":969,""y"":384,""t"":378},{""x"":972,""y"":356,""t"":417},{""x"":975,""y"":335,""t"":444},{""x"":963,""y"":334,""t"":481}], [{""x"":972,""y"":321,""t"":1},{""x"":969,""y"":346,""t"":38},{""x"":989,""y"":339,""t"":85},{""x"":989,""y"":348,""t"":114},{""x"":988,""y"":357,""t"":141},{""x"":987,""y"":357,""t"":174},{""x"":998,""y"":350,""t"":211},{""x"":1008,""y"":344,""t"":240},{""x"":1030,""y"":356,""t"":275},{""x"":1111,""y"":387,""t"":325},{""x"":1200,""y"":429,""t"":344},{""x"":1258,""y"":457,""t"":388},{""x"":1291,""y"":472,""t"":416},{""x"":1315,""y"":499,""t"":447},{""x"":1350,""y"":524,""t"":482}], [{""x"":1396,""y"":537,""t"":3},{""x"":1430,""y"":557,""t"":36},{""x"":1456,""y"":579,""t"":71},{""x"":1483,""y"":587,""t"":118},{""x"":1481,""y"":593,""t"":141},{""x"":1482,""y"":603,""t"":174},{""x"":1366,""y"":637,""t"":212},{""x"":1215,""y"":652,""t"":242},{""x"":1090,""y"":673,""t"":275},{""x"":960,""y"":667,""t"":322},{""x"":863,""y"":679,""t"":345},{""x"":797,""y"":670,""t"":377},{""x"":756,""y"":691,""t"":418},{""x"":706,""y"":706,""t"":447},{""x"":709,""y"":714,""t"":479}], [{""x"":715,""y"":732,""t"":3},{""x"":740,""y"":742,""t"":38},{""x"":773,""y"":778,""t"":83},{""x"":807,""y"":789,""t"":108},{""x"":828,""y"":799,""t"":140},{""x"":843,""y"":806,""t"":178},{""x"":867,""y"":804,""t"":208},{""x"":888,""y"":803,""t"":242},{""x"":888,""y"":767,""t"":282},{""x"":889,""y"":735,""t"":308},{""x"":928,""y"":665,""t"":353},{""x"":948,""y"":598,""t"":380},{""x"":944,""y"":524,""t"":412},{""x"":938,""y"":454,""t"":448},{""x"":920,""y"":422,""t"":479}]","[{""x"":250,""y"":425,""width"":92.37604307034013,""height"":80,""top"":385,""right"":296.18802153517004,""bottom"":465,""left"":203.81197846482993},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":100,""height"":100,""top"":375,""right"":900,""bottom"":475,""left"":800},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0
,,,1684,4,4.0,"[""diamond"",""triangle"",""star_1"",""hexagram""]",diamond,True,"[{""x"":1285,""y"":674,""t"":3},{""x"":1214,""y"":660,""t"":39},{""x"":1166,""y"":659,""t"":77},{""x"":1107,""y"":630,""t"":107},{""x"":1055,""y"":615,""t"":140},{""x"":1034,""y"":589,""t"":174},{""x"":995,""y"":581,""t"":221},{""x"":984,""y"":581,""t"":250},{""x"":959,""y"":604,""t"":279},{""x"":945,""y"":615,""t"":310},{""x"":922,""y"":608,""t"":348},{""x"":915,""y"":573,""t"":377},{""x"":931,""y"":508,""t"":411},{""x"":933,""y"":486,""t"":446}], [{""x"":927,""y"":469,""t"":-16},{""x"":924,""y"":456,""t"":1},{""x"":926,""y"":432,""t"":37},{""x"":929,""y"":414,""t"":77},{""x"":953,""y"":390,""t"":106},{""x"":972,""y"":373,""t"":140},{""x"":975,""y"":399,""t"":180},{""x"":978,""y"":422,""t"":206},{""x"":984,""y"":451,""t"":244},{""x"":990,""y"":475,""t"":274},{""x"":1006,""y"":481,""t"":314},{""x"":996,""y"":533,""t"":344},{""x"":965,""y"":555,""t"":378},{""x"":910,""y"":583,""t"":425},{""x"":856,""y"":626,""t"":446},{""x"":810,""y"":656,""t"":484}], [{""x"":782,""y"":677,""t"":3},{""x"":764,""y"":694,""t"":38},{""x"":797,""y"":740,""t"":84},{""x"":836,""y"":792,""t"":111},{""x"":892,""y"":814,""t"":139},{""x"":920,""y"":847,""t"":179},{""x"":954,""y"":854,""t"":208},{""x"":979,""y"":827,""t"":242},{""x"":1045,""y"":792,""t"":288},{""x"":1156,""y"":750,""t"":316},{""x"":1269,""y"":688,""t"":343},{""x"":1347,""y"":657,""t"":383},{""x"":1406,""y"":618,""t"":413},{""x"":1480,""y"":577,""t"":447},{""x"":1535,""y"":556,""t"":479}], [{""x"":1579,""y"":537,""t"":3},{""x"":1601,""y"":523,""t"":39},{""x"":1593,""y"":525,""t"":73},{""x"":1461,""y"":538,""t"":112},{""x"":1280,""y"":551,""t"":140},{""x"":1105,""y"":579,""t"":175},{""x"":952,""y"":585,""t"":222},{""x"":826,""y"":590,""t"":241},{""x"":757,""y"":619,""t"":285},{""x"":679,""y"":615,""t"":314},{""x"":649,""y"":631,""t"":344},{""x"":644,""y"":626,""t"":380},{""x"":687,""y"":684,""t"":412},{""x"":738,""y"":729,""t"":453},{""x"":784,""y"":780,""t"":479}]","[{""x"":250,""y"":425,""width"":100,""height"":100,""top"":375,""right"":300,""bottom"":475,""left"":200},{""x"":550,""y"":125,""width"":124,""height"":124,""top"":63,""right"":612,""bottom"":187,""left"":488},{""x"":850,""y"":425,""width"":100,""height"":100,""top"":375,""right"":900,""bottom"":475,""left"":800},{""x"":550,""y"":725,""width"":92.37604307034013,""height"":80,""top"":685,""right"":596.18802153517,""bottom"":765,""left"":503.81197846482996}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0
刘晓,23,女,,,,,,,,,,,,,,
,,,711,8,8.0,"[""rect"",""star_1"",""hexagram"",""diamond""]",star_1,True,"[{""x"":1011,""y"":609,""t"":3},{""x"":989,""y"":677,""t"":38},{""x"":985,""y"":712,""t"":74},{""x"":981,""y"":716,""t"":106},{""x"":979,""y"":705,""t"":142},{""x"":979,""y"":695,""t"":174},{""x"":981,""y"":665,""t"":221},{""x"":991,""y"":629,""t"":244},{""x"":982,""y"":693,""t"":277},{""x"":975,""y"":749,""t"":308},{""x"":929,""y"":875,""t"":345},{""x"":946,""y"":970,""t"":378},{""x"":948,""y"":980,""t"":425},{""x"":968,""y"":914,""t"":453},{""x"":972,""y"":823,""t"":480}], [{""x"":966,""y"":719,""t"":3},{""x"":953,""y"":634,""t"":38},{""x"":971,""y"":570,""t"":76},{""x"":987,""y"":537,""t"":105},{""x"":1003,""y"":513,""t"":154},{""x"":1005,""y"":491,""t"":182},{""x"":1010,""y"":465,""t"":210},{""x"":1013,""y"":464,""t"":242},{""x"":1019,""y"":454,""t"":280},{""x"":1030,""y"":424,""t"":310},{""x"":1031,""y"":390,""t"":344},{""x"":1014,""y"":367,""t"":391},{""x"":1011,""y"":340,""t"":414},{""x"":1005,""y"":329,""t"":446},{""x"":1012,""y"":317,""t"":486}], [{""x"":1031,""y"":325,""t"":3},{""x"":1043,""y"":318,""t"":38},{""x"":1042,""y"":317,""t"":85},{""x"":1036,""y"":298,""t"":112},{""x"":1025,""y"":278,""t"":140},{""x"":1056,""y"":280,""t"":180},{""x"":1090,""y"":310,""t"":208},{""x"":1131,""y"":348,""t"":244},{""x"":1173,""y"":368,""t"":275},{""x"":1222,""y"":386,""t"":319},{""x"":1261,""y"":401,""t"":342},{""x"":1306,""y"":398,""t"":383},{""x"":1341,""y"":394,""t"":411},{""x"":1355,""y"":392,""t"":449},{""x"":1350,""y"":431,""t"":481}], [{""x"":1348,""y"":526,""t"":3},{""x"":1273,""y"":621,""t"":52},{""x"":1211,""y"":747,""t"":74},{""x"":1146,""y"":820,""t"":105},{""x"":1091,""y"":847,""t"":147},{""x"":1073,""y"":855,""t"":173},{""x"":1062,""y"":845,""t"":211},{""x"":1050,""y"":826,""t"":242},{""x"":1040,""y"":787,""t"":277},{""x"":1047,""y"":747,""t"":309},{""x"":1054,""y"":712,""t"":351},{""x"":1048,""y"":684,""t"":379},{""x"":1049,""y"":664,""t"":412},{""x"":1045,""y"":646,""t"":449},{""x"":1045,""y"":637,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":100,""height"":100,""top"":75,""right"":600,""bottom"":175,""left"":500},{""x"":850,""y"":425,""width"":92.37604307034013,""height"":80,""top"":385,""right"":896.18802153517,""bottom"":465,""left"":803.81197846483},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,single,1.0
,,,512,8,8.0,"[""circle"",""diamond_2"",""rect"",""star""]",diamond_2,True,"[{""x"":1010,""y"":600,""t"":3},{""x"":989,""y"":581,""t"":37},{""x"":951,""y"":543,""t"":78},{""x"":943,""y"":519,""t"":105},{""x"":947,""y"":513,""t"":142},{""x"":934,""y"":508,""t"":174},{""x"":944,""y"":501,""t"":213},{""x"":954,""y"":497,""t"":241},{""x"":962,""y"":487,""t"":275},{""x"":963,""y"":495,""t"":316},{""x"":936,""y"":506,""t"":345},{""x"":917,""y"":498,""t"":379},{""x"":929,""y"":515,""t"":421},{""x"":941,""y"":530,""t"":444},{""x"":929,""y"":543,""t"":485}], [{""x"":925,""y"":559,""t"":3},{""x"":927,""y"":553,""t"":38},{""x"":936,""y"":544,""t"":72},{""x"":993,""y"":556,""t"":119},{""x"":1063,""y"":547,""t"":142},{""x"":1122,""y"":540,""t"":172},{""x"":1178,""y"":527,""t"":210},{""x"":1224,""y"":517,""t"":240},{""x"":1251,""y"":503,""t"":276},{""x"":1265,""y"":488,""t"":323},{""x"":1257,""y"":480,""t"":352},{""x"":1259,""y"":475,""t"":380},{""x"":1265,""y"":466,""t"":411},{""x"":1268,""y"":474,""t"":449},{""x"":1259,""y"":485,""t"":480}], [{""x"":1276,""y"":487,""t"":3},{""x"":1266,""y"":487,""t"":37},{""x"":1217,""y"":489,""t"":83},{""x"":1150,""y"":506,""t"":106},{""x"":1098,""y"":520,""t"":146},{""x"":1062,""y"":526,""t"":174},{""x"":1021,""y"":531,""t"":210},{""x"":991,""y"":535,""t"":242},{""x"":963,""y"":542,""t"":288},{""x"":963,""y"":524,""t"":316},{""x"":967,""y"":513,""t"":345},{""x"":974,""y"":496,""t"":378},{""x"":976,""y"":485,""t"":414},{""x"":968,""y"":475,""t"":446}], [{""x"":946,""y"":640,""t"":-17},{""x"":947,""y"":743,""t"":3},{""x"":943,""y"":850,""t"":39},{""x"":923,""y"":877,""t"":79},{""x"":926,""y"":870,""t"":109},{""x"":923,""y"":825,""t"":141},{""x"":920,""y"":760,""t"":174},{""x"":892,""y"":734,""t"":217},{""x"":869,""y"":710,""t"":240},{""x"":850,""y"":687,""t"":281},{""x"":836,""y"":667,""t"":307},{""x"":818,""y"":659,""t"":347},{""x"":777,""y"":697,""t"":379},{""x"":757,""y"":831,""t"":424},{""x"":742,""y"":943,""t"":446},{""x"":768,""y"":1020,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":100,""height"":100,""top"":75,""right"":600,""bottom"":175,""left"":500},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,double,1.0
,,,591,4,2.0,"[""triangle"",""hexagram"",""rect_2"",""star""]",star,False,"[{""x"":813,""y"":929,""t"":3},{""x"":869,""y"":818,""t"":38},{""x"":898,""y"":757,""t"":76},{""x"":941,""y"":663,""t"":105},{""x"":977,""y"":578,""t"":141},{""x"":1009,""y"":525,""t"":173},{""x"":1027,""y"":474,""t"":220},{""x"":1039,""y"":435,""t"":249},{""x"":1018,""y"":442,""t"":275},{""x"":1007,""y"":456,""t"":315},{""x"":1019,""y"":452,""t"":344},{""x"":1022,""y"":443,""t"":392},{""x"":1037,""y"":435,""t"":417},{""x"":1049,""y"":430,""t"":444},{""x"":1062,""y"":413,""t"":486}], [{""x"":1079,""y"":394,""t"":3},{""x"":1080,""y"":389,""t"":38},{""x"":1087,""y"":375,""t"":85},{""x"":1096,""y"":378,""t"":114},{""x"":1075,""y"":372,""t"":144},{""x"":1076,""y"":365,""t"":174},{""x"":1071,""y"":349,""t"":212},{""x"":1057,""y"":328,""t"":241},{""x"":1029,""y"":300,""t"":286},{""x"":1006,""y"":277,""t"":308},{""x"":1012,""y"":274,""t"":353},{""x"":1032,""y"":273,""t"":377},{""x"":1087,""y"":300,""t"":416},{""x"":1129,""y"":335,""t"":446}], [{""x"":1168,""y"":375,""t"":-15},{""x"":1221,""y"":389,""t"":3},{""x"":1257,""y"":418,""t"":38},{""x"":1290,""y"":450,""t"":81},{""x"":1271,""y"":523,""t"":109},{""x"":1224,""y"":579,""t"":140},{""x"":1176,""y"":659,""t"":176},{""x"":1120,""y"":703,""t"":208},{""x"":1079,""y"":730,""t"":254},{""x"":1043,""y"":766,""t"":277},{""x"":1015,""y"":757,""t"":310},{""x"":992,""y"":764,""t"":348},{""x"":982,""y"":752,""t"":378},{""x"":976,""y"":750,""t"":412},{""x"":976,""y"":741,""t"":451},{""x"":976,""y"":741,""t"":480}], [{""x"":977,""y"":737,""t"":3},{""x"":946,""y"":787,""t"":38},{""x"":963,""y"":803,""t"":73},{""x"":971,""y"":830,""t"":105},{""x"":979,""y"":851,""t"":141},{""x"":962,""y"":860,""t"":174},{""x"":945,""y"":856,""t"":217},{""x"":931,""y"":851,""t"":241},{""x"":939,""y"":794,""t"":275},{""x"":973,""y"":762,""t"":313},{""x"":1002,""y"":734,""t"":342},{""x"":1061,""y"":670,""t"":377},{""x"":1101,""y"":614,""t"":412},{""x"":1133,""y"":558,""t"":460},{""x"":1153,""y"":528,""t"":483}]","[{""x"":250,""y"":425,""width"":124,""height"":124,""top"":363,""right"":312,""bottom"":487,""left"":188},{""x"":550,""y"":125,""width"":92.37604307034013,""height"":80,""top"":85,""right"":596.18802153517,""bottom"":165,""left"":503.81197846482996},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0
,,,700,6,6.0,"[""diamond_2"",""rect"",""circle"",""star""]",circle,True,"[{""x"":1139,""y"":539,""t"":3},{""x"":1132,""y"":551,""t"":38},{""x"":1127,""y"":528,""t"":77},{""x"":1121,""y"":511,""t"":103},{""x"":1114,""y"":527,""t"":141},{""x"":1109,""y"":483,""t"":186},{""x"":1092,""y"":466,""t"":214},{""x"":1079,""y"":451,""t"":242},{""x"":1059,""y"":476,""t"":280},{""x"":1040,""y"":468,""t"":309},{""x"":1034,""y"":496,""t"":349},{""x"":1034,""y"":483,""t"":376},{""x"":1008,""y"":514,""t"":413},{""x"":985,""y"":543,""t"":443},{""x"":978,""y"":572,""t"":486}], [{""x"":980,""y"":587,""t"":3},{""x"":985,""y"":561,""t"":38},{""x"":987,""y"":569,""t"":83},{""x"":982,""y"":565,""t"":106},{""x"":979,""y"":557,""t"":146},{""x"":981,""y"":526,""t"":174},{""x"":990,""y"":476,""t"":209},{""x"":1001,""y"":454,""t"":241},{""x"":1011,""y"":425,""t"":288},{""x"":1027,""y"":402,""t"":312},{""x"":1040,""y"":393,""t"":344},{""x"":1047,""y"":394,""t"":381},{""x"":1048,""y"":384,""t"":412},{""x"":1052,""y"":383,""t"":458}], [{""x"":1047,""y"":448,""t"":-20},{""x"":1043,""y"":506,""t"":3},{""x"":1041,""y"":632,""t"":38},{""x"":1014,""y"":789,""t"":79},{""x"":1030,""y"":861,""t"":106},{""x"":1027,""y"":897,""t"":143},{""x"":1050,""y"":900,""t"":174},{""x"":1058,""y"":873,""t"":221},{""x"":1069,""y"":839,""t"":250},{""x"":1090,""y"":798,""t"":276},{""x"":1103,""y"":743,""t"":315},{""x"":1129,""y"":701,""t"":345},{""x"":1200,""y"":650,""t"":379},{""x"":1248,""y"":626,""t"":412},{""x"":1304,""y"":584,""t"":451},{""x"":1349,""y"":551,""t"":478}], [{""x"":1379,""y"":509,""t"":3},{""x"":1382,""y"":509,""t"":38},{""x"":1398,""y"":514,""t"":81},{""x"":1407,""y"":521,""t"":109},{""x"":1413,""y"":554,""t"":140},{""x"":1409,""y"":566,""t"":176},{""x"":1388,""y"":570,""t"":208},{""x"":1368,""y"":581,""t"":250},{""x"":1350,""y"":590,""t"":274},{""x"":1336,""y"":607,""t"":314},{""x"":1324,""y"":621,""t"":342},{""x"":1331,""y"":617,""t"":378},{""x"":1336,""y"":604,""t"":422},{""x"":1339,""y"":600,""t"":449},{""x"":1336,""y"":591,""t"":479}]","[{""x"":250,""y"":425,""width"":100,""height"":100,""top"":375,""right"":300,""bottom"":475,""left"":200},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0
