"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","stimulus","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","16261","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","16268","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","24816","0.0-2.0-0.0","","","","","8546","{""name"":""张梦洋"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","26393","0.0-2.0-1.0","","","","","1575","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","29384","0.0-3.0","","","","","2989"," ","","<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按""space""键继续。</p>","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","5","39225","0.0-4.0","","","","","","","","","1477","","","","","","","","","","","","","","","",""
"","html-button-response","6","40192","0.0-5.0-0.0","","","","","965","0","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","7","52630","0.0-5.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","8","54152","0.0-5.0-2.0","","","","","1521","0","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","9","72114","0.0-5.0-3.0","","","","","","","","","","[[{""x"":508,""y"":320,""dx"":17,""dy"":39,""t"":991},{""x"":499,""y"":331,""dx"":8,""dy"":50,""t"":1023},{""x"":503,""y"":341,""dx"":12,""dy"":60,""t"":1058},{""x"":505,""y"":335,""dx"":14,""dy"":54,""t"":1092},{""x"":507,""y"":331,""dx"":16,""dy"":50,""t"":1127},{""x"":511,""y"":319,""dx"":20,""dy"":38,""t"":1160},{""x"":501,""y"":301,""dx"":10,""dy"":20,""t"":1194},{""x"":485,""y"":301,""dx"":-6,""dy"":20,""t"":1242},{""x"":467,""y"":326,""dx"":-24,""dy"":45,""t"":1277},{""x"":458,""y"":332,""dx"":-33,""dy"":51,""t"":1301},{""x"":457,""y"":317,""dx"":-34,""dy"":36,""t"":1330},{""x"":447,""y"":342,""dx"":-44,""dy"":61,""t"":1364},{""x"":450,""y"":318,""dx"":-41,""dy"":37,""t"":1397},{""x"":446,""y"":339,""dx"":-45,""dy"":58,""t"":1431},{""x"":449,""y"":346,""dx"":-42,""dy"":65,""t"":1466},{""x"":462,""y"":339,""dx"":-29,""dy"":58,""t"":1501},{""x"":472,""y"":325,""dx"":-19,""dy"":44,""t"":1534},{""x"":469,""y"":354,""dx"":-22,""dy"":73,""t"":1567},{""x"":496,""y"":393,""dx"":5,""dy"":112,""t"":1602},{""x"":518,""y"":374,""dx"":27,""dy"":93,""t"":1636},{""x"":527,""y"":363,""dx"":36,""dy"":82,""t"":1670},{""x"":539,""y"":357,""dx"":48,""dy"":76,""t"":1704},{""x"":545,""y"":346,""dx"":54,""dy"":65,""t"":1738},{""x"":555,""y"":339,""dx"":64,""dy"":58,""t"":1772},{""x"":542,""y"":329,""dx"":51,""dy"":48,""t"":1806},{""x"":540,""y"":326,""dx"":49,""dy"":45,""t"":1840},{""x"":518,""y"":328,""dx"":27,""dy"":47,""t"":1874},{""x"":528,""y"":317,""dx"":37,""dy"":36,""t"":1907},{""x"":512,""y"":323,""dx"":21,""dy"":42,""t"":1942},{""x"":498,""y"":334,""dx"":7,""dy"":53,""t"":1976},{""x"":513,""y"":334,""dx"":22,""dy"":53,""t"":2010},{""x"":502,""y"":335,""dx"":11,""dy"":54,""t"":2044},{""x"":504,""y"":339,""dx"":13,""dy"":58,""t"":2078},{""x"":503,""y"":349,""dx"":12,""dy"":68,""t"":2111},{""x"":519,""y"":346,""dx"":28,""dy"":65,""t"":2145},{""x"":519,""y"":342,""dx"":28,""dy"":61,""t"":2180},{""x"":511,""y"":344,""dx"":20,""dy"":63,""t"":2214},{""x"":519,""y"":350,""dx"":28,""dy"":69,""t"":2248},{""x"":505,""y"":353,""dx"":14,""dy"":72,""t"":2282},{""x"":506,""y"":355,""dx"":15,""dy"":74,""t"":2316},{""x"":494,""y"":364,""dx"":3,""dy"":83,""t"":2350},{""x"":495,""y"":386,""dx"":4,""dy"":105,""t"":2385},{""x"":505,""y"":390,""dx"":14,""dy"":109,""t"":2418},{""x"":498,""y"":382,""dx"":7,""dy"":101,""t"":2453},{""x"":505,""y"":379,""dx"":14,""dy"":98,""t"":2486},{""x"":512,""y"":381,""dx"":21,""dy"":100,""t"":2520},{""x"":518,""y"":382,""dx"":27,""dy"":101,""t"":2552},{""x"":528,""y"":377,""dx"":37,""dy"":96,""t"":2588},{""x"":546,""y"":372,""dx"":55,""dy"":91,""t"":2622},{""x"":546,""y"":377,""dx"":55,""dy"":96,""t"":2656},{""x"":534,""y"":375,""dx"":43,""dy"":94,""t"":2690},{""x"":544,""y"":377,""dx"":53,""dy"":96,""t"":2723},{""x"":562,""y"":376,""dx"":71,""dy"":95,""t"":2758},{""x"":570,""y"":377,""dx"":79,""dy"":96,""t"":2792},{""x"":583,""y"":379,""dx"":92,""dy"":98,""t"":2827},{""x"":581,""y"":381,""dx"":90,""dy"":100,""t"":2859},{""x"":583,""y"":382,""dx"":92,""dy"":101,""t"":2894},{""x"":586,""y"":382,""dx"":95,""dy"":101,""t"":2928},{""x"":589,""y"":382,""dx"":98,""dy"":101,""t"":2960}],[{""x"":1288,""y"":277,""dx"":-163,""dy"":-4,""t"":4016},{""x"":1315,""y"":305,""dx"":-136,""dy"":24,""t"":4050},{""x"":1322,""y"":312,""dx"":-129,""dy"":31,""t"":4085},{""x"":1331,""y"":323,""dx"":-120,""dy"":42,""t"":4116},{""x"":1332,""y"":330,""dx"":-119,""dy"":49,""t"":4152},{""x"":1335,""y"":342,""dx"":-116,""dy"":61,""t"":4186},{""x"":1339,""y"":357,""dx"":-112,""dy"":76,""t"":4219},{""x"":1345,""y"":367,""dx"":-106,""dy"":86,""t"":4254},{""x"":1349,""y"":375,""dx"":-102,""dy"":94,""t"":4288},{""x"":1341,""y"":374,""dx"":-110,""dy"":93,""t"":4321},{""x"":1347,""y"":386,""dx"":-104,""dy"":105,""t"":4356},{""x"":1360,""y"":391,""dx"":-91,""dy"":110,""t"":4390},{""x"":1361,""y"":387,""dx"":-90,""dy"":106,""t"":4424},{""x"":1360,""y"":390,""dx"":-91,""dy"":109,""t"":4457},{""x"":1372,""y"":403,""dx"":-79,""dy"":122,""t"":4492},{""x"":1383,""y"":413,""dx"":-68,""dy"":132,""t"":4524},{""x"":1393,""y"":425,""dx"":-58,""dy"":144,""t"":4560},{""x"":1388,""y"":419,""dx"":-63,""dy"":138,""t"":4594},{""x"":1394,""y"":432,""dx"":-57,""dy"":151,""t"":4627},{""x"":1408,""y"":439,""dx"":-43,""dy"":158,""t"":4662},{""x"":1423,""y"":438,""dx"":-28,""dy"":157,""t"":4695},{""x"":1437,""y"":445,""dx"":-14,""dy"":164,""t"":4729},{""x"":1449,""y"":448,""dx"":-2,""dy"":167,""t"":4764},{""x"":1451,""y"":448,""dx"":0,""dy"":167,""t"":4797},{""x"":1446,""y"":448,""dx"":-5,""dy"":167,""t"":4832},{""x"":1443,""y"":450,""dx"":-8,""dy"":169,""t"":4866},{""x"":1433,""y"":444,""dx"":-18,""dy"":163,""t"":4900},{""x"":1440,""y"":458,""dx"":-11,""dy"":177,""t"":4934},{""x"":1434,""y"":461,""dx"":-17,""dy"":180,""t"":4969},{""x"":1431,""y"":459,""dx"":-20,""dy"":178,""t"":5001},{""x"":1430,""y"":456,""dx"":-21,""dy"":175,""t"":5036},{""x"":1444,""y"":461,""dx"":-7,""dy"":180,""t"":5070},{""x"":1444,""y"":451,""dx"":-7,""dy"":170,""t"":5103},{""x"":1442,""y"":448,""dx"":-9,""dy"":167,""t"":5138},{""x"":1442,""y"":439,""dx"":-9,""dy"":158,""t"":5172},{""x"":1444,""y"":452,""dx"":-7,""dy"":171,""t"":5206},{""x"":1441,""y"":447,""dx"":-10,""dy"":166,""t"":5240},{""x"":1456,""y"":443,""dx"":5,""dy"":162,""t"":5274},{""x"":1452,""y"":439,""dx"":1,""dy"":158,""t"":5309},{""x"":1440,""y"":438,""dx"":-11,""dy"":157,""t"":5342},{""x"":1434,""y"":440,""dx"":-17,""dy"":159,""t"":5376},{""x"":1370,""y"":407,""dx"":-81,""dy"":126,""t"":5409},{""x"":1344,""y"":390,""dx"":-107,""dy"":109,""t"":5444},{""x"":1332,""y"":395,""dx"":-119,""dy"":114,""t"":5478},{""x"":1288,""y"":395,""dx"":-163,""dy"":114,""t"":5512},{""x"":1281,""y"":398,""dx"":-170,""dy"":117,""t"":5546},{""x"":1261,""y"":402,""dx"":-190,""dy"":121,""t"":5580},{""x"":1245,""y"":401,""dx"":-206,""dy"":120,""t"":5614},{""x"":1246,""y"":413,""dx"":-205,""dy"":132,""t"":5647},{""x"":1256,""y"":420,""dx"":-195,""dy"":139,""t"":5682},{""x"":1247,""y"":419,""dx"":-204,""dy"":138,""t"":5716},{""x"":1253,""y"":417,""dx"":-198,""dy"":136,""t"":5749},{""x"":1257,""y"":425,""dx"":-194,""dy"":144,""t"":5784},{""x"":1252,""y"":425,""dx"":-199,""dy"":144,""t"":5818},{""x"":1259,""y"":411,""dx"":-192,""dy"":130,""t"":5852},{""x"":1252,""y"":406,""dx"":-199,""dy"":125,""t"":5886},{""x"":1294,""y"":425,""dx"":-157,""dy"":144,""t"":5920},{""x"":1281,""y"":411,""dx"":-170,""dy"":130,""t"":5954},{""x"":1290,""y"":408,""dx"":-161,""dy"":127,""t"":5988}],[{""x"":1053,""y"":673,""dx"":82,""dy"":122,""t"":7008},{""x"":1029,""y"":679,""dx"":58,""dy"":128,""t"":7041},{""x"":1022,""y"":685,""dx"":51,""dy"":134,""t"":7076},{""x"":1004,""y"":624,""dx"":33,""dy"":73,""t"":7109},{""x"":1002,""y"":639,""dx"":31,""dy"":88,""t"":7144},{""x"":993,""y"":647,""dx"":22,""dy"":96,""t"":7178},{""x"":985,""y"":651,""dx"":14,""dy"":100,""t"":7212},{""x"":967,""y"":650,""dx"":-4,""dy"":99,""t"":7246},{""x"":980,""y"":657,""dx"":9,""dy"":106,""t"":7279},{""x"":983,""y"":660,""dx"":12,""dy"":109,""t"":7314},{""x"":970,""y"":664,""dx"":-1,""dy"":113,""t"":7347},{""x"":970,""y"":659,""dx"":-1,""dy"":108,""t"":7382},{""x"":980,""y"":671,""dx"":9,""dy"":120,""t"":7416},{""x"":980,""y"":674,""dx"":9,""dy"":123,""t"":7449},{""x"":990,""y"":674,""dx"":19,""dy"":123,""t"":7484},{""x"":1005,""y"":677,""dx"":34,""dy"":126,""t"":7518},{""x"":1019,""y"":682,""dx"":48,""dy"":131,""t"":7552},{""x"":1030,""y"":675,""dx"":59,""dy"":124,""t"":7586},{""x"":1026,""y"":679,""dx"":55,""dy"":128,""t"":7619},{""x"":1024,""y"":673,""dx"":53,""dy"":122,""t"":7654},{""x"":1022,""y"":667,""dx"":51,""dy"":116,""t"":7686},{""x"":1013,""y"":670,""dx"":42,""dy"":119,""t"":7722},{""x"":998,""y"":676,""dx"":27,""dy"":125,""t"":7756},{""x"":1027,""y"":674,""dx"":56,""dy"":123,""t"":7790},{""x"":998,""y"":619,""dx"":27,""dy"":68,""t"":7824},{""x"":997,""y"":625,""dx"":26,""dy"":74,""t"":7858},{""x"":1001,""y"":566,""dx"":30,""dy"":15,""t"":7892},{""x"":999,""y"":585,""dx"":28,""dy"":34,""t"":7926},{""x"":987,""y"":604,""dx"":16,""dy"":53,""t"":7960},{""x"":992,""y"":627,""dx"":21,""dy"":76,""t"":7993},{""x"":991,""y"":574,""dx"":20,""dy"":23,""t"":8028},{""x"":980,""y"":598,""dx"":9,""dy"":47,""t"":8062},{""x"":971,""y"":619,""dx"":0,""dy"":68,""t"":8094},{""x"":949,""y"":571,""dx"":-22,""dy"":20,""t"":8130},{""x"":953,""y"":541,""dx"":-18,""dy"":-10,""t"":8164},{""x"":976,""y"":574,""dx"":5,""dy"":23,""t"":8197},{""x"":999,""y"":607,""dx"":28,""dy"":56,""t"":8232},{""x"":1004,""y"":573,""dx"":33,""dy"":22,""t"":8266},{""x"":999,""y"":601,""dx"":28,""dy"":50,""t"":8299},{""x"":983,""y"":626,""dx"":12,""dy"":75,""t"":8334},{""x"":985,""y"":592,""dx"":14,""dy"":41,""t"":8368},{""x"":968,""y"":609,""dx"":-3,""dy"":58,""t"":8402},{""x"":958,""y"":633,""dx"":-13,""dy"":82,""t"":8436},{""x"":951,""y"":649,""dx"":-20,""dy"":98,""t"":8470},{""x"":946,""y"":629,""dx"":-25,""dy"":78,""t"":8504},{""x"":970,""y"":605,""dx"":-1,""dy"":54,""t"":8538},{""x"":990,""y"":585,""dx"":19,""dy"":34,""t"":8572},{""x"":979,""y"":572,""dx"":8,""dy"":21,""t"":8605},{""x"":999,""y"":601,""dx"":28,""dy"":50,""t"":8640},{""x"":996,""y"":577,""dx"":25,""dy"":26,""t"":8674},{""x"":950,""y"":561,""dx"":-21,""dy"":10,""t"":8708},{""x"":902,""y"":553,""dx"":-69,""dy"":2,""t"":8742},{""x"":903,""y"":540,""dx"":-68,""dy"":-11,""t"":8777},{""x"":901,""y"":528,""dx"":-70,""dy"":-23,""t"":8810},{""x"":866,""y"":534,""dx"":-105,""dy"":-17,""t"":8844},{""x"":894,""y"":545,""dx"":-77,""dy"":-6,""t"":8878},{""x"":915,""y"":551,""dx"":-56,""dy"":0,""t"":8912},{""x"":914,""y"":547,""dx"":-57,""dy"":-4,""t"":8946},{""x"":889,""y"":538,""dx"":-82,""dy"":-13,""t"":8980}],[{""x"":650,""y"":896,""dx"":159,""dy"":75,""t"":10034},{""x"":662,""y"":896,""dx"":171,""dy"":75,""t"":10067},{""x"":671,""y"":898,""dx"":180,""dy"":77,""t"":10102},{""x"":660,""y"":892,""dx"":169,""dy"":71,""t"":10135},{""x"":665,""y"":898,""dx"":174,""dy"":77,""t"":10169},{""x"":650,""y"":902,""dx"":159,""dy"":81,""t"":10204},{""x"":662,""y"":908,""dx"":171,""dy"":87,""t"":10253},{""x"":658,""y"":906,""dx"":167,""dy"":85,""t"":10294},{""x"":654,""y"":905,""dx"":163,""dy"":84,""t"":10307},{""x"":668,""y"":902,""dx"":177,""dy"":81,""t"":10340},{""x"":666,""y"":897,""dx"":175,""dy"":76,""t"":10374},{""x"":660,""y"":897,""dx"":169,""dy"":76,""t"":10408},{""x"":655,""y"":897,""dx"":164,""dy"":76,""t"":10442},{""x"":641,""y"":894,""dx"":150,""dy"":73,""t"":10477},{""x"":645,""y"":894,""dx"":154,""dy"":73,""t"":10510},{""x"":635,""y"":902,""dx"":144,""dy"":81,""t"":10544},{""x"":622,""y"":898,""dx"":131,""dy"":77,""t"":10577},{""x"":630,""y"":906,""dx"":139,""dy"":85,""t"":10612},{""x"":646,""y"":915,""dx"":155,""dy"":94,""t"":10646},{""x"":655,""y"":918,""dx"":164,""dy"":97,""t"":10679},{""x"":641,""y"":917,""dx"":150,""dy"":96,""t"":10714},{""x"":632,""y"":922,""dx"":141,""dy"":101,""t"":10747},{""x"":642,""y"":926,""dx"":151,""dy"":105,""t"":10782},{""x"":648,""y"":921,""dx"":157,""dy"":100,""t"":10816},{""x"":642,""y"":920,""dx"":151,""dy"":99,""t"":10850},{""x"":661,""y"":908,""dx"":170,""dy"":87,""t"":10883},{""x"":667,""y"":908,""dx"":176,""dy"":87,""t"":10919},{""x"":661,""y"":899,""dx"":170,""dy"":78,""t"":10952},{""x"":649,""y"":869,""dx"":158,""dy"":48,""t"":10986},{""x"":645,""y"":846,""dx"":154,""dy"":25,""t"":11019},{""x"":637,""y"":857,""dx"":146,""dy"":36,""t"":11054},{""x"":626,""y"":870,""dx"":135,""dy"":49,""t"":11088},{""x"":634,""y"":874,""dx"":143,""dy"":53,""t"":11122},{""x"":626,""y"":880,""dx"":135,""dy"":59,""t"":11156},{""x"":613,""y"":881,""dx"":122,""dy"":60,""t"":11191},{""x"":610,""y"":850,""dx"":119,""dy"":29,""t"":11224},{""x"":608,""y"":824,""dx"":117,""dy"":3,""t"":11256},{""x"":588,""y"":828,""dx"":97,""dy"":7,""t"":11292},{""x"":602,""y"":838,""dx"":111,""dy"":17,""t"":11326},{""x"":582,""y"":843,""dx"":91,""dy"":22,""t"":11360},{""x"":586,""y"":822,""dx"":95,""dy"":1,""t"":11394},{""x"":589,""y"":803,""dx"":98,""dy"":-18,""t"":11427},{""x"":583,""y"":813,""dx"":92,""dy"":-8,""t"":11461},{""x"":567,""y"":827,""dx"":76,""dy"":6,""t"":11496},{""x"":558,""y"":843,""dx"":67,""dy"":22,""t"":11529},{""x"":548,""y"":842,""dx"":57,""dy"":21,""t"":11563},{""x"":555,""y"":852,""dx"":64,""dy"":31,""t"":11597},{""x"":558,""y"":819,""dx"":67,""dy"":-2,""t"":11631},{""x"":560,""y"":791,""dx"":69,""dy"":-30,""t"":11664},{""x"":558,""y"":781,""dx"":67,""dy"":-40,""t"":11700},{""x"":561,""y"":793,""dx"":70,""dy"":-28,""t"":11734},{""x"":565,""y"":785,""dx"":74,""dy"":-36,""t"":11768},{""x"":552,""y"":801,""dx"":61,""dy"":-20,""t"":11802},{""x"":562,""y"":794,""dx"":71,""dy"":-27,""t"":11836},{""x"":559,""y"":786,""dx"":68,""dy"":-35,""t"":11871},{""x"":550,""y"":818,""dx"":59,""dy"":-3,""t"":11904},{""x"":547,""y"":842,""dx"":56,""dy"":21,""t"":11938},{""x"":554,""y"":854,""dx"":63,""dy"":33,""t"":11971},{""x"":541,""y"":861,""dx"":50,""dy"":40,""t"":12007}],[{""x"":1438,""y"":757,""dx"":-13,""dy"":-64,""t"":13025},{""x"":1409,""y"":745,""dx"":-42,""dy"":-76,""t"":13059},{""x"":1402,""y"":737,""dx"":-49,""dy"":-84,""t"":13094},{""x"":1377,""y"":728,""dx"":-74,""dy"":-93,""t"":13128},{""x"":1374,""y"":716,""dx"":-77,""dy"":-105,""t"":13161},{""x"":1356,""y"":713,""dx"":-95,""dy"":-108,""t"":13196},{""x"":1354,""y"":719,""dx"":-97,""dy"":-102,""t"":13231},{""x"":1354,""y"":725,""dx"":-97,""dy"":-96,""t"":13261},{""x"":1362,""y"":724,""dx"":-89,""dy"":-97,""t"":13297},{""x"":1353,""y"":723,""dx"":-98,""dy"":-98,""t"":13333},{""x"":1348,""y"":721,""dx"":-103,""dy"":-100,""t"":13365},{""x"":1344,""y"":724,""dx"":-107,""dy"":-97,""t"":13400},{""x"":1340,""y"":719,""dx"":-111,""dy"":-102,""t"":13434},{""x"":1339,""y"":722,""dx"":-112,""dy"":-99,""t"":13468},{""x"":1351,""y"":719,""dx"":-100,""dy"":-102,""t"":13502},{""x"":1357,""y"":716,""dx"":-94,""dy"":-105,""t"":13536},{""x"":1353,""y"":710,""dx"":-98,""dy"":-111,""t"":13570},{""x"":1352,""y"":725,""dx"":-99,""dy"":-96,""t"":13604},{""x"":1353,""y"":741,""dx"":-98,""dy"":-80,""t"":13638},{""x"":1361,""y"":751,""dx"":-90,""dy"":-70,""t"":13672},{""x"":1360,""y"":773,""dx"":-91,""dy"":-48,""t"":13706},{""x"":1349,""y"":778,""dx"":-102,""dy"":-43,""t"":13740},{""x"":1333,""y"":773,""dx"":-118,""dy"":-48,""t"":13773},{""x"":1318,""y"":772,""dx"":-133,""dy"":-49,""t"":13808},{""x"":1333,""y"":781,""dx"":-118,""dy"":-40,""t"":13842},{""x"":1332,""y"":782,""dx"":-119,""dy"":-39,""t"":13876},{""x"":1338,""y"":780,""dx"":-113,""dy"":-41,""t"":13910},{""x"":1341,""y"":760,""dx"":-110,""dy"":-61,""t"":13944},{""x"":1335,""y"":748,""dx"":-116,""dy"":-73,""t"":13978},{""x"":1322,""y"":733,""dx"":-129,""dy"":-88,""t"":14012},{""x"":1293,""y"":725,""dx"":-158,""dy"":-96,""t"":14046},{""x"":1281,""y"":719,""dx"":-170,""dy"":-102,""t"":14080},{""x"":1265,""y"":712,""dx"":-186,""dy"":-109,""t"":14113},{""x"":1252,""y"":705,""dx"":-199,""dy"":-116,""t"":14147},{""x"":1239,""y"":684,""dx"":-212,""dy"":-137,""t"":14182},{""x"":1211,""y"":663,""dx"":-240,""dy"":-158,""t"":14216},{""x"":1185,""y"":652,""dx"":-266,""dy"":-169,""t"":14249},{""x"":1153,""y"":648,""dx"":-298,""dy"":-173,""t"":14284},{""x"":1109,""y"":649,""dx"":-342,""dy"":-172,""t"":14318},{""x"":1110,""y"":693,""dx"":-341,""dy"":-128,""t"":14352},{""x"":1094,""y"":710,""dx"":-357,""dy"":-111,""t"":14385},{""x"":1080,""y"":713,""dx"":-371,""dy"":-108,""t"":14421},{""x"":1078,""y"":750,""dx"":-373,""dy"":-71,""t"":14454},{""x"":1079,""y"":756,""dx"":-372,""dy"":-65,""t"":14488},{""x"":1071,""y"":774,""dx"":-380,""dy"":-47,""t"":14522},{""x"":1080,""y"":772,""dx"":-371,""dy"":-49,""t"":14557},{""x"":1086,""y"":780,""dx"":-365,""dy"":-41,""t"":14590},{""x"":1069,""y"":778,""dx"":-382,""dy"":-43,""t"":14624},{""x"":1061,""y"":794,""dx"":-390,""dy"":-27,""t"":14658},{""x"":1029,""y"":769,""dx"":-422,""dy"":-52,""t"":14693},{""x"":1006,""y"":795,""dx"":-445,""dy"":-26,""t"":14726},{""x"":987,""y"":768,""dx"":-464,""dy"":-53,""t"":14760},{""x"":980,""y"":767,""dx"":-471,""dy"":-54,""t"":14794},{""x"":982,""y"":738,""dx"":-469,""dy"":-83,""t"":14826},{""x"":996,""y"":728,""dx"":-455,""dy"":-93,""t"":14862},{""x"":986,""y"":711,""dx"":-465,""dy"":-110,""t"":14896},{""x"":975,""y"":710,""dx"":-476,""dy"":-111,""t"":14930},{""x"":971,""y"":718,""dx"":-480,""dy"":-103,""t"":14964},{""x"":974,""y"":714,""dx"":-477,""dy"":-107,""t"":14998}]]","[100,76.27118644067797,100,100,54.23728813559322]","[{""x"":22.45762711864407,""y"":69.7457627118644,""r"":34.86783022503876},{""x"":-89.52542372881356,""y"":129.64406779661016,""r"":84.68813803555908},{""x"":7.423728813559322,""y"":66.61016949152543,""r"":45.61380985541548},{""x"":124.62711864406779,""y"":45.59322033898305,""r"":57.86497522384198},{""x"":-225.23728813559322,""y"":-86.9322033898305,""r"":131.93029703188347}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","",""
