"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","webgazer_data","webgazer_targets","size","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","230685","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","230700","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","263668","0.0-2.0-0.0","","","","","32965","{""name"":""罗晨曦"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","265147","0.0-2.0-1.0","","","","","1478","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","269416","0.0-3.0","","","","","","","","2204","","","","","","","","","","","","","","","","",""
"","html-button-response","5","274251","0.0-4.0-0.0","","","","","4834","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","283999","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","285147","0.0-4.0-2.0","","","","","1148","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","304158","0.0-4.0-3.0","","","","","","","","","","[[{""x"":438,""y"":422,""dx"":-48.5,""dy"":144.5,""t"":991},{""x"":431,""y"":434,""dx"":-55.5,""dy"":156.5,""t"":1024},{""x"":423,""y"":412,""dx"":-63.5,""dy"":134.5,""t"":1059},{""x"":423,""y"":408,""dx"":-63.5,""dy"":130.5,""t"":1092},{""x"":423,""y"":405,""dx"":-63.5,""dy"":127.5,""t"":1124},{""x"":424,""y"":398,""dx"":-62.5,""dy"":120.5,""t"":1160},{""x"":501,""y"":401,""dx"":14.5,""dy"":123.5,""t"":1194},{""x"":467,""y"":408,""dx"":-19.5,""dy"":130.5,""t"":1228},{""x"":478,""y"":421,""dx"":-8.5,""dy"":143.5,""t"":1262},{""x"":473,""y"":435,""dx"":-13.5,""dy"":157.5,""t"":1296},{""x"":489,""y"":438,""dx"":2.5,""dy"":160.5,""t"":1330},{""x"":508,""y"":453,""dx"":21.5,""dy"":175.5,""t"":1364},{""x"":502,""y"":477,""dx"":15.5,""dy"":199.5,""t"":1398},{""x"":516,""y"":479,""dx"":29.5,""dy"":201.5,""t"":1432},{""x"":506,""y"":482,""dx"":19.5,""dy"":204.5,""t"":1466},{""x"":499,""y"":483,""dx"":12.5,""dy"":205.5,""t"":1500},{""x"":533,""y"":467,""dx"":46.5,""dy"":189.5,""t"":1534},{""x"":513,""y"":435,""dx"":26.5,""dy"":157.5,""t"":1568},{""x"":524,""y"":410,""dx"":37.5,""dy"":132.5,""t"":1602},{""x"":482,""y"":403,""dx"":-4.5,""dy"":125.5,""t"":1636},{""x"":448,""y"":407,""dx"":-38.5,""dy"":129.5,""t"":1671},{""x"":457,""y"":385,""dx"":-29.5,""dy"":107.5,""t"":1704},{""x"":441,""y"":389,""dx"":-45.5,""dy"":111.5,""t"":1738},{""x"":471,""y"":383,""dx"":-15.5,""dy"":105.5,""t"":1772},{""x"":482,""y"":392,""dx"":-4.5,""dy"":114.5,""t"":1806},{""x"":482,""y"":398,""dx"":-4.5,""dy"":120.5,""t"":1840},{""x"":489,""y"":411,""dx"":2.5,""dy"":133.5,""t"":1874},{""x"":488,""y"":406,""dx"":1.5,""dy"":128.5,""t"":1908},{""x"":455,""y"":397,""dx"":-31.5,""dy"":119.5,""t"":1942},{""x"":473,""y"":404,""dx"":-13.5,""dy"":126.5,""t"":1975},{""x"":493,""y"":427,""dx"":6.5,""dy"":149.5,""t"":2010},{""x"":476,""y"":401,""dx"":-10.5,""dy"":123.5,""t"":2044},{""x"":524,""y"":432,""dx"":37.5,""dy"":154.5,""t"":2078},{""x"":582,""y"":445,""dx"":95.5,""dy"":167.5,""t"":2111},{""x"":553,""y"":425,""dx"":66.5,""dy"":147.5,""t"":2145},{""x"":558,""y"":415,""dx"":71.5,""dy"":137.5,""t"":2180},{""x"":542,""y"":430,""dx"":55.5,""dy"":152.5,""t"":2214},{""x"":532,""y"":461,""dx"":45.5,""dy"":183.5,""t"":2248},{""x"":531,""y"":475,""dx"":44.5,""dy"":197.5,""t"":2283},{""x"":531,""y"":487,""dx"":44.5,""dy"":209.5,""t"":2314},{""x"":520,""y"":500,""dx"":33.5,""dy"":222.5,""t"":2350},{""x"":500,""y"":478,""dx"":13.5,""dy"":200.5,""t"":2384},{""x"":517,""y"":460,""dx"":30.5,""dy"":182.5,""t"":2417},{""x"":503,""y"":429,""dx"":16.5,""dy"":151.5,""t"":2452},{""x"":470,""y"":402,""dx"":-16.5,""dy"":124.5,""t"":2486},{""x"":459,""y"":378,""dx"":-27.5,""dy"":100.5,""t"":2519},{""x"":431,""y"":364,""dx"":-55.5,""dy"":86.5,""t"":2554},{""x"":417,""y"":342,""dx"":-69.5,""dy"":64.5,""t"":2588},{""x"":416,""y"":348,""dx"":-70.5,""dy"":70.5,""t"":2622},{""x"":393,""y"":346,""dx"":-93.5,""dy"":68.5,""t"":2656},{""x"":402,""y"":343,""dx"":-84.5,""dy"":65.5,""t"":2691},{""x"":410,""y"":341,""dx"":-76.5,""dy"":63.5,""t"":2721},{""x"":431,""y"":335,""dx"":-55.5,""dy"":57.5,""t"":2758},{""x"":424,""y"":333,""dx"":-62.5,""dy"":55.5,""t"":2791},{""x"":416,""y"":337,""dx"":-70.5,""dy"":59.5,""t"":2826},{""x"":407,""y"":333,""dx"":-79.5,""dy"":55.5,""t"":2860},{""x"":408,""y"":323,""dx"":-78.5,""dy"":45.5,""t"":2893},{""x"":413,""y"":323,""dx"":-73.5,""dy"":45.5,""t"":2928},{""x"":421,""y"":323,""dx"":-65.5,""dy"":45.5,""t"":2962}],[{""x"":1295,""y"":171,""dx"":-142.5,""dy"":-106.5,""t"":4016},{""x"":1273,""y"":176,""dx"":-164.5,""dy"":-101.5,""t"":4049},{""x"":1243,""y"":185,""dx"":-194.5,""dy"":-92.5,""t"":4084},{""x"":1233,""y"":169,""dx"":-204.5,""dy"":-108.5,""t"":4117},{""x"":1244,""y"":165,""dx"":-193.5,""dy"":-112.5,""t"":4151},{""x"":1263,""y"":163,""dx"":-174.5,""dy"":-114.5,""t"":4186},{""x"":1235,""y"":160,""dx"":-202.5,""dy"":-117.5,""t"":4221},{""x"":1219,""y"":143,""dx"":-218.5,""dy"":-134.5,""t"":4254},{""x"":1206,""y"":166,""dx"":-231.5,""dy"":-111.5,""t"":4286},{""x"":1210,""y"":169,""dx"":-227.5,""dy"":-108.5,""t"":4322},{""x"":1223,""y"":198,""dx"":-214.5,""dy"":-79.5,""t"":4356},{""x"":1258,""y"":212,""dx"":-179.5,""dy"":-65.5,""t"":4390},{""x"":1265,""y"":225,""dx"":-172.5,""dy"":-52.5,""t"":4423},{""x"":1254,""y"":237,""dx"":-183.5,""dy"":-40.5,""t"":4458},{""x"":1268,""y"":246,""dx"":-169.5,""dy"":-31.5,""t"":4492},{""x"":1271,""y"":262,""dx"":-166.5,""dy"":-15.5,""t"":4526},{""x"":1268,""y"":261,""dx"":-169.5,""dy"":-16.5,""t"":4559},{""x"":1272,""y"":258,""dx"":-165.5,""dy"":-19.5,""t"":4594},{""x"":1288,""y"":265,""dx"":-149.5,""dy"":-12.5,""t"":4629},{""x"":1291,""y"":261,""dx"":-146.5,""dy"":-16.5,""t"":4662},{""x"":1282,""y"":257,""dx"":-155.5,""dy"":-20.5,""t"":4695},{""x"":1276,""y"":265,""dx"":-161.5,""dy"":-12.5,""t"":4730},{""x"":1277,""y"":265,""dx"":-160.5,""dy"":-12.5,""t"":4764},{""x"":1282,""y"":272,""dx"":-155.5,""dy"":-5.5,""t"":4798},{""x"":1274,""y"":275,""dx"":-163.5,""dy"":-2.5,""t"":4832},{""x"":1262,""y"":272,""dx"":-175.5,""dy"":-5.5,""t"":4866},{""x"":1256,""y"":283,""dx"":-181.5,""dy"":5.5,""t"":4900},{""x"":1266,""y"":289,""dx"":-171.5,""dy"":11.5,""t"":4934},{""x"":1263,""y"":294,""dx"":-174.5,""dy"":16.5,""t"":4968},{""x"":1260,""y"":291,""dx"":-177.5,""dy"":13.5,""t"":5002},{""x"":1255,""y"":286,""dx"":-182.5,""dy"":8.5,""t"":5036},{""x"":1265,""y"":271,""dx"":-172.5,""dy"":-6.5,""t"":5070},{""x"":1261,""y"":314,""dx"":-176.5,""dy"":36.5,""t"":5104},{""x"":1193,""y"":412,""dx"":-244.5,""dy"":134.5,""t"":5137},{""x"":1216,""y"":527,""dx"":-221.5,""dy"":249.5,""t"":5172},{""x"":1182,""y"":581,""dx"":-255.5,""dy"":303.5,""t"":5205},{""x"":1169,""y"":548,""dx"":-268.5,""dy"":270.5,""t"":5241},{""x"":1172,""y"":490,""dx"":-265.5,""dy"":212.5,""t"":5273},{""x"":1178,""y"":405,""dx"":-259.5,""dy"":127.5,""t"":5308},{""x"":1176,""y"":339,""dx"":-261.5,""dy"":61.5,""t"":5342},{""x"":1203,""y"":287,""dx"":-234.5,""dy"":9.5,""t"":5376},{""x"":1201,""y"":231,""dx"":-236.5,""dy"":-46.5,""t"":5409},{""x"":1239,""y"":248,""dx"":-198.5,""dy"":-29.5,""t"":5444},{""x"":1246,""y"":207,""dx"":-191.5,""dy"":-70.5,""t"":5478},{""x"":1308,""y"":246,""dx"":-129.5,""dy"":-31.5,""t"":5512},{""x"":1347,""y"":267,""dx"":-90.5,""dy"":-10.5,""t"":5546},{""x"":1337,""y"":233,""dx"":-100.5,""dy"":-44.5,""t"":5580},{""x"":1350,""y"":234,""dx"":-87.5,""dy"":-43.5,""t"":5614},{""x"":1346,""y"":206,""dx"":-91.5,""dy"":-71.5,""t"":5648},{""x"":1329,""y"":225,""dx"":-108.5,""dy"":-52.5,""t"":5682},{""x"":1336,""y"":239,""dx"":-101.5,""dy"":-38.5,""t"":5716},{""x"":1332,""y"":252,""dx"":-105.5,""dy"":-25.5,""t"":5750},{""x"":1319,""y"":265,""dx"":-118.5,""dy"":-12.5,""t"":5784},{""x"":1335,""y"":287,""dx"":-102.5,""dy"":9.5,""t"":5818},{""x"":1316,""y"":275,""dx"":-121.5,""dy"":-2.5,""t"":5852},{""x"":1329,""y"":286,""dx"":-108.5,""dy"":8.5,""t"":5884},{""x"":1326,""y"":280,""dx"":-111.5,""dy"":2.5,""t"":5920},{""x"":1330,""y"":279,""dx"":-107.5,""dy"":1.5,""t"":5954},{""x"":1334,""y"":282,""dx"":-103.5,""dy"":4.5,""t"":5988}],[{""x"":960,""y"":450,""dx"":-2,""dy"":-94,""t"":7008},{""x"":999,""y"":462,""dx"":37,""dy"":-82,""t"":7042},{""x"":1027,""y"":467,""dx"":65,""dy"":-77,""t"":7076},{""x"":974,""y"":435,""dx"":12,""dy"":-109,""t"":7109},{""x"":1011,""y"":444,""dx"":49,""dy"":-100,""t"":7144},{""x"":1031,""y"":481,""dx"":69,""dy"":-63,""t"":7178},{""x"":1033,""y"":491,""dx"":71,""dy"":-53,""t"":7211},{""x"":1057,""y"":498,""dx"":95,""dy"":-46,""t"":7246},{""x"":1068,""y"":496,""dx"":106,""dy"":-48,""t"":7280},{""x"":1065,""y"":509,""dx"":103,""dy"":-35,""t"":7313},{""x"":1063,""y"":534,""dx"":101,""dy"":-10,""t"":7348},{""x"":1073,""y"":540,""dx"":111,""dy"":-4,""t"":7382},{""x"":1071,""y"":541,""dx"":109,""dy"":-3,""t"":7416},{""x"":1069,""y"":542,""dx"":107,""dy"":-2,""t"":7448},{""x"":1079,""y"":539,""dx"":117,""dy"":-5,""t"":7483},{""x"":1069,""y"":529,""dx"":107,""dy"":-15,""t"":7518},{""x"":1037,""y"":514,""dx"":75,""dy"":-30,""t"":7552},{""x"":1028,""y"":525,""dx"":66,""dy"":-19,""t"":7586},{""x"":1041,""y"":531,""dx"":79,""dy"":-13,""t"":7621},{""x"":1052,""y"":542,""dx"":90,""dy"":-2,""t"":7654},{""x"":1051,""y"":538,""dx"":89,""dy"":-6,""t"":7702},{""x"":1051,""y"":546,""dx"":89,""dy"":2,""t"":7740},{""x"":1054,""y"":548,""dx"":92,""dy"":4,""t"":7764},{""x"":1050,""y"":551,""dx"":88,""dy"":7,""t"":7793},{""x"":1065,""y"":552,""dx"":103,""dy"":8,""t"":7825},{""x"":1077,""y"":553,""dx"":115,""dy"":9,""t"":7855},{""x"":1099,""y"":563,""dx"":137,""dy"":19,""t"":7892},{""x"":1109,""y"":554,""dx"":147,""dy"":10,""t"":7926},{""x"":1123,""y"":557,""dx"":161,""dy"":13,""t"":7960},{""x"":1130,""y"":555,""dx"":168,""dy"":11,""t"":7994},{""x"":1135,""y"":585,""dx"":173,""dy"":41,""t"":8028},{""x"":1118,""y"":583,""dx"":156,""dy"":39,""t"":8065},{""x"":1119,""y"":592,""dx"":157,""dy"":48,""t"":8096},{""x"":1125,""y"":575,""dx"":163,""dy"":31,""t"":8131},{""x"":1075,""y"":511,""dx"":113,""dy"":-33,""t"":8164},{""x"":1089,""y"":516,""dx"":127,""dy"":-28,""t"":8198},{""x"":1103,""y"":528,""dx"":141,""dy"":-16,""t"":8233},{""x"":1106,""y"":506,""dx"":144,""dy"":-38,""t"":8266},{""x"":1113,""y"":518,""dx"":151,""dy"":-26,""t"":8299},{""x"":1108,""y"":530,""dx"":146,""dy"":-14,""t"":8334},{""x"":1088,""y"":527,""dx"":126,""dy"":-17,""t"":8368},{""x"":1094,""y"":519,""dx"":132,""dy"":-25,""t"":8402},{""x"":1060,""y"":508,""dx"":98,""dy"":-36,""t"":8436},{""x"":1074,""y"":506,""dx"":112,""dy"":-38,""t"":8470},{""x"":1076,""y"":536,""dx"":114,""dy"":-8,""t"":8504},{""x"":1079,""y"":531,""dx"":117,""dy"":-13,""t"":8538},{""x"":1094,""y"":522,""dx"":132,""dy"":-22,""t"":8572},{""x"":1038,""y"":478,""dx"":76,""dy"":-66,""t"":8606},{""x"":994,""y"":458,""dx"":32,""dy"":-86,""t"":8640},{""x"":970,""y"":434,""dx"":8,""dy"":-110,""t"":8673},{""x"":954,""y"":426,""dx"":-8,""dy"":-118,""t"":8708},{""x"":941,""y"":412,""dx"":-21,""dy"":-132,""t"":8742},{""x"":927,""y"":396,""dx"":-35,""dy"":-148,""t"":8776},{""x"":933,""y"":404,""dx"":-29,""dy"":-140,""t"":8809},{""x"":925,""y"":411,""dx"":-37,""dy"":-133,""t"":8844},{""x"":927,""y"":419,""dx"":-35,""dy"":-125,""t"":8878},{""x"":935,""y"":411,""dx"":-27,""dy"":-133,""t"":8912},{""x"":913,""y"":447,""dx"":-49,""dy"":-97,""t"":8947},{""x"":917,""y"":430,""dx"":-45,""dy"":-114,""t"":8980}],[{""x"":532,""y"":694,""dx"":45.5,""dy"":-116.5,""t"":10000},{""x"":562,""y"":667,""dx"":75.5,""dy"":-143.5,""t"":10034},{""x"":557,""y"":678,""dx"":70.5,""dy"":-132.5,""t"":10067},{""x"":574,""y"":692,""dx"":87.5,""dy"":-118.5,""t"":10102},{""x"":575,""y"":705,""dx"":88.5,""dy"":-105.5,""t"":10135},{""x"":567,""y"":701,""dx"":80.5,""dy"":-109.5,""t"":10170},{""x"":547,""y"":694,""dx"":60.5,""dy"":-116.5,""t"":10203},{""x"":551,""y"":697,""dx"":64.5,""dy"":-113.5,""t"":10238},{""x"":579,""y"":673,""dx"":92.5,""dy"":-137.5,""t"":10272},{""x"":565,""y"":677,""dx"":78.5,""dy"":-133.5,""t"":10306},{""x"":569,""y"":665,""dx"":82.5,""dy"":-145.5,""t"":10341},{""x"":583,""y"":678,""dx"":96.5,""dy"":-132.5,""t"":10375},{""x"":549,""y"":690,""dx"":62.5,""dy"":-120.5,""t"":10408},{""x"":530,""y"":702,""dx"":43.5,""dy"":-108.5,""t"":10442},{""x"":535,""y"":715,""dx"":48.5,""dy"":-95.5,""t"":10476},{""x"":504,""y"":715,""dx"":17.5,""dy"":-95.5,""t"":10509},{""x"":510,""y"":727,""dx"":23.5,""dy"":-83.5,""t"":10544},{""x"":491,""y"":740,""dx"":4.5,""dy"":-70.5,""t"":10578},{""x"":489,""y"":760,""dx"":2.5,""dy"":-50.5,""t"":10612},{""x"":534,""y"":753,""dx"":47.5,""dy"":-57.5,""t"":10647},{""x"":556,""y"":764,""dx"":69.5,""dy"":-46.5,""t"":10679},{""x"":577,""y"":771,""dx"":90.5,""dy"":-39.5,""t"":10714},{""x"":586,""y"":776,""dx"":99.5,""dy"":-34.5,""t"":10747},{""x"":564,""y"":763,""dx"":77.5,""dy"":-47.5,""t"":10782},{""x"":565,""y"":751,""dx"":78.5,""dy"":-59.5,""t"":10816},{""x"":524,""y"":732,""dx"":37.5,""dy"":-78.5,""t"":10850},{""x"":569,""y"":730,""dx"":82.5,""dy"":-80.5,""t"":10884},{""x"":649,""y"":706,""dx"":162.5,""dy"":-104.5,""t"":10918},{""x"":611,""y"":696,""dx"":124.5,""dy"":-114.5,""t"":10952},{""x"":617,""y"":696,""dx"":130.5,""dy"":-114.5,""t"":10986},{""x"":622,""y"":697,""dx"":135.5,""dy"":-113.5,""t"":11019},{""x"":596,""y"":692,""dx"":109.5,""dy"":-118.5,""t"":11054},{""x"":596,""y"":705,""dx"":109.5,""dy"":-105.5,""t"":11089},{""x"":617,""y"":716,""dx"":130.5,""dy"":-94.5,""t"":11121},{""x"":641,""y"":718,""dx"":154.5,""dy"":-92.5,""t"":11156},{""x"":615,""y"":738,""dx"":128.5,""dy"":-72.5,""t"":11191},{""x"":647,""y"":730,""dx"":160.5,""dy"":-80.5,""t"":11223},{""x"":634,""y"":738,""dx"":147.5,""dy"":-72.5,""t"":11259},{""x"":620,""y"":732,""dx"":133.5,""dy"":-78.5,""t"":11292},{""x"":659,""y"":726,""dx"":172.5,""dy"":-84.5,""t"":11326},{""x"":624,""y"":724,""dx"":137.5,""dy"":-86.5,""t"":11360},{""x"":599,""y"":731,""dx"":112.5,""dy"":-79.5,""t"":11394},{""x"":578,""y"":736,""dx"":91.5,""dy"":-74.5,""t"":11426},{""x"":566,""y"":740,""dx"":79.5,""dy"":-70.5,""t"":11461},{""x"":578,""y"":727,""dx"":91.5,""dy"":-83.5,""t"":11496},{""x"":578,""y"":730,""dx"":91.5,""dy"":-80.5,""t"":11531},{""x"":579,""y"":722,""dx"":92.5,""dy"":-88.5,""t"":11564},{""x"":584,""y"":724,""dx"":97.5,""dy"":-86.5,""t"":11598},{""x"":606,""y"":712,""dx"":119.5,""dy"":-98.5,""t"":11632},{""x"":588,""y"":717,""dx"":101.5,""dy"":-93.5,""t"":11665},{""x"":607,""y"":719,""dx"":120.5,""dy"":-91.5,""t"":11699},{""x"":632,""y"":741,""dx"":145.5,""dy"":-69.5,""t"":11734},{""x"":607,""y"":694,""dx"":120.5,""dy"":-116.5,""t"":11768},{""x"":601,""y"":725,""dx"":114.5,""dy"":-85.5,""t"":11802},{""x"":600,""y"":706,""dx"":113.5,""dy"":-104.5,""t"":11836},{""x"":628,""y"":731,""dx"":141.5,""dy"":-79.5,""t"":11870},{""x"":623,""y"":753,""dx"":136.5,""dy"":-57.5,""t"":11904},{""x"":609,""y"":769,""dx"":122.5,""dy"":-41.5,""t"":11938},{""x"":635,""y"":784,""dx"":148.5,""dy"":-26.5,""t"":11972},{""x"":619,""y"":800,""dx"":132.5,""dy"":-10.5,""t"":12006}],[{""x"":1402,""y"":705,""dx"":-35.5,""dy"":-105.5,""t"":13024},{""x"":1354,""y"":740,""dx"":-83.5,""dy"":-70.5,""t"":13059},{""x"":1315,""y"":779,""dx"":-122.5,""dy"":-31.5,""t"":13094},{""x"":1326,""y"":797,""dx"":-111.5,""dy"":-13.5,""t"":13127},{""x"":1292,""y"":798,""dx"":-145.5,""dy"":-12.5,""t"":13164},{""x"":1302,""y"":818,""dx"":-135.5,""dy"":7.5,""t"":13196},{""x"":1332,""y"":767,""dx"":-105.5,""dy"":-43.5,""t"":13229},{""x"":1332,""y"":782,""dx"":-105.5,""dy"":-28.5,""t"":13264},{""x"":1323,""y"":788,""dx"":-114.5,""dy"":-22.5,""t"":13298},{""x"":1301,""y"":803,""dx"":-136.5,""dy"":-7.5,""t"":13332},{""x"":1313,""y"":812,""dx"":-124.5,""dy"":1.5,""t"":13366},{""x"":1282,""y"":812,""dx"":-155.5,""dy"":1.5,""t"":13399},{""x"":1247,""y"":820,""dx"":-190.5,""dy"":9.5,""t"":13434},{""x"":1234,""y"":845,""dx"":-203.5,""dy"":34.5,""t"":13468},{""x"":1290,""y"":835,""dx"":-147.5,""dy"":24.5,""t"":13502},{""x"":1341,""y"":794,""dx"":-96.5,""dy"":-16.5,""t"":13536},{""x"":1347,""y"":767,""dx"":-90.5,""dy"":-43.5,""t"":13570},{""x"":1377,""y"":745,""dx"":-60.5,""dy"":-65.5,""t"":13603},{""x"":1332,""y"":783,""dx"":-105.5,""dy"":-27.5,""t"":13638},{""x"":1199,""y"":873,""dx"":-238.5,""dy"":62.5,""t"":13672},{""x"":1167,""y"":932,""dx"":-270.5,""dy"":121.5,""t"":13706},{""x"":1187,""y"":931,""dx"":-250.5,""dy"":120.5,""t"":13741},{""x"":1201,""y"":931,""dx"":-236.5,""dy"":120.5,""t"":13774},{""x"":1230,""y"":917,""dx"":-207.5,""dy"":106.5,""t"":13808},{""x"":1259,""y"":868,""dx"":-178.5,""dy"":57.5,""t"":13842},{""x"":1315,""y"":821,""dx"":-122.5,""dy"":10.5,""t"":13876},{""x"":1343,""y"":800,""dx"":-94.5,""dy"":-10.5,""t"":13909},{""x"":1308,""y"":818,""dx"":-129.5,""dy"":7.5,""t"":13944},{""x"":1343,""y"":788,""dx"":-94.5,""dy"":-22.5,""t"":13978},{""x"":1314,""y"":800,""dx"":-123.5,""dy"":-10.5,""t"":14013},{""x"":1293,""y"":813,""dx"":-144.5,""dy"":2.5,""t"":14046},{""x"":1254,""y"":821,""dx"":-183.5,""dy"":10.5,""t"":14079},{""x"":1258,""y"":837,""dx"":-179.5,""dy"":26.5,""t"":14114},{""x"":1243,""y"":858,""dx"":-194.5,""dy"":47.5,""t"":14149},{""x"":1221,""y"":854,""dx"":-216.5,""dy"":43.5,""t"":14182},{""x"":1180,""y"":865,""dx"":-257.5,""dy"":54.5,""t"":14215},{""x"":1175,""y"":863,""dx"":-262.5,""dy"":52.5,""t"":14251},{""x"":1151,""y"":861,""dx"":-286.5,""dy"":50.5,""t"":14284},{""x"":1158,""y"":860,""dx"":-279.5,""dy"":49.5,""t"":14317},{""x"":1187,""y"":783,""dx"":-250.5,""dy"":-27.5,""t"":14353},{""x"":1186,""y"":792,""dx"":-251.5,""dy"":-18.5,""t"":14386},{""x"":1200,""y"":796,""dx"":-237.5,""dy"":-14.5,""t"":14421},{""x"":1201,""y"":813,""dx"":-236.5,""dy"":2.5,""t"":14453},{""x"":1192,""y"":817,""dx"":-245.5,""dy"":6.5,""t"":14487},{""x"":1172,""y"":831,""dx"":-265.5,""dy"":20.5,""t"":14523},{""x"":1183,""y"":848,""dx"":-254.5,""dy"":37.5,""t"":14557},{""x"":1193,""y"":862,""dx"":-244.5,""dy"":51.5,""t"":14589},{""x"":1212,""y"":864,""dx"":-225.5,""dy"":53.5,""t"":14623},{""x"":1202,""y"":875,""dx"":-235.5,""dy"":64.5,""t"":14658},{""x"":1195,""y"":879,""dx"":-242.5,""dy"":68.5,""t"":14692},{""x"":1186,""y"":838,""dx"":-251.5,""dy"":27.5,""t"":14726},{""x"":1228,""y"":806,""dx"":-209.5,""dy"":-4.5,""t"":14759},{""x"":1219,""y"":777,""dx"":-218.5,""dy"":-33.5,""t"":14795},{""x"":1221,""y"":792,""dx"":-216.5,""dy"":-18.5,""t"":14828},{""x"":1205,""y"":809,""dx"":-232.5,""dy"":-1.5,""t"":14862},{""x"":1249,""y"":799,""dx"":-188.5,""dy"":-11.5,""t"":14897},{""x"":1250,""y"":812,""dx"":-187.5,""dy"":1.5,""t"":14930},{""x"":1227,""y"":813,""dx"":-210.5,""dy"":2.5,""t"":14964},{""x"":1207,""y"":815,""dx"":-230.5,""dy"":4.5,""t"":14996}]]","[86.4406779661017,66.10169491525424,100,100,49.152542372881356]","[{""x"":-13.296610169491526,""y"":130.61864406779662,""r"":56.13033730409853},{""x"":-171.27966101694915,""y"":-8.73728813559322,""r"":65.10307166080958},{""x"":82.84745762711864,""y"":-38.813559322033896,""r"":51.05670223253013},{""x"":96.98333333333333,""y"":-89.08333333333333,""r"":68.42215072217681},{""x"":-184.0084745762712,""y"":11.90677966101695,""r"":69.26943427343626}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","",""
"","html-button-response","9","304987","0.0-4.0-4.0-0.0-0.0","","","","","827","0","","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","recalibration","","","","","","","","",""
