"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","stimulus","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","1902","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","1907","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","4989","0.0-2.0-0.0","","","","","3079","{""name"":""范雨祥"",""age"":""22""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","6093","0.0-2.0-1.0","","","","","1103","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","6613","0.0-3.0","","","","","517"," ","","<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按""space""键继续。</p>","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","5","26860","0.0-4.0","","","","","","","","","743","","","","","","","","","","","","","","","",""
"","html-button-response","6","27685","0.0-5.0-0.0","","","","","822","0","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","7","37002","0.0-5.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","8","37844","0.0-5.0-2.0","","","","","842","0","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","9","54719","0.0-5.0-3.0","","","","","","","","","","[[{""x"":644,""y"":505,""dx"":153,""dy"":224,""t"":990},{""x"":631,""y"":542,""dx"":140,""dy"":261,""t"":1024},{""x"":618,""y"":582,""dx"":127,""dy"":301,""t"":1059},{""x"":636,""y"":547,""dx"":145,""dy"":266,""t"":1093},{""x"":612,""y"":587,""dx"":121,""dy"":306,""t"":1126},{""x"":592,""y"":529,""dx"":101,""dy"":248,""t"":1160},{""x"":622,""y"":508,""dx"":131,""dy"":227,""t"":1194},{""x"":631,""y"":453,""dx"":140,""dy"":172,""t"":1228},{""x"":603,""y"":423,""dx"":112,""dy"":142,""t"":1262},{""x"":621,""y"":418,""dx"":130,""dy"":137,""t"":1295},{""x"":633,""y"":410,""dx"":142,""dy"":129,""t"":1330},{""x"":630,""y"":377,""dx"":139,""dy"":96,""t"":1363},{""x"":635,""y"":396,""dx"":144,""dy"":115,""t"":1398},{""x"":640,""y"":413,""dx"":149,""dy"":132,""t"":1432},{""x"":643,""y"":441,""dx"":152,""dy"":160,""t"":1466},{""x"":609,""y"":417,""dx"":118,""dy"":136,""t"":1500},{""x"":600,""y"":391,""dx"":109,""dy"":110,""t"":1535},{""x"":614,""y"":427,""dx"":123,""dy"":146,""t"":1568},{""x"":614,""y"":429,""dx"":123,""dy"":148,""t"":1602},{""x"":591,""y"":396,""dx"":100,""dy"":115,""t"":1636},{""x"":605,""y"":430,""dx"":114,""dy"":149,""t"":1669},{""x"":618,""y"":429,""dx"":127,""dy"":148,""t"":1704},{""x"":633,""y"":439,""dx"":142,""dy"":158,""t"":1738},{""x"":611,""y"":382,""dx"":120,""dy"":101,""t"":1772},{""x"":584,""y"":359,""dx"":93,""dy"":78,""t"":1806},{""x"":573,""y"":344,""dx"":82,""dy"":63,""t"":1840},{""x"":577,""y"":373,""dx"":86,""dy"":92,""t"":1873},{""x"":553,""y"":380,""dx"":62,""dy"":99,""t"":1908},{""x"":530,""y"":352,""dx"":39,""dy"":71,""t"":1942},{""x"":515,""y"":363,""dx"":24,""dy"":82,""t"":1976},{""x"":526,""y"":379,""dx"":35,""dy"":98,""t"":2010},{""x"":526,""y"":376,""dx"":35,""dy"":95,""t"":2044},{""x"":524,""y"":384,""dx"":33,""dy"":103,""t"":2078},{""x"":517,""y"":363,""dx"":26,""dy"":82,""t"":2111},{""x"":515,""y"":353,""dx"":24,""dy"":72,""t"":2146},{""x"":531,""y"":378,""dx"":40,""dy"":97,""t"":2180},{""x"":523,""y"":381,""dx"":32,""dy"":100,""t"":2212},{""x"":545,""y"":387,""dx"":54,""dy"":106,""t"":2248},{""x"":542,""y"":394,""dx"":51,""dy"":113,""t"":2282},{""x"":596,""y"":411,""dx"":105,""dy"":130,""t"":2316},{""x"":598,""y"":395,""dx"":107,""dy"":114,""t"":2349},{""x"":595,""y"":448,""dx"":104,""dy"":167,""t"":2384},{""x"":580,""y"":429,""dx"":89,""dy"":148,""t"":2418},{""x"":586,""y"":470,""dx"":95,""dy"":189,""t"":2451},{""x"":587,""y"":492,""dx"":96,""dy"":211,""t"":2486},{""x"":573,""y"":474,""dx"":82,""dy"":193,""t"":2521},{""x"":571,""y"":506,""dx"":80,""dy"":225,""t"":2554},{""x"":546,""y"":478,""dx"":55,""dy"":197,""t"":2588},{""x"":525,""y"":453,""dx"":34,""dy"":172,""t"":2620},{""x"":519,""y"":433,""dx"":28,""dy"":152,""t"":2655},{""x"":541,""y"":455,""dx"":50,""dy"":174,""t"":2691},{""x"":540,""y"":440,""dx"":49,""dy"":159,""t"":2724},{""x"":522,""y"":427,""dx"":31,""dy"":146,""t"":2758},{""x"":508,""y"":411,""dx"":17,""dy"":130,""t"":2793},{""x"":481,""y"":369,""dx"":-10,""dy"":88,""t"":2826},{""x"":492,""y"":374,""dx"":1,""dy"":93,""t"":2861},{""x"":487,""y"":348,""dx"":-4,""dy"":67,""t"":2894},{""x"":499,""y"":355,""dx"":8,""dy"":74,""t"":2928},{""x"":496,""y"":331,""dx"":5,""dy"":50,""t"":2962},{""x"":526,""y"":362,""dx"":35,""dy"":81,""t"":2997}],[{""x"":1453,""y"":149,""dx"":2,""dy"":-132,""t"":4015},{""x"":1446,""y"":179,""dx"":-5,""dy"":-102,""t"":4050},{""x"":1454,""y"":209,""dx"":3,""dy"":-72,""t"":4084},{""x"":1459,""y"":231,""dx"":8,""dy"":-50,""t"":4118},{""x"":1453,""y"":254,""dx"":2,""dy"":-27,""t"":4152},{""x"":1459,""y"":258,""dx"":8,""dy"":-23,""t"":4186},{""x"":1459,""y"":262,""dx"":8,""dy"":-19,""t"":4218},{""x"":1458,""y"":285,""dx"":7,""dy"":4,""t"":4254},{""x"":1450,""y"":351,""dx"":-1,""dy"":70,""t"":4287},{""x"":1449,""y"":399,""dx"":-2,""dy"":118,""t"":4322},{""x"":1441,""y"":411,""dx"":-10,""dy"":130,""t"":4355},{""x"":1442,""y"":440,""dx"":-9,""dy"":159,""t"":4390},{""x"":1447,""y"":453,""dx"":-4,""dy"":172,""t"":4424},{""x"":1440,""y"":439,""dx"":-11,""dy"":158,""t"":4458},{""x"":1433,""y"":471,""dx"":-18,""dy"":190,""t"":4492},{""x"":1431,""y"":434,""dx"":-20,""dy"":153,""t"":4526},{""x"":1427,""y"":410,""dx"":-24,""dy"":129,""t"":4560},{""x"":1429,""y"":404,""dx"":-22,""dy"":123,""t"":4595},{""x"":1428,""y"":397,""dx"":-23,""dy"":116,""t"":4630},{""x"":1411,""y"":397,""dx"":-40,""dy"":116,""t"":4662},{""x"":1417,""y"":425,""dx"":-34,""dy"":144,""t"":4696},{""x"":1416,""y"":404,""dx"":-35,""dy"":123,""t"":4730},{""x"":1430,""y"":385,""dx"":-21,""dy"":104,""t"":4764},{""x"":1435,""y"":374,""dx"":-16,""dy"":93,""t"":4798},{""x"":1434,""y"":388,""dx"":-17,""dy"":107,""t"":4833},{""x"":1427,""y"":364,""dx"":-24,""dy"":83,""t"":4866},{""x"":1435,""y"":354,""dx"":-16,""dy"":73,""t"":4900},{""x"":1430,""y"":360,""dx"":-21,""dy"":79,""t"":4934},{""x"":1432,""y"":339,""dx"":-19,""dy"":58,""t"":4967},{""x"":1436,""y"":328,""dx"":-15,""dy"":47,""t"":5002},{""x"":1443,""y"":363,""dx"":-8,""dy"":82,""t"":5036},{""x"":1439,""y"":355,""dx"":-12,""dy"":74,""t"":5070},{""x"":1441,""y"":360,""dx"":-10,""dy"":79,""t"":5104},{""x"":1440,""y"":388,""dx"":-11,""dy"":107,""t"":5138},{""x"":1443,""y"":384,""dx"":-8,""dy"":103,""t"":5172},{""x"":1451,""y"":420,""dx"":0,""dy"":139,""t"":5206},{""x"":1448,""y"":398,""dx"":-3,""dy"":117,""t"":5240},{""x"":1440,""y"":386,""dx"":-11,""dy"":105,""t"":5274},{""x"":1440,""y"":419,""dx"":-11,""dy"":138,""t"":5308},{""x"":1426,""y"":353,""dx"":-25,""dy"":72,""t"":5343},{""x"":1414,""y"":371,""dx"":-37,""dy"":90,""t"":5376},{""x"":1422,""y"":332,""dx"":-29,""dy"":51,""t"":5410},{""x"":1430,""y"":331,""dx"":-21,""dy"":50,""t"":5444},{""x"":1437,""y"":296,""dx"":-14,""dy"":15,""t"":5478},{""x"":1441,""y"":303,""dx"":-10,""dy"":22,""t"":5512},{""x"":1450,""y"":284,""dx"":-1,""dy"":3,""t"":5546},{""x"":1445,""y"":286,""dx"":-6,""dy"":5,""t"":5580},{""x"":1441,""y"":299,""dx"":-10,""dy"":18,""t"":5614},{""x"":1436,""y"":307,""dx"":-15,""dy"":26,""t"":5648},{""x"":1437,""y"":348,""dx"":-14,""dy"":67,""t"":5683},{""x"":1441,""y"":333,""dx"":-10,""dy"":52,""t"":5717},{""x"":1440,""y"":341,""dx"":-11,""dy"":60,""t"":5747},{""x"":1443,""y"":308,""dx"":-8,""dy"":27,""t"":5784},{""x"":1443,""y"":346,""dx"":-8,""dy"":65,""t"":5818},{""x"":1439,""y"":351,""dx"":-12,""dy"":70,""t"":5852},{""x"":1433,""y"":359,""dx"":-18,""dy"":78,""t"":5886},{""x"":1434,""y"":362,""dx"":-17,""dy"":81,""t"":5920},{""x"":1439,""y"":368,""dx"":-12,""dy"":87,""t"":5954},{""x"":1452,""y"":349,""dx"":1,""dy"":68,""t"":5988}],[{""x"":979,""y"":690,""dx"":8,""dy"":139,""t"":7042},{""x"":985,""y"":665,""dx"":14,""dy"":114,""t"":7077},{""x"":973,""y"":649,""dx"":2,""dy"":98,""t"":7110},{""x"":966,""y"":690,""dx"":-5,""dy"":139,""t"":7144},{""x"":948,""y"":699,""dx"":-23,""dy"":148,""t"":7178},{""x"":936,""y"":678,""dx"":-35,""dy"":127,""t"":7212},{""x"":918,""y"":661,""dx"":-53,""dy"":110,""t"":7246},{""x"":934,""y"":670,""dx"":-37,""dy"":119,""t"":7280},{""x"":946,""y"":677,""dx"":-25,""dy"":126,""t"":7315},{""x"":950,""y"":670,""dx"":-21,""dy"":119,""t"":7348},{""x"":959,""y"":678,""dx"":-12,""dy"":127,""t"":7379},{""x"":964,""y"":709,""dx"":-7,""dy"":158,""t"":7416},{""x"":962,""y"":708,""dx"":-9,""dy"":157,""t"":7450},{""x"":994,""y"":732,""dx"":23,""dy"":181,""t"":7484},{""x"":1003,""y"":700,""dx"":32,""dy"":149,""t"":7518},{""x"":1002,""y"":661,""dx"":31,""dy"":110,""t"":7551},{""x"":1006,""y"":688,""dx"":35,""dy"":137,""t"":7586},{""x"":1002,""y"":665,""dx"":31,""dy"":114,""t"":7621},{""x"":1006,""y"":687,""dx"":35,""dy"":136,""t"":7654},{""x"":999,""y"":678,""dx"":28,""dy"":127,""t"":7688},{""x"":999,""y"":708,""dx"":28,""dy"":157,""t"":7722},{""x"":977,""y"":702,""dx"":6,""dy"":151,""t"":7756},{""x"":985,""y"":732,""dx"":14,""dy"":181,""t"":7787},{""x"":989,""y"":754,""dx"":18,""dy"":203,""t"":7824},{""x"":983,""y"":726,""dx"":12,""dy"":175,""t"":7859},{""x"":992,""y"":718,""dx"":21,""dy"":167,""t"":7891},{""x"":979,""y"":703,""dx"":8,""dy"":152,""t"":7926},{""x"":983,""y"":718,""dx"":12,""dy"":167,""t"":7960},{""x"":968,""y"":679,""dx"":-3,""dy"":128,""t"":7993},{""x"":974,""y"":682,""dx"":3,""dy"":131,""t"":8028},{""x"":965,""y"":658,""dx"":-6,""dy"":107,""t"":8062},{""x"":986,""y"":635,""dx"":15,""dy"":84,""t"":8096},{""x"":984,""y"":605,""dx"":13,""dy"":54,""t"":8130},{""x"":994,""y"":608,""dx"":23,""dy"":57,""t"":8164},{""x"":1001,""y"":582,""dx"":30,""dy"":31,""t"":8199},{""x"":1010,""y"":616,""dx"":39,""dy"":65,""t"":8232},{""x"":997,""y"":607,""dx"":26,""dy"":56,""t"":8266},{""x"":1003,""y"":582,""dx"":32,""dy"":31,""t"":8299},{""x"":997,""y"":574,""dx"":26,""dy"":23,""t"":8334},{""x"":1004,""y"":567,""dx"":33,""dy"":16,""t"":8368},{""x"":1010,""y"":546,""dx"":39,""dy"":-5,""t"":8402},{""x"":995,""y"":565,""dx"":24,""dy"":14,""t"":8436},{""x"":979,""y"":570,""dx"":8,""dy"":19,""t"":8470},{""x"":968,""y"":577,""dx"":-3,""dy"":26,""t"":8504},{""x"":972,""y"":570,""dx"":1,""dy"":19,""t"":8539},{""x"":938,""y"":559,""dx"":-33,""dy"":8,""t"":8571},{""x"":943,""y"":538,""dx"":-28,""dy"":-13,""t"":8607},{""x"":959,""y"":543,""dx"":-12,""dy"":-8,""t"":8640},{""x"":943,""y"":583,""dx"":-28,""dy"":32,""t"":8674},{""x"":961,""y"":587,""dx"":-10,""dy"":36,""t"":8708},{""x"":937,""y"":617,""dx"":-34,""dy"":66,""t"":8743},{""x"":903,""y"":550,""dx"":-68,""dy"":-1,""t"":8776},{""x"":927,""y"":552,""dx"":-44,""dy"":1,""t"":8810},{""x"":916,""y"":546,""dx"":-55,""dy"":-5,""t"":8844},{""x"":902,""y"":565,""dx"":-69,""dy"":14,""t"":8878},{""x"":893,""y"":516,""dx"":-78,""dy"":-35,""t"":8912},{""x"":925,""y"":532,""dx"":-46,""dy"":-19,""t"":8946},{""x"":954,""y"":582,""dx"":-17,""dy"":31,""t"":8980},{""x"":962,""y"":555,""dx"":-9,""dy"":4,""t"":9014}],[{""x"":469,""y"":655,""dx"":-22,""dy"":-166,""t"":10034},{""x"":485,""y"":661,""dx"":-6,""dy"":-160,""t"":10068},{""x"":469,""y"":627,""dx"":-22,""dy"":-194,""t"":10102},{""x"":481,""y"":622,""dx"":-10,""dy"":-199,""t"":10135},{""x"":491,""y"":658,""dx"":0,""dy"":-163,""t"":10170},{""x"":488,""y"":643,""dx"":-3,""dy"":-178,""t"":10204},{""x"":468,""y"":646,""dx"":-23,""dy"":-175,""t"":10237},{""x"":493,""y"":673,""dx"":2,""dy"":-148,""t"":10272},{""x"":499,""y"":634,""dx"":8,""dy"":-187,""t"":10306},{""x"":495,""y"":592,""dx"":4,""dy"":-229,""t"":10340},{""x"":482,""y"":603,""dx"":-9,""dy"":-218,""t"":10374},{""x"":481,""y"":618,""dx"":-10,""dy"":-203,""t"":10408},{""x"":503,""y"":629,""dx"":12,""dy"":-192,""t"":10442},{""x"":504,""y"":603,""dx"":13,""dy"":-218,""t"":10476},{""x"":475,""y"":621,""dx"":-16,""dy"":-200,""t"":10510},{""x"":501,""y"":657,""dx"":10,""dy"":-164,""t"":10544},{""x"":493,""y"":686,""dx"":2,""dy"":-135,""t"":10578},{""x"":495,""y"":662,""dx"":4,""dy"":-159,""t"":10612},{""x"":488,""y"":633,""dx"":-3,""dy"":-188,""t"":10646},{""x"":484,""y"":642,""dx"":-7,""dy"":-179,""t"":10680},{""x"":512,""y"":671,""dx"":21,""dy"":-150,""t"":10713},{""x"":507,""y"":662,""dx"":16,""dy"":-159,""t"":10748},{""x"":506,""y"":646,""dx"":15,""dy"":-175,""t"":10782},{""x"":525,""y"":650,""dx"":34,""dy"":-171,""t"":10816},{""x"":514,""y"":651,""dx"":23,""dy"":-170,""t"":10850},{""x"":510,""y"":650,""dx"":19,""dy"":-171,""t"":10884},{""x"":520,""y"":671,""dx"":29,""dy"":-150,""t"":10918},{""x"":504,""y"":656,""dx"":13,""dy"":-165,""t"":10949},{""x"":507,""y"":635,""dx"":16,""dy"":-186,""t"":10986},{""x"":490,""y"":634,""dx"":-1,""dy"":-187,""t"":11020},{""x"":486,""y"":638,""dx"":-5,""dy"":-183,""t"":11054},{""x"":483,""y"":633,""dx"":-8,""dy"":-188,""t"":11088},{""x"":491,""y"":655,""dx"":0,""dy"":-166,""t"":11123},{""x"":489,""y"":623,""dx"":-2,""dy"":-198,""t"":11155},{""x"":487,""y"":628,""dx"":-4,""dy"":-193,""t"":11190},{""x"":481,""y"":640,""dx"":-10,""dy"":-181,""t"":11224},{""x"":493,""y"":643,""dx"":2,""dy"":-178,""t"":11258},{""x"":492,""y"":617,""dx"":1,""dy"":-204,""t"":11292},{""x"":488,""y"":595,""dx"":-3,""dy"":-226,""t"":11325},{""x"":485,""y"":576,""dx"":-6,""dy"":-245,""t"":11357},{""x"":483,""y"":600,""dx"":-8,""dy"":-221,""t"":11395},{""x"":478,""y"":579,""dx"":-13,""dy"":-242,""t"":11428},{""x"":488,""y"":638,""dx"":-3,""dy"":-183,""t"":11462},{""x"":486,""y"":659,""dx"":-5,""dy"":-162,""t"":11496},{""x"":486,""y"":695,""dx"":-5,""dy"":-126,""t"":11531},{""x"":482,""y"":667,""dx"":-9,""dy"":-154,""t"":11564},{""x"":494,""y"":717,""dx"":3,""dy"":-104,""t"":11598},{""x"":507,""y"":692,""dx"":16,""dy"":-129,""t"":11632},{""x"":498,""y"":663,""dx"":7,""dy"":-158,""t"":11666},{""x"":505,""y"":665,""dx"":14,""dy"":-156,""t"":11700},{""x"":496,""y"":645,""dx"":5,""dy"":-176,""t"":11734},{""x"":493,""y"":618,""dx"":2,""dy"":-203,""t"":11768},{""x"":496,""y"":626,""dx"":5,""dy"":-195,""t"":11801},{""x"":505,""y"":603,""dx"":14,""dy"":-218,""t"":11836},{""x"":502,""y"":611,""dx"":11,""dy"":-210,""t"":11871},{""x"":509,""y"":616,""dx"":18,""dy"":-205,""t"":11904},{""x"":515,""y"":619,""dx"":24,""dy"":-202,""t"":11938},{""x"":504,""y"":649,""dx"":13,""dy"":-172,""t"":11972},{""x"":505,""y"":668,""dx"":14,""dy"":-153,""t"":12007},{""x"":510,""y"":662,""dx"":19,""dy"":-159,""t"":12041}],[{""x"":1465,""y"":666,""dx"":14,""dy"":-155,""t"":13060},{""x"":1434,""y"":625,""dx"":-17,""dy"":-196,""t"":13094},{""x"":1431,""y"":650,""dx"":-20,""dy"":-171,""t"":13128},{""x"":1428,""y"":651,""dx"":-23,""dy"":-170,""t"":13162},{""x"":1423,""y"":677,""dx"":-28,""dy"":-144,""t"":13196},{""x"":1415,""y"":657,""dx"":-36,""dy"":-164,""t"":13230},{""x"":1416,""y"":645,""dx"":-35,""dy"":-176,""t"":13264},{""x"":1403,""y"":617,""dx"":-48,""dy"":-204,""t"":13298},{""x"":1404,""y"":615,""dx"":-47,""dy"":-206,""t"":13332},{""x"":1385,""y"":618,""dx"":-66,""dy"":-203,""t"":13366},{""x"":1397,""y"":652,""dx"":-54,""dy"":-169,""t"":13400},{""x"":1404,""y"":668,""dx"":-47,""dy"":-153,""t"":13434},{""x"":1412,""y"":646,""dx"":-39,""dy"":-175,""t"":13468},{""x"":1422,""y"":664,""dx"":-29,""dy"":-157,""t"":13501},{""x"":1418,""y"":645,""dx"":-33,""dy"":-176,""t"":13536},{""x"":1410,""y"":625,""dx"":-41,""dy"":-196,""t"":13571},{""x"":1407,""y"":625,""dx"":-44,""dy"":-196,""t"":13604},{""x"":1407,""y"":600,""dx"":-44,""dy"":-221,""t"":13637},{""x"":1405,""y"":609,""dx"":-46,""dy"":-212,""t"":13672},{""x"":1404,""y"":631,""dx"":-47,""dy"":-190,""t"":13706},{""x"":1411,""y"":652,""dx"":-40,""dy"":-169,""t"":13740},{""x"":1408,""y"":643,""dx"":-43,""dy"":-178,""t"":13775},{""x"":1415,""y"":649,""dx"":-36,""dy"":-172,""t"":13809},{""x"":1416,""y"":660,""dx"":-35,""dy"":-161,""t"":13842},{""x"":1413,""y"":647,""dx"":-38,""dy"":-174,""t"":13876},{""x"":1427,""y"":683,""dx"":-24,""dy"":-138,""t"":13909},{""x"":1418,""y"":673,""dx"":-33,""dy"":-148,""t"":13944},{""x"":1421,""y"":711,""dx"":-30,""dy"":-110,""t"":13978},{""x"":1400,""y"":726,""dx"":-51,""dy"":-95,""t"":14011},{""x"":1398,""y"":732,""dx"":-53,""dy"":-89,""t"":14046},{""x"":1389,""y"":701,""dx"":-62,""dy"":-120,""t"":14081},{""x"":1396,""y"":712,""dx"":-55,""dy"":-109,""t"":14114},{""x"":1384,""y"":715,""dx"":-67,""dy"":-106,""t"":14148},{""x"":1380,""y"":722,""dx"":-71,""dy"":-99,""t"":14181},{""x"":1386,""y"":737,""dx"":-65,""dy"":-84,""t"":14216},{""x"":1382,""y"":730,""dx"":-69,""dy"":-91,""t"":14250},{""x"":1388,""y"":743,""dx"":-63,""dy"":-78,""t"":14284},{""x"":1396,""y"":763,""dx"":-55,""dy"":-58,""t"":14318},{""x"":1388,""y"":778,""dx"":-63,""dy"":-43,""t"":14351},{""x"":1383,""y"":768,""dx"":-68,""dy"":-53,""t"":14386},{""x"":1392,""y"":771,""dx"":-59,""dy"":-50,""t"":14420},{""x"":1376,""y"":739,""dx"":-75,""dy"":-82,""t"":14454},{""x"":1368,""y"":761,""dx"":-83,""dy"":-60,""t"":14485},{""x"":1375,""y"":752,""dx"":-76,""dy"":-69,""t"":14522},{""x"":1378,""y"":762,""dx"":-73,""dy"":-59,""t"":14556},{""x"":1379,""y"":767,""dx"":-72,""dy"":-54,""t"":14590},{""x"":1401,""y"":777,""dx"":-50,""dy"":-44,""t"":14624},{""x"":1411,""y"":753,""dx"":-40,""dy"":-68,""t"":14658},{""x"":1408,""y"":768,""dx"":-43,""dy"":-53,""t"":14692},{""x"":1388,""y"":726,""dx"":-63,""dy"":-95,""t"":14726},{""x"":1387,""y"":737,""dx"":-64,""dy"":-84,""t"":14760},{""x"":1390,""y"":683,""dx"":-61,""dy"":-138,""t"":14794},{""x"":1393,""y"":651,""dx"":-58,""dy"":-170,""t"":14828},{""x"":1408,""y"":656,""dx"":-43,""dy"":-165,""t"":14862},{""x"":1420,""y"":662,""dx"":-31,""dy"":-159,""t"":14893},{""x"":1415,""y"":634,""dx"":-36,""dy"":-187,""t"":14931},{""x"":1418,""y"":654,""dx"":-33,""dy"":-167,""t"":14964},{""x"":1431,""y"":658,""dx"":-20,""dy"":-163,""t"":14998},{""x"":1421,""y"":632,""dx"":-30,""dy"":-189,""t"":15033}]]","[75,100,98.30508474576271,75,88.13559322033898]","[{""x"":81.25,""y"":140.63333333333333,""r"":94.49380132290204},{""x"":-12.203389830508474,""y"":69.0677966101695,""r"":43.15850012795892},{""x"":-1.694915254237288,""y"":83.98305084745763,""r"":64.47723398967204},{""x"":3.2666666666666666,""y"":-180.48333333333332,""r"":34.60400926362864},{""x"":-46.79661016949152,""y"":-135,""r"":44.8782610689819}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.40","validate","","","","","","","","","",""
