"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","stimulus","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","3266","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","3270","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","8241","0.0-2.0-0.0","","","","","4969","{""name"":""CSQ"",""age"":""22""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","9680","0.0-2.0-1.0","","","","","1438","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","11129","0.0-3.0","","","","","1446"," ","","<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按""space""键继续。</p>","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","5","15059","0.0-4.0","","","","","","","","","1502","","","","","","","","","","","","","","","",""
"","html-button-response","6","15784","0.0-5.0-0.0","","","","","724","0","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","7","28038","0.0-5.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","8","30744","0.0-5.0-2.0","","","","","2706","0","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","9","48248","0.0-5.0-3.0","","","","","","","","","","[[{""x"":456,""y"":411,""dx"":-35,""dy"":130,""t"":990},{""x"":460,""y"":405,""dx"":-31,""dy"":124,""t"":1024},{""x"":462,""y"":394,""dx"":-29,""dy"":113,""t"":1058},{""x"":474,""y"":417,""dx"":-17,""dy"":136,""t"":1092},{""x"":479,""y"":415,""dx"":-12,""dy"":134,""t"":1126},{""x"":480,""y"":425,""dx"":-11,""dy"":144,""t"":1160},{""x"":469,""y"":418,""dx"":-22,""dy"":137,""t"":1194},{""x"":462,""y"":383,""dx"":-29,""dy"":102,""t"":1228},{""x"":482,""y"":388,""dx"":-9,""dy"":107,""t"":1262},{""x"":482,""y"":362,""dx"":-9,""dy"":81,""t"":1297},{""x"":482,""y"":341,""dx"":-9,""dy"":60,""t"":1327},{""x"":473,""y"":364,""dx"":-18,""dy"":83,""t"":1364},{""x"":460,""y"":370,""dx"":-31,""dy"":89,""t"":1398},{""x"":446,""y"":366,""dx"":-45,""dy"":85,""t"":1432},{""x"":430,""y"":360,""dx"":-61,""dy"":79,""t"":1466},{""x"":427,""y"":357,""dx"":-64,""dy"":76,""t"":1500},{""x"":431,""y"":357,""dx"":-60,""dy"":76,""t"":1534},{""x"":434,""y"":364,""dx"":-57,""dy"":83,""t"":1568},{""x"":442,""y"":397,""dx"":-49,""dy"":116,""t"":1602},{""x"":447,""y"":404,""dx"":-44,""dy"":123,""t"":1636},{""x"":436,""y"":431,""dx"":-55,""dy"":150,""t"":1670},{""x"":429,""y"":446,""dx"":-62,""dy"":165,""t"":1705},{""x"":431,""y"":430,""dx"":-60,""dy"":149,""t"":1738},{""x"":430,""y"":433,""dx"":-61,""dy"":152,""t"":1773},{""x"":426,""y"":439,""dx"":-65,""dy"":158,""t"":1806},{""x"":419,""y"":425,""dx"":-72,""dy"":144,""t"":1840},{""x"":427,""y"":441,""dx"":-64,""dy"":160,""t"":1874},{""x"":433,""y"":445,""dx"":-58,""dy"":164,""t"":1908},{""x"":436,""y"":414,""dx"":-55,""dy"":133,""t"":1942},{""x"":446,""y"":413,""dx"":-45,""dy"":132,""t"":1976},{""x"":435,""y"":402,""dx"":-56,""dy"":121,""t"":2010},{""x"":423,""y"":370,""dx"":-68,""dy"":89,""t"":2044},{""x"":414,""y"":371,""dx"":-77,""dy"":90,""t"":2077},{""x"":411,""y"":371,""dx"":-80,""dy"":90,""t"":2144},{""x"":404,""y"":347,""dx"":-87,""dy"":66,""t"":2181},{""x"":409,""y"":338,""dx"":-82,""dy"":57,""t"":2214},{""x"":415,""y"":331,""dx"":-76,""dy"":50,""t"":2248},{""x"":422,""y"":332,""dx"":-69,""dy"":51,""t"":2283},{""x"":441,""y"":357,""dx"":-50,""dy"":76,""t"":2316},{""x"":429,""y"":360,""dx"":-62,""dy"":79,""t"":2350},{""x"":419,""y"":362,""dx"":-72,""dy"":81,""t"":2384},{""x"":406,""y"":346,""dx"":-85,""dy"":65,""t"":2417},{""x"":418,""y"":334,""dx"":-73,""dy"":53,""t"":2452},{""x"":407,""y"":345,""dx"":-84,""dy"":64,""t"":2486},{""x"":414,""y"":368,""dx"":-77,""dy"":87,""t"":2520},{""x"":414,""y"":374,""dx"":-77,""dy"":93,""t"":2554},{""x"":428,""y"":378,""dx"":-63,""dy"":97,""t"":2588},{""x"":432,""y"":388,""dx"":-59,""dy"":107,""t"":2622},{""x"":441,""y"":404,""dx"":-50,""dy"":123,""t"":2656},{""x"":432,""y"":409,""dx"":-59,""dy"":128,""t"":2690},{""x"":433,""y"":425,""dx"":-58,""dy"":144,""t"":2724},{""x"":441,""y"":440,""dx"":-50,""dy"":159,""t"":2758},{""x"":447,""y"":451,""dx"":-44,""dy"":170,""t"":2792},{""x"":457,""y"":459,""dx"":-34,""dy"":178,""t"":2826},{""x"":456,""y"":454,""dx"":-35,""dy"":173,""t"":2860},{""x"":455,""y"":448,""dx"":-36,""dy"":167,""t"":2891},{""x"":451,""y"":436,""dx"":-40,""dy"":155,""t"":2928},{""x"":454,""y"":430,""dx"":-37,""dy"":149,""t"":2962},{""x"":448,""y"":433,""dx"":-43,""dy"":152,""t"":2996}],[{""x"":1460,""y"":331,""dx"":9,""dy"":50,""t"":4016},{""x"":1449,""y"":329,""dx"":-2,""dy"":48,""t"":4050},{""x"":1452,""y"":336,""dx"":1,""dy"":55,""t"":4085},{""x"":1457,""y"":345,""dx"":6,""dy"":64,""t"":4118},{""x"":1448,""y"":379,""dx"":-3,""dy"":98,""t"":4153},{""x"":1435,""y"":366,""dx"":-16,""dy"":85,""t"":4186},{""x"":1436,""y"":378,""dx"":-15,""dy"":97,""t"":4220},{""x"":1438,""y"":407,""dx"":-13,""dy"":126,""t"":4254},{""x"":1445,""y"":419,""dx"":-6,""dy"":138,""t"":4288},{""x"":1441,""y"":430,""dx"":-10,""dy"":149,""t"":4323},{""x"":1444,""y"":412,""dx"":-7,""dy"":131,""t"":4356},{""x"":1428,""y"":387,""dx"":-23,""dy"":106,""t"":4390},{""x"":1416,""y"":394,""dx"":-35,""dy"":113,""t"":4425},{""x"":1422,""y"":399,""dx"":-29,""dy"":118,""t"":4458},{""x"":1428,""y"":404,""dx"":-23,""dy"":123,""t"":4490},{""x"":1409,""y"":411,""dx"":-42,""dy"":130,""t"":4526},{""x"":1404,""y"":421,""dx"":-47,""dy"":140,""t"":4560},{""x"":1406,""y"":387,""dx"":-45,""dy"":106,""t"":4594},{""x"":1408,""y"":358,""dx"":-43,""dy"":77,""t"":4628},{""x"":1405,""y"":366,""dx"":-46,""dy"":85,""t"":4662},{""x"":1418,""y"":337,""dx"":-33,""dy"":56,""t"":4696},{""x"":1437,""y"":333,""dx"":-14,""dy"":52,""t"":4730},{""x"":1424,""y"":330,""dx"":-27,""dy"":49,""t"":4765},{""x"":1438,""y"":328,""dx"":-13,""dy"":47,""t"":4798},{""x"":1446,""y"":338,""dx"":-5,""dy"":57,""t"":4833},{""x"":1461,""y"":331,""dx"":10,""dy"":50,""t"":4866},{""x"":1474,""y"":326,""dx"":23,""dy"":45,""t"":4898},{""x"":1484,""y"":350,""dx"":33,""dy"":69,""t"":4936},{""x"":1476,""y"":381,""dx"":25,""dy"":100,""t"":4968},{""x"":1467,""y"":374,""dx"":16,""dy"":93,""t"":5003},{""x"":1478,""y"":375,""dx"":27,""dy"":94,""t"":5036},{""x"":1486,""y"":357,""dx"":35,""dy"":76,""t"":5070},{""x"":1495,""y"":375,""dx"":44,""dy"":94,""t"":5104},{""x"":1476,""y"":341,""dx"":25,""dy"":60,""t"":5138},{""x"":1468,""y"":335,""dx"":17,""dy"":54,""t"":5172},{""x"":1450,""y"":307,""dx"":-1,""dy"":26,""t"":5205},{""x"":1459,""y"":336,""dx"":8,""dy"":55,""t"":5240},{""x"":1449,""y"":322,""dx"":-2,""dy"":41,""t"":5274},{""x"":1453,""y"":346,""dx"":2,""dy"":65,""t"":5308},{""x"":1455,""y"":344,""dx"":4,""dy"":63,""t"":5343},{""x"":1450,""y"":335,""dx"":-1,""dy"":54,""t"":5377},{""x"":1465,""y"":353,""dx"":14,""dy"":72,""t"":5409},{""x"":1455,""y"":351,""dx"":4,""dy"":70,""t"":5444},{""x"":1437,""y"":325,""dx"":-14,""dy"":44,""t"":5478},{""x"":1435,""y"":344,""dx"":-16,""dy"":63,""t"":5512},{""x"":1418,""y"":306,""dx"":-33,""dy"":25,""t"":5546},{""x"":1427,""y"":317,""dx"":-24,""dy"":36,""t"":5580},{""x"":1430,""y"":315,""dx"":-21,""dy"":34,""t"":5614},{""x"":1433,""y"":332,""dx"":-18,""dy"":51,""t"":5648},{""x"":1458,""y"":339,""dx"":7,""dy"":58,""t"":5683},{""x"":1442,""y"":311,""dx"":-9,""dy"":30,""t"":5718},{""x"":1413,""y"":338,""dx"":-38,""dy"":57,""t"":5751},{""x"":1398,""y"":369,""dx"":-53,""dy"":88,""t"":5785},{""x"":1394,""y"":363,""dx"":-57,""dy"":82,""t"":5818},{""x"":1392,""y"":360,""dx"":-59,""dy"":79,""t"":5852},{""x"":1383,""y"":353,""dx"":-68,""dy"":72,""t"":5886},{""x"":1380,""y"":369,""dx"":-71,""dy"":88,""t"":5919},{""x"":1388,""y"":368,""dx"":-63,""dy"":87,""t"":5954},{""x"":1380,""y"":348,""dx"":-71,""dy"":67,""t"":5987}],[{""x"":1000,""y"":550,""dx"":29,""dy"":-1,""t"":7008},{""x"":990,""y"":540,""dx"":19,""dy"":-11,""t"":7043},{""x"":997,""y"":544,""dx"":26,""dy"":-7,""t"":7076},{""x"":989,""y"":568,""dx"":18,""dy"":17,""t"":7110},{""x"":1002,""y"":596,""dx"":31,""dy"":45,""t"":7144},{""x"":1007,""y"":561,""dx"":36,""dy"":10,""t"":7179},{""x"":1011,""y"":524,""dx"":40,""dy"":-27,""t"":7212},{""x"":1009,""y"":539,""dx"":38,""dy"":-12,""t"":7246},{""x"":999,""y"":553,""dx"":28,""dy"":2,""t"":7280},{""x"":986,""y"":561,""dx"":15,""dy"":10,""t"":7314},{""x"":994,""y"":559,""dx"":23,""dy"":8,""t"":7348},{""x"":989,""y"":559,""dx"":18,""dy"":8,""t"":7382},{""x"":989,""y"":565,""dx"":18,""dy"":14,""t"":7416},{""x"":987,""y"":583,""dx"":16,""dy"":32,""t"":7450},{""x"":978,""y"":591,""dx"":7,""dy"":40,""t"":7484},{""x"":970,""y"":589,""dx"":-1,""dy"":38,""t"":7519},{""x"":972,""y"":564,""dx"":1,""dy"":13,""t"":7552},{""x"":965,""y"":568,""dx"":-6,""dy"":17,""t"":7586},{""x"":969,""y"":559,""dx"":-2,""dy"":8,""t"":7620},{""x"":984,""y"":556,""dx"":13,""dy"":5,""t"":7654},{""x"":994,""y"":543,""dx"":23,""dy"":-8,""t"":7688},{""x"":992,""y"":544,""dx"":21,""dy"":-7,""t"":7721},{""x"":990,""y"":533,""dx"":19,""dy"":-18,""t"":7756},{""x"":994,""y"":530,""dx"":23,""dy"":-21,""t"":7789},{""x"":1003,""y"":514,""dx"":32,""dy"":-37,""t"":7824},{""x"":1008,""y"":515,""dx"":37,""dy"":-36,""t"":7858},{""x"":1012,""y"":540,""dx"":41,""dy"":-11,""t"":7892},{""x"":1014,""y"":552,""dx"":43,""dy"":1,""t"":7925},{""x"":1006,""y"":577,""dx"":35,""dy"":26,""t"":7961},{""x"":1006,""y"":565,""dx"":35,""dy"":14,""t"":7995},{""x"":993,""y"":581,""dx"":22,""dy"":30,""t"":8028},{""x"":982,""y"":595,""dx"":11,""dy"":44,""t"":8060},{""x"":979,""y"":582,""dx"":8,""dy"":31,""t"":8096},{""x"":984,""y"":578,""dx"":13,""dy"":27,""t"":8129},{""x"":969,""y"":577,""dx"":-2,""dy"":26,""t"":8163},{""x"":969,""y"":542,""dx"":-2,""dy"":-9,""t"":8198},{""x"":965,""y"":527,""dx"":-6,""dy"":-24,""t"":8233},{""x"":980,""y"":527,""dx"":9,""dy"":-24,""t"":8267},{""x"":986,""y"":532,""dx"":15,""dy"":-19,""t"":8300},{""x"":997,""y"":535,""dx"":26,""dy"":-16,""t"":8335},{""x"":1001,""y"":516,""dx"":30,""dy"":-35,""t"":8368},{""x"":996,""y"":518,""dx"":25,""dy"":-33,""t"":8402},{""x"":993,""y"":508,""dx"":22,""dy"":-43,""t"":8435},{""x"":1001,""y"":500,""dx"":30,""dy"":-51,""t"":8470},{""x"":1003,""y"":528,""dx"":32,""dy"":-23,""t"":8504},{""x"":996,""y"":544,""dx"":25,""dy"":-7,""t"":8538},{""x"":1003,""y"":557,""dx"":32,""dy"":6,""t"":8571},{""x"":1000,""y"":575,""dx"":29,""dy"":24,""t"":8606},{""x"":986,""y"":592,""dx"":15,""dy"":41,""t"":8640},{""x"":982,""y"":594,""dx"":11,""dy"":43,""t"":8675},{""x"":966,""y"":594,""dx"":-5,""dy"":43,""t"":8708},{""x"":960,""y"":587,""dx"":-11,""dy"":36,""t"":8742},{""x"":965,""y"":556,""dx"":-6,""dy"":5,""t"":8776},{""x"":969,""y"":566,""dx"":-2,""dy"":15,""t"":8810},{""x"":961,""y"":564,""dx"":-10,""dy"":13,""t"":8845},{""x"":975,""y"":546,""dx"":4,""dy"":-5,""t"":8879},{""x"":968,""y"":577,""dx"":-3,""dy"":26,""t"":8912},{""x"":978,""y"":571,""dx"":7,""dy"":20,""t"":8946},{""x"":957,""y"":593,""dx"":-14,""dy"":42,""t"":8980}],[{""x"":624,""y"":732,""dx"":133,""dy"":-89,""t"":10000},{""x"":621,""y"":739,""dx"":130,""dy"":-82,""t"":10031},{""x"":585,""y"":698,""dx"":94,""dy"":-123,""t"":10069},{""x"":580,""y"":696,""dx"":89,""dy"":-125,""t"":10102},{""x"":581,""y"":702,""dx"":90,""dy"":-119,""t"":10137},{""x"":594,""y"":708,""dx"":103,""dy"":-113,""t"":10170},{""x"":619,""y"":718,""dx"":128,""dy"":-103,""t"":10204},{""x"":626,""y"":733,""dx"":135,""dy"":-88,""t"":10238},{""x"":616,""y"":714,""dx"":125,""dy"":-107,""t"":10271},{""x"":610,""y"":729,""dx"":119,""dy"":-92,""t"":10320},{""x"":741,""y"":823,""dx"":250,""dy"":2,""t"":10360},{""x"":838,""y"":899,""dx"":347,""dy"":78,""t"":10372},{""x"":904,""y"":968,""dx"":413,""dy"":147,""t"":10408},{""x"":934,""y"":999,""dx"":443,""dy"":178,""t"":10442},{""x"":927,""y"":979,""dx"":436,""dy"":158,""t"":10476},{""x"":916,""y"":961,""dx"":425,""dy"":140,""t"":10510},{""x"":896,""y"":959,""dx"":405,""dy"":138,""t"":10545},{""x"":860,""y"":918,""dx"":369,""dy"":97,""t"":10579},{""x"":812,""y"":869,""dx"":321,""dy"":48,""t"":10612},{""x"":773,""y"":834,""dx"":282,""dy"":13,""t"":10646},{""x"":730,""y"":810,""dx"":239,""dy"":-11,""t"":10681},{""x"":686,""y"":780,""dx"":195,""dy"":-41,""t"":10714},{""x"":651,""y"":750,""dx"":160,""dy"":-71,""t"":10747},{""x"":647,""y"":758,""dx"":156,""dy"":-63,""t"":10782},{""x"":666,""y"":770,""dx"":175,""dy"":-51,""t"":10816},{""x"":669,""y"":770,""dx"":178,""dy"":-51,""t"":10849},{""x"":654,""y"":771,""dx"":163,""dy"":-50,""t"":10884},{""x"":651,""y"":763,""dx"":160,""dy"":-58,""t"":10918},{""x"":633,""y"":760,""dx"":142,""dy"":-61,""t"":10952},{""x"":615,""y"":755,""dx"":124,""dy"":-66,""t"":10986},{""x"":624,""y"":751,""dx"":133,""dy"":-70,""t"":11021},{""x"":631,""y"":763,""dx"":140,""dy"":-58,""t"":11053},{""x"":624,""y"":782,""dx"":133,""dy"":-39,""t"":11088},{""x"":618,""y"":789,""dx"":127,""dy"":-32,""t"":11121},{""x"":596,""y"":789,""dx"":105,""dy"":-32,""t"":11156},{""x"":610,""y"":779,""dx"":119,""dy"":-42,""t"":11191},{""x"":629,""y"":768,""dx"":138,""dy"":-53,""t"":11223},{""x"":647,""y"":746,""dx"":156,""dy"":-75,""t"":11258},{""x"":635,""y"":742,""dx"":144,""dy"":-79,""t"":11293},{""x"":642,""y"":740,""dx"":151,""dy"":-81,""t"":11325},{""x"":623,""y"":738,""dx"":132,""dy"":-83,""t"":11359},{""x"":636,""y"":742,""dx"":145,""dy"":-79,""t"":11395},{""x"":642,""y"":738,""dx"":151,""dy"":-83,""t"":11428},{""x"":639,""y"":741,""dx"":148,""dy"":-80,""t"":11463},{""x"":628,""y"":726,""dx"":137,""dy"":-95,""t"":11497},{""x"":608,""y"":708,""dx"":117,""dy"":-113,""t"":11530},{""x"":615,""y"":726,""dx"":124,""dy"":-95,""t"":11564},{""x"":619,""y"":737,""dx"":128,""dy"":-84,""t"":11599},{""x"":627,""y"":742,""dx"":136,""dy"":-79,""t"":11630},{""x"":621,""y"":751,""dx"":130,""dy"":-70,""t"":11666},{""x"":620,""y"":744,""dx"":129,""dy"":-77,""t"":11699},{""x"":611,""y"":737,""dx"":120,""dy"":-84,""t"":11735},{""x"":609,""y"":738,""dx"":118,""dy"":-83,""t"":11769},{""x"":623,""y"":749,""dx"":132,""dy"":-72,""t"":11802},{""x"":634,""y"":754,""dx"":143,""dy"":-67,""t"":11836},{""x"":642,""y"":742,""dx"":151,""dy"":-79,""t"":11871},{""x"":621,""y"":731,""dx"":130,""dy"":-90,""t"":11904},{""x"":635,""y"":728,""dx"":144,""dy"":-93,""t"":11938},{""x"":646,""y"":725,""dx"":155,""dy"":-96,""t"":11971},{""x"":642,""y"":732,""dx"":151,""dy"":-89,""t"":12006}],[{""x"":1394,""y"":641,""dx"":-57,""dy"":-180,""t"":13026},{""x"":1371,""y"":641,""dx"":-80,""dy"":-180,""t"":13060},{""x"":1379,""y"":677,""dx"":-72,""dy"":-144,""t"":13095},{""x"":1390,""y"":702,""dx"":-61,""dy"":-119,""t"":13129},{""x"":1398,""y"":704,""dx"":-53,""dy"":-117,""t"":13163},{""x"":1404,""y"":705,""dx"":-47,""dy"":-116,""t"":13194},{""x"":1400,""y"":697,""dx"":-51,""dy"":-124,""t"":13230},{""x"":1403,""y"":725,""dx"":-48,""dy"":-96,""t"":13264},{""x"":1412,""y"":748,""dx"":-39,""dy"":-73,""t"":13298},{""x"":1402,""y"":761,""dx"":-49,""dy"":-60,""t"":13332},{""x"":1408,""y"":736,""dx"":-43,""dy"":-85,""t"":13365},{""x"":1409,""y"":726,""dx"":-42,""dy"":-95,""t"":13400},{""x"":1403,""y"":720,""dx"":-48,""dy"":-101,""t"":13434},{""x"":1377,""y"":733,""dx"":-74,""dy"":-88,""t"":13467},{""x"":1383,""y"":712,""dx"":-68,""dy"":-109,""t"":13502},{""x"":1366,""y"":725,""dx"":-85,""dy"":-96,""t"":13536},{""x"":1364,""y"":749,""dx"":-87,""dy"":-72,""t"":13570},{""x"":1362,""y"":770,""dx"":-89,""dy"":-51,""t"":13602},{""x"":1375,""y"":765,""dx"":-76,""dy"":-56,""t"":13637},{""x"":1382,""y"":761,""dx"":-69,""dy"":-60,""t"":13671},{""x"":1393,""y"":772,""dx"":-58,""dy"":-49,""t"":13706},{""x"":1397,""y"":759,""dx"":-54,""dy"":-62,""t"":13740},{""x"":1396,""y"":752,""dx"":-55,""dy"":-69,""t"":13775},{""x"":1399,""y"":748,""dx"":-52,""dy"":-73,""t"":13808},{""x"":1411,""y"":731,""dx"":-40,""dy"":-90,""t"":13841},{""x"":1397,""y"":732,""dx"":-54,""dy"":-89,""t"":13876},{""x"":1388,""y"":739,""dx"":-63,""dy"":-82,""t"":13910},{""x"":1389,""y"":731,""dx"":-62,""dy"":-90,""t"":13944},{""x"":1391,""y"":710,""dx"":-60,""dy"":-111,""t"":13978},{""x"":1393,""y"":722,""dx"":-58,""dy"":-99,""t"":14012},{""x"":1392,""y"":748,""dx"":-59,""dy"":-73,""t"":14047},{""x"":1399,""y"":735,""dx"":-52,""dy"":-86,""t"":14080},{""x"":1406,""y"":726,""dx"":-45,""dy"":-95,""t"":14114},{""x"":1404,""y"":730,""dx"":-47,""dy"":-91,""t"":14148},{""x"":1402,""y"":750,""dx"":-49,""dy"":-71,""t"":14183},{""x"":1419,""y"":759,""dx"":-32,""dy"":-62,""t"":14216},{""x"":1414,""y"":778,""dx"":-37,""dy"":-43,""t"":14250},{""x"":1419,""y"":776,""dx"":-32,""dy"":-45,""t"":14284},{""x"":1408,""y"":771,""dx"":-43,""dy"":-50,""t"":14318},{""x"":1397,""y"":803,""dx"":-54,""dy"":-18,""t"":14352},{""x"":1384,""y"":815,""dx"":-67,""dy"":-6,""t"":14386},{""x"":1379,""y"":823,""dx"":-72,""dy"":2,""t"":14420},{""x"":1371,""y"":810,""dx"":-80,""dy"":-11,""t"":14454},{""x"":1375,""y"":812,""dx"":-76,""dy"":-9,""t"":14488},{""x"":1375,""y"":787,""dx"":-76,""dy"":-34,""t"":14523},{""x"":1379,""y"":760,""dx"":-72,""dy"":-61,""t"":14556},{""x"":1378,""y"":724,""dx"":-73,""dy"":-97,""t"":14590},{""x"":1386,""y"":715,""dx"":-65,""dy"":-106,""t"":14624},{""x"":1364,""y"":714,""dx"":-87,""dy"":-107,""t"":14659},{""x"":1366,""y"":699,""dx"":-85,""dy"":-122,""t"":14692},{""x"":1382,""y"":719,""dx"":-69,""dy"":-102,""t"":14726},{""x"":1385,""y"":691,""dx"":-66,""dy"":-130,""t"":14760},{""x"":1404,""y"":702,""dx"":-47,""dy"":-119,""t"":14792},{""x"":1419,""y"":713,""dx"":-32,""dy"":-108,""t"":14828},{""x"":1406,""y"":709,""dx"":-45,""dy"":-112,""t"":14862},{""x"":1405,""y"":683,""dx"":-46,""dy"":-138,""t"":14896},{""x"":1410,""y"":674,""dx"":-41,""dy"":-147,""t"":14930},{""x"":1417,""y"":674,""dx"":-34,""dy"":-147,""t"":14964},{""x"":1421,""y"":664,""dx"":-30,""dy"":-157,""t"":14999}]]","[100,100,100,81.66666666666667,100]","[{""x"":-51.220338983050844,""y"":113.54237288135593,""r"":38.202897294284874},{""x"":-13.661016949152541,""y"":75.28813559322033,""r"":37.326701935632535},{""x"":16.627118644067796,""y"":5,""r"":25.612233368699428},{""x"":176.6,""y"":-46.95,""r"":86.2538851991495},{""x"":-57.74576271186441,""y"":-87.8135593220339,""r"":30.165325364600292}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.31","validate","","","","","","","","","",""
