index,name,age,sex,rt,response,answer,stimulus,target,correct,webgazer_data,webgazer_targets_data,canvas_data,motion,topo,mchange,tchange,T,fixation,fixation_target,first_dot,movement,first
0,csq,23.0,女,,,,,,,,,,,,,,,,,,,
1,,,,798.0,8.0,2.0,"[""circle"",""star"",""triangle_2"",""hexagram""]",hexagram,False,"[{""x"":1155,""y"":504,""t"":3},{""x"":1043,""y"":489,""t"":38},{""x"":957,""y"":482,""t"":81},{""x"":878,""y"":466,""t"":105},{""x"":838,""y"":460,""t"":147},{""x"":809,""y"":455,""t"":173},{""x"":803,""y"":465,""t"":208},{""x"":791,""y"":439,""t"":253},{""x"":776,""y"":418,""t"":277},{""x"":791,""y"":390,""t"":310},{""x"":804,""y"":420,""t"":353},{""x"":732,""y"":443,""t"":382},{""x"":677,""y"":471,""t"":412},{""x"":638,""y"":485,""t"":451},{""x"":608,""y"":497,""t"":478}], [{""x"":568,""y"":519,""t"":3},{""x"":552,""y"":512,""t"":37},{""x"":535,""y"":521,""t"":85},{""x"":524,""y"":530,""t"":111},{""x"":518,""y"":537,""t"":138},{""x"":523,""y"":521,""t"":182},{""x"":547,""y"":527,""t"":211},{""x"":545,""y"":531,""t"":242},{""x"":548,""y"":551,""t"":279},{""x"":551,""y"":568,""t"":308},{""x"":744,""y"":624,""t"":360},{""x"":909,""y"":670,""t"":378},{""x"":1035,""y"":699,""t"":424},{""x"":1120,""y"":687,""t"":448},{""x"":1210,""y"":679,""t"":480}], [{""x"":1267,""y"":667,""t"":3},{""x"":1321,""y"":614,""t"":38},{""x"":1360,""y"":590,""t"":79},{""x"":1313,""y"":647,""t"":106},{""x"":1273,""y"":716,""t"":150},{""x"":1175,""y"":757,""t"":178},{""x"":1131,""y"":782,""t"":208},{""x"":1044,""y"":818,""t"":253},{""x"":970,""y"":846,""t"":279},{""x"":933,""y"":873,""t"":310},{""x"":880,""y"":877,""t"":349},{""x"":829,""y"":784,""t"":378},{""x"":794,""y"":676,""t"":422},{""x"":774,""y"":555,""t"":451},{""x"":728,""y"":448,""t"":479}], [{""x"":732,""y"":384,""t"":3},{""x"":707,""y"":359,""t"":37},{""x"":687,""y"":308,""t"":80},{""x"":680,""y"":268,""t"":106},{""x"":666,""y"":274,""t"":140},{""x"":681,""y"":251,""t"":175},{""x"":713,""y"":253,""t"":205},{""x"":740,""y"":403,""t"":248},{""x"":786,""y"":547,""t"":277},{""x"":822,""y"":653,""t"":319},{""x"":851,""y"":742,""t"":341},{""x"":881,""y"":812,""t"":379},{""x"":903,""y"":873,""t"":412},{""x"":917,""y"":911,""t"":448},{""x"":928,""y"":937,""t"":477}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":100,""height"":100,""top"":75,""right"":600,""bottom"":175,""left"":500},{""x"":850,""y"":425,""width"":124,""height"":124,""top"":363,""right"":912,""bottom"":487,""left"":788},{""x"":550,""y"":725,""width"":92.37604307034013,""height"":80,""top"":685,""right"":596.18802153517,""bottom"":765,""left"":503.81197846482996}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0,"[{'circle': [[{'x': 399, 'y': 325.609375, 't': 173, 'tagged': False}, {'x': 393, 'y': 335.609375, 't': 208, 'tagged': False}, {'x': 381, 'y': 309.609375, 't': 253, 'tagged': False}, {'x': 366, 'y': 288.609375, 't': 277, 'tagged': False}, {'x': 394, 'y': 290.609375, 't': 353, 'tagged': False}, {'x': 322, 'y': 313.609375, 't': 382, 'tagged': False}, {'x': 267, 'y': 341.609375, 't': 412, 'tagged': False}, {'x': 228, 'y': 355.609375, 't': 451, 'tagged': False}, {'x': 198, 'y': 367.609375, 't': 478, 'tagged': False}], [{'x': 158, 'y': 389.609375, 't': 3, 'tagged': False}, {'x': 142, 'y': 382.609375, 't': 37, 'tagged': False}, {'x': 125, 'y': 391.609375, 't': 85, 'tagged': False}, {'x': 114, 'y': 400.609375, 't': 111, 'tagged': False}, {'x': 108, 'y': 407.609375, 't': 138, 'tagged': False}, {'x': 113, 'y': 391.609375, 't': 182, 'tagged': False}, {'x': 137, 'y': 397.609375, 't': 211, 'tagged': False}, {'x': 135, 'y': 401.609375, 't': 242, 'tagged': False}, {'x': 138, 'y': 421.609375, 't': 279, 'tagged': False}, {'x': 141, 'y': 438.609375, 't': 308, 'tagged': False}, {'x': 334, 'y': 494.609375, 't': 360, 'tagged': False}], [{'x': 384, 'y': 546.609375, 't': 422, 'tagged': False}, {'x': 364, 'y': 425.609375, 't': 451, 'tagged': False}, {'x': 318, 'y': 318.609375, 't': 479, 'tagged': False}], [{'x': 322, 'y': 254.609375, 't': 3, 'tagged': False}, {'x': 330, 'y': 273.609375, 't': 248, 'tagged': False}, {'x': 376, 'y': 417.609375, 't': 277, 'tagged': False}, {'x': 412, 'y': 523.609375, 't': 319, 'tagged': False}]]}, {'star': [[], [], [], []]}, {'triangle_2': [[{'x': 745, 'y': 374.609375, 't': 3, 'tagged': True}], [{'x': 710, 'y': 557.609375, 't': 448, 'tagged': False}, {'x': 800, 'y': 549.609375, 't': 480, 'tagged': False}], [{'x': 857, 'y': 537.609375, 't': 3, 'tagged': False}, {'x': 911, 'y': 484.609375, 't': 38, 'tagged': False}, {'x': 950, 'y': 460.609375, 't': 79, 'tagged': False}, {'x': 903, 'y': 517.609375, 't': 106, 'tagged': False}, {'x': 863, 'y': 586.609375, 't': 150, 'tagged': False}], []]}, {'hexagram': [[], [{'x': 499, 'y': 540.609375, 't': 378, 'tagged': True}, {'x': 625, 'y': 569.609375, 't': 424, 'tagged': False}], [{'x': 721, 'y': 652.609375, 't': 208, 'tagged': True}, {'x': 634, 'y': 688.609375, 't': 253, 'tagged': False}, {'x': 560, 'y': 716.609375, 't': 279, 'tagged': False}, {'x': 523, 'y': 743.609375, 't': 310, 'tagged': False}, {'x': 470, 'y': 747.609375, 't': 349, 'tagged': False}, {'x': 419, 'y': 654.609375, 't': 378, 'tagged': False}], [{'x': 441, 'y': 612.609375, 't': 341, 'tagged': True}, {'x': 471, 'y': 682.609375, 't': 379, 'tagged': False}, {'x': 493, 'y': 743.609375, 't': 412, 'tagged': False}, {'x': 507, 'y': 781.609375, 't': 448, 'tagged': False}, {'x': 518, 'y': 807.609375, 't': 477, 'tagged': False}]]}]","{'hexagram': [[{'x': 499, 'y': 540.609375, 't': 378, 'tagged': True}, {'x': 625, 'y': 569.609375, 't': 424, 'tagged': False}], [{'x': 721, 'y': 652.609375, 't': 208, 'tagged': True}, {'x': 634, 'y': 688.609375, 't': 253, 'tagged': False}, {'x': 560, 'y': 716.609375, 't': 279, 'tagged': False}, {'x': 523, 'y': 743.609375, 't': 310, 'tagged': False}, {'x': 470, 'y': 747.609375, 't': 349, 'tagged': False}, {'x': 419, 'y': 654.609375, 't': 378, 'tagged': False}], [{'x': 441, 'y': 612.609375, 't': 341, 'tagged': True}, {'x': 471, 'y': 682.609375, 't': 379, 'tagged': False}, {'x': 493, 'y': 743.609375, 't': 412, 'tagged': False}, {'x': 507, 'y': 781.609375, 't': 448, 'tagged': False}, {'x': 518, 'y': 807.609375, 't': 477, 'tagged': False}]]}","['triangle_2', 'hexagram', 'hexagram', 'hexagram']","[[{'triangle_2': 3}, {'circle': 173}], [{'circle': 3}, {'hexagram': 378}, {'triangle_2': 448}], [{'triangle_2': 3}, {'hexagram': 208}, {'circle': 422}], [{'circle': 3}, {'hexagram': 341}]]",hexagram
2,,,,849.0,8.0,8.0,"[""hexagram"",""triangle"",""rect"",""ring_2""]",triangle,True,"[{""x"":897,""y"":929,""t"":4},{""x"":897,""y"":863,""t"":38},{""x"":890,""y"":848,""t"":85},{""x"":856,""y"":813,""t"":114},{""x"":843,""y"":746,""t"":142},{""x"":839,""y"":718,""t"":174},{""x"":808,""y"":689,""t"":219},{""x"":790,""y"":654,""t"":247},{""x"":763,""y"":611,""t"":276},{""x"":790,""y"":617,""t"":316},{""x"":779,""y"":566,""t"":344},{""x"":715,""y"":572,""t"":383},{""x"":656,""y"":572,""t"":412},{""x"":620,""y"":577,""t"":458},{""x"":574,""y"":547,""t"":482}], [{""x"":551,""y"":538,""t"":3},{""x"":533,""y"":524,""t"":38},{""x"":541,""y"":542,""t"":76},{""x"":551,""y"":559,""t"":104},{""x"":596,""y"":545,""t"":140},{""x"":631,""y"":528,""t"":181},{""x"":658,""y"":516,""t"":208},{""x"":690,""y"":491,""t"":249},{""x"":737,""y"":466,""t"":276},{""x"":772,""y"":444,""t"":314},{""x"":831,""y"":483,""t"":343},{""x"":895,""y"":527,""t"":380},{""x"":947,""y"":566,""t"":410},{""x"":1022,""y"":552,""t"":462},{""x"":1081,""y"":540,""t"":480}], [{""x"":1127,""y"":529,""t"":1},{""x"":1161,""y"":501,""t"":38},{""x"":1184,""y"":476,""t"":75},{""x"":1203,""y"":475,""t"":106},{""x"":1155,""y"":526,""t"":147},{""x"":1111,""y"":570,""t"":171},{""x"":1049,""y"":680,""t"":210},{""x"":1002,""y"":762,""t"":242},{""x"":951,""y"":818,""t"":276},{""x"":886,""y"":842,""t"":326},{""x"":864,""y"":898,""t"":348},{""x"":830,""y"":914,""t"":378},{""x"":774,""y"":895,""t"":421},{""x"":695,""y"":848,""t"":445},{""x"":614,""y"":794,""t"":483}], [{""x"":556,""y"":742,""t"":1},{""x"":518,""y"":694,""t"":38},{""x"":495,""y"":628,""t"":86},{""x"":480,""y"":596,""t"":114},{""x"":475,""y"":584,""t"":140},{""x"":469,""y"":603,""t"":182},{""x"":452,""y"":605,""t"":209},{""x"":447,""y"":609,""t"":242},{""x"":445,""y"":586,""t"":281},{""x"":441,""y"":564,""t"":310},{""x"":412,""y"":560,""t"":350},{""x"":411,""y"":536,""t"":378},{""x"":429,""y"":536,""t"":421},{""x"":440,""y"":538,""t"":447},{""x"":440,""y"":521,""t"":480}]","[{""x"":250,""y"":425,""width"":92.37604307034013,""height"":80,""top"":385,""right"":296.18802153517004,""bottom"":465,""left"":203.81197846482993},{""x"":550,""y"":125,""width"":124,""height"":124,""top"":63,""right"":612,""bottom"":187,""left"":488},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0,"[{'hexagram': [[{'x': 380, 'y': 524.609375, 't': 247, 'tagged': False}, {'x': 353, 'y': 481.609375, 't': 276, 'tagged': False}, {'x': 380, 'y': 487.609375, 't': 316, 'tagged': False}, {'x': 369, 'y': 436.609375, 't': 344, 'tagged': False}, {'x': 305, 'y': 442.609375, 't': 383, 'tagged': False}, {'x': 246, 'y': 442.609375, 't': 412, 'tagged': False}, {'x': 210, 'y': 447.609375, 't': 458, 'tagged': False}, {'x': 164, 'y': 417.609375, 't': 482, 'tagged': False}], [{'x': 141, 'y': 408.609375, 't': 3, 'tagged': False}, {'x': 123, 'y': 394.609375, 't': 38, 'tagged': False}, {'x': 131, 'y': 412.609375, 't': 76, 'tagged': False}, {'x': 141, 'y': 429.609375, 't': 104, 'tagged': False}, {'x': 186, 'y': 415.609375, 't': 140, 'tagged': False}, {'x': 221, 'y': 398.609375, 't': 181, 'tagged': False}, {'x': 248, 'y': 386.609375, 't': 208, 'tagged': False}, {'x': 280, 'y': 361.609375, 't': 249, 'tagged': False}, {'x': 327, 'y': 336.609375, 't': 276, 'tagged': False}, {'x': 362, 'y': 314.609375, 't': 314, 'tagged': False}, {'x': 421, 'y': 353.609375, 't': 343, 'tagged': False}], [], [{'x': 108, 'y': 564.609375, 't': 38, 'tagged': True}, {'x': 85, 'y': 498.609375, 't': 86, 'tagged': False}, {'x': 70, 'y': 466.609375, 't': 114, 'tagged': False}, {'x': 65, 'y': 454.609375, 't': 140, 'tagged': False}, {'x': 59, 'y': 473.609375, 't': 182, 'tagged': False}]]}, {'triangle': [[], [], [], []]}, {'rect': [[], [{'x': 671, 'y': 410.609375, 't': 480, 'tagged': True}], [{'x': 717, 'y': 399.609375, 't': 1, 'tagged': False}, {'x': 751, 'y': 371.609375, 't': 38, 'tagged': False}, {'x': 774, 'y': 346.609375, 't': 75, 'tagged': False}, {'x': 793, 'y': 345.609375, 't': 106, 'tagged': False}, {'x': 745, 'y': 396.609375, 't': 147, 'tagged': False}, {'x': 701, 'y': 440.609375, 't': 171, 'tagged': False}], []]}, {'ring_2': [[{'x': 487, 'y': 799.609375, 't': 4, 'tagged': True}, {'x': 487, 'y': 733.609375, 't': 38, 'tagged': False}, {'x': 480, 'y': 718.609375, 't': 85, 'tagged': False}, {'x': 446, 'y': 683.609375, 't': 114, 'tagged': False}, {'x': 433, 'y': 616.609375, 't': 142, 'tagged': False}, {'x': 429, 'y': 588.609375, 't': 174, 'tagged': False}], [], [{'x': 639, 'y': 550.609375, 't': 210, 'tagged': True}, {'x': 592, 'y': 632.609375, 't': 242, 'tagged': False}, {'x': 541, 'y': 688.609375, 't': 276, 'tagged': False}, {'x': 476, 'y': 712.609375, 't': 326, 'tagged': False}, {'x': 454, 'y': 768.609375, 't': 348, 'tagged': False}, {'x': 420, 'y': 784.609375, 't': 378, 'tagged': False}, {'x': 364, 'y': 765.609375, 't': 421, 'tagged': False}], []]}]",,"['ring_2', 'rect', 'ring_2', 'hexagram']","[[{'ring_2': 4}, {'hexagram': 247}], [{'hexagram': 3}, {'rect': 480}], [{'rect': 1}, {'ring_2': 210}], [{'hexagram': 38}]]",
3,,,,1510.0,5.0,6.0,"[""hexagram"",""diamond"",""circle"",""star_1""]",circle,False,"[{""x"":603,""y"":542,""t"":4},{""x"":732,""y"":586,""t"":42},{""x"":822,""y"":594,""t"":72},{""x"":841,""y"":581,""t"":122},{""x"":898,""y"":575,""t"":138},{""x"":924,""y"":569,""t"":179},{""x"":966,""y"":564,""t"":209},{""x"":979,""y"":539,""t"":249},{""x"":955,""y"":508,""t"":276},{""x"":955,""y"":498,""t"":314},{""x"":954,""y"":492,""t"":341},{""x"":947,""y"":467,""t"":377},{""x"":919,""y"":455,""t"":427},{""x"":866,""y"":442,""t"":445}], [{""x"":840,""y"":446,""t"":-14},{""x"":839,""y"":414,""t"":1},{""x"":838,""y"":435,""t"":46},{""x"":823,""y"":449,""t"":71},{""x"":833,""y"":453,""t"":111},{""x"":810,""y"":402,""t"":140},{""x"":797,""y"":424,""t"":176},{""x"":821,""y"":461,""t"":205},{""x"":787,""y"":527,""t"":257},{""x"":776,""y"":539,""t"":283},{""x"":785,""y"":533,""t"":310},{""x"":714,""y"":554,""t"":354},{""x"":670,""y"":580,""t"":377},{""x"":620,""y"":604,""t"":415},{""x"":575,""y"":608,""t"":444},{""x"":538,""y"":587,""t"":480}], [{""x"":524,""y"":582,""t"":3},{""x"":496,""y"":581,""t"":38},{""x"":572,""y"":526,""t"":84},{""x"":631,""y"":489,""t"":111},{""x"":692,""y"":457,""t"":140},{""x"":767,""y"":437,""t"":181},{""x"":811,""y"":449,""t"":208},{""x"":864,""y"":529,""t"":249},{""x"":887,""y"":704,""t"":277},{""x"":927,""y"":824,""t"":310},{""x"":927,""y"":956,""t"":356},{""x"":907,""y"":1030,""t"":379},{""x"":905,""y"":1096,""t"":421},{""x"":913,""y"":969,""t"":449},{""x"":889,""y"":819,""t"":480}], [{""x"":870,""y"":713,""t"":3},{""x"":886,""y"":603,""t"":38},{""x"":890,""y"":540,""t"":81},{""x"":868,""y"":473,""t"":105},{""x"":862,""y"":389,""t"":151},{""x"":825,""y"":370,""t"":178},{""x"":754,""y"":421,""t"":208},{""x"":662,""y"":471,""t"":250},{""x"":604,""y"":518,""t"":276},{""x"":553,""y"":533,""t"":322},{""x"":467,""y"":543,""t"":349},{""x"":424,""y"":585,""t"":378},{""x"":391,""y"":614,""t"":419},{""x"":411,""y"":655,""t"":446},{""x"":445,""y"":628,""t"":485}]","[{""x"":250,""y"":425,""width"":92.37604307034013,""height"":80,""top"":385,""right"":296.18802153517004,""bottom"":465,""left"":203.81197846482993},{""x"":550,""y"":125,""width"":100,""height"":100,""top"":75,""right"":600,""bottom"":175,""left"":500},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0,"[{'hexagram': [[{'x': 193, 'y': 412.609375, 't': 4, 'tagged': True}, {'x': 322, 'y': 456.609375, 't': 42, 'tagged': False}, {'x': 412, 'y': 464.609375, 't': 72, 'tagged': False}, {'x': 431, 'y': 451.609375, 't': 122, 'tagged': False}], [{'x': 413, 'y': 319.609375, 't': 71, 'tagged': True}, {'x': 387, 'y': 294.609375, 't': 176, 'tagged': False}, {'x': 411, 'y': 331.609375, 't': 205, 'tagged': False}, {'x': 377, 'y': 397.609375, 't': 257, 'tagged': False}, {'x': 366, 'y': 409.609375, 't': 283, 'tagged': False}, {'x': 375, 'y': 403.609375, 't': 310, 'tagged': False}, {'x': 304, 'y': 424.609375, 't': 354, 'tagged': False}, {'x': 260, 'y': 450.609375, 't': 377, 'tagged': False}, {'x': 210, 'y': 474.609375, 't': 415, 'tagged': False}, {'x': 165, 'y': 478.609375, 't': 444, 'tagged': False}, {'x': 128, 'y': 457.609375, 't': 480, 'tagged': False}], [{'x': 114, 'y': 452.609375, 't': 3, 'tagged': False}, {'x': 86, 'y': 451.609375, 't': 38, 'tagged': False}, {'x': 162, 'y': 396.609375, 't': 84, 'tagged': False}, {'x': 221, 'y': 359.609375, 't': 111, 'tagged': False}, {'x': 282, 'y': 327.609375, 't': 140, 'tagged': False}, {'x': 357, 'y': 307.609375, 't': 181, 'tagged': False}, {'x': 401, 'y': 319.609375, 't': 208, 'tagged': False}], [{'x': 344, 'y': 291.609375, 't': 208, 'tagged': False}, {'x': 252, 'y': 341.609375, 't': 250, 'tagged': False}, {'x': 194, 'y': 388.609375, 't': 276, 'tagged': False}, {'x': 143, 'y': 403.609375, 't': 322, 'tagged': False}, {'x': 57, 'y': 413.609375, 't': 349, 'tagged': False}]]}, {'diamond': [[], [], [], [{'x': 452, 'y': 259.609375, 't': 151, 'tagged': False}, {'x': 415, 'y': 240.609375, 't': 178, 'tagged': False}]]}, {'circle': [[], [], [], []]}, {'star_1': [[], [], [{'x': 477, 'y': 574.609375, 't': 277, 'tagged': True}, {'x': 517, 'y': 694.609375, 't': 310, 'tagged': False}, {'x': 517, 'y': 826.609375, 't': 356, 'tagged': False}, {'x': 497, 'y': 900.609375, 't': 379, 'tagged': False}, {'x': 503, 'y': 839.609375, 't': 449, 'tagged': False}, {'x': 479, 'y': 689.609375, 't': 480, 'tagged': False}], [{'x': 460, 'y': 583.609375, 't': 3, 'tagged': True}]]}]",,"['hexagram', 'hexagram', 'star_1', 'star_1']","[[{'hexagram': 4}], [{'hexagram': 71}], [{'hexagram': 3}, {'star_1': 277}], [{'star_1': 3}, {'diamond': 151}, {'hexagram': 208}]]",
4,,,,549.0,6.0,6.0,"[""rect_2"",""triangle"",""diamond"",""star""]",diamond,True,"[{""x"":824,""y"":591,""t"":2},{""x"":821,""y"":582,""t"":37},{""x"":833,""y"":573,""t"":85},{""x"":853,""y"":578,""t"":109},{""x"":845,""y"":567,""t"":140},{""x"":816,""y"":566,""t"":186},{""x"":797,""y"":582,""t"":210},{""x"":788,""y"":573,""t"":241},{""x"":763,""y"":609,""t"":286},{""x"":777,""y"":604,""t"":315},{""x"":802,""y"":573,""t"":344},{""x"":826,""y"":582,""t"":386},{""x"":843,""y"":593,""t"":415},{""x"":893,""y"":596,""t"":446}], [{""x"":959,""y"":572,""t"":-20},{""x"":989,""y"":553,""t"":3},{""x"":1006,""y"":616,""t"":38},{""x"":1044,""y"":747,""t"":83},{""x"":1027,""y"":956,""t"":106},{""x"":1004,""y"":1001,""t"":152},{""x"":906,""y"":971,""t"":175},{""x"":827,""y"":934,""t"":208},{""x"":757,""y"":905,""t"":252},{""x"":691,""y"":827,""t"":276},{""x"":611,""y"":772,""t"":318},{""x"":555,""y"":786,""t"":344},{""x"":551,""y"":708,""t"":387},{""x"":526,""y"":659,""t"":409},{""x"":511,""y"":651,""t"":448},{""x"":491,""y"":623,""t"":480}], [{""x"":483,""y"":589,""t"":3},{""x"":536,""y"":605,""t"":38},{""x"":606,""y"":667,""t"":81},{""x"":668,""y"":724,""t"":106},{""x"":702,""y"":766,""t"":148},{""x"":730,""y"":802,""t"":175},{""x"":786,""y"":845,""t"":208},{""x"":927,""y"":833,""t"":244},{""x"":1048,""y"":842,""t"":274},{""x"":1118,""y"":781,""t"":318},{""x"":1160,""y"":720,""t"":344},{""x"":1201,""y"":686,""t"":390},{""x"":1222,""y"":624,""t"":412},{""x"":1241,""y"":614,""t"":446},{""x"":1262,""y"":572,""t"":484}], [{""x"":1223,""y"":537,""t"":3},{""x"":1136,""y"":635,""t"":39},{""x"":1066,""y"":676,""t"":84},{""x"":966,""y"":722,""t"":107},{""x"":909,""y"":751,""t"":140},{""x"":850,""y"":812,""t"":184},{""x"":807,""y"":825,""t"":213},{""x"":780,""y"":857,""t"":242},{""x"":755,""y"":838,""t"":282},{""x"":710,""y"":855,""t"":309},{""x"":719,""y"":861,""t"":355},{""x"":738,""y"":902,""t"":378},{""x"":719,""y"":900,""t"":419},{""x"":713,""y"":886,""t"":445}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":124,""height"":124,""top"":63,""right"":612,""bottom"":187,""left"":488},{""x"":850,""y"":425,""width"":100,""height"":100,""top"":375,""right"":900,""bottom"":475,""left"":800},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0,"[{'rect_2': [[{'x': 414, 'y': 461.609375, 't': 2, 'tagged': True}, {'x': 411, 'y': 452.609375, 't': 37, 'tagged': False}, {'x': 423, 'y': 443.609375, 't': 85, 'tagged': False}, {'x': 443, 'y': 448.609375, 't': 109, 'tagged': False}, {'x': 435, 'y': 437.609375, 't': 140, 'tagged': False}, {'x': 406, 'y': 436.609375, 't': 186, 'tagged': False}, {'x': 387, 'y': 452.609375, 't': 210, 'tagged': False}, {'x': 378, 'y': 443.609375, 't': 241, 'tagged': False}, {'x': 353, 'y': 479.609375, 't': 286, 'tagged': False}, {'x': 367, 'y': 474.609375, 't': 315, 'tagged': False}, {'x': 392, 'y': 443.609375, 't': 344, 'tagged': False}, {'x': 416, 'y': 452.609375, 't': 386, 'tagged': False}, {'x': 433, 'y': 463.609375, 't': 415, 'tagged': False}], [{'x': 141, 'y': 578.609375, 't': 387, 'tagged': False}, {'x': 116, 'y': 529.609375, 't': 409, 'tagged': False}, {'x': 101, 'y': 521.609375, 't': 448, 'tagged': False}, {'x': 81, 'y': 493.609375, 't': 480, 'tagged': False}], [{'x': 73, 'y': 459.609375, 't': 3, 'tagged': False}, {'x': 126, 'y': 475.609375, 't': 38, 'tagged': False}, {'x': 196, 'y': 537.609375, 't': 81, 'tagged': False}, {'x': 258, 'y': 594.609375, 't': 106, 'tagged': False}], []]}, {'triangle': [[], [], [], []]}, {'diamond': [[], [], [{'x': 750, 'y': 590.609375, 't': 344, 'tagged': False}, {'x': 791, 'y': 556.609375, 't': 390, 'tagged': False}, {'x': 812, 'y': 494.609375, 't': 412, 'tagged': False}, {'x': 831, 'y': 484.609375, 't': 446, 'tagged': False}, {'x': 852, 'y': 442.609375, 't': 484, 'tagged': False}], [{'x': 813, 'y': 407.609375, 't': 3, 'tagged': False}, {'x': 726, 'y': 505.609375, 't': 39, 'tagged': False}]]}, {'star': [[], [{'x': 634, 'y': 617.609375, 't': 83, 'tagged': True}, {'x': 617, 'y': 826.609375, 't': 106, 'tagged': False}, {'x': 594, 'y': 871.609375, 't': 152, 'tagged': False}, {'x': 496, 'y': 841.609375, 't': 175, 'tagged': False}, {'x': 417, 'y': 804.609375, 't': 208, 'tagged': False}], [{'x': 376, 'y': 715.609375, 't': 208, 'tagged': True}, {'x': 517, 'y': 703.609375, 't': 244, 'tagged': False}, {'x': 638, 'y': 712.609375, 't': 274, 'tagged': False}, {'x': 708, 'y': 651.609375, 't': 318, 'tagged': False}], [{'x': 556, 'y': 592.609375, 't': 107, 'tagged': True}, {'x': 499, 'y': 621.609375, 't': 140, 'tagged': False}, {'x': 440, 'y': 682.609375, 't': 184, 'tagged': False}, {'x': 397, 'y': 695.609375, 't': 213, 'tagged': False}, {'x': 370, 'y': 727.609375, 't': 242, 'tagged': False}]]}]","{'diamond': [[{'x': 750, 'y': 590.609375, 't': 344, 'tagged': False}, {'x': 791, 'y': 556.609375, 't': 390, 'tagged': False}, {'x': 812, 'y': 494.609375, 't': 412, 'tagged': False}, {'x': 831, 'y': 484.609375, 't': 446, 'tagged': False}, {'x': 852, 'y': 442.609375, 't': 484, 'tagged': False}], [{'x': 813, 'y': 407.609375, 't': 3, 'tagged': False}, {'x': 726, 'y': 505.609375, 't': 39, 'tagged': False}]]}","['rect_2', 'star', 'star', 'star']","[[{'rect_2': 2}], [{'star': 83}, {'rect_2': 387}], [{'rect_2': 3}, {'star': 208}, {'diamond': 344}], [{'diamond': 3}, {'star': 107}]]",
