index,name,age,sex,rt,response,answer,stimulus,target,correct,webgazer_data,webgazer_targets_data,canvas_data,fixation,fixation_target,first_dot
0,syx,22.0,女,,,,,,,,,,,,
1,,,,602.0,6.0,6.0,"[""ring_1"",""rect""]",rect,True,"[{""x"":1083,""y"":606,""t"":5},{""x"":1056,""y"":651,""t"":43},{""x"":1057,""y"":637,""t"":74},{""x"":999,""y"":689,""t"":107},{""x"":970,""y"":696,""t"":140},{""x"":969,""y"":668,""t"":174},{""x"":969,""y"":658,""t"":209},{""x"":964,""y"":631,""t"":242},{""x"":960,""y"":607,""t"":274},{""x"":880,""y"":616,""t"":310},{""x"":786,""y"":625,""t"":345},{""x"":694,""y"":661,""t"":378},{""x"":619,""y"":650,""t"":412},{""x"":574,""y"":665,""t"":445},{""x"":554,""y"":689,""t"":480},{""x"":592,""y"":626,""t"":513},{""x"":630,""y"":625,""t"":548},{""x"":845,""y"":650,""t"":582},{""x"":987,""y"":733,""t"":616},{""x"":1072,""y"":778,""t"":650},{""x"":1031,""y"":826,""t"":684},{""x"":1064,""y"":828,""t"":717},{""x"":1085,""y"":861,""t"":751},{""x"":1037,""y"":854,""t"":786},{""x"":1005,""y"":912,""t"":820},{""x"":1030,""y"":894,""t"":854},{""x"":1056,""y"":885,""t"":888},{""x"":1147,""y"":826,""t"":922},{""x"":1197,""y"":782,""t"":955},{""x"":1245,""y"":741,""t"":990},{""x"":1281,""y"":726,""t"":1024},{""x"":1249,""y"":695,""t"":1058},{""x"":1324,""y"":634,""t"":1092},{""x"":1243,""y"":746,""t"":1126},{""x"":1292,""y"":869,""t"":1160},{""x"":1391,""y"":1028,""t"":1195},{""x"":1407,""y"":1048,""t"":1228},{""x"":1279,""y"":1063,""t"":1262},{""x"":1213,""y"":987,""t"":1296},{""x"":1243,""y"":889,""t"":1329},{""x"":1174,""y"":799,""t"":1364},{""x"":1163,""y"":722,""t"":1397},{""x"":1185,""y"":573,""t"":1432},{""x"":1177,""y"":509,""t"":1466},{""x"":1088,""y"":461,""t"":1500},{""x"":1058,""y"":392,""t"":1534},{""x"":981,""y"":398,""t"":1568},{""x"":952,""y"":358,""t"":1602},{""x"":977,""y"":325,""t"":1636},{""x"":943,""y"":328,""t"":1670},{""x"":953,""y"":334,""t"":1703},{""x"":961,""y"":295,""t"":1739},{""x"":958,""y"":299,""t"":1772},{""x"":938,""y"":303,""t"":1805},{""x"":923,""y"":310,""t"":1838},{""x"":932,""y"":283,""t"":1874},{""x"":968,""y"":284,""t"":1908},{""x"":966,""y"":323,""t"":1942},{""x"":954,""y"":377,""t"":1977}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'ring_1': 7}, {'rect': 10}]",{'rect': 10},rect
3,,,,405.0,4.0,4.0,"[""triangle"",""ring_1""]",triangle,True,"[{""x"":620,""y"":520,""t"":5},{""x"":665,""y"":517,""t"":43},{""x"":693,""y"":491,""t"":73},{""x"":751,""y"":482,""t"":107},{""x"":784,""y"":447,""t"":140},{""x"":811,""y"":458,""t"":174},{""x"":835,""y"":445,""t"":207},{""x"":859,""y"":470,""t"":243},{""x"":887,""y"":453,""t"":276},{""x"":885,""y"":435,""t"":310},{""x"":809,""y"":462,""t"":345},{""x"":746,""y"":478,""t"":377},{""x"":699,""y"":529,""t"":412},{""x"":787,""y"":628,""t"":446},{""x"":1014,""y"":783,""t"":480},{""x"":1151,""y"":869,""t"":514},{""x"":1254,""y"":896,""t"":548},{""x"":1220,""y"":969,""t"":583},{""x"":1163,""y"":998,""t"":616},{""x"":1152,""y"":987,""t"":651},{""x"":1158,""y"":946,""t"":684},{""x"":1134,""y"":905,""t"":718},{""x"":1114,""y"":821,""t"":753},{""x"":1090,""y"":799,""t"":785},{""x"":1107,""y"":723,""t"":820},{""x"":1102,""y"":674,""t"":854},{""x"":1063,""y"":670,""t"":889},{""x"":1077,""y"":617,""t"":922},{""x"":1041,""y"":601,""t"":956},{""x"":1013,""y"":612,""t"":990},{""x"":998,""y"":607,""t"":1024},{""x"":987,""y"":604,""t"":1055},{""x"":969,""y"":572,""t"":1093},{""x"":969,""y"":539,""t"":1126},{""x"":962,""y"":509,""t"":1160},{""x"":954,""y"":523,""t"":1195},{""x"":941,""y"":507,""t"":1228},{""x"":932,""y"":487,""t"":1261},{""x"":929,""y"":453,""t"":1296},{""x"":904,""y"":434,""t"":1331},{""x"":910,""y"":424,""t"":1364},{""x"":928,""y"":403,""t"":1397},{""x"":940,""y"":426,""t"":1432},{""x"":951,""y"":448,""t"":1464},{""x"":920,""y"":485,""t"":1500},{""x"":890,""y"":509,""t"":1535},{""x"":873,""y"":522,""t"":1568},{""x"":875,""y"":495,""t"":1602},{""x"":841,""y"":511,""t"":1636},{""x"":833,""y"":558,""t"":1670},{""x"":861,""y"":570,""t"":1704},{""x"":879,""y"":610,""t"":1738},{""x"":885,""y"":615,""t"":1772},{""x"":932,""y"":600,""t"":1806},{""x"":921,""y"":615,""t"":1840},{""x"":938,""y"":593,""t"":1873},{""x"":954,""y"":614,""t"":1907},{""x"":960,""y"":626,""t"":1943},{""x"":964,""y"":603,""t"":1975}]","[{""x"":250,""y"":500,""width"":92,""height"":92,""top"":454,""right"":296,""bottom"":546,""left"":204},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'triangle': 12}, {'ring_1': 2}]",{'triangle': 12},triangle
4,,,,403.0,4.0,4.0,"[""rect_1"",""circle""]",rect_1,True,"[{""x"":912,""y"":597,""t"":6},{""x"":886,""y"":582,""t"":45},{""x"":888,""y"":550,""t"":76},{""x"":857,""y"":550,""t"":109},{""x"":872,""y"":543,""t"":141},{""x"":847,""y"":554,""t"":175},{""x"":841,""y"":542,""t"":209},{""x"":806,""y"":559,""t"":242},{""x"":791,""y"":542,""t"":274},{""x"":798,""y"":508,""t"":311},{""x"":707,""y"":514,""t"":344},{""x"":655,""y"":530,""t"":378},{""x"":648,""y"":533,""t"":412},{""x"":588,""y"":548,""t"":445},{""x"":496,""y"":536,""t"":480},{""x"":473,""y"":526,""t"":514},{""x"":451,""y"":530,""t"":548},{""x"":459,""y"":519,""t"":582},{""x"":446,""y"":537,""t"":616},{""x"":435,""y"":539,""t"":650},{""x"":533,""y"":560,""t"":684},{""x"":673,""y"":574,""t"":719},{""x"":761,""y"":600,""t"":751},{""x"":859,""y"":571,""t"":787},{""x"":945,""y"":576,""t"":821},{""x"":1006,""y"":599,""t"":853},{""x"":1074,""y"":622,""t"":888},{""x"":1074,""y"":721,""t"":922},{""x"":1090,""y"":807,""t"":956},{""x"":1227,""y"":903,""t"":990},{""x"":1377,""y"":976,""t"":1023},{""x"":1482,""y"":1036,""t"":1058},{""x"":1566,""y"":1100,""t"":1092},{""x"":1538,""y"":1091,""t"":1127},{""x"":1439,""y"":1125,""t"":1160},{""x"":1321,""y"":1129,""t"":1194},{""x"":1255,""y"":1106,""t"":1228},{""x"":1160,""y"":1066,""t"":1262},{""x"":1093,""y"":1014,""t"":1296},{""x"":1053,""y"":907,""t"":1330},{""x"":1039,""y"":812,""t"":1364},{""x"":1005,""y"":726,""t"":1398},{""x"":998,""y"":683,""t"":1431},{""x"":981,""y"":600,""t"":1466},{""x"":968,""y"":533,""t"":1497},{""x"":964,""y"":523,""t"":1533},{""x"":948,""y"":498,""t"":1568},{""x"":925,""y"":479,""t"":1603},{""x"":909,""y"":473,""t"":1636},{""x"":934,""y"":413,""t"":1670},{""x"":950,""y"":409,""t"":1704},{""x"":923,""y"":395,""t"":1738},{""x"":947,""y"":340,""t"":1772},{""x"":937,""y"":362,""t"":1806},{""x"":998,""y"":343,""t"":1840},{""x"":979,""y"":364,""t"":1874},{""x"":962,""y"":385,""t"":1906},{""x"":966,""y"":408,""t"":1942},{""x"":932,""y"":396,""t"":1977}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'rect_1': 16}, {'circle': 1}]",{'rect_1': 16},rect_1
5,,,,496.0,4.0,4.0,"[""circle"",""triangle_1""]",circle,True,"[{""x"":965,""y"":448,""t"":5},{""x"":885,""y"":489,""t"":40},{""x"":865,""y"":526,""t"":73},{""x"":871,""y"":583,""t"":106},{""x"":864,""y"":632,""t"":140},{""x"":805,""y"":699,""t"":174},{""x"":784,""y"":758,""t"":208},{""x"":800,""y"":763,""t"":242},{""x"":770,""y"":776,""t"":276},{""x"":720,""y"":780,""t"":310},{""x"":630,""y"":756,""t"":344},{""x"":577,""y"":752,""t"":379},{""x"":559,""y"":742,""t"":411},{""x"":543,""y"":706,""t"":446},{""x"":497,""y"":709,""t"":480},{""x"":456,""y"":727,""t"":513},{""x"":478,""y"":705,""t"":548},{""x"":455,""y"":723,""t"":582},{""x"":452,""y"":703,""t"":616},{""x"":484,""y"":686,""t"":650},{""x"":583,""y"":792,""t"":684},{""x"":690,""y"":841,""t"":718},{""x"":787,""y"":901,""t"":751},{""x"":863,""y"":947,""t"":785},{""x"":954,""y"":981,""t"":820},{""x"":1038,""y"":978,""t"":854},{""x"":1103,""y"":953,""t"":889},{""x"":1146,""y"":995,""t"":921},{""x"":1154,""y"":1022,""t"":956},{""x"":1196,""y"":1074,""t"":991},{""x"":1288,""y"":1115,""t"":1025},{""x"":1441,""y"":1139,""t"":1059},{""x"":1463,""y"":1164,""t"":1093},{""x"":1435,""y"":1171,""t"":1127},{""x"":1336,""y"":1191,""t"":1160},{""x"":1217,""y"":1209,""t"":1195},{""x"":1150,""y"":1167,""t"":1227},{""x"":1117,""y"":1079,""t"":1262},{""x"":1099,""y"":914,""t"":1297},{""x"":1070,""y"":872,""t"":1329},{""x"":1041,""y"":814,""t"":1363},{""x"":1090,""y"":732,""t"":1398},{""x"":1121,""y"":620,""t"":1433},{""x"":1052,""y"":590,""t"":1466},{""x"":1089,""y"":514,""t"":1498},{""x"":1115,""y"":483,""t"":1534},{""x"":1075,""y"":488,""t"":1568},{""x"":1080,""y"":452,""t"":1602},{""x"":1052,""y"":461,""t"":1636},{""x"":1024,""y"":495,""t"":1671},{""x"":1035,""y"":462,""t"":1704},{""x"":1031,""y"":441,""t"":1738},{""x"":1045,""y"":443,""t"":1772},{""x"":1047,""y"":509,""t"":1806},{""x"":1090,""y"":516,""t"":1841},{""x"":1120,""y"":539,""t"":1874},{""x"":1144,""y"":558,""t"":1906},{""x"":1172,""y"":588,""t"":1943},{""x"":1151,""y"":577,""t"":1977}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":850,""y"":500,""width"":92,""height"":92,""top"":454,""right"":896,""bottom"":546,""left"":804}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'circle': 1}, {'triangle_1': 9}]",{'circle': 1},triangle_1
6,,,,527.0,5.0,4.0,"[""ring_1"",""triangle""]",ring_1,False,"[{""x"":1140,""y"":578,""t"":4},{""x"":1162,""y"":562,""t"":39},{""x"":1161,""y"":533,""t"":73},{""x"":1141,""y"":519,""t"":106},{""x"":1098,""y"":517,""t"":141},{""x"":1079,""y"":531,""t"":174},{""x"":1083,""y"":509,""t"":209},{""x"":1088,""y"":490,""t"":240},{""x"":1077,""y"":466,""t"":275},{""x"":1042,""y"":471,""t"":309},{""x"":959,""y"":573,""t"":343},{""x"":844,""y"":645,""t"":379},{""x"":801,""y"":681,""t"":413},{""x"":755,""y"":674,""t"":446},{""x"":709,""y"":686,""t"":479},{""x"":685,""y"":715,""t"":514},{""x"":774,""y"":786,""t"":548},{""x"":952,""y"":855,""t"":582},{""x"":1045,""y"":965,""t"":616},{""x"":1155,""y"":1002,""t"":650},{""x"":1195,""y"":1023,""t"":685},{""x"":1248,""y"":1030,""t"":717},{""x"":1276,""y"":969,""t"":753},{""x"":1274,""y"":932,""t"":787},{""x"":1285,""y"":841,""t"":820},{""x"":1284,""y"":795,""t"":853},{""x"":1298,""y"":769,""t"":888},{""x"":1199,""y"":737,""t"":922},{""x"":1220,""y"":740,""t"":955},{""x"":1258,""y"":767,""t"":990},{""x"":1238,""y"":743,""t"":1023},{""x"":1103,""y"":736,""t"":1058},{""x"":1018,""y"":719,""t"":1092},{""x"":938,""y"":595,""t"":1125},{""x"":784,""y"":550,""t"":1159},{""x"":658,""y"":486,""t"":1194},{""x"":522,""y"":423,""t"":1228},{""x"":295,""y"":337,""t"":1261},{""x"":159,""y"":291,""t"":1296},{""x"":108,""y"":203,""t"":1331},{""x"":22,""y"":173,""t"":1364},{""x"":-13,""y"":179,""t"":1397},{""x"":-15,""y"":209,""t"":1432},{""x"":71,""y"":323,""t"":1466},{""x"":136,""y"":410,""t"":1501},{""x"":213,""y"":474,""t"":1533},{""x"":226,""y"":536,""t"":1568},{""x"":257,""y"":543,""t"":1603},{""x"":185,""y"":559,""t"":1635},{""x"":278,""y"":514,""t"":1670},{""x"":304,""y"":449,""t"":1704},{""x"":358,""y"":465,""t"":1738},{""x"":383,""y"":477,""t"":1773},{""x"":419,""y"":459,""t"":1807},{""x"":421,""y"":487,""t"":1838},{""x"":428,""y"":425,""t"":1873},{""x"":504,""y"":372,""t"":1908},{""x"":565,""y"":375,""t"":1942},{""x"":669,""y"":418,""t"":1976}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":850,""y"":500,""width"":92,""height"":92,""top"":454,""right"":896,""bottom"":546,""left"":804}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'ring_1': 8}, {'triangle': 11}]",{'ring_1': 8},triangle
7,,,,672.0,4.0,4.0,"[""triangle_1"",""rect""]",triangle_1,True,"[{""x"":850,""y"":396,""t"":5},{""x"":1016,""y"":441,""t"":43},{""x"":1081,""y"":481,""t"":74},{""x"":1143,""y"":465,""t"":106},{""x"":1134,""y"":494,""t"":141},{""x"":1117,""y"":499,""t"":174},{""x"":1113,""y"":506,""t"":208},{""x"":1087,""y"":465,""t"":243},{""x"":1061,""y"":481,""t"":275},{""x"":1015,""y"":485,""t"":310},{""x"":926,""y"":532,""t"":344},{""x"":931,""y"":600,""t"":378},{""x"":1012,""y"":839,""t"":413},{""x"":1067,""y"":1005,""t"":446},{""x"":1091,""y"":1036,""t"":481},{""x"":1059,""y"":1079,""t"":515},{""x"":957,""y"":1055,""t"":548},{""x"":841,""y"":1049,""t"":581},{""x"":793,""y"":957,""t"":615},{""x"":773,""y"":895,""t"":651},{""x"":725,""y"":826,""t"":684},{""x"":688,""y"":767,""t"":715},{""x"":670,""y"":696,""t"":752},{""x"":766,""y"":652,""t"":787},{""x"":863,""y"":608,""t"":820},{""x"":977,""y"":577,""t"":853},{""x"":1049,""y"":548,""t"":887},{""x"":1113,""y"":664,""t"":924},{""x"":1229,""y"":923,""t"":956},{""x"":1255,""y"":990,""t"":990},{""x"":1277,""y"":1003,""t"":1024},{""x"":1245,""y"":1010,""t"":1059},{""x"":1310,""y"":990,""t"":1092},{""x"":1334,""y"":972,""t"":1124},{""x"":1409,""y"":903,""t"":1159},{""x"":1410,""y"":776,""t"":1194},{""x"":1391,""y"":700,""t"":1228},{""x"":1377,""y"":634,""t"":1262},{""x"":1301,""y"":595,""t"":1296},{""x"":1227,""y"":570,""t"":1331},{""x"":1291,""y"":510,""t"":1364},{""x"":1282,""y"":476,""t"":1397},{""x"":1304,""y"":461,""t"":1432},{""x"":1327,""y"":448,""t"":1465},{""x"":1374,""y"":443,""t"":1500},{""x"":1390,""y"":452,""t"":1534},{""x"":1399,""y"":473,""t"":1569},{""x"":1300,""y"":487,""t"":1602},{""x"":1320,""y"":489,""t"":1636},{""x"":1329,""y"":498,""t"":1670},{""x"":1308,""y"":518,""t"":1704},{""x"":1231,""y"":554,""t"":1738},{""x"":1214,""y"":566,""t"":1771},{""x"":1231,""y"":563,""t"":1806},{""x"":1236,""y"":559,""t"":1841},{""x"":1177,""y"":559,""t"":1874},{""x"":1200,""y"":580,""t"":1908},{""x"":1166,""y"":570,""t"":1944},{""x"":1249,""y"":589,""t"":1976}]","[{""x"":250,""y"":500,""width"":92,""height"":92,""top"":454,""right"":296,""bottom"":546,""left"":204},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'triangle_1': 2}, {'rect': 30}]",{'triangle_1': 2},rect
8,,,,630.0,5.0,5.0,"[""triangle"",""ring_1""]",rect_1,True,"[{""x"":1197,""y"":601,""t"":5},{""x"":1144,""y"":589,""t"":47},{""x"":1126,""y"":535,""t"":78},{""x"":1070,""y"":507,""t"":109},{""x"":1065,""y"":466,""t"":140},{""x"":1073,""y"":451,""t"":175},{""x"":1074,""y"":403,""t"":209},{""x"":1040,""y"":406,""t"":243},{""x"":1016,""y"":408,""t"":276},{""x"":973,""y"":367,""t"":311},{""x"":868,""y"":445,""t"":344},{""x"":774,""y"":504,""t"":378},{""x"":705,""y"":595,""t"":412},{""x"":696,""y"":622,""t"":446},{""x"":649,""y"":663,""t"":480},{""x"":680,""y"":658,""t"":514},{""x"":710,""y"":680,""t"":548},{""x"":809,""y"":746,""t"":582},{""x"":944,""y"":788,""t"":616},{""x"":1021,""y"":716,""t"":650},{""x"":1087,""y"":678,""t"":684},{""x"":1216,""y"":652,""t"":718},{""x"":1225,""y"":655,""t"":752},{""x"":1235,""y"":632,""t"":787},{""x"":1265,""y"":606,""t"":820},{""x"":1365,""y"":596,""t"":855},{""x"":1445,""y"":589,""t"":886},{""x"":1504,""y"":595,""t"":921},{""x"":1500,""y"":590,""t"":955},{""x"":1451,""y"":565,""t"":990},{""x"":1429,""y"":546,""t"":1024},{""x"":1328,""y"":683,""t"":1058},{""x"":1292,""y"":789,""t"":1092},{""x"":1284,""y"":911,""t"":1126},{""x"":1276,""y"":958,""t"":1160},{""x"":1191,""y"":1002,""t"":1195},{""x"":1110,""y"":1040,""t"":1228},{""x"":1017,""y"":1037,""t"":1262},{""x"":941,""y"":1029,""t"":1294},{""x"":918,""y"":964,""t"":1330},{""x"":948,""y"":875,""t"":1364},{""x"":992,""y"":780,""t"":1398},{""x"":1030,""y"":691,""t"":1433},{""x"":1033,""y"":641,""t"":1465},{""x"":1076,""y"":600,""t"":1501},{""x"":1068,""y"":591,""t"":1534},{""x"":1022,""y"":569,""t"":1568},{""x"":1032,""y"":545,""t"":1602},{""x"":966,""y"":542,""t"":1636},{""x"":950,""y"":511,""t"":1671},{""x"":957,""y"":522,""t"":1704},{""x"":989,""y"":542,""t"":1739},{""x"":992,""y"":573,""t"":1772},{""x"":1008,""y"":617,""t"":1806},{""x"":1035,""y"":643,""t"":1840},{""x"":983,""y"":644,""t"":1874},{""x"":1013,""y"":617,""t"":1908},{""x"":1035,""y"":600,""t"":1942},{""x"":1023,""y"":609,""t"":1975}]","[{""x"":250,""y"":500,""width"":92,""height"":92,""top"":454,""right"":296,""bottom"":546,""left"":204},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}",,,
9,,,,579.0,6.0,6.0,"[""triangle"",""rect_1""]",rect_1,True,"[{""x"":1013,""y"":613,""t"":5},{""x"":1049,""y"":667,""t"":45},{""x"":1090,""y"":678,""t"":77},{""x"":1137,""y"":657,""t"":108},{""x"":1157,""y"":632,""t"":140},{""x"":1148,""y"":614,""t"":174},{""x"":1161,""y"":601,""t"":208},{""x"":1181,""y"":575,""t"":242},{""x"":1209,""y"":590,""t"":276},{""x"":1232,""y"":603,""t"":308},{""x"":1219,""y"":595,""t"":343},{""x"":1111,""y"":592,""t"":378},{""x"":997,""y"":604,""t"":412},{""x"":899,""y"":643,""t"":447},{""x"":825,""y"":691,""t"":480},{""x"":749,""y"":684,""t"":514},{""x"":741,""y"":692,""t"":548},{""x"":777,""y"":813,""t"":582},{""x"":815,""y"":948,""t"":616},{""x"":930,""y"":941,""t"":650},{""x"":958,""y"":981,""t"":684},{""x"":959,""y"":1014,""t"":718},{""x"":987,""y"":981,""t"":753},{""x"":1005,""y"":945,""t"":786},{""x"":1062,""y"":848,""t"":820},{""x"":1121,""y"":767,""t"":854},{""x"":1153,""y"":706,""t"":889},{""x"":1182,""y"":642,""t"":922},{""x"":1165,""y"":607,""t"":956},{""x"":1204,""y"":599,""t"":990},{""x"":1262,""y"":581,""t"":1024},{""x"":1308,""y"":579,""t"":1059},{""x"":1266,""y"":577,""t"":1092},{""x"":1311,""y"":584,""t"":1126},{""x"":1329,""y"":568,""t"":1161},{""x"":1356,""y"":550,""t"":1194},{""x"":1315,""y"":528,""t"":1228},{""x"":1331,""y"":510,""t"":1262},{""x"":1356,""y"":509,""t"":1297},{""x"":1332,""y"":527,""t"":1330},{""x"":1340,""y"":502,""t"":1364},{""x"":1325,""y"":517,""t"":1398},{""x"":1316,""y"":510,""t"":1432},{""x"":1264,""y"":527,""t"":1466},{""x"":1221,""y"":542,""t"":1498},{""x"":1164,""y"":587,""t"":1534},{""x"":1102,""y"":634,""t"":1568},{""x"":1081,""y"":624,""t"":1602},{""x"":1060,""y"":623,""t"":1635},{""x"":1052,""y"":616,""t"":1670},{""x"":1055,""y"":615,""t"":1703},{""x"":975,""y"":576,""t"":1738},{""x"":978,""y"":558,""t"":1772},{""x"":954,""y"":528,""t"":1807},{""x"":961,""y"":509,""t"":1839},{""x"":975,""y"":518,""t"":1874},{""x"":988,""y"":528,""t"":1906},{""x"":1022,""y"":522,""t"":1943},{""x"":1052,""y"":514,""t"":1975}]","[{""x"":250,""y"":500,""width"":92,""height"":92,""top"":454,""right"":296,""bottom"":546,""left"":204},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'triangle': 2}, {'rect_1': 31}]",{'rect_1': 31},rect_1
10,,,,653.0,5.0,5.0,"[""rect_1"",""circle""]",triangle,True,"[{""x"":1079,""y"":525,""t"":5},{""x"":1128,""y"":518,""t"":43},{""x"":1125,""y"":567,""t"":77},{""x"":1110,""y"":560,""t"":107},{""x"":1079,""y"":635,""t"":140},{""x"":1095,""y"":627,""t"":174},{""x"":1066,""y"":662,""t"":208},{""x"":1044,""y"":626,""t"":241},{""x"":993,""y"":652,""t"":277},{""x"":870,""y"":675,""t"":310},{""x"":734,""y"":698,""t"":344},{""x"":599,""y"":754,""t"":378},{""x"":577,""y"":760,""t"":412},{""x"":655,""y"":812,""t"":446},{""x"":795,""y"":969,""t"":479},{""x"":946,""y"":1099,""t"":514},{""x"":962,""y"":1175,""t"":548},{""x"":1008,""y"":1082,""t"":582},{""x"":947,""y"":1062,""t"":616},{""x"":864,""y"":1017,""t"":651},{""x"":777,""y"":875,""t"":684},{""x"":729,""y"":746,""t"":719},{""x"":703,""y"":618,""t"":752},{""x"":724,""y"":567,""t"":785},{""x"":805,""y"":490,""t"":821},{""x"":893,""y"":433,""t"":853},{""x"":919,""y"":406,""t"":888},{""x"":933,""y"":390,""t"":922},{""x"":944,""y"":382,""t"":953},{""x"":1019,""y"":364,""t"":990},{""x"":1088,""y"":360,""t"":1025},{""x"":1112,""y"":371,""t"":1058},{""x"":1130,""y"":376,""t"":1092},{""x"":1111,""y"":368,""t"":1125},{""x"":1152,""y"":386,""t"":1160},{""x"":1182,""y"":405,""t"":1194},{""x"":1156,""y"":408,""t"":1228},{""x"":1180,""y"":414,""t"":1262},{""x"":1212,""y"":449,""t"":1296},{""x"":1159,""y"":448,""t"":1330},{""x"":1189,""y"":426,""t"":1362},{""x"":1213,""y"":389,""t"":1397},{""x"":1220,""y"":374,""t"":1432},{""x"":1218,""y"":356,""t"":1467},{""x"":1206,""y"":384,""t"":1499},{""x"":1206,""y"":372,""t"":1534},{""x"":1185,""y"":344,""t"":1568},{""x"":1183,""y"":391,""t"":1602},{""x"":1183,""y"":385,""t"":1636},{""x"":1145,""y"":411,""t"":1670},{""x"":1151,""y"":445,""t"":1704},{""x"":1174,""y"":447,""t"":1738},{""x"":1195,""y"":431,""t"":1772},{""x"":1194,""y"":408,""t"":1806},{""x"":1149,""y"":411,""t"":1840},{""x"":1190,""y"":432,""t"":1875},{""x"":1170,""y"":419,""t"":1908},{""x"":1176,""y"":453,""t"":1943},{""x"":1149,""y"":430,""t"":1978}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}",,,
