name,age,sex,rt,response,answer,stimulus,target,correct,webgazer_data,webgazer_targets_data,canvas_data,motion,topo,mchange,tchange
csq,23,女,,,,,,,,,,,,,
,,,402.0,4,4.0,"[""blue"",""green""]",blue,True,"[{""x"":669,""y"":630,""t"":3},{""x"":709,""y"":612,""t"":38},{""x"":771,""y"":619,""t"":72},{""x"":839,""y"":632,""t"":106},{""x"":854,""y"":612,""t"":139},{""x"":922,""y"":615,""t"":175},{""x"":958,""y"":628,""t"":209},{""x"":985,""y"":655,""t"":243},{""x"":983,""y"":691,""t"":276},{""x"":1004,""y"":684,""t"":310},{""x"":994,""y"":689,""t"":344},{""x"":971,""y"":676,""t"":378},{""x"":921,""y"":684,""t"":412},{""x"":876,""y"":683,""t"":446},{""x"":818,""y"":668,""t"":481}], [{""x"":773,""y"":661,""t"":3},{""x"":758,""y"":665,""t"":38},{""x"":715,""y"":627,""t"":72},{""x"":688,""y"":596,""t"":107},{""x"":665,""y"":560,""t"":137},{""x"":643,""y"":542,""t"":174},{""x"":619,""y"":518,""t"":208},{""x"":600,""y"":499,""t"":242},{""x"":572,""y"":477,""t"":276},{""x"":556,""y"":473,""t"":310},{""x"":562,""y"":453,""t"":344},{""x"":563,""y"":441,""t"":378},{""x"":549,""y"":433,""t"":412},{""x"":569,""y"":428,""t"":446},{""x"":580,""y"":414,""t"":480}], [{""x"":576,""y"":427,""t"":3},{""x"":571,""y"":446,""t"":36},{""x"":592,""y"":460,""t"":72},{""x"":610,""y"":503,""t"":105},{""x"":721,""y"":527,""t"":140},{""x"":810,""y"":540,""t"":173},{""x"":906,""y"":547,""t"":208},{""x"":977,""y"":568,""t"":242},{""x"":1024,""y"":569,""t"":277},{""x"":1047,""y"":575,""t"":310},{""x"":1089,""y"":571,""t"":344},{""x"":1134,""y"":573,""t"":378},{""x"":1132,""y"":565,""t"":412},{""x"":1138,""y"":547,""t"":447},{""x"":1106,""y"":539,""t"":480}], [{""x"":1107,""y"":534,""t"":3},{""x"":1114,""y"":537,""t"":37},{""x"":1114,""y"":550,""t"":71},{""x"":1102,""y"":563,""t"":106},{""x"":1086,""y"":561,""t"":140},{""x"":1057,""y"":572,""t"":173},{""x"":1037,""y"":542,""t"":207},{""x"":1057,""y"":548,""t"":241},{""x"":1053,""y"":525,""t"":276},{""x"":1075,""y"":554,""t"":309},{""x"":1050,""y"":594,""t"":343},{""x"":1068,""y"":606,""t"":377},{""x"":1014,""y"":559,""t"":412},{""x"":1019,""y"":519,""t"":446},{""x"":1046,""y"":540,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,trans,
,,,533.0,6,6.0,"[""blue"",""green""]",green_1,True,"[{""x"":997,""y"":552,""t"":3},{""x"":924,""y"":576,""t"":37},{""x"":867,""y"":574,""t"":71},{""x"":826,""y"":569,""t"":105},{""x"":819,""y"":588,""t"":140},{""x"":812,""y"":592,""t"":172},{""x"":793,""y"":575,""t"":209},{""x"":841,""y"":628,""t"":241},{""x"":803,""y"":617,""t"":276},{""x"":800,""y"":657,""t"":310},{""x"":839,""y"":712,""t"":344},{""x"":850,""y"":658,""t"":377},{""x"":838,""y"":644,""t"":412},{""x"":796,""y"":618,""t"":447},{""x"":756,""y"":610,""t"":480}], [{""x"":723,""y"":636,""t"":3},{""x"":729,""y"":675,""t"":37},{""x"":737,""y"":708,""t"":70},{""x"":739,""y"":734,""t"":106},{""x"":725,""y"":736,""t"":139},{""x"":722,""y"":741,""t"":173},{""x"":710,""y"":735,""t"":207},{""x"":712,""y"":739,""t"":242},{""x"":701,""y"":706,""t"":276},{""x"":677,""y"":706,""t"":310},{""x"":685,""y"":698,""t"":344},{""x"":700,""y"":709,""t"":378},{""x"":713,""y"":719,""t"":412},{""x"":716,""y"":682,""t"":446},{""x"":710,""y"":666,""t"":479}], [{""x"":705,""y"":653,""t"":1},{""x"":724,""y"":658,""t"":38},{""x"":684,""y"":641,""t"":73},{""x"":663,""y"":608,""t"":106},{""x"":671,""y"":608,""t"":141},{""x"":688,""y"":616,""t"":175},{""x"":694,""y"":600,""t"":208},{""x"":677,""y"":628,""t"":242},{""x"":655,""y"":607,""t"":276},{""x"":627,""y"":566,""t"":309},{""x"":646,""y"":519,""t"":343},{""x"":725,""y"":537,""t"":378},{""x"":757,""y"":509,""t"":412},{""x"":824,""y"":524,""t"":445},{""x"":920,""y"":549,""t"":481}], [{""x"":952,""y"":550,""t"":3},{""x"":1000,""y"":581,""t"":39},{""x"":1045,""y"":581,""t"":72},{""x"":1077,""y"":597,""t"":106},{""x"":1061,""y"":581,""t"":140},{""x"":1065,""y"":601,""t"":174},{""x"":1095,""y"":611,""t"":209},{""x"":1088,""y"":615,""t"":242},{""x"":1063,""y"":610,""t"":276},{""x"":1050,""y"":623,""t"":310},{""x"":1059,""y"":629,""t"":343},{""x"":1047,""y"":636,""t"":378},{""x"":1041,""y"":642,""t"":412},{""x"":1062,""y"":638,""t"":446},{""x"":1044,""y"":647,""t"":481}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,trans,single
,,,485.0,6,6.0,"[""blue"",""green""]",green,True,"[{""x"":992,""y"":647,""t"":3},{""x"":924,""y"":624,""t"":38},{""x"":926,""y"":640,""t"":72},{""x"":898,""y"":640,""t"":106},{""x"":889,""y"":663,""t"":139},{""x"":874,""y"":667,""t"":173},{""x"":852,""y"":642,""t"":208},{""x"":827,""y"":641,""t"":241},{""x"":799,""y"":577,""t"":275},{""x"":787,""y"":578,""t"":310},{""x"":789,""y"":587,""t"":345},{""x"":792,""y"":595,""t"":376},{""x"":728,""y"":609,""t"":411},{""x"":662,""y"":620,""t"":445},{""x"":663,""y"":649,""t"":480}], [{""x"":619,""y"":651,""t"":3},{""x"":595,""y"":634,""t"":39},{""x"":582,""y"":627,""t"":72},{""x"":590,""y"":613,""t"":106},{""x"":585,""y"":607,""t"":140},{""x"":631,""y"":620,""t"":174},{""x"":627,""y"":620,""t"":208},{""x"":613,""y"":606,""t"":241},{""x"":595,""y"":596,""t"":276},{""x"":629,""y"":591,""t"":310},{""x"":623,""y"":592,""t"":344},{""x"":663,""y"":610,""t"":379},{""x"":653,""y"":585,""t"":412},{""x"":647,""y"":586,""t"":447},{""x"":647,""y"":583,""t"":481}], [{""x"":653,""y"":581,""t"":3},{""x"":655,""y"":589,""t"":38},{""x"":693,""y"":605,""t"":73},{""x"":689,""y"":626,""t"":106},{""x"":759,""y"":656,""t"":140},{""x"":824,""y"":651,""t"":174},{""x"":891,""y"":633,""t"":208},{""x"":933,""y"":594,""t"":241},{""x"":937,""y"":610,""t"":276},{""x"":964,""y"":595,""t"":309},{""x"":989,""y"":591,""t"":344},{""x"":1040,""y"":669,""t"":378},{""x"":1019,""y"":731,""t"":412},{""x"":1050,""y"":773,""t"":446},{""x"":1046,""y"":840,""t"":480}], [{""x"":1030,""y"":837,""t"":3},{""x"":1002,""y"":825,""t"":38},{""x"":976,""y"":745,""t"":72},{""x"":985,""y"":662,""t"":105},{""x"":945,""y"":629,""t"":140},{""x"":942,""y"":622,""t"":173},{""x"":920,""y"":583,""t"":208},{""x"":959,""y"":570,""t"":242},{""x"":950,""y"":554,""t"":276},{""x"":983,""y"":582,""t"":310},{""x"":1008,""y"":572,""t"":343},{""x"":1023,""y"":620,""t"":378},{""x"":1042,""y"":621,""t"":411},{""x"":1068,""y"":648,""t"":446},{""x"":1058,""y"":667,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,trans,
,,,535.0,4,4.0,"[""green"",""red""]",green_2,True,"[{""x"":1028,""y"":673,""t"":3},{""x"":1027,""y"":677,""t"":38},{""x"":1002,""y"":677,""t"":71},{""x"":987,""y"":694,""t"":105},{""x"":988,""y"":683,""t"":139},{""x"":969,""y"":688,""t"":174},{""x"":998,""y"":696,""t"":208},{""x"":977,""y"":698,""t"":242},{""x"":1005,""y"":712,""t"":276},{""x"":947,""y"":676,""t"":310},{""x"":929,""y"":694,""t"":344},{""x"":863,""y"":700,""t"":378},{""x"":829,""y"":698,""t"":411},{""x"":806,""y"":699,""t"":446},{""x"":811,""y"":690,""t"":479}], [{""x"":792,""y"":716,""t"":3},{""x"":783,""y"":715,""t"":39},{""x"":778,""y"":714,""t"":70},{""x"":778,""y"":706,""t"":107},{""x"":788,""y"":709,""t"":140},{""x"":790,""y"":710,""t"":174},{""x"":787,""y"":694,""t"":208},{""x"":800,""y"":705,""t"":241},{""x"":788,""y"":711,""t"":276},{""x"":739,""y"":702,""t"":310},{""x"":742,""y"":731,""t"":344},{""x"":763,""y"":696,""t"":379},{""x"":806,""y"":602,""t"":411},{""x"":854,""y"":589,""t"":446},{""x"":923,""y"":619,""t"":478}], [{""x"":947,""y"":605,""t"":3},{""x"":972,""y"":639,""t"":38},{""x"":1015,""y"":651,""t"":72},{""x"":1059,""y"":675,""t"":106},{""x"":1063,""y"":642,""t"":139},{""x"":1053,""y"":602,""t"":174},{""x"":1018,""y"":536,""t"":208},{""x"":1010,""y"":541,""t"":241},{""x"":1020,""y"":578,""t"":276},{""x"":1047,""y"":547,""t"":310},{""x"":1050,""y"":538,""t"":344},{""x"":1056,""y"":535,""t"":379},{""x"":1046,""y"":568,""t"":412},{""x"":1034,""y"":549,""t"":445},{""x"":1004,""y"":484,""t"":480}], [{""x"":993,""y"":521,""t"":3},{""x"":989,""y"":563,""t"":38},{""x"":935,""y"":572,""t"":72},{""x"":959,""y"":588,""t"":107},{""x"":961,""y"":584,""t"":141},{""x"":924,""y"":540,""t"":174},{""x"":915,""y"":551,""t"":209},{""x"":911,""y"":572,""t"":242},{""x"":935,""y"":611,""t"":275},{""x"":932,""y"":617,""t"":309},{""x"":926,""y"":647,""t"":344},{""x"":964,""y"":666,""t"":378},{""x"":926,""y"":683,""t"":413},{""x"":865,""y"":721,""t"":445},{""x"":778,""y"":717,""t"":479}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,trans,double
,,,383.0,4,4.0,"[""blue"",""green""]",blue_1,True,"[{""x"":832,""y"":730,""t"":3},{""x"":834,""y"":726,""t"":38},{""x"":841,""y"":675,""t"":72},{""x"":821,""y"":664,""t"":105},{""x"":849,""y"":664,""t"":140},{""x"":839,""y"":668,""t"":174},{""x"":830,""y"":636,""t"":208},{""x"":831,""y"":609,""t"":242},{""x"":802,""y"":582,""t"":284},{""x"":816,""y"":598,""t"":309},{""x"":825,""y"":600,""t"":344},{""x"":828,""y"":606,""t"":378},{""x"":816,""y"":635,""t"":411},{""x"":789,""y"":630,""t"":446},{""x"":789,""y"":657,""t"":480}], [{""x"":790,""y"":663,""t"":3},{""x"":788,""y"":662,""t"":39},{""x"":766,""y"":645,""t"":71},{""x"":775,""y"":638,""t"":105},{""x"":751,""y"":657,""t"":141},{""x"":741,""y"":636,""t"":173},{""x"":718,""y"":638,""t"":208},{""x"":707,""y"":652,""t"":242},{""x"":715,""y"":645,""t"":277},{""x"":725,""y"":655,""t"":310},{""x"":740,""y"":658,""t"":343},{""x"":741,""y"":648,""t"":378},{""x"":770,""y"":648,""t"":412},{""x"":733,""y"":654,""t"":446},{""x"":721,""y"":679,""t"":479}], [{""x"":710,""y"":699,""t"":3},{""x"":745,""y"":655,""t"":37},{""x"":816,""y"":605,""t"":71},{""x"":867,""y"":563,""t"":106},{""x"":909,""y"":540,""t"":140},{""x"":942,""y"":509,""t"":174},{""x"":991,""y"":497,""t"":209},{""x"":993,""y"":493,""t"":242},{""x"":990,""y"":472,""t"":277},{""x"":1049,""y"":464,""t"":310},{""x"":1096,""y"":460,""t"":344},{""x"":1128,""y"":460,""t"":377},{""x"":1097,""y"":457,""t"":411},{""x"":1107,""y"":540,""t"":447},{""x"":1114,""y"":516,""t"":480}], [{""x"":1098,""y"":516,""t"":3},{""x"":1083,""y"":516,""t"":38},{""x"":1058,""y"":505,""t"":72},{""x"":1050,""y"":493,""t"":106},{""x"":1046,""y"":541,""t"":141},{""x"":1072,""y"":512,""t"":175},{""x"":1071,""y"":582,""t"":208},{""x"":1040,""y"":551,""t"":241},{""x"":1048,""y"":573,""t"":277},{""x"":1059,""y"":565,""t"":311},{""x"":1050,""y"":552,""t"":344},{""x"":994,""y"":578,""t"":379},{""x"":905,""y"":575,""t"":413},{""x"":857,""y"":635,""t"":443},{""x"":799,""y"":634,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,zoom,single
,,,438.0,6,6.0,"[""red"",""blue""]",blue_2,True,"[{""x"":806,""y"":664,""t"":3},{""x"":805,""y"":660,""t"":38},{""x"":796,""y"":680,""t"":73},{""x"":745,""y"":685,""t"":105},{""x"":766,""y"":684,""t"":140},{""x"":772,""y"":683,""t"":174},{""x"":811,""y"":688,""t"":209},{""x"":833,""y"":676,""t"":242},{""x"":826,""y"":685,""t"":275},{""x"":838,""y"":684,""t"":309},{""x"":830,""y"":688,""t"":344},{""x"":790,""y"":688,""t"":377},{""x"":771,""y"":660,""t"":412},{""x"":730,""y"":650,""t"":446},{""x"":695,""y"":640,""t"":480}], [{""x"":687,""y"":635,""t"":3},{""x"":674,""y"":632,""t"":39},{""x"":673,""y"":619,""t"":72},{""x"":663,""y"":622,""t"":105},{""x"":644,""y"":610,""t"":139},{""x"":647,""y"":613,""t"":174},{""x"":663,""y"":593,""t"":208},{""x"":655,""y"":603,""t"":242},{""x"":699,""y"":595,""t"":276},{""x"":720,""y"":612,""t"":310},{""x"":799,""y"":617,""t"":343},{""x"":842,""y"":623,""t"":378},{""x"":910,""y"":618,""t"":413},{""x"":950,""y"":614,""t"":446},{""x"":985,""y"":613,""t"":480}], [{""x"":1013,""y"":613,""t"":3},{""x"":1029,""y"":624,""t"":38},{""x"":1046,""y"":616,""t"":71},{""x"":1067,""y"":600,""t"":107},{""x"":1054,""y"":586,""t"":139},{""x"":1069,""y"":602,""t"":173},{""x"":1068,""y"":592,""t"":209},{""x"":1037,""y"":592,""t"":243},{""x"":1015,""y"":602,""t"":276},{""x"":1031,""y"":618,""t"":310},{""x"":1051,""y"":614,""t"":344},{""x"":1056,""y"":620,""t"":378},{""x"":1069,""y"":606,""t"":413},{""x"":1046,""y"":616,""t"":445},{""x"":1052,""y"":595,""t"":479}], [{""x"":1050,""y"":667,""t"":3},{""x"":1016,""y"":714,""t"":38},{""x"":964,""y"":762,""t"":71},{""x"":893,""y"":803,""t"":105},{""x"":850,""y"":783,""t"":140},{""x"":835,""y"":764,""t"":174},{""x"":796,""y"":717,""t"":207},{""x"":804,""y"":715,""t"":242},{""x"":825,""y"":718,""t"":276},{""x"":819,""y"":690,""t"":310},{""x"":816,""y"":665,""t"":342},{""x"":794,""y"":676,""t"":378},{""x"":781,""y"":714,""t"":412},{""x"":751,""y"":762,""t"":445},{""x"":755,""y"":807,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,trans,double
,,,540.0,6,6.0,"[""blue"",""green""]",green,True,"[{""x"":770,""y"":711,""t"":3},{""x"":769,""y"":680,""t"":38},{""x"":792,""y"":663,""t"":72},{""x"":800,""y"":628,""t"":106},{""x"":837,""y"":606,""t"":140},{""x"":880,""y"":607,""t"":174},{""x"":882,""y"":605,""t"":208},{""x"":898,""y"":609,""t"":241},{""x"":937,""y"":590,""t"":275},{""x"":941,""y"":561,""t"":310},{""x"":930,""y"":548,""t"":345},{""x"":932,""y"":527,""t"":377},{""x"":910,""y"":504,""t"":412},{""x"":879,""y"":491,""t"":447},{""x"":887,""y"":520,""t"":480}], [{""x"":883,""y"":527,""t"":3},{""x"":877,""y"":531,""t"":38},{""x"":868,""y"":528,""t"":71},{""x"":821,""y"":579,""t"":107},{""x"":785,""y"":560,""t"":140},{""x"":776,""y"":596,""t"":174},{""x"":775,""y"":612,""t"":208},{""x"":765,""y"":633,""t"":243},{""x"":764,""y"":639,""t"":276},{""x"":751,""y"":623,""t"":310},{""x"":731,""y"":644,""t"":343},{""x"":727,""y"":673,""t"":379},{""x"":744,""y"":666,""t"":412},{""x"":758,""y"":676,""t"":443},{""x"":745,""y"":685,""t"":479}], [{""x"":726,""y"":731,""t"":3},{""x"":751,""y"":717,""t"":39},{""x"":727,""y"":742,""t"":71},{""x"":740,""y"":773,""t"":106},{""x"":732,""y"":757,""t"":139},{""x"":710,""y"":777,""t"":174},{""x"":670,""y"":757,""t"":207},{""x"":677,""y"":777,""t"":241},{""x"":683,""y"":812,""t"":276},{""x"":696,""y"":797,""t"":309},{""x"":724,""y"":807,""t"":342},{""x"":754,""y"":790,""t"":378},{""x"":760,""y"":812,""t"":411},{""x"":803,""y"":807,""t"":446},{""x"":808,""y"":827,""t"":479}], [{""x"":807,""y"":825,""t"":3},{""x"":779,""y"":816,""t"":39},{""x"":848,""y"":820,""t"":72},{""x"":896,""y"":772,""t"":106},{""x"":963,""y"":726,""t"":140},{""x"":996,""y"":702,""t"":174},{""x"":1010,""y"":699,""t"":208},{""x"":1016,""y"":686,""t"":239},{""x"":1033,""y"":680,""t"":276},{""x"":1068,""y"":682,""t"":310},{""x"":1059,""y"":634,""t"":344},{""x"":1034,""y"":581,""t"":378},{""x"":1038,""y"":578,""t"":411},{""x"":1025,""y"":537,""t"":446},{""x"":986,""y"":503,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,trans,
,,,518.0,4,4.0,"[""green"",""red""]",green_2,True,"[{""x"":941,""y"":480,""t"":3},{""x"":920,""y"":456,""t"":38},{""x"":869,""y"":444,""t"":72},{""x"":847,""y"":465,""t"":107},{""x"":811,""y"":478,""t"":140},{""x"":784,""y"":469,""t"":174},{""x"":786,""y"":466,""t"":208},{""x"":811,""y"":463,""t"":241},{""x"":823,""y"":469,""t"":276},{""x"":854,""y"":495,""t"":310},{""x"":855,""y"":506,""t"":342},{""x"":865,""y"":523,""t"":378},{""x"":889,""y"":533,""t"":411},{""x"":891,""y"":534,""t"":446},{""x"":861,""y"":536,""t"":479}], [{""x"":817,""y"":548,""t"":3},{""x"":788,""y"":608,""t"":38},{""x"":760,""y"":603,""t"":73},{""x"":720,""y"":599,""t"":106},{""x"":701,""y"":604,""t"":140},{""x"":696,""y"":598,""t"":174},{""x"":680,""y"":588,""t"":208},{""x"":667,""y"":579,""t"":241},{""x"":675,""y"":622,""t"":275},{""x"":680,""y"":643,""t"":310},{""x"":688,""y"":665,""t"":344},{""x"":709,""y"":665,""t"":379},{""x"":708,""y"":687,""t"":412},{""x"":727,""y"":692,""t"":447},{""x"":735,""y"":718,""t"":479}], [{""x"":747,""y"":727,""t"":3},{""x"":770,""y"":751,""t"":37},{""x"":784,""y"":758,""t"":72},{""x"":776,""y"":759,""t"":106},{""x"":768,""y"":757,""t"":138},{""x"":788,""y"":784,""t"":174},{""x"":771,""y"":769,""t"":208},{""x"":778,""y"":785,""t"":242},{""x"":757,""y"":801,""t"":276},{""x"":771,""y"":830,""t"":311},{""x"":755,""y"":819,""t"":344},{""x"":719,""y"":804,""t"":378},{""x"":715,""y"":791,""t"":412},{""x"":718,""y"":760,""t"":447},{""x"":725,""y"":716,""t"":480}], [{""x"":698,""y"":680,""t"":3},{""x"":707,""y"":686,""t"":38},{""x"":711,""y"":688,""t"":72},{""x"":711,""y"":638,""t"":107},{""x"":778,""y"":624,""t"":140},{""x"":832,""y"":600,""t"":174},{""x"":865,""y"":578,""t"":207},{""x"":935,""y"":567,""t"":242},{""x"":974,""y"":550,""t"":276},{""x"":1009,""y"":521,""t"":310},{""x"":1029,""y"":504,""t"":344},{""x"":1029,""y"":505,""t"":378},{""x"":1032,""y"":516,""t"":412},{""x"":1026,""y"":560,""t"":447},{""x"":1030,""y"":581,""t"":481}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,trans,double
,,,451.0,6,6.0,"[""red"",""green""]",green,True,"[{""x"":1041,""y"":630,""t"":3},{""x"":1009,""y"":615,""t"":38},{""x"":985,""y"":617,""t"":73},{""x"":936,""y"":602,""t"":106},{""x"":915,""y"":599,""t"":140},{""x"":874,""y"":604,""t"":174},{""x"":859,""y"":609,""t"":209},{""x"":857,""y"":606,""t"":241},{""x"":851,""y"":622,""t"":276},{""x"":844,""y"":654,""t"":310},{""x"":869,""y"":665,""t"":344},{""x"":855,""y"":651,""t"":378},{""x"":840,""y"":641,""t"":412},{""x"":860,""y"":660,""t"":445},{""x"":889,""y"":667,""t"":479}], [{""x"":932,""y"":661,""t"":3},{""x"":921,""y"":655,""t"":40},{""x"":884,""y"":630,""t"":71},{""x"":840,""y"":634,""t"":106},{""x"":803,""y"":620,""t"":140},{""x"":735,""y"":604,""t"":174},{""x"":715,""y"":581,""t"":207},{""x"":673,""y"":602,""t"":243},{""x"":631,""y"":610,""t"":276},{""x"":611,""y"":598,""t"":309},{""x"":610,""y"":592,""t"":344},{""x"":624,""y"":586,""t"":379},{""x"":638,""y"":581,""t"":410},{""x"":640,""y"":584,""t"":446},{""x"":731,""y"":621,""t"":481}], [{""x"":791,""y"":647,""t"":3},{""x"":875,""y"":669,""t"":38},{""x"":956,""y"":658,""t"":71},{""x"":1000,""y"":641,""t"":106},{""x"":1054,""y"":619,""t"":139},{""x"":1072,""y"":603,""t"":174},{""x"":1092,""y"":592,""t"":208},{""x"":1070,""y"":572,""t"":241},{""x"":1056,""y"":567,""t"":275},{""x"":1075,""y"":558,""t"":308},{""x"":1061,""y"":550,""t"":343},{""x"":1070,""y"":585,""t"":378},{""x"":1104,""y"":579,""t"":411},{""x"":1111,""y"":560,""t"":446},{""x"":1122,""y"":570,""t"":480}], [{""x"":1125,""y"":585,""t"":3},{""x"":1082,""y"":564,""t"":38},{""x"":1079,""y"":540,""t"":71},{""x"":1084,""y"":565,""t"":105},{""x"":1070,""y"":560,""t"":140},{""x"":1063,""y"":570,""t"":174},{""x"":1036,""y"":569,""t"":208},{""x"":1041,""y"":579,""t"":242},{""x"":1030,""y"":586,""t"":275},{""x"":1007,""y"":571,""t"":310},{""x"":1002,""y"":565,""t"":344},{""x"":994,""y"":531,""t"":378},{""x"":1016,""y"":556,""t"":412},{""x"":1053,""y"":549,""t"":447},{""x"":1068,""y"":558,""t"":479}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,zoom,
,,,563.0,4,4.0,"[""blue"",""green""]",blue,True,"[{""x"":1037,""y"":579,""t"":3},{""x"":1007,""y"":590,""t"":38},{""x"":985,""y"":596,""t"":72},{""x"":980,""y"":598,""t"":106},{""x"":949,""y"":595,""t"":140},{""x"":937,""y"":590,""t"":174},{""x"":929,""y"":569,""t"":207},{""x"":911,""y"":587,""t"":242},{""x"":916,""y"":583,""t"":277},{""x"":947,""y"":590,""t"":309},{""x"":952,""y"":579,""t"":345},{""x"":990,""y"":584,""t"":378},{""x"":991,""y"":589,""t"":412},{""x"":982,""y"":584,""t"":446},{""x"":979,""y"":578,""t"":479}], [{""x"":958,""y"":579,""t"":3},{""x"":993,""y"":613,""t"":38},{""x"":980,""y"":626,""t"":72},{""x"":1007,""y"":637,""t"":106},{""x"":1031,""y"":644,""t"":139},{""x"":1022,""y"":617,""t"":174},{""x"":1032,""y"":622,""t"":208},{""x"":1032,""y"":635,""t"":241},{""x"":1004,""y"":644,""t"":275},{""x"":982,""y"":651,""t"":310},{""x"":954,""y"":633,""t"":348},{""x"":977,""y"":635,""t"":377},{""x"":996,""y"":633,""t"":413},{""x"":995,""y"":631,""t"":446},{""x"":990,""y"":625,""t"":479}], [{""x"":1002,""y"":637,""t"":3},{""x"":964,""y"":628,""t"":38},{""x"":885,""y"":607,""t"":72},{""x"":834,""y"":593,""t"":106},{""x"":778,""y"":637,""t"":141},{""x"":755,""y"":711,""t"":171},{""x"":779,""y"":777,""t"":208},{""x"":769,""y"":864,""t"":242},{""x"":776,""y"":885,""t"":276},{""x"":807,""y"":891,""t"":310},{""x"":799,""y"":873,""t"":344},{""x"":774,""y"":855,""t"":378},{""x"":782,""y"":876,""t"":412},{""x"":742,""y"":810,""t"":447},{""x"":753,""y"":740,""t"":480}], [{""x"":707,""y"":659,""t"":3},{""x"":682,""y"":620,""t"":39},{""x"":652,""y"":585,""t"":71},{""x"":651,""y"":571,""t"":107},{""x"":657,""y"":541,""t"":140},{""x"":675,""y"":533,""t"":173},{""x"":697,""y"":521,""t"":207},{""x"":689,""y"":553,""t"":243},{""x"":659,""y"":565,""t"":277},{""x"":660,""y"":586,""t"":309},{""x"":700,""y"":627,""t"":344},{""x"":728,""y"":666,""t"":378},{""x"":746,""y"":689,""t"":412},{""x"":827,""y"":666,""t"":447},{""x"":873,""y"":638,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,trans,
