name,age,sex,rt,response,answer,stimulus,target,correct,webgazer_data,webgazer_targets_data,canvas_data,motion,topo,mchange,tchange
csq,23,女,,,,,,,,,,,,,
,,,394.0,4,4.0,"[""red"",""blue""]",red_1,True,"[{""x"":1164,""y"":515,""t"":4},{""x"":1105,""y"":537,""t"":41},{""x"":1056,""y"":563,""t"":72},{""x"":1041,""y"":591,""t"":108},{""x"":1008,""y"":592,""t"":137},{""x"":970,""y"":595,""t"":189},{""x"":947,""y"":591,""t"":213},{""x"":919,""y"":599,""t"":242},{""x"":864,""y"":608,""t"":286},{""x"":774,""y"":612,""t"":314},{""x"":734,""y"":625,""t"":343},{""x"":683,""y"":621,""t"":386},{""x"":644,""y"":620,""t"":413},{""x"":622,""y"":612,""t"":445}], [{""x"":617,""y"":603,""t"":-16},{""x"":617,""y"":595,""t"":3},{""x"":618,""y"":584,""t"":37},{""x"":604,""y"":595,""t"":80},{""x"":607,""y"":592,""t"":107},{""x"":626,""y"":584,""t"":140},{""x"":643,""y"":577,""t"":186},{""x"":655,""y"":577,""t"":214},{""x"":658,""y"":579,""t"":241},{""x"":640,""y"":591,""t"":285},{""x"":624,""y"":598,""t"":313},{""x"":632,""y"":598,""t"":343},{""x"":686,""y"":610,""t"":384},{""x"":790,""y"":606,""t"":412},{""x"":885,""y"":571,""t"":457}], [{""x"":966,""y"":553,""t"":-20},{""x"":1051,""y"":553,""t"":3},{""x"":1093,""y"":533,""t"":46},{""x"":1159,""y"":530,""t"":74},{""x"":1214,""y"":514,""t"":106},{""x"":1258,""y"":501,""t"":149},{""x"":1276,""y"":492,""t"":175},{""x"":1299,""y"":489,""t"":208},{""x"":1304,""y"":504,""t"":248},{""x"":1290,""y"":546,""t"":275},{""x"":1236,""y"":648,""t"":319},{""x"":1191,""y"":775,""t"":347},{""x"":1136,""y"":846,""t"":378},{""x"":1100,""y"":874,""t"":421},{""x"":1109,""y"":864,""t"":448},{""x"":1114,""y"":827,""t"":481}], [{""x"":1141,""y"":770,""t"":3},{""x"":1175,""y"":712,""t"":38},{""x"":1194,""y"":663,""t"":74},{""x"":1214,""y"":607,""t"":106},{""x"":1212,""y"":552,""t"":145},{""x"":1206,""y"":526,""t"":174},{""x"":1195,""y"":502,""t"":217},{""x"":1209,""y"":487,""t"":239},{""x"":1199,""y"":478,""t"":281},{""x"":1216,""y"":480,""t"":309},{""x"":1225,""y"":486,""t"":346},{""x"":1248,""y"":497,""t"":378},{""x"":1249,""y"":480,""t"":427},{""x"":1261,""y"":471,""t"":452},{""x"":1268,""y"":481,""t"":478}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,zoom,single
,,,427.0,6,6.0,"[""green"",""red""]",red,True,"[{""x"":1212,""y"":501,""t"":4},{""x"":1155,""y"":529,""t"":40},{""x"":1119,""y"":543,""t"":75},{""x"":1089,""y"":555,""t"":103},{""x"":1064,""y"":562,""t"":156},{""x"":1044,""y"":568,""t"":175},{""x"":1031,""y"":590,""t"":220},{""x"":1014,""y"":597,""t"":242},{""x"":999,""y"":611,""t"":285},{""x"":893,""y"":627,""t"":312},{""x"":805,""y"":640,""t"":342},{""x"":742,""y"":628,""t"":378},{""x"":695,""y"":620,""t"":428},{""x"":660,""y"":611,""t"":446}], [{""x"":607,""y"":616,""t"":-15},{""x"":592,""y"":589,""t"":3},{""x"":584,""y"":588,""t"":37},{""x"":591,""y"":591,""t"":82},{""x"":574,""y"":587,""t"":108},{""x"":585,""y"":591,""t"":139},{""x"":599,""y"":599,""t"":184},{""x"":613,""y"":602,""t"":208},{""x"":595,""y"":599,""t"":257},{""x"":616,""y"":595,""t"":284},{""x"":710,""y"":585,""t"":310},{""x"":823,""y"":589,""t"":353},{""x"":937,""y"":584,""t"":380},{""x"":1028,""y"":580,""t"":411},{""x"":1127,""y"":574,""t"":456},{""x"":1196,""y"":566,""t"":483}], [{""x"":1245,""y"":548,""t"":3},{""x"":1271,""y"":539,""t"":37},{""x"":1292,""y"":520,""t"":83},{""x"":1295,""y"":512,""t"":106},{""x"":1300,""y"":497,""t"":148},{""x"":1298,""y"":483,""t"":176},{""x"":1285,""y"":483,""t"":208},{""x"":1278,""y"":496,""t"":250},{""x"":1278,""y"":492,""t"":277},{""x"":1293,""y"":495,""t"":309},{""x"":1291,""y"":505,""t"":348},{""x"":1271,""y"":503,""t"":378},{""x"":1270,""y"":499,""t"":415},{""x"":1241,""y"":494,""t"":446},{""x"":1242,""y"":500,""t"":485}], [{""x"":1225,""y"":501,""t"":3},{""x"":1239,""y"":501,""t"":49},{""x"":1233,""y"":497,""t"":74},{""x"":1223,""y"":485,""t"":106},{""x"":1216,""y"":498,""t"":145},{""x"":1213,""y"":492,""t"":173},{""x"":1215,""y"":502,""t"":209},{""x"":1222,""y"":508,""t"":241},{""x"":1222,""y"":503,""t"":291},{""x"":1234,""y"":509,""t"":310},{""x"":1208,""y"":509,""t"":356},{""x"":1186,""y"":510,""t"":382},{""x"":1189,""y"":510,""t"":412},{""x"":1198,""y"":518,""t"":449},{""x"":1211,""y"":517,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,zoom,
,,,491.0,6,6.0,"[""green"",""blue""]",blue_2,True,"[{""x"":1188,""y"":539,""t"":4},{""x"":1142,""y"":557,""t"":41},{""x"":1112,""y"":577,""t"":72},{""x"":1066,""y"":587,""t"":106},{""x"":1037,""y"":592,""t"":148},{""x"":1009,""y"":597,""t"":174},{""x"":996,""y"":610,""t"":208},{""x"":960,""y"":620,""t"":249},{""x"":964,""y"":632,""t"":273},{""x"":875,""y"":631,""t"":313},{""x"":801,""y"":626,""t"":345},{""x"":756,""y"":619,""t"":377},{""x"":702,""y"":591,""t"":428},{""x"":659,""y"":588,""t"":447}], [{""x"":619,""y"":590,""t"":-14},{""x"":607,""y"":595,""t"":3},{""x"":589,""y"":587,""t"":37},{""x"":575,""y"":588,""t"":80},{""x"":568,""y"":589,""t"":106},{""x"":566,""y"":596,""t"":140},{""x"":579,""y"":591,""t"":176},{""x"":587,""y"":587,""t"":206},{""x"":585,""y"":587,""t"":261},{""x"":572,""y"":593,""t"":279},{""x"":572,""y"":582,""t"":309},{""x"":700,""y"":583,""t"":361},{""x"":810,""y"":574,""t"":379},{""x"":944,""y"":566,""t"":411},{""x"":1057,""y"":568,""t"":461},{""x"":1158,""y"":559,""t"":478}], [{""x"":1229,""y"":555,""t"":3},{""x"":1282,""y"":549,""t"":37},{""x"":1337,""y"":542,""t"":82},{""x"":1342,""y"":527,""t"":110},{""x"":1361,""y"":522,""t"":140},{""x"":1368,""y"":512,""t"":180},{""x"":1370,""y"":510,""t"":208},{""x"":1363,""y"":506,""t"":248},{""x"":1364,""y"":508,""t"":276},{""x"":1336,""y"":506,""t"":317},{""x"":1336,""y"":501,""t"":345},{""x"":1312,""y"":505,""t"":385},{""x"":1287,""y"":515,""t"":412},{""x"":1209,""y"":624,""t"":452},{""x"":1152,""y"":733,""t"":479}], [{""x"":1087,""y"":783,""t"":3},{""x"":1063,""y"":794,""t"":38},{""x"":1048,""y"":782,""t"":83},{""x"":1033,""y"":751,""t"":110},{""x"":1029,""y"":731,""t"":140},{""x"":1019,""y"":699,""t"":181},{""x"":1026,""y"":676,""t"":207},{""x"":1025,""y"":659,""t"":242},{""x"":1029,""y"":630,""t"":282},{""x"":1026,""y"":610,""t"":310},{""x"":1052,""y"":603,""t"":354},{""x"":1061,""y"":591,""t"":380},{""x"":1074,""y"":580,""t"":412},{""x"":1081,""y"":575,""t"":453},{""x"":1076,""y"":563,""t"":478}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,trans,double
,,,417.0,4,4.0,"[""red"",""blue""]",red,True,"[{""x"":1071,""y"":570,""t"":4},{""x"":1063,""y"":583,""t"":38},{""x"":1062,""y"":583,""t"":84},{""x"":1059,""y"":586,""t"":114},{""x"":1068,""y"":594,""t"":143},{""x"":1067,""y"":596,""t"":175},{""x"":1052,""y"":615,""t"":219},{""x"":1034,""y"":603,""t"":243},{""x"":1035,""y"":609,""t"":276},{""x"":1017,""y"":602,""t"":315},{""x"":945,""y"":609,""t"":343},{""x"":849,""y"":612,""t"":382},{""x"":758,""y"":617,""t"":412},{""x"":681,""y"":623,""t"":452},{""x"":692,""y"":621,""t"":479}], [{""x"":648,""y"":616,""t"":3},{""x"":621,""y"":615,""t"":37},{""x"":598,""y"":620,""t"":80},{""x"":638,""y"":710,""t"":107},{""x"":706,""y"":801,""t"":140},{""x"":765,""y"":893,""t"":178},{""x"":782,""y"":915,""t"":209},{""x"":794,""y"":883,""t"":250},{""x"":804,""y"":838,""t"":277},{""x"":803,""y"":798,""t"":319},{""x"":797,""y"":737,""t"":344},{""x"":787,""y"":679,""t"":385},{""x"":820,""y"":646,""t"":413},{""x"":923,""y"":601,""t"":446},{""x"":1001,""y"":579,""t"":482}], [{""x"":1078,""y"":544,""t"":1},{""x"":1135,""y"":509,""t"":39},{""x"":1193,""y"":487,""t"":87},{""x"":1235,""y"":495,""t"":113},{""x"":1278,""y"":482,""t"":138},{""x"":1301,""y"":463,""t"":180},{""x"":1306,""y"":468,""t"":208},{""x"":1309,""y"":477,""t"":245},{""x"":1303,""y"":496,""t"":275},{""x"":1301,""y"":500,""t"":327},{""x"":1296,""y"":503,""t"":345},{""x"":1295,""y"":518,""t"":391},{""x"":1298,""y"":520,""t"":418},{""x"":1279,""y"":534,""t"":449},{""x"":1255,""y"":543,""t"":480}], [{""x"":1257,""y"":554,""t"":3},{""x"":1258,""y"":564,""t"":36},{""x"":1263,""y"":577,""t"":75},{""x"":1268,""y"":588,""t"":103},{""x"":1250,""y"":577,""t"":139},{""x"":1146,""y"":583,""t"":190},{""x"":1057,""y"":588,""t"":208},{""x"":979,""y"":572,""t"":253},{""x"":881,""y"":572,""t"":277},{""x"":828,""y"":550,""t"":310},{""x"":802,""y"":551,""t"":363},{""x"":773,""y"":569,""t"":381},{""x"":721,""y"":577,""t"":411},{""x"":687,""y"":600,""t"":469},{""x"":664,""y"":620,""t"":482}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,trans,
,,,409.0,4,4.0,"[""red"",""blue""]",red,True,"[{""x"":740,""y"":639,""t"":4},{""x"":815,""y"":644,""t"":43},{""x"":869,""y"":644,""t"":72},{""x"":909,""y"":645,""t"":107},{""x"":952,""y"":643,""t"":157},{""x"":1007,""y"":644,""t"":174},{""x"":1032,""y"":640,""t"":213},{""x"":1045,""y"":643,""t"":241},{""x"":1046,""y"":633,""t"":282},{""x"":1055,""y"":623,""t"":310},{""x"":975,""y"":621,""t"":346},{""x"":901,""y"":629,""t"":376},{""x"":840,""y"":624,""t"":428},{""x"":787,""y"":635,""t"":452},{""x"":752,""y"":624,""t"":480}], [{""x"":727,""y"":631,""t"":3},{""x"":691,""y"":629,""t"":37},{""x"":668,""y"":630,""t"":80},{""x"":646,""y"":638,""t"":108},{""x"":629,""y"":644,""t"":138},{""x"":607,""y"":645,""t"":175},{""x"":597,""y"":646,""t"":225},{""x"":601,""y"":633,""t"":243},{""x"":589,""y"":622,""t"":276},{""x"":565,""y"":631,""t"":321},{""x"":597,""y"":635,""t"":344},{""x"":671,""y"":629,""t"":390},{""x"":787,""y"":624,""t"":418},{""x"":900,""y"":602,""t"":447},{""x"":998,""y"":597,""t"":479}], [{""x"":1074,""y"":593,""t"":3},{""x"":1134,""y"":589,""t"":38},{""x"":1174,""y"":578,""t"":84},{""x"":1194,""y"":590,""t"":112},{""x"":1167,""y"":655,""t"":140},{""x"":1160,""y"":751,""t"":183},{""x"":1143,""y"":805,""t"":208},{""x"":1124,""y"":813,""t"":248},{""x"":1150,""y"":789,""t"":276},{""x"":1165,""y"":759,""t"":315},{""x"":1189,""y"":707,""t"":344},{""x"":1211,""y"":671,""t"":383},{""x"":1224,""y"":646,""t"":412},{""x"":1237,""y"":620,""t"":454},{""x"":1246,""y"":600,""t"":481}], [{""x"":1258,""y"":579,""t"":3},{""x"":1257,""y"":575,""t"":38},{""x"":1255,""y"":566,""t"":89},{""x"":1253,""y"":566,""t"":107},{""x"":1264,""y"":554,""t"":140},{""x"":1265,""y"":542,""t"":186},{""x"":1265,""y"":538,""t"":212},{""x"":1259,""y"":525,""t"":241},{""x"":1251,""y"":519,""t"":280},{""x"":1253,""y"":503,""t"":309},{""x"":1265,""y"":505,""t"":350},{""x"":1280,""y"":504,""t"":377},{""x"":1278,""y"":504,""t"":417},{""x"":1279,""y"":506,""t"":446}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,zoom,
,,,515.0,6,6.0,"[""red"",""green""]",green,True,"[{""x"":1232,""y"":508,""t"":4},{""x"":1167,""y"":508,""t"":43},{""x"":1129,""y"":506,""t"":70},{""x"":1098,""y"":536,""t"":121},{""x"":1079,""y"":560,""t"":140},{""x"":1059,""y"":569,""t"":180},{""x"":1041,""y"":581,""t"":208},{""x"":1036,""y"":589,""t"":249},{""x"":1033,""y"":587,""t"":276},{""x"":911,""y"":594,""t"":313},{""x"":808,""y"":598,""t"":342},{""x"":715,""y"":588,""t"":377},{""x"":652,""y"":590,""t"":426},{""x"":616,""y"":593,""t"":455},{""x"":586,""y"":590,""t"":478}], [{""x"":607,""y"":683,""t"":3},{""x"":689,""y"":813,""t"":38},{""x"":742,""y"":910,""t"":78},{""x"":808,""y"":969,""t"":104},{""x"":852,""y"":977,""t"":142},{""x"":898,""y"":957,""t"":174},{""x"":998,""y"":868,""t"":225},{""x"":1065,""y"":799,""t"":243},{""x"":1111,""y"":752,""t"":288},{""x"":1155,""y"":709,""t"":311},{""x"":1187,""y"":673,""t"":344},{""x"":1229,""y"":626,""t"":382},{""x"":1261,""y"":587,""t"":410},{""x"":1289,""y"":546,""t"":446}], [{""x"":1319,""y"":514,""t"":-14},{""x"":1337,""y"":471,""t"":3},{""x"":1346,""y"":459,""t"":38},{""x"":1367,""y"":449,""t"":82},{""x"":1375,""y"":440,""t"":105},{""x"":1386,""y"":424,""t"":148},{""x"":1382,""y"":430,""t"":177},{""x"":1372,""y"":432,""t"":207},{""x"":1362,""y"":431,""t"":252},{""x"":1354,""y"":433,""t"":280},{""x"":1345,""y"":427,""t"":309},{""x"":1324,""y"":465,""t"":354},{""x"":1304,""y"":494,""t"":381},{""x"":1285,""y"":517,""t"":411},{""x"":1274,""y"":519,""t"":455},{""x"":1267,""y"":517,""t"":483}], [{""x"":1272,""y"":503,""t"":3},{""x"":1275,""y"":502,""t"":38},{""x"":1281,""y"":493,""t"":79},{""x"":1290,""y"":487,""t"":107},{""x"":1298,""y"":473,""t"":150},{""x"":1284,""y"":467,""t"":177},{""x"":1280,""y"":451,""t"":208},{""x"":1259,""y"":461,""t"":252},{""x"":1264,""y"":436,""t"":278},{""x"":1260,""y"":411,""t"":310},{""x"":1266,""y"":405,""t"":351},{""x"":1269,""y"":391,""t"":378},{""x"":1278,""y"":388,""t"":415},{""x"":1289,""y"":386,""t"":446},{""x"":1231,""y"":419,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,trans,
,,,555.0,6,6.0,"[""red"",""green""]",green_1,True,"[{""x"":1175,""y"":452,""t"":4},{""x"":1093,""y"":482,""t"":40},{""x"":1058,""y"":487,""t"":72},{""x"":1022,""y"":481,""t"":117},{""x"":987,""y"":505,""t"":142},{""x"":956,""y"":518,""t"":174},{""x"":936,""y"":528,""t"":214},{""x"":933,""y"":520,""t"":243},{""x"":902,""y"":511,""t"":276},{""x"":826,""y"":539,""t"":318},{""x"":760,""y"":553,""t"":346},{""x"":699,""y"":547,""t"":378},{""x"":648,""y"":531,""t"":423},{""x"":643,""y"":562,""t"":451},{""x"":609,""y"":554,""t"":481}], [{""x"":582,""y"":545,""t"":3},{""x"":562,""y"":548,""t"":38},{""x"":540,""y"":546,""t"":77},{""x"":545,""y"":554,""t"":105},{""x"":560,""y"":561,""t"":148},{""x"":560,""y"":554,""t"":176},{""x"":571,""y"":562,""t"":207},{""x"":558,""y"":568,""t"":246},{""x"":579,""y"":563,""t"":275},{""x"":640,""y"":561,""t"":316},{""x"":780,""y"":540,""t"":344},{""x"":918,""y"":532,""t"":381},{""x"":1033,""y"":526,""t"":410},{""x"":1108,""y"":520,""t"":445}], [{""x"":1200,""y"":487,""t"":-14},{""x"":1257,""y"":459,""t"":1},{""x"":1303,""y"":442,""t"":37},{""x"":1341,""y"":441,""t"":80},{""x"":1349,""y"":422,""t"":103},{""x"":1377,""y"":419,""t"":144},{""x"":1390,""y"":416,""t"":172},{""x"":1386,""y"":413,""t"":208},{""x"":1374,""y"":413,""t"":258},{""x"":1360,""y"":415,""t"":276},{""x"":1366,""y"":427,""t"":323},{""x"":1349,""y"":436,""t"":348},{""x"":1323,""y"":445,""t"":378},{""x"":1314,""y"":442,""t"":416},{""x"":1307,""y"":440,""t"":444},{""x"":1296,""y"":431,""t"":479}], [{""x"":1287,""y"":423,""t"":1},{""x"":1289,""y"":421,""t"":38},{""x"":1292,""y"":416,""t"":86},{""x"":1275,""y"":420,""t"":113},{""x"":1258,""y"":430,""t"":139},{""x"":1240,""y"":440,""t"":183},{""x"":1235,""y"":455,""t"":210},{""x"":1233,""y"":448,""t"":241},{""x"":1241,""y"":442,""t"":285},{""x"":1240,""y"":444,""t"":309},{""x"":1245,""y"":447,""t"":358},{""x"":1235,""y"":456,""t"":386},{""x"":1230,""y"":470,""t"":414},{""x"":1229,""y"":462,""t"":445}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,zoom,single
,,,542.0,4,4.0,"[""green"",""red""]",green_2,True,"[{""x"":1165,""y"":497,""t"":4},{""x"":1102,""y"":518,""t"":40},{""x"":1060,""y"":536,""t"":72},{""x"":1028,""y"":555,""t"":106},{""x"":994,""y"":574,""t"":156},{""x"":955,""y"":592,""t"":174},{""x"":948,""y"":598,""t"":225},{""x"":935,""y"":575,""t"":248},{""x"":907,""y"":570,""t"":275},{""x"":792,""y"":560,""t"":324},{""x"":690,""y"":555,""t"":348},{""x"":606,""y"":546,""t"":377},{""x"":575,""y"":546,""t"":427},{""x"":543,""y"":568,""t"":451},{""x"":518,""y"":549,""t"":480}], [{""x"":484,""y"":541,""t"":3},{""x"":461,""y"":539,""t"":38},{""x"":450,""y"":540,""t"":80},{""x"":426,""y"":534,""t"":107},{""x"":423,""y"":542,""t"":140},{""x"":435,""y"":533,""t"":183},{""x"":436,""y"":534,""t"":210},{""x"":479,""y"":527,""t"":242},{""x"":488,""y"":536,""t"":287},{""x"":529,""y"":545,""t"":314},{""x"":562,""y"":544,""t"":343},{""x"":659,""y"":542,""t"":389},{""x"":799,""y"":521,""t"":416},{""x"":938,""y"":496,""t"":447}], [{""x"":1055,""y"":486,""t"":-15},{""x"":1151,""y"":484,""t"":3},{""x"":1223,""y"":478,""t"":38},{""x"":1267,""y"":466,""t"":82},{""x"":1309,""y"":472,""t"":108},{""x"":1334,""y"":473,""t"":140},{""x"":1361,""y"":465,""t"":182},{""x"":1373,""y"":435,""t"":210},{""x"":1371,""y"":445,""t"":242},{""x"":1376,""y"":427,""t"":285},{""x"":1363,""y"":422,""t"":312},{""x"":1366,""y"":412,""t"":344},{""x"":1367,""y"":390,""t"":387},{""x"":1348,""y"":411,""t"":415},{""x"":1329,""y"":410,""t"":445},{""x"":1319,""y"":422,""t"":484}], [{""x"":1315,""y"":440,""t"":1},{""x"":1302,""y"":440,""t"":38},{""x"":1307,""y"":442,""t"":83},{""x"":1312,""y"":444,""t"":107},{""x"":1312,""y"":451,""t"":139},{""x"":1307,""y"":442,""t"":182},{""x"":1302,""y"":434,""t"":206},{""x"":1294,""y"":426,""t"":245},{""x"":1307,""y"":423,""t"":276},{""x"":1301,""y"":412,""t"":310},{""x"":1296,""y"":425,""t"":360},{""x"":1291,""y"":436,""t"":378},{""x"":1289,""y"":428,""t"":424},{""x"":1288,""y"":422,""t"":446},{""x"":1263,""y"":448,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,zoom,double
wfy,24,男,,,,,,,,,,,,,
,,,472.0,4,4.0,"[""blue"",""green""]",blue_1,True,"[{""x"":1018,""y"":672,""t"":3},{""x"":951,""y"":649,""t"":38},{""x"":938,""y"":622,""t"":80},{""x"":897,""y"":611,""t"":108},{""x"":862,""y"":603,""t"":141},{""x"":853,""y"":605,""t"":174},{""x"":862,""y"":609,""t"":222},{""x"":869,""y"":619,""t"":251},{""x"":889,""y"":620,""t"":280},{""x"":866,""y"":655,""t"":310},{""x"":828,""y"":676,""t"":349},{""x"":819,""y"":663,""t"":379},{""x"":813,""y"":641,""t"":412},{""x"":793,""y"":639,""t"":459},{""x"":775,""y"":656,""t"":487}], [{""x"":780,""y"":670,""t"":3},{""x"":773,""y"":663,""t"":38},{""x"":788,""y"":655,""t"":73},{""x"":803,""y"":658,""t"":120},{""x"":793,""y"":688,""t"":150},{""x"":778,""y"":703,""t"":175},{""x"":766,""y"":715,""t"":215},{""x"":780,""y"":693,""t"":245},{""x"":811,""y"":694,""t"":276},{""x"":829,""y"":680,""t"":311},{""x"":818,""y"":726,""t"":344},{""x"":783,""y"":778,""t"":381},{""x"":765,""y"":850,""t"":409},{""x"":775,""y"":836,""t"":445},{""x"":785,""y"":821,""t"":482}], [{""x"":774,""y"":819,""t"":3},{""x"":761,""y"":842,""t"":48},{""x"":749,""y"":861,""t"":74},{""x"":716,""y"":882,""t"":106},{""x"":817,""y"":885,""t"":144},{""x"":904,""y"":886,""t"":171},{""x"":982,""y"":887,""t"":208},{""x"":1024,""y"":880,""t"":257},{""x"":1073,""y"":852,""t"":284},{""x"":1088,""y"":834,""t"":311},{""x"":1093,""y"":820,""t"":342},{""x"":1140,""y"":851,""t"":380},{""x"":1130,""y"":784,""t"":412},{""x"":1064,""y"":769,""t"":448},{""x"":998,""y"":751,""t"":477}], [{""x"":963,""y"":741,""t"":3},{""x"":930,""y"":686,""t"":38},{""x"":912,""y"":689,""t"":77},{""x"":886,""y"":659,""t"":107},{""x"":864,""y"":636,""t"":141},{""x"":847,""y"":613,""t"":188},{""x"":826,""y"":604,""t"":216},{""x"":810,""y"":598,""t"":242},{""x"":824,""y"":620,""t"":276},{""x"":811,""y"":619,""t"":309},{""x"":802,""y"":647,""t"":346},{""x"":859,""y"":696,""t"":378},{""x"":969,""y"":744,""t"":424},{""x"":1038,""y"":784,""t"":453},{""x"":1109,""y"":792,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,zoom,single
