name,age,sex,rt,response,answer,stimulus,target,correct,webgazer_data,webgazer_targets_data,canvas_data,motion,topo,mchange,tchange
csq,23,女,,,,,,,,,,,,,
,,,1382.0,4,4.0,"[""rect"",""circle"",""triangle_1"",""diamond""]",rect,True,"[{""x"":967,""y"":890,""t"":3},{""x"":977,""y"":851,""t"":40},{""x"":970,""y"":805,""t"":72},{""x"":1006,""y"":783,""t"":106},{""x"":1006,""y"":767,""t"":139},{""x"":1025,""y"":770,""t"":174},{""x"":1034,""y"":770,""t"":208},{""x"":1023,""y"":779,""t"":242},{""x"":1019,""y"":762,""t"":275},{""x"":1000,""y"":775,""t"":309},{""x"":992,""y"":790,""t"":344},{""x"":942,""y"":802,""t"":379},{""x"":854,""y"":765,""t"":412},{""x"":790,""y"":734,""t"":446},{""x"":729,""y"":700,""t"":480}], [{""x"":686,""y"":667,""t"":3},{""x"":667,""y"":657,""t"":38},{""x"":671,""y"":628,""t"":71},{""x"":739,""y"":614,""t"":106},{""x"":784,""y"":588,""t"":139},{""x"":828,""y"":565,""t"":173},{""x"":876,""y"":551,""t"":208},{""x"":897,""y"":524,""t"":241},{""x"":901,""y"":507,""t"":276},{""x"":896,""y"":469,""t"":309},{""x"":903,""y"":479,""t"":343},{""x"":923,""y"":479,""t"":377},{""x"":950,""y"":515,""t"":412},{""x"":974,""y"":639,""t"":446},{""x"":965,""y"":717,""t"":479}], [{""x"":975,""y"":808,""t"":3},{""x"":1006,""y"":857,""t"":38},{""x"":1010,""y"":915,""t"":71},{""x"":997,""y"":981,""t"":107},{""x"":941,""y"":972,""t"":140},{""x"":843,""y"":892,""t"":174},{""x"":780,""y"":854,""t"":208},{""x"":725,""y"":794,""t"":243},{""x"":659,""y"":738,""t"":275},{""x"":628,""y"":713,""t"":310},{""x"":638,""y"":729,""t"":344},{""x"":707,""y"":793,""t"":378},{""x"":769,""y"":848,""t"":410},{""x"":832,""y"":888,""t"":446},{""x"":846,""y"":938,""t"":480}], [{""x"":883,""y"":1006,""t"":3},{""x"":913,""y"":1045,""t"":38},{""x"":917,""y"":1062,""t"":71},{""x"":953,""y"":951,""t"":106},{""x"":1002,""y"":878,""t"":140},{""x"":1027,""y"":789,""t"":174},{""x"":1017,""y"":683,""t"":208},{""x"":1036,""y"":609,""t"":242},{""x"":1050,""y"":543,""t"":276},{""x"":1034,""y"":473,""t"":307},{""x"":1052,""y"":440,""t"":343},{""x"":1058,""y"":501,""t"":379},{""x"":1042,""y"":638,""t"":412},{""x"":1030,""y"":767,""t"":446},{""x"":1018,""y"":873,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":124,""height"":124,""top"":363,""right"":912,""bottom"":487,""left"":788},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,0.0,zoom,single
,,,904.0,8,8.0,"[""rect_2"",""triangle"",""hexagram"",""star""]",triangle,True,"[{""x"":978,""y"":811,""t"":3},{""x"":990,""y"":811,""t"":39},{""x"":968,""y"":802,""t"":76},{""x"":961,""y"":765,""t"":104},{""x"":967,""y"":773,""t"":139},{""x"":996,""y"":767,""t"":174},{""x"":1005,""y"":772,""t"":208},{""x"":976,""y"":741,""t"":243},{""x"":1003,""y"":745,""t"":276},{""x"":982,""y"":730,""t"":310},{""x"":1011,""y"":730,""t"":344},{""x"":997,""y"":700,""t"":376},{""x"":1020,""y"":677,""t"":411},{""x"":1063,""y"":665,""t"":446},{""x"":1088,""y"":650,""t"":479}], [{""x"":1128,""y"":690,""t"":3},{""x"":1130,""y"":664,""t"":38},{""x"":1119,""y"":610,""t"":72},{""x"":1112,""y"":638,""t"":106},{""x"":1056,""y"":650,""t"":140},{""x"":972,""y"":663,""t"":174},{""x"":954,""y"":676,""t"":208},{""x"":862,""y"":673,""t"":242},{""x"":770,""y"":642,""t"":277},{""x"":687,""y"":628,""t"":310},{""x"":647,""y"":625,""t"":344},{""x"":584,""y"":600,""t"":378},{""x"":558,""y"":579,""t"":411},{""x"":522,""y"":564,""t"":446},{""x"":521,""y"":565,""t"":480}], [{""x"":532,""y"":560,""t"":3},{""x"":556,""y"":559,""t"":38},{""x"":702,""y"":574,""t"":72},{""x"":869,""y"":587,""t"":106},{""x"":1005,""y"":611,""t"":140},{""x"":1120,""y"":618,""t"":174},{""x"":1204,""y"":613,""t"":208},{""x"":1287,""y"":619,""t"":242},{""x"":1333,""y"":636,""t"":276},{""x"":1321,""y"":692,""t"":309},{""x"":1267,""y"":758,""t"":344},{""x"":1222,""y"":824,""t"":378},{""x"":1187,""y"":889,""t"":411},{""x"":1098,""y"":902,""t"":446},{""x"":1031,""y"":927,""t"":480}], [{""x"":1018,""y"":964,""t"":3},{""x"":1002,""y"":961,""t"":37},{""x"":1025,""y"":918,""t"":71},{""x"":1103,""y"":861,""t"":106},{""x"":1228,""y"":865,""t"":140},{""x"":1299,""y"":862,""t"":174},{""x"":1371,""y"":830,""t"":208},{""x"":1421,""y"":799,""t"":242},{""x"":1449,""y"":753,""t"":276},{""x"":1477,""y"":713,""t"":310},{""x"":1476,""y"":700,""t"":343},{""x"":1465,""y"":690,""t"":378},{""x"":1444,""y"":660,""t"":411},{""x"":1456,""y"":646,""t"":446},{""x"":1480,""y"":684,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":124,""height"":124,""top"":63,""right"":612,""bottom"":187,""left"":488},{""x"":850,""y"":425,""width"":92.37604307034013,""height"":80,""top"":385,""right"":896.18802153517,""bottom"":465,""left"":803.81197846483},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,0.0,trans,double
,,,431.0,6,6.0,"[""hexagram"",""diamond"",""circle"",""triangle_2""]",circle,True,"[{""x"":1328,""y"":661,""t"":3},{""x"":1187,""y"":640,""t"":38},{""x"":1077,""y"":595,""t"":71},{""x"":1030,""y"":635,""t"":106},{""x"":971,""y"":636,""t"":141},{""x"":967,""y"":652,""t"":174},{""x"":984,""y"":672,""t"":208},{""x"":997,""y"":695,""t"":241},{""x"":995,""y"":687,""t"":276},{""x"":984,""y"":652,""t"":310},{""x"":979,""y"":613,""t"":344},{""x"":967,""y"":558,""t"":377},{""x"":963,""y"":512,""t"":412},{""x"":914,""y"":458,""t"":446},{""x"":894,""y"":407,""t"":481}], [{""x"":856,""y"":358,""t"":3},{""x"":844,""y"":337,""t"":38},{""x"":830,""y"":301,""t"":71},{""x"":846,""y"":345,""t"":105},{""x"":864,""y"":341,""t"":139},{""x"":923,""y"":387,""t"":174},{""x"":956,""y"":490,""t"":208},{""x"":988,""y"":624,""t"":241},{""x"":1014,""y"":755,""t"":277},{""x"":1033,""y"":837,""t"":310},{""x"":1043,""y"":905,""t"":344},{""x"":1043,""y"":953,""t"":379},{""x"":1054,""y"":987,""t"":411},{""x"":1059,""y"":996,""t"":443},{""x"":1046,""y"":1036,""t"":480}], [{""x"":1031,""y"":1032,""t"":3},{""x"":928,""y"":951,""t"":38},{""x"":894,""y"":947,""t"":72},{""x"":876,""y"":916,""t"":106},{""x"":818,""y"":882,""t"":141},{""x"":746,""y"":830,""t"":174},{""x"":688,""y"":779,""t"":208},{""x"":659,""y"":754,""t"":242},{""x"":618,""y"":704,""t"":277},{""x"":754,""y"":668,""t"":309},{""x"":867,""y"":673,""t"":341},{""x"":1002,""y"":679,""t"":378},{""x"":1116,""y"":655,""t"":412},{""x"":1212,""y"":645,""t"":446},{""x"":1301,""y"":625,""t"":479}], [{""x"":1361,""y"":628,""t"":3},{""x"":1399,""y"":613,""t"":38},{""x"":1394,""y"":561,""t"":71},{""x"":1211,""y"":584,""t"":105},{""x"":1053,""y"":611,""t"":140},{""x"":913,""y"":625,""t"":174},{""x"":790,""y"":642,""t"":207},{""x"":690,""y"":657,""t"":239},{""x"":607,""y"":652,""t"":276},{""x"":551,""y"":666,""t"":310},{""x"":503,""y"":649,""t"":344},{""x"":461,""y"":653,""t"":377},{""x"":461,""y"":683,""t"":411},{""x"":431,""y"":678,""t"":445},{""x"":443,""y"":697,""t"":479}]","[{""x"":250,""y"":425,""width"":92.37604307034013,""height"":80,""top"":385,""right"":296.18802153517004,""bottom"":465,""left"":203.81197846482993},{""x"":550,""y"":125,""width"":100,""height"":100,""top"":75,""right"":600,""bottom"":175,""left"":500},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":124,""height"":124,""top"":663,""right"":612,""bottom"":787,""left"":488}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,zoom,double
,,,904.0,6,6.0,"[""diamond"",""ring_1"",""hexagram"",""star""]",hexagram,True,"[{""x"":538,""y"":718,""t"":3},{""x"":598,""y"":713,""t"":38},{""x"":670,""y"":688,""t"":72},{""x"":776,""y"":725,""t"":107},{""x"":855,""y"":730,""t"":139},{""x"":898,""y"":716,""t"":173},{""x"":920,""y"":693,""t"":207},{""x"":945,""y"":665,""t"":243},{""x"":988,""y"":667,""t"":276},{""x"":1032,""y"":628,""t"":309},{""x"":1065,""y"":614,""t"":343},{""x"":1095,""y"":574,""t"":378},{""x"":1100,""y"":539,""t"":411},{""x"":1110,""y"":503,""t"":445},{""x"":1084,""y"":490,""t"":479}], [{""x"":1062,""y"":478,""t"":3},{""x"":1019,""y"":456,""t"":37},{""x"":972,""y"":443,""t"":71},{""x"":960,""y"":445,""t"":106},{""x"":935,""y"":451,""t"":140},{""x"":837,""y"":496,""t"":174},{""x"":762,""y"":527,""t"":207},{""x"":694,""y"":543,""t"":242},{""x"":631,""y"":560,""t"":276},{""x"":599,""y"":576,""t"":309},{""x"":553,""y"":608,""t"":343},{""x"":519,""y"":628,""t"":385},{""x"":504,""y"":661,""t"":411},{""x"":509,""y"":675,""t"":446},{""x"":623,""y"":705,""t"":480}], [{""x"":756,""y"":717,""t"":3},{""x"":876,""y"":697,""t"":38},{""x"":975,""y"":703,""t"":72},{""x"":1080,""y"":707,""t"":106},{""x"":1144,""y"":707,""t"":140},{""x"":1189,""y"":701,""t"":174},{""x"":1232,""y"":680,""t"":208},{""x"":1213,""y"":653,""t"":241},{""x"":1174,""y"":616,""t"":276},{""x"":1129,""y"":529,""t"":310},{""x"":1111,""y"":475,""t"":345},{""x"":1093,""y"":447,""t"":378},{""x"":1096,""y"":454,""t"":412},{""x"":1055,""y"":426,""t"":446},{""x"":1018,""y"":411,""t"":480}], [{""x"":998,""y"":419,""t"":3},{""x"":912,""y"":468,""t"":38},{""x"":804,""y"":492,""t"":72},{""x"":709,""y"":525,""t"":105},{""x"":646,""y"":561,""t"":139},{""x"":570,""y"":553,""t"":174},{""x"":558,""y"":582,""t"":207},{""x"":529,""y"":569,""t"":241},{""x"":496,""y"":531,""t"":276},{""x"":486,""y"":519,""t"":309},{""x"":486,""y"":508,""t"":345},{""x"":658,""y"":525,""t"":379},{""x"":795,""y"":536,""t"":412},{""x"":921,""y"":534,""t"":446},{""x"":1018,""y"":522,""t"":480}]","[{""x"":250,""y"":425,""width"":100,""height"":100,""top"":375,""right"":300,""bottom"":475,""left"":200},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":92.37604307034013,""height"":80,""top"":385,""right"":896.18802153517,""bottom"":465,""left"":803.81197846483},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,0.0,trans,single
,,,841.0,2,2.0,"[""diamond"",""ring_1"",""hexagram"",""triangle""]",triangle,True,"[{""x"":1076,""y"":563,""t"":4},{""x"":1113,""y"":633,""t"":38},{""x"":1094,""y"":659,""t"":72},{""x"":1110,""y"":704,""t"":107},{""x"":1098,""y"":700,""t"":140},{""x"":1069,""y"":684,""t"":174},{""x"":1024,""y"":639,""t"":208},{""x"":1011,""y"":596,""t"":242},{""x"":984,""y"":579,""t"":276},{""x"":973,""y"":513,""t"":310},{""x"":953,""y"":454,""t"":343},{""x"":944,""y"":398,""t"":378},{""x"":927,""y"":359,""t"":412},{""x"":919,""y"":331,""t"":447},{""x"":896,""y"":331,""t"":480}], [{""x"":822,""y"":375,""t"":3},{""x"":724,""y"":411,""t"":38},{""x"":650,""y"":450,""t"":73},{""x"":572,""y"":489,""t"":106},{""x"":545,""y"":525,""t"":139},{""x"":518,""y"":528,""t"":174},{""x"":503,""y"":565,""t"":208},{""x"":492,""y"":547,""t"":241},{""x"":469,""y"":580,""t"":276},{""x"":465,""y"":568,""t"":310},{""x"":446,""y"":597,""t"":343},{""x"":450,""y"":606,""t"":379},{""x"":476,""y"":632,""t"":412},{""x"":580,""y"":743,""t"":445},{""x"":693,""y"":825,""t"":479}], [{""x"":805,""y"":875,""t"":3},{""x"":894,""y"":940,""t"":37},{""x"":966,""y"":976,""t"":72},{""x"":1013,""y"":1009,""t"":106},{""x"":1046,""y"":997,""t"":140},{""x"":1111,""y"":970,""t"":173},{""x"":1201,""y"":885,""t"":208},{""x"":1283,""y"":843,""t"":243},{""x"":1336,""y"":795,""t"":276},{""x"":1384,""y"":751,""t"":310},{""x"":1454,""y"":715,""t"":343},{""x"":1472,""y"":690,""t"":378},{""x"":1474,""y"":677,""t"":409},{""x"":1468,""y"":663,""t"":446},{""x"":1349,""y"":598,""t"":480}], [{""x"":1244,""y"":547,""t"":3},{""x"":1125,""y"":485,""t"":40},{""x"":1072,""y"":449,""t"":73},{""x"":993,""y"":388,""t"":106},{""x"":938,""y"":349,""t"":141},{""x"":873,""y"":327,""t"":174},{""x"":838,""y"":306,""t"":208},{""x"":813,""y"":317,""t"":241},{""x"":740,""y"":397,""t"":275},{""x"":683,""y"":467,""t"":307},{""x"":626,""y"":540,""t"":344},{""x"":554,""y"":580,""t"":377},{""x"":506,""y"":597,""t"":413},{""x"":518,""y"":610,""t"":446},{""x"":679,""y"":614,""t"":480}]","[{""x"":250,""y"":425,""width"":100,""height"":100,""top"":375,""right"":300,""bottom"":475,""left"":200},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":92.37604307034013,""height"":80,""top"":385,""right"":896.18802153517,""bottom"":465,""left"":803.81197846483},{""x"":550,""y"":725,""width"":124,""height"":124,""top"":663,""right"":612,""bottom"":787,""left"":488}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,0.0,zoom,single
,,,1507.0,2,2.0,"[""diamond"",""star"",""circle"",""rect_2""]",rect_2,True,"[{""x"":780,""y"":647,""t"":4},{""x"":873,""y"":705,""t"":39},{""x"":930,""y"":693,""t"":72},{""x"":1000,""y"":722,""t"":105},{""x"":1030,""y"":713,""t"":140},{""x"":1060,""y"":708,""t"":174},{""x"":1094,""y"":739,""t"":208},{""x"":1106,""y"":715,""t"":242},{""x"":1131,""y"":729,""t"":276},{""x"":1144,""y"":740,""t"":309},{""x"":1105,""y"":699,""t"":344},{""x"":1113,""y"":699,""t"":377},{""x"":1017,""y"":677,""t"":412},{""x"":916,""y"":683,""t"":447},{""x"":832,""y"":662,""t"":479}], [{""x"":763,""y"":645,""t"":1},{""x"":718,""y"":624,""t"":39},{""x"":668,""y"":613,""t"":72},{""x"":631,""y"":589,""t"":105},{""x"":615,""y"":565,""t"":143},{""x"":602,""y"":569,""t"":172},{""x"":677,""y"":579,""t"":207},{""x"":789,""y"":542,""t"":241},{""x"":915,""y"":538,""t"":276},{""x"":1029,""y"":517,""t"":311},{""x"":1137,""y"":516,""t"":344},{""x"":1186,""y"":514,""t"":377},{""x"":1217,""y"":510,""t"":410},{""x"":1278,""y"":510,""t"":446},{""x"":1322,""y"":520,""t"":480}], [{""x"":1321,""y"":512,""t"":3},{""x"":1175,""y"":571,""t"":38},{""x"":1031,""y"":619,""t"":73},{""x"":901,""y"":652,""t"":107},{""x"":785,""y"":672,""t"":140},{""x"":701,""y"":705,""t"":174},{""x"":641,""y"":719,""t"":208},{""x"":589,""y"":725,""t"":250},{""x"":562,""y"":742,""t"":276},{""x"":540,""y"":756,""t"":308},{""x"":634,""y"":834,""t"":344},{""x"":707,""y"":899,""t"":378},{""x"":776,""y"":946,""t"":412},{""x"":849,""y"":1024,""t"":446},{""x"":902,""y"":1042,""t"":481}], [{""x"":947,""y"":1059,""t"":3},{""x"":989,""y"":1058,""t"":38},{""x"":1038,""y"":1090,""t"":73},{""x"":1039,""y"":1011,""t"":106},{""x"":1036,""y"":866,""t"":140},{""x"":1021,""y"":730,""t"":174},{""x"":1012,""y"":622,""t"":208},{""x"":994,""y"":540,""t"":241},{""x"":988,""y"":475,""t"":276},{""x"":974,""y"":412,""t"":310},{""x"":933,""y"":340,""t"":344},{""x"":927,""y"":302,""t"":378},{""x"":953,""y"":299,""t"":412},{""x"":979,""y"":273,""t"":445},{""x"":961,""y"":250,""t"":480}]","[{""x"":250,""y"":425,""width"":100,""height"":100,""top"":375,""right"":300,""bottom"":475,""left"":200},{""x"":550,""y"":125,""width"":100,""height"":100,""top"":75,""right"":600,""bottom"":175,""left"":500},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,trans,double
,,,896.0,4,4.0,"[""ring_1"",""triangle"",""rect"",""star""]",ring_1,True,"[{""x"":998,""y"":377,""t"":4},{""x"":1031,""y"":474,""t"":39},{""x"":1022,""y"":550,""t"":87},{""x"":1013,""y"":614,""t"":106},{""x"":1037,""y"":659,""t"":142},{""x"":1035,""y"":714,""t"":174},{""x"":1027,""y"":732,""t"":208},{""x"":1002,""y"":754,""t"":242},{""x"":1026,""y"":792,""t"":276},{""x"":1045,""y"":804,""t"":311},{""x"":1050,""y"":793,""t"":345},{""x"":1054,""y"":769,""t"":378},{""x"":1010,""y"":689,""t"":412},{""x"":1028,""y"":648,""t"":445},{""x"":1016,""y"":577,""t"":480}], [{""x"":1004,""y"":515,""t"":3},{""x"":1002,""y"":471,""t"":38},{""x"":1017,""y"":464,""t"":71},{""x"":1019,""y"":435,""t"":107},{""x"":1043,""y"":434,""t"":140},{""x"":1079,""y"":420,""t"":173},{""x"":1144,""y"":410,""t"":208},{""x"":1164,""y"":392,""t"":242},{""x"":1176,""y"":368,""t"":275},{""x"":1190,""y"":366,""t"":310},{""x"":1209,""y"":400,""t"":344},{""x"":1226,""y"":439,""t"":377},{""x"":1238,""y"":473,""t"":409},{""x"":1244,""y"":484,""t"":446},{""x"":1246,""y"":482,""t"":480}], [{""x"":1258,""y"":497,""t"":3},{""x"":1268,""y"":506,""t"":37},{""x"":1279,""y"":529,""t"":71},{""x"":1270,""y"":531,""t"":105},{""x"":1255,""y"":536,""t"":139},{""x"":1254,""y"":515,""t"":174},{""x"":1231,""y"":522,""t"":208},{""x"":1229,""y"":511,""t"":241},{""x"":1236,""y"":541,""t"":275},{""x"":1242,""y"":566,""t"":308},{""x"":1252,""y"":591,""t"":344},{""x"":1260,""y"":591,""t"":377},{""x"":1262,""y"":598,""t"":412},{""x"":1241,""y"":634,""t"":446},{""x"":1172,""y"":738,""t"":479}], [{""x"":1091,""y"":788,""t"":3},{""x"":1043,""y"":862,""t"":38},{""x"":973,""y"":894,""t"":71},{""x"":952,""y"":945,""t"":106},{""x"":942,""y"":995,""t"":140},{""x"":937,""y"":1033,""t"":172},{""x"":933,""y"":1040,""t"":208},{""x"":932,""y"":1027,""t"":241},{""x"":867,""y"":974,""t"":276},{""x"":759,""y"":904,""t"":310},{""x"":680,""y"":866,""t"":343},{""x"":595,""y"":796,""t"":378},{""x"":511,""y"":738,""t"":411},{""x"":473,""y"":700,""t"":445},{""x"":438,""y"":661,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":124,""height"":124,""top"":63,""right"":612,""bottom"":187,""left"":488},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,trans,single
,,,1233.0,4,4.0,"[""rect"",""diamond"",""hexagram"",""star_2""]",rect,True,"[{""x"":568,""y"":642,""t"":4},{""x"":622,""y"":590,""t"":38},{""x"":669,""y"":530,""t"":72},{""x"":710,""y"":480,""t"":106},{""x"":769,""y"":457,""t"":141},{""x"":809,""y"":431,""t"":174},{""x"":856,""y"":423,""t"":208},{""x"":905,""y"":491,""t"":242},{""x"":955,""y"":503,""t"":276},{""x"":988,""y"":510,""t"":310},{""x"":942,""y"":498,""t"":344},{""x"":928,""y"":466,""t"":378},{""x"":887,""y"":476,""t"":412},{""x"":865,""y"":482,""t"":446},{""x"":808,""y"":538,""t"":480}], [{""x"":745,""y"":577,""t"":3},{""x"":701,""y"":620,""t"":38},{""x"":665,""y"":650,""t"":72},{""x"":614,""y"":672,""t"":105},{""x"":593,""y"":685,""t"":140},{""x"":664,""y"":670,""t"":175},{""x"":728,""y"":655,""t"":205},{""x"":796,""y"":629,""t"":242},{""x"":845,""y"":579,""t"":276},{""x"":867,""y"":546,""t"":310},{""x"":923,""y"":534,""t"":344},{""x"":951,""y"":499,""t"":377},{""x"":976,""y"":458,""t"":412},{""x"":981,""y"":443,""t"":446},{""x"":916,""y"":462,""t"":481}], [{""x"":841,""y"":505,""t"":3},{""x"":781,""y"":546,""t"":38},{""x"":719,""y"":557,""t"":72},{""x"":666,""y"":585,""t"":104},{""x"":633,""y"":610,""t"":140},{""x"":605,""y"":634,""t"":175},{""x"":695,""y"":696,""t"":208},{""x"":806,""y"":778,""t"":242},{""x"":904,""y"":852,""t"":276},{""x"":970,""y"":910,""t"":310},{""x"":1041,""y"":949,""t"":344},{""x"":1118,""y"":1023,""t"":377},{""x"":1161,""y"":1066,""t"":412},{""x"":1203,""y"":1069,""t"":446},{""x"":1225,""y"":1026,""t"":480}], [{""x"":1238,""y"":985,""t"":1},{""x"":1222,""y"":1027,""t"":39},{""x"":1194,""y"":1058,""t"":72},{""x"":1184,""y"":1097,""t"":106},{""x"":1172,""y"":1115,""t"":139},{""x"":1160,""y"":1139,""t"":174},{""x"":1175,""y"":1124,""t"":208},{""x"":1230,""y"":1026,""t"":242},{""x"":1284,""y"":938,""t"":275},{""x"":1329,""y"":856,""t"":310},{""x"":1362,""y"":792,""t"":344},{""x"":1382,""y"":726,""t"":378},{""x"":1382,""y"":679,""t"":412},{""x"":1379,""y"":635,""t"":446},{""x"":1373,""y"":611,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":100,""height"":100,""top"":75,""right"":600,""bottom"":175,""left"":500},{""x"":850,""y"":425,""width"":92.37604307034013,""height"":80,""top"":385,""right"":896.18802153517,""bottom"":465,""left"":803.81197846483},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,0.0,zoom,double
,,,1714.0,8,8.0,"[""hexagram"",""circle"",""star"",""triangle_2""]",circle,True,"[{""x"":1313,""y"":644,""t"":4},{""x"":1251,""y"":633,""t"":40},{""x"":1202,""y"":662,""t"":71},{""x"":1178,""y"":711,""t"":106},{""x"":1172,""y"":732,""t"":140},{""x"":1114,""y"":730,""t"":174},{""x"":1100,""y"":711,""t"":207},{""x"":1067,""y"":716,""t"":242},{""x"":1036,""y"":705,""t"":276},{""x"":1012,""y"":677,""t"":310},{""x"":939,""y"":611,""t"":344},{""x"":903,""y"":546,""t"":378},{""x"":844,""y"":509,""t"":412},{""x"":833,""y"":471,""t"":446},{""x"":821,""y"":438,""t"":480}], [{""x"":864,""y"":444,""t"":3},{""x"":887,""y"":447,""t"":38},{""x"":893,""y"":425,""t"":72},{""x"":895,""y"":419,""t"":104},{""x"":876,""y"":402,""t"":140},{""x"":879,""y"":392,""t"":173},{""x"":906,""y"":403,""t"":207},{""x"":934,""y"":415,""t"":242},{""x"":916,""y"":424,""t"":275},{""x"":895,""y"":412,""t"":310},{""x"":927,""y"":423,""t"":343},{""x"":942,""y"":449,""t"":378},{""x"":925,""y"":484,""t"":413},{""x"":873,""y"":519,""t"":447},{""x"":810,""y"":574,""t"":479}], [{""x"":740,""y"":608,""t"":1},{""x"":706,""y"":648,""t"":37},{""x"":661,""y"":661,""t"":72},{""x"":637,""y"":685,""t"":105},{""x"":606,""y"":707,""t"":139},{""x"":577,""y"":713,""t"":174},{""x"":554,""y"":712,""t"":208},{""x"":540,""y"":716,""t"":242},{""x"":533,""y"":728,""t"":276},{""x"":540,""y"":742,""t"":311},{""x"":673,""y"":748,""t"":343},{""x"":832,""y"":751,""t"":377},{""x"":973,""y"":732,""t"":411},{""x"":1086,""y"":713,""t"":446},{""x"":1170,""y"":668,""t"":481}], [{""x"":1245,""y"":629,""t"":3},{""x"":1278,""y"":613,""t"":38},{""x"":1329,""y"":616,""t"":71},{""x"":1356,""y"":614,""t"":107},{""x"":1297,""y"":625,""t"":140},{""x"":1125,""y"":642,""t"":174},{""x"":985,""y"":620,""t"":208},{""x"":850,""y"":631,""t"":242},{""x"":740,""y"":604,""t"":276},{""x"":639,""y"":583,""t"":309},{""x"":591,""y"":564,""t"":344},{""x"":578,""y"":543,""t"":377},{""x"":532,""y"":520,""t"":412},{""x"":547,""y"":509,""t"":446},{""x"":595,""y"":493,""t"":480}]","[{""x"":250,""y"":425,""width"":92.37604307034013,""height"":80,""top"":385,""right"":296.18802153517004,""bottom"":465,""left"":203.81197846482993},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":100,""height"":100,""top"":375,""right"":900,""bottom"":475,""left"":800},{""x"":550,""y"":725,""width"":124,""height"":124,""top"":663,""right"":612,""bottom"":787,""left"":488}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,trans,double
