recall_color_4_1000,recall_color_4_1500,recall_color_4_500,recall_shape_4_1000,recall_shape_4_1500,recall_shape_4_500
0.9271402550091075,0.9178832116788321,0.941712204007286,0.941712204007286,0.9343065693430657,0.9109090909090909
