recall_shape_6_500_mean,recall_shape_6_500_std,recall_shape_6_1000_mean,recall_shape_6_1000_std,recall_shape_6_1500_mean,recall_shape_6_1500_std,recall_color_6_500_mean,recall_color_6_500_std,recall_color_6_1000_mean,recall_color_6_1000_std,recall_color_6_1500_mean,recall_color_6_1500_std
1010.5093167701864,353.4749193429658,946.6625386996905,363.00703335211045,981.4068322981367,419.9756472133113,785.358552631579,321.33658529449036,799.3892617449665,259.01691146143753,853.2027491408935,361.25402772030145
