recognition_color_2_1000_mean,recognition_color_2_1000_std,recognition_color_2_1500_mean,recognition_color_2_1500_std,recognition_color_2_500_mean,recognition_color_2_500_std,recognition_shape_2_1000_mean,recognition_shape_2_1000_std,recognition_shape_2_1500_mean,recognition_shape_2_1500_std,recognition_shape_2_500_mean,recognition_shape_2_500_std
467.44444444444446,51.90455220577998,491.72222222222223,101.57154019595144,522.9166666666666,188.45240020455333,511.19444444444446,80.25631063552197,565.7222222222222,117.1920550966565,595.0,122.11587003451154
470.1666666666667,123.37689063539064,493.47222222222223,320.9420496076343,482.1111111111111,61.889661161862556,526.5277777777778,73.78249351442624,555.4411764705883,90.56328481316109,528.6944444444445,90.30197575577637
411.22222222222223,56.88741317530423,424.80555555555554,65.10774342555771,388.19444444444446,78.37048257910972,461.8,118.23849278670035,442.55555555555554,74.25917718925652,441.8857142857143,89.79970241945043
485.8611111111111,69.15702744077744,456.54285714285714,59.24641605300738,504.8857142857143,56.7117434817472,538.0555555555555,75.58984982671548,528.8055555555555,90.3158962260305,562.2777777777778,64.06987752719063
563.6666666666666,92.91593743040764,541.1764705882352,129.27079179539436,595.0,80.28520589569591,633.4166666666666,166.1334016471617,735.8055555555555,231.07127155854434,796.4166666666666,317.88249176610617
474.55555555555554,125.53324987984986,475.5,93.99802429534661,441.27777777777777,55.798418365250214,513.1388888888889,89.20895303492415,532.7777777777778,113.01785222094306,501.6857142857143,72.25110275102723
410.6111111111111,50.84558010164714,432.77142857142854,48.83169517620203,418.5833333333333,74.80923357829184,475.80555555555554,66.35308990305228,491.6388888888889,128.74563022327126,512.2285714285714,167.41742226336817
474.3142857142857,66.1730225058749,472.77777777777777,91.84991208055864,419.22222222222223,57.207947055887324,507.44444444444446,79.00070323175048,511.47058823529414,106.98293131889258,473.1142857142857,93.71790318904526
507.72222222222223,134.97420094460617,529.0555555555555,103.67006578411407,505.69444444444446,153.66769703197582,555.1666666666666,132.47350139340537,626.25,113.47331341396028,551.2941176470588,122.28395405323967
493.94444444444446,139.9510004954682,484.30555555555554,115.09593996673121,504.94444444444446,156.64864131359974,565.0,117.73424710413055,550.2777777777778,98.36945260775424,705.0555555555555,222.05880102151121
404.77777777777777,61.86257170355738,569.25,165.1642256318584,455.6363636363636,59.143796262698906,454.77777777777777,77.2388174471549,601.4444444444445,195.6766201735396,523.3333333333334,82.1062030021397
415.94444444444446,72.72215007211427,407.19444444444446,44.845652405584865,409.9142857142857,73.78799975309687,425.2,51.51744421866761,478.97222222222223,91.29715567815153,507.3333333333333,130.8104408240085
495.77777777777777,64.1605624802166,486.8333333333333,72.33789759573767,480.6111111111111,68.14240457737974,544.9444444444445,88.8996045128418,561.1666666666666,71.61823391128428,571.25,144.93986437731436
408.0833333333333,53.4877155455878,469.9166666666667,103.61008638158738,400.27777777777777,71.03464390648153,419.0285714285714,64.62538461111433,549.9444444444445,146.72967261394956,523.8857142857142,100.5823547349813
483.25,60.06823500938626,476.3888888888889,47.70760812507658,513.9722222222222,113.83810211024907,531.1666666666666,59.37315410664511,543.9722222222222,94.25784881638273,667.1666666666666,205.65650974379588
464.4894708994708,45.85948738468804,480.78086523498285,42.93229154408714,469.5494612794613,57.161517495985784,510.8444973544973,56.7211677688133,551.7496732026143,68.45325782538191,564.041459694989,93.80506761298832
