recognition_color_6_1000,recognition_color_6_1500,recognition_color_6_500,recognition_shape_6_1000,recognition_shape_6_1500,recognition_shape_6_500
0.9891640866873065,0.9906976744186047,0.9860529986052998,0.9906976744186047,0.9748953974895398,0.9875968992248062
