recognition_shape_6_500,recognition_shape_6_1000,recognition_shape_6_1500,recognition_color_6_500,recognition_color_6_1000,recognition_color_6_1500
0.979933110367893,0.9894736842105263,0.9626168224299065,1.0,0.9924242424242424,0.9877551020408163
