recall_shape_4_500_mean,recall_shape_4_500_std,recall_shape_4_1000_mean,recall_shape_4_1000_std,recall_shape_4_1500_mean,recall_shape_4_1500_std,recall_color_4_500_mean,recall_color_4_500_std,recall_color_4_1000_mean,recall_color_4_1000_std,recall_color_4_1500_mean,recall_color_4_1500_std
862.3909090909091,282.7053775763477,843.283105022831,338.5432665658905,841.4931506849315,288.1213329064814,657.9852216748768,195.99283877179505,657.8227848101266,186.5419995986048,709.552380952381,280.63122563769764
