recall_shape_6_500,recall_shape_6_1000,recall_shape_6_1500,recall_color_6_500,recall_color_6_1000,recall_color_6_1500
0.8571428571428571,0.8699690402476781,0.8788819875776398,0.8519736842105263,0.87248322147651,0.8556701030927835
