recognition_color_6_1000_mean,recognition_color_6_1000_std,recognition_color_6_1500_mean,recognition_color_6_1500_std,recognition_color_6_500_mean,recognition_color_6_500_std,recognition_shape_6_1000_mean,recognition_shape_6_1000_std,recognition_shape_6_1500_mean,recognition_shape_6_1500_std,recognition_shape_6_500_mean,recognition_shape_6_500_std
625.3194444444445,199.3988731224525,626.2916666666666,143.67338129576316,575.6388888888889,153.78513504928986,876.7638888888889,368.0645416861496,917.8888888888889,330.9256141919593,870.7361111111111,364.49946359262515
515.8591549295775,70.79110028298511,550.6760563380282,73.49825549880902,480.50704225352115,59.68246290385156,719.2916666666666,282.289654333385,709.4305555555555,175.95396536153305,756.6111111111111,295.021964116952
582.2083333333334,181.58045882795045,554.5352112676056,100.8102646397699,586.0833333333334,97.59686412648689,778.8571428571429,206.86789775640204,741.4788732394367,222.0539740793363,825.5833333333334,355.9060546244049
580.4305555555555,111.1969229472041,561.0416666666666,119.49228715754354,538.5277777777778,145.781813837311,804.5138888888889,310.7531057964318,785.5416666666666,245.82439269172113,805.9722222222222,259.41640745520317
575.2916666666666,129.96894943370668,599.9583333333334,128.1641154651244,600.6666666666666,108.4817113164281,765.8194444444445,240.48046545296717,778.0694444444445,256.9912217708859,734.7777777777778,268.141239964389
614.3943661971831,137.4276411033654,625.4929577464789,113.99484615410553,611.7361111111111,120.95185784872385,803.625,237.98055533658598,846.9861111111111,288.62156581774354,905.4861111111111,346.8416854041038
501.7916666666667,61.81775520960729,508.43055555555554,80.37146617012095,509.97222222222223,68.08651750100537,751.2361111111111,254.3152913413105,752.5070422535211,260.42376856848625,870.1830985915493,340.84392363909046
576.4861111111111,75.98368858605386,583.2638888888889,75.79809969292042,640.5138888888889,74.69807642291237,752.0416666666666,176.56802044841083,768.5416666666666,183.1113674443068,802.6901408450705,248.83233549344575
561.7916666666666,73.84565889765064,539.4861111111111,70.43846441519419,537.0555555555555,57.061589875533876,702.169014084507,158.71141699102748,679.9861111111111,186.7435911041296,706.4225352112676,163.3269868324479
,,,,572.7857142857143,120.16002528719204,,,,,,
,,,,,,,,763.4225352112676,306.1763573018396,,
570.3969961745784,40.32458628526416,572.1307163971483,39.836404736224885,565.348720098368,48.790485820869364,772.701980400924,51.95858909450589,774.3852895148669,67.3699094310331,808.7180490349505,67.04777408402921
