recognition_shape_4_500,recognition_shape_4_1000,recognition_shape_4_1500,recognition_color_4_500,recognition_color_4_1000,recognition_color_4_1500
0.9056603773584906,0.9383886255924171,0.9282296650717703,0.9893048128342246,0.970873786407767,0.9585253456221198
