recall_shape_2_500,recall_shape_2_1000,recall_shape_2_1500,recall_color_2_500,recall_color_2_1000,recall_color_2_1500
0.9226519337016574,0.9570552147239264,0.9731543624161074,0.9383561643835616,0.9873417721518988,0.9735099337748344
