recall_shape_2_500_mean,recall_shape_2_500_std,recall_shape_2_1000_mean,recall_shape_2_1000_std,recall_shape_2_1500_mean,recall_shape_2_1500_std,recall_color_2_500_mean,recall_color_2_500_std,recall_color_2_1000_mean,recall_color_2_1000_std,recall_color_2_1500_mean,recall_color_2_1500_std
622.1988950276243,161.29398348941405,621.2024539877301,187.50058961254464,632.4563758389262,193.33179305457142,495.513698630137,119.49648595620275,511.126582278481,128.31021992534096,510.9072847682119,142.92274607835648
