recall_color_2_1000_mean,recall_color_2_1000_std,recall_color_2_1500_mean,recall_color_2_1500_std,recall_color_2_500_mean,recall_color_2_500_std,recall_shape_2_1000_mean,recall_shape_2_1000_std,recall_shape_2_1500_mean,recall_shape_2_1500_std,recall_shape_2_500_mean,recall_shape_2_500_std
545.8055555555555,83.68506248154257,559.3428571428572,114.30736244548598,560.0555555555555,98.42094563497416,683.5555555555555,192.09483438350284,789.7777777777778,308.4777473901815,655.9722222222222,149.96370724966587
595.4444444444445,121.61988663617817,579.4166666666666,105.86443487512021,,,639.6857142857143,159.15434081947205,668.1666666666666,131.9819251694283,,
575.1111111111111,173.28535966150133,642.1388888888889,207.55517721151065,529.3055555555555,76.03112875449462,606.6388888888889,158.44983934135618,586.7222222222222,151.15755472091476,594.2857142857143,147.84940100707632
498.8333333333333,91.4753674884275,599.6111111111111,147.34687505102235,495.1142857142857,133.51289239985323,603.0833333333334,231.80809489131923,602.4285714285714,89.74974544099102,593.6388888888889,89.20542993651637
707.8333333333334,321.1337505063672,624.5277777777778,98.87032954072754,672.5555555555555,93.73105734553042,722.1388888888889,184.99515866681142,698.0277777777778,186.2650164394977,759.0833333333334,155.17480925901415
541.25,136.43928529360073,685.2222222222222,379.4069892504137,507.2857142857143,84.69063821745985,568.4857142857143,165.39833760964348,608.3333333333334,140.31047206615966,589.0555555555555,123.67906496699881
705.5428571428571,221.33755733204043,526.1714285714286,112.05342363310082,654.6111111111111,232.5146112493674,713.8888888888889,147.51596093358415,564.4722222222222,98.74743717791542,652.5555555555555,176.40820266714917
498.8888888888889,99.13966419084248,524.0833333333334,74.29530844638077,481.1388888888889,58.02716249569323,520.0,105.74173388834839,543.1666666666666,144.32710863075684,527.8055555555555,97.3667057922029
690.8611111111111,180.22987746253042,759.3888888888889,276.4726054915777,777.6111111111111,233.4848147742348,749.6285714285714,249.02942015119487,699.1944444444445,173.46779354342812,702.7222222222222,191.26355953591684
471.3888888888889,87.56916540745796,535.2222222222222,130.97679426112333,430.0833333333333,62.24301452486742,528.8888888888889,137.47909509195057,555.0833333333334,113.19247198593072,529.7777777777778,135.04033495031055
658.7777777777778,122.67986471442332,656.2777777777778,104.9458666200576,633.6,122.91417378661852,614.5555555555555,132.20945383193927,651.25,127.38140142332956,672.5,173.18322254603237
472.1666666666667,126.51741833778124,521.6666666666666,160.31486875164492,410.3611111111111,79.81806196515308,506.69444444444446,138.48791993619506,560.5428571428571,161.8796471705669,453.6111111111111,96.87054034793853
581.2285714285714,140.63178573730715,650.3888888888889,268.2871891705153,593.1388888888889,171.26890348684813,629.1666666666666,224.23858467521342,656.0555555555555,182.0728181555696,727.7777777777778,191.82136200286692
506.22222222222223,86.53590868572128,586.1388888888889,113.275934344358,491.8333333333333,81.06804901703612,570.2777777777778,147.82124554650673,660.5,152.2069080467206,619.5555555555555,144.95978643244365
509.8333333333333,72.25253332187441,551.5555555555555,85.93334441612105,510.6666666666667,88.1275050302523,604.1944444444445,150.80977979739802,582.7222222222222,109.33085072675014,636.3888888888889,115.4165815712253
,,,,590.5833333333334,138.8897558703099,,,,,593.6388888888889,103.89944390825411
,,,,582.1470588235294,93.921673476696,,,,,647.0,120.0997060526769
570.6125396825397,84.16368199240748,600.0768783068783,69.13401849918314,557.5057189542484,95.67891959038018,617.3922222222222,74.38771680932628,628.4295767195766,68.67807664282881,622.2105654761905,77.96009168424597
