recognition_shape_2_500_mean,recognition_shape_2_500_std,recognition_shape_2_1000_mean,recognition_shape_2_1000_std,recognition_shape_2_1500_mean,recognition_shape_2_1500_std,recognition_color_2_500_mean,recognition_color_2_500_std,recognition_color_2_1000_mean,recognition_color_2_1000_std,recognition_color_2_1500_mean,recognition_color_2_1500_std
585.2447552447552,202.65294056808148,530.2890625,116.67973208500752,575.6691729323309,166.79263671908512,470.3157894736842,189.00907684822718,445.7959183673469,92.60880579622857,444.68224299065423,96.06607377618064
