recognition_shape_6_500_mean,recognition_shape_6_500_std,recognition_shape_6_1000_mean,recognition_shape_6_1000_std,recognition_shape_6_1500_mean,recognition_shape_6_1500_std,recognition_color_6_500_mean,recognition_color_6_500_std,recognition_color_6_1000_mean,recognition_color_6_1000_std,recognition_color_6_1500_mean,recognition_color_6_1500_std
872.3645484949833,328.48476241929075,795.0807017543859,286.9468048548497,795.9439252336449,283.5981145843435,544.8471760797343,109.78538108661019,539.625,138.4128375301796,553.2530612244898,104.15968018502282
