recognition_color_2_1000,recognition_color_2_1500,recognition_color_2_500,recognition_shape_2_1000,recognition_shape_2_1500,recognition_shape_2_500
0.9981447124304267,0.9925373134328358,0.9813084112149533,0.9832089552238806,0.9720149253731343,0.9606003752345216
