recall_color_6_1000,recall_color_6_1500,recall_color_6_500,recall_shape_6_1000,recall_shape_6_1500,recall_shape_6_500
0.8964451313755796,0.8701700154559505,0.8950617283950617,0.8547140649149922,0.8668730650154799,0.8711180124223602
