recall_color_6_1000_mean,recall_color_6_1000_std,recall_color_6_1500_mean,recall_color_6_1500_std,recall_color_6_500_mean,recall_color_6_500_std,recall_shape_6_1000_mean,recall_shape_6_1000_std,recall_shape_6_1500_mean,recall_shape_6_1500_std,recall_shape_6_500_mean,recall_shape_6_500_std
705.75,272.4127848543689,782.6619718309859,281.2794209963757,742.7916666666666,177.0509545101572,1168.013888888889,414.09291646483604,1228.1830985915492,564.085462366403,1142.5070422535211,449.9641850268097
917.375,261.61698901956265,977.8333333333334,333.54920240128774,978.4583333333334,356.09833811526096,1027.1527777777778,344.0462898646635,1081.4225352112676,358.87290475964295,1125.7571428571428,331.24816371224296
970.8333333333334,257.9966153288193,1147.513888888889,378.05432179372986,924.4722222222222,219.27948416410018,1089.6338028169014,376.55552576466516,1038.8591549295775,333.8527175599036,1153.619718309859,468.0498864192389
701.5138888888889,233.23940388084452,822.3888888888889,303.8393550506933,691.2361111111111,196.48334288110522,878.1111111111111,304.6006184764122,909.943661971831,382.41334732100495,912.5211267605633,316.19726479141053
871.9861111111111,229.97988234464137,918.8194444444445,231.86095434936794,829.4444444444445,171.79310262506516,927.9444444444445,271.2491131361572,954.7605633802817,337.55378258408086,956.8695652173913,307.14405094465127
799.1267605633802,214.24631549273673,874.0694444444445,250.71892833417888,842.7916666666666,320.39741772007176,984.9305555555555,370.1818482088891,995.0422535211268,332.6057055012615,1056.3661971830986,344.37509613943666
726.1111111111111,234.4718101050941,780.6944444444445,229.31113244162142,724.1805555555555,208.7417250709654,832.125,378.0830424282885,865.056338028169,490.91415855157237,830.1267605633802,328.9197005600288
970.2222222222222,379.69083873639124,905.4166666666666,223.02016267088158,980.5833333333334,343.1281430241642,1022.0416666666666,355.5514042390186,1042.7323943661972,351.14652854192116,1064.4366197183099,256.70760088888045
708.4583333333334,184.03918271565945,814.2083333333334,253.16697921766414,766.5138888888889,201.42492349354845,823.4861111111111,310.6017781551069,880.5915492957746,303.57030616433525,881.887323943662,272.46748426166243
819.0418622848199,115.25947608913421,891.5118240306033,116.78738124570913,831.1635802469135,109.47654959028331,972.6043731524953,117.44491880063514,999.6212832550859,114.39048050244244,1013.7879440896585,121.2748442795991
