recognition_shape_4_500_mean,recognition_shape_4_500_std,recognition_shape_4_1000_mean,recognition_shape_4_1000_std,recognition_shape_4_1500_mean,recognition_shape_4_1500_std,recognition_color_4_500_mean,recognition_color_4_500_std,recognition_color_4_1000_mean,recognition_color_4_1000_std,recognition_color_4_1500_mean,recognition_color_4_1500_std
698.3867924528302,192.08388623411474,674.3270142180095,206.29120005259048,736.0095693779904,309.21836929261946,502.67379679144386,114.23459877380513,507.34466019417476,96.03506801382794,518.2258064516129,109.22657252591357
