recognition_color_4_1000,recognition_color_4_1500,recognition_color_4_500,recognition_shape_4_1000,recognition_shape_4_1500,recognition_shape_4_500
0.9890310786106032,0.9781144781144782,0.9908925318761385,0.9653916211293261,0.9453551912568307,0.9524680073126143
