recall_color_4_1000_mean,recall_color_4_1000_std,recall_color_4_1500_mean,recall_color_4_1500_std,recall_color_4_500_mean,recall_color_4_500_std,recall_shape_4_1000_mean,recall_shape_4_1000_std,recall_shape_4_1500_mean,recall_shape_4_1500_std,recall_shape_4_500_mean,recall_shape_4_500_std
772.52,337.2148978721711,733.36,259.2608614614135,655.24,180.3633022993495,1164.26,491.1046611092847,1102.5,387.46324381303896,1077.52,355.11034444900906
723.42,208.57437277765413,784.42,260.78899829680904,750.5,372.24274776724144,880.26,309.69529527967865,901.74,255.24864308340284,932.54,241.70459369288972
741.8,205.94401854754173,833.3673469387755,241.7849159443808,762.7,158.659853080708,934.52,307.18605942008634,887.48,270.4563973307765,904.28,307.5633029249791
648.66,94.06849653745044,683.6,165.21266443525423,722.92,192.14278704194155,805.22,241.41566237677358,827.0612244897959,217.16357200691536,814.2,223.29462554194708
777.78,189.8213219997013,830.36,283.32038257716914,703.52,155.033141947265,775.6734693877551,250.47042305056544,884.38,330.6641362778978,845.7,262.203788169836
683.22,162.41145656784744,743.4489795918367,186.14444002177558,660.44,164.07130853904434,898.68,267.92364431619967,894.22,227.8307006600851,897.6,310.67181975814407
570.28,92.63050143402208,608.44,148.281332167565,562.94,95.46693198192145,665.68,173.69342449927606,656.0,124.10143700484159,654.94,155.3788536553971
739.18,159.65878028611198,785.24,175.9319859305561,741.5,208.22801964016588,756.98,248.04957453817863,812.46,191.09685651896154,923.06,315.6291035700101
610.6530612244898,160.6408456542638,644.7,252.96755055274,630.06,144.14581761082727,696.3,226.76331722925633,672.12,199.10541152354244,745.44,219.74643643647696
775.22,256.1659450992099,763.18,227.3702087713663,712.5102040816327,187.4730116631213,865.78,380.6621668962158,878.06,314.7826856478505,866.12,259.3631635607588
617.04,142.66801194610184,652.04,167.33163454161124,615.42,150.75863802374812,730.1,212.3552328009818,728.0,203.83827122580914,745.28,193.03568878022827
696.3430055658628,74.33741035128298,732.9233024118738,76.32342471241635,683.4318367346939,63.46474803567715,833.9503153988869,139.55638452579146,840.3655658627086,125.23516770033235,855.1527272727275,114.16805482190794
