recognition_color_4_1000_mean,recognition_color_4_1000_std,recognition_color_4_1500_mean,recognition_color_4_1500_std,recognition_color_4_500_mean,recognition_color_4_500_std,recognition_shape_4_1000_mean,recognition_shape_4_1000_std,recognition_shape_4_1500_mean,recognition_shape_4_1500_std,recognition_shape_4_500_mean,recognition_shape_4_500_std
513.34,69.12621110132169,533.6530612244898,152.03639243894978,507.44,78.92082314909426,733.34,246.5463991600273,760.48,232.81333856170033,709.18,211.5270706851798
490.8,78.44951580865394,519.1428571428571,76.40626065098768,450.98,74.09604632929245,581.82,130.15527461537656,614.3673469387755,148.10366497231354,591.18,138.6249808155891
520.32,78.82567695198549,513.56,56.87191480755287,526.8,66.42933947328652,764.76,167.50261161533925,751.08,145.20005059874308,859.5918367346939,228.0794743036722
506.52,118.56338010549807,,,497.24,104.44148053883023,655.96,189.59354591615514,,,664.14,148.50012162435752
487.5,133.89293913024753,525.78,117.84048193924474,475.4,119.03009394815297,600.36,131.02465261101338,1147.46,542.8831275735889,578.2,128.70596136075406
589.24,123.51114301543642,638.12,214.79963516101725,551.7,104.22468860248857,770.38,221.35481628796234,832.56,264.0040321275261,769.72,323.43336947475893
552.92,80.33725849218914,597.02,93.07238569840055,535.2448979591836,106.93290938174056,758.6734693877551,198.80909894451324,727.72,216.97663186507023,804.6122448979592,243.25919101568482
619.38,75.18626937174643,636.7,110.57701167152275,602.56,85.80213593269252,667.42,119.68037194365428,702.36,150.23081017730888,649.6,117.43135206996297
490.2857142857143,90.16466417985855,483.46,70.75372925918204,468.56,103.5104569300974,558.04,124.56765394019133,616.66,159.57745352483033,620.0,163.61452956786658
542.92,111.93052509918638,561.1,128.76655827742016,546.8,104.28767121451577,717.82,246.77873175980864,683.34,191.83875137889177,766.1,211.7886171807799
526.38,73.08560538358914,513.32,63.079619270783006,495.0,87.53261782714755,598.66,123.93227413159403,652.58,201.04594763691333,637.2244897959183,128.05813544801347
,,587.8333333333334,175.26251839629012,,,,,719.62,219.75346947645394,,
,,494.9791666666667,50.09925874651595,,,,,,,,
530.8732467532468,42.47094763598206,550.3890348639455,53.06926306675901,514.3386270871986,43.778000340296586,673.3848608534322,79.71506837498984,746.2024860853434,147.83161581514773,695.4135064935065,92.91939435165854
