recall_shape_4_500,recall_shape_4_1000,recall_shape_4_1500,recall_color_4_500,recall_color_4_1000,recall_color_4_1500
0.8954545454545455,0.9269406392694064,0.9269406392694064,0.8719211822660099,0.8987341772151899,0.8666666666666667
