recall_color_2_1000,recall_color_2_1500,recall_color_2_500,recall_shape_2_1000,recall_shape_2_1500,recall_shape_2_500
0.9758364312267658,0.9646840148698885,0.9807355516637478,0.9683426443202979,0.9628252788104089,0.956369982547993
