recognition_shape_2_500,recognition_shape_2_1000,recognition_shape_2_1500,recognition_color_2_500,recognition_color_2_1000,recognition_color_2_1500
0.8741258741258742,0.9765625,0.9473684210526315,0.9789473684210527,0.9897959183673469,0.9626168224299065
