"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","5409","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","5417","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","8364","0.0-2.0-0.0","","","","","2945","{""name"":""wfy"",""age"":""24""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","10167","0.0-2.0-1.0","","","","","1802","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","13789","0.0-3.0","","","","","","","","783","","","","","","","","","","","","","","","","",""
"","html-button-response","5","15037","0.0-4.0-0.0","","","","","1246","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","24075","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","24625","0.0-4.0-2.0","","","","","549","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","41737","0.0-4.0-3.0","","","","","","","","","","[[{""x"":360,""y"":245,""dx"":-131,""dy"":-36,""t"":1021},{""x"":365,""y"":253,""dx"":-126,""dy"":-28,""t"":1054},{""x"":396,""y"":297,""dx"":-95,""dy"":16,""t"":1090},{""x"":398,""y"":319,""dx"":-93,""dy"":38,""t"":1125},{""x"":433,""y"":346,""dx"":-58,""dy"":65,""t"":1157},{""x"":446,""y"":355,""dx"":-45,""dy"":74,""t"":1191},{""x"":446,""y"":352,""dx"":-45,""dy"":71,""t"":1227},{""x"":434,""y"":330,""dx"":-57,""dy"":49,""t"":1259},{""x"":425,""y"":321,""dx"":-66,""dy"":40,""t"":1293},{""x"":424,""y"":305,""dx"":-67,""dy"":24,""t"":1329},{""x"":419,""y"":295,""dx"":-72,""dy"":14,""t"":1362},{""x"":423,""y"":287,""dx"":-68,""dy"":6,""t"":1395},{""x"":424,""y"":275,""dx"":-67,""dy"":-6,""t"":1431},{""x"":426,""y"":271,""dx"":-65,""dy"":-10,""t"":1464},{""x"":425,""y"":269,""dx"":-66,""dy"":-12,""t"":1497},{""x"":422,""y"":271,""dx"":-69,""dy"":-10,""t"":1533},{""x"":420,""y"":274,""dx"":-71,""dy"":-7,""t"":1565},{""x"":410,""y"":270,""dx"":-81,""dy"":-11,""t"":1599},{""x"":411,""y"":279,""dx"":-80,""dy"":-2,""t"":1635},{""x"":414,""y"":286,""dx"":-77,""dy"":5,""t"":1667},{""x"":404,""y"":279,""dx"":-87,""dy"":-2,""t"":1701},{""x"":405,""y"":282,""dx"":-86,""dy"":1,""t"":1737},{""x"":414,""y"":291,""dx"":-77,""dy"":10,""t"":1769},{""x"":414,""y"":298,""dx"":-77,""dy"":17,""t"":1803},{""x"":416,""y"":300,""dx"":-75,""dy"":19,""t"":1839},{""x"":431,""y"":325,""dx"":-60,""dy"":44,""t"":1871},{""x"":435,""y"":326,""dx"":-56,""dy"":45,""t"":1905},{""x"":423,""y"":315,""dx"":-68,""dy"":34,""t"":1939},{""x"":426,""y"":326,""dx"":-65,""dy"":45,""t"":1975},{""x"":394,""y"":296,""dx"":-97,""dy"":15,""t"":2007},{""x"":379,""y"":281,""dx"":-112,""dy"":0,""t"":2041},{""x"":367,""y"":266,""dx"":-124,""dy"":-15,""t"":2077},{""x"":359,""y"":246,""dx"":-132,""dy"":-35,""t"":2109},{""x"":368,""y"":268,""dx"":-123,""dy"":-13,""t"":2143},{""x"":381,""y"":260,""dx"":-110,""dy"":-21,""t"":2179},{""x"":381,""y"":274,""dx"":-110,""dy"":-7,""t"":2211},{""x"":402,""y"":269,""dx"":-89,""dy"":-12,""t"":2245},{""x"":397,""y"":282,""dx"":-94,""dy"":1,""t"":2279},{""x"":442,""y"":306,""dx"":-49,""dy"":25,""t"":2316},{""x"":428,""y"":319,""dx"":-63,""dy"":38,""t"":2346},{""x"":482,""y"":338,""dx"":-9,""dy"":57,""t"":2381},{""x"":492,""y"":359,""dx"":1,""dy"":78,""t"":2416},{""x"":510,""y"":355,""dx"":19,""dy"":74,""t"":2452},{""x"":522,""y"":362,""dx"":31,""dy"":81,""t"":2483},{""x"":499,""y"":324,""dx"":8,""dy"":43,""t"":2517},{""x"":482,""y"":317,""dx"":-9,""dy"":36,""t"":2553},{""x"":464,""y"":302,""dx"":-27,""dy"":21,""t"":2585},{""x"":436,""y"":293,""dx"":-55,""dy"":12,""t"":2619},{""x"":413,""y"":295,""dx"":-78,""dy"":14,""t"":2652},{""x"":405,""y"":285,""dx"":-86,""dy"":4,""t"":2689},{""x"":407,""y"":279,""dx"":-84,""dy"":-2,""t"":2721},{""x"":402,""y"":272,""dx"":-89,""dy"":-9,""t"":2755},{""x"":408,""y"":280,""dx"":-83,""dy"":-1,""t"":2791},{""x"":400,""y"":268,""dx"":-91,""dy"":-13,""t"":2823},{""x"":382,""y"":257,""dx"":-109,""dy"":-24,""t"":2857},{""x"":379,""y"":253,""dx"":-112,""dy"":-28,""t"":2893},{""x"":368,""y"":252,""dx"":-123,""dy"":-29,""t"":2925},{""x"":362,""y"":250,""dx"":-129,""dy"":-31,""t"":2960}],[{""x"":1416,""y"":271,""dx"":-35,""dy"":-10,""t"":4013},{""x"":1398,""y"":258,""dx"":-53,""dy"":-23,""t"":4047},{""x"":1387,""y"":266,""dx"":-64,""dy"":-15,""t"":4083},{""x"":1367,""y"":294,""dx"":-84,""dy"":13,""t"":4115},{""x"":1368,""y"":299,""dx"":-83,""dy"":18,""t"":4149},{""x"":1374,""y"":300,""dx"":-77,""dy"":19,""t"":4186},{""x"":1375,""y"":327,""dx"":-76,""dy"":46,""t"":4217},{""x"":1377,""y"":318,""dx"":-74,""dy"":37,""t"":4251},{""x"":1372,""y"":320,""dx"":-79,""dy"":39,""t"":4285},{""x"":1366,""y"":329,""dx"":-85,""dy"":48,""t"":4321},{""x"":1356,""y"":325,""dx"":-95,""dy"":44,""t"":4353},{""x"":1347,""y"":321,""dx"":-104,""dy"":40,""t"":4387},{""x"":1353,""y"":315,""dx"":-98,""dy"":34,""t"":4424},{""x"":1358,""y"":316,""dx"":-93,""dy"":35,""t"":4455},{""x"":1360,""y"":335,""dx"":-91,""dy"":54,""t"":4489},{""x"":1367,""y"":359,""dx"":-84,""dy"":78,""t"":4525},{""x"":1368,""y"":376,""dx"":-83,""dy"":95,""t"":4557},{""x"":1377,""y"":397,""dx"":-74,""dy"":116,""t"":4591},{""x"":1374,""y"":377,""dx"":-77,""dy"":96,""t"":4628},{""x"":1370,""y"":357,""dx"":-81,""dy"":76,""t"":4659},{""x"":1373,""y"":352,""dx"":-78,""dy"":71,""t"":4694},{""x"":1358,""y"":316,""dx"":-93,""dy"":35,""t"":4729},{""x"":1369,""y"":342,""dx"":-82,""dy"":61,""t"":4761},{""x"":1350,""y"":327,""dx"":-101,""dy"":46,""t"":4795},{""x"":1351,""y"":335,""dx"":-100,""dy"":54,""t"":4831},{""x"":1341,""y"":316,""dx"":-110,""dy"":35,""t"":4864},{""x"":1343,""y"":299,""dx"":-108,""dy"":18,""t"":4897},{""x"":1348,""y"":273,""dx"":-103,""dy"":-8,""t"":4933},{""x"":1350,""y"":319,""dx"":-101,""dy"":38,""t"":4965},{""x"":1367,""y"":286,""dx"":-84,""dy"":5,""t"":5012},{""x"":1374,""y"":263,""dx"":-77,""dy"":-18,""t"":5033},{""x"":1385,""y"":274,""dx"":-66,""dy"":-7,""t"":5069},{""x"":1383,""y"":255,""dx"":-68,""dy"":-26,""t"":5101},{""x"":1387,""y"":239,""dx"":-64,""dy"":-42,""t"":5136},{""x"":1382,""y"":294,""dx"":-69,""dy"":13,""t"":5171},{""x"":1394,""y"":293,""dx"":-57,""dy"":12,""t"":5204},{""x"":1389,""y"":330,""dx"":-62,""dy"":49,""t"":5237},{""x"":1360,""y"":292,""dx"":-91,""dy"":11,""t"":5274},{""x"":1365,""y"":268,""dx"":-86,""dy"":-13,""t"":5306},{""x"":1380,""y"":258,""dx"":-71,""dy"":-23,""t"":5340},{""x"":1386,""y"":242,""dx"":-65,""dy"":-39,""t"":5375},{""x"":1387,""y"":227,""dx"":-64,""dy"":-54,""t"":5408},{""x"":1394,""y"":216,""dx"":-57,""dy"":-65,""t"":5440},{""x"":1401,""y"":210,""dx"":-50,""dy"":-71,""t"":5476},{""x"":1399,""y"":227,""dx"":-52,""dy"":-54,""t"":5511},{""x"":1408,""y"":215,""dx"":-43,""dy"":-66,""t"":5542},{""x"":1416,""y"":248,""dx"":-35,""dy"":-33,""t"":5578},{""x"":1423,""y"":270,""dx"":-28,""dy"":-11,""t"":5612},{""x"":1409,""y"":247,""dx"":-42,""dy"":-34,""t"":5647},{""x"":1412,""y"":274,""dx"":-39,""dy"":-7,""t"":5679},{""x"":1423,""y"":277,""dx"":-28,""dy"":-4,""t"":5714},{""x"":1422,""y"":261,""dx"":-29,""dy"":-20,""t"":5749},{""x"":1419,""y"":259,""dx"":-32,""dy"":-22,""t"":5781},{""x"":1413,""y"":260,""dx"":-38,""dy"":-21,""t"":5815},{""x"":1413,""y"":259,""dx"":-38,""dy"":-22,""t"":5849},{""x"":1410,""y"":279,""dx"":-41,""dy"":-2,""t"":5885},{""x"":1419,""y"":295,""dx"":-32,""dy"":14,""t"":5918},{""x"":1434,""y"":306,""dx"":-17,""dy"":25,""t"":5950},{""x"":1445,""y"":308,""dx"":-6,""dy"":27,""t"":5985}],[{""x"":840,""y"":503,""dx"":-131,""dy"":-48,""t"":7005},{""x"":835,""y"":482,""dx"":-136,""dy"":-69,""t"":7041},{""x"":830,""y"":463,""dx"":-141,""dy"":-88,""t"":7073},{""x"":830,""y"":471,""dx"":-141,""dy"":-80,""t"":7108},{""x"":844,""y"":479,""dx"":-127,""dy"":-72,""t"":7141},{""x"":850,""y"":502,""dx"":-121,""dy"":-49,""t"":7177},{""x"":834,""y"":513,""dx"":-137,""dy"":-38,""t"":7209},{""x"":843,""y"":514,""dx"":-128,""dy"":-37,""t"":7244},{""x"":864,""y"":526,""dx"":-107,""dy"":-25,""t"":7279},{""x"":883,""y"":523,""dx"":-88,""dy"":-28,""t"":7311},{""x"":882,""y"":520,""dx"":-89,""dy"":-31,""t"":7345},{""x"":851,""y"":507,""dx"":-120,""dy"":-44,""t"":7381},{""x"":852,""y"":522,""dx"":-119,""dy"":-29,""t"":7414},{""x"":863,""y"":521,""dx"":-108,""dy"":-30,""t"":7447},{""x"":842,""y"":526,""dx"":-129,""dy"":-25,""t"":7481},{""x"":850,""y"":531,""dx"":-121,""dy"":-20,""t"":7517},{""x"":866,""y"":515,""dx"":-105,""dy"":-36,""t"":7549},{""x"":849,""y"":531,""dx"":-122,""dy"":-20,""t"":7585},{""x"":857,""y"":531,""dx"":-114,""dy"":-20,""t"":7617},{""x"":833,""y"":529,""dx"":-138,""dy"":-22,""t"":7653},{""x"":845,""y"":502,""dx"":-126,""dy"":-49,""t"":7687},{""x"":842,""y"":491,""dx"":-129,""dy"":-60,""t"":7719},{""x"":846,""y"":485,""dx"":-125,""dy"":-66,""t"":7755},{""x"":860,""y"":490,""dx"":-111,""dy"":-61,""t"":7788},{""x"":854,""y"":515,""dx"":-117,""dy"":-36,""t"":7821},{""x"":867,""y"":515,""dx"":-104,""dy"":-36,""t"":7857},{""x"":853,""y"":537,""dx"":-118,""dy"":-14,""t"":7890},{""x"":862,""y"":527,""dx"":-109,""dy"":-24,""t"":7923},{""x"":862,""y"":541,""dx"":-109,""dy"":-10,""t"":7959},{""x"":879,""y"":554,""dx"":-92,""dy"":3,""t"":7991},{""x"":891,""y"":546,""dx"":-80,""dy"":-5,""t"":8025},{""x"":874,""y"":528,""dx"":-97,""dy"":-23,""t"":8061},{""x"":876,""y"":542,""dx"":-95,""dy"":-9,""t"":8093},{""x"":867,""y"":537,""dx"":-104,""dy"":-14,""t"":8128},{""x"":870,""y"":550,""dx"":-101,""dy"":-1,""t"":8164},{""x"":862,""y"":557,""dx"":-109,""dy"":6,""t"":8195},{""x"":881,""y"":557,""dx"":-90,""dy"":6,""t"":8229},{""x"":866,""y"":562,""dx"":-105,""dy"":11,""t"":8265},{""x"":846,""y"":566,""dx"":-125,""dy"":15,""t"":8297},{""x"":837,""y"":554,""dx"":-134,""dy"":3,""t"":8331},{""x"":853,""y"":568,""dx"":-118,""dy"":17,""t"":8367},{""x"":845,""y"":565,""dx"":-126,""dy"":14,""t"":8399},{""x"":835,""y"":571,""dx"":-136,""dy"":20,""t"":8433},{""x"":852,""y"":584,""dx"":-119,""dy"":33,""t"":8469},{""x"":846,""y"":579,""dx"":-125,""dy"":28,""t"":8501},{""x"":849,""y"":571,""dx"":-122,""dy"":20,""t"":8535},{""x"":838,""y"":571,""dx"":-133,""dy"":20,""t"":8571},{""x"":802,""y"":561,""dx"":-169,""dy"":10,""t"":8603},{""x"":807,""y"":562,""dx"":-164,""dy"":11,""t"":8637},{""x"":795,""y"":561,""dx"":-176,""dy"":10,""t"":8673},{""x"":798,""y"":561,""dx"":-173,""dy"":10,""t"":8706},{""x"":789,""y"":592,""dx"":-182,""dy"":41,""t"":8739},{""x"":799,""y"":591,""dx"":-172,""dy"":40,""t"":8774},{""x"":804,""y"":587,""dx"":-167,""dy"":36,""t"":8810},{""x"":805,""y"":589,""dx"":-166,""dy"":38,""t"":8842},{""x"":836,""y"":567,""dx"":-135,""dy"":16,""t"":8876},{""x"":872,""y"":567,""dx"":-99,""dy"":16,""t"":8911},{""x"":892,""y"":579,""dx"":-79,""dy"":28,""t"":8943},{""x"":903,""y"":584,""dx"":-68,""dy"":33,""t"":8978}],[{""x"":612,""y"":892,""dx"":121,""dy"":71,""t"":10033},{""x"":617,""y"":892,""dx"":126,""dy"":71,""t"":10065},{""x"":645,""y"":884,""dx"":154,""dy"":63,""t"":10100},{""x"":609,""y"":891,""dx"":118,""dy"":70,""t"":10135},{""x"":612,""y"":878,""dx"":121,""dy"":57,""t"":10168},{""x"":609,""y"":864,""dx"":118,""dy"":43,""t"":10201},{""x"":603,""y"":848,""dx"":112,""dy"":27,""t"":10237},{""x"":597,""y"":837,""dx"":106,""dy"":16,""t"":10269},{""x"":586,""y"":825,""dx"":95,""dy"":4,""t"":10303},{""x"":584,""y"":814,""dx"":93,""dy"":-7,""t"":10337},{""x"":572,""y"":845,""dx"":81,""dy"":24,""t"":10373},{""x"":590,""y"":854,""dx"":99,""dy"":33,""t"":10405},{""x"":577,""y"":857,""dx"":86,""dy"":36,""t"":10439},{""x"":559,""y"":873,""dx"":68,""dy"":52,""t"":10475},{""x"":562,""y"":876,""dx"":71,""dy"":55,""t"":10509},{""x"":552,""y"":876,""dx"":61,""dy"":55,""t"":10541},{""x"":552,""y"":862,""dx"":61,""dy"":41,""t"":10577},{""x"":574,""y"":878,""dx"":83,""dy"":57,""t"":10610},{""x"":581,""y"":882,""dx"":90,""dy"":61,""t"":10643},{""x"":585,""y"":879,""dx"":94,""dy"":58,""t"":10678},{""x"":571,""y"":889,""dx"":80,""dy"":68,""t"":10713},{""x"":581,""y"":889,""dx"":90,""dy"":68,""t"":10745},{""x"":590,""y"":888,""dx"":99,""dy"":67,""t"":10780},{""x"":568,""y"":888,""dx"":77,""dy"":67,""t"":10814},{""x"":579,""y"":886,""dx"":88,""dy"":65,""t"":10849},{""x"":604,""y"":872,""dx"":113,""dy"":51,""t"":10881},{""x"":616,""y"":854,""dx"":125,""dy"":33,""t"":10916},{""x"":629,""y"":858,""dx"":138,""dy"":37,""t"":10952},{""x"":613,""y"":861,""dx"":122,""dy"":40,""t"":10984},{""x"":618,""y"":877,""dx"":127,""dy"":56,""t"":11018},{""x"":616,""y"":886,""dx"":125,""dy"":65,""t"":11050},{""x"":605,""y"":874,""dx"":114,""dy"":53,""t"":11087},{""x"":632,""y"":896,""dx"":141,""dy"":75,""t"":11119},{""x"":627,""y"":897,""dx"":136,""dy"":76,""t"":11153},{""x"":645,""y"":901,""dx"":154,""dy"":80,""t"":11189},{""x"":645,""y"":918,""dx"":154,""dy"":97,""t"":11221},{""x"":630,""y"":915,""dx"":139,""dy"":94,""t"":11256},{""x"":613,""y"":908,""dx"":122,""dy"":87,""t"":11291},{""x"":596,""y"":911,""dx"":105,""dy"":90,""t"":11324},{""x"":589,""y"":905,""dx"":98,""dy"":84,""t"":11358},{""x"":608,""y"":928,""dx"":117,""dy"":107,""t"":11393},{""x"":604,""y"":924,""dx"":113,""dy"":103,""t"":11426},{""x"":621,""y"":942,""dx"":130,""dy"":121,""t"":11460},{""x"":626,""y"":947,""dx"":135,""dy"":126,""t"":11496},{""x"":596,""y"":916,""dx"":105,""dy"":95,""t"":11527},{""x"":606,""y"":924,""dx"":115,""dy"":103,""t"":11562},{""x"":617,""y"":939,""dx"":126,""dy"":118,""t"":11597},{""x"":587,""y"":928,""dx"":96,""dy"":107,""t"":11629},{""x"":582,""y"":916,""dx"":91,""dy"":95,""t"":11663},{""x"":575,""y"":902,""dx"":84,""dy"":81,""t"":11699},{""x"":592,""y"":915,""dx"":101,""dy"":94,""t"":11731},{""x"":590,""y"":907,""dx"":99,""dy"":86,""t"":11765},{""x"":594,""y"":919,""dx"":103,""dy"":98,""t"":11801},{""x"":597,""y"":918,""dx"":106,""dy"":97,""t"":11833},{""x"":601,""y"":918,""dx"":110,""dy"":97,""t"":11867},{""x"":620,""y"":938,""dx"":129,""dy"":117,""t"":11904},{""x"":631,""y"":948,""dx"":140,""dy"":127,""t"":11935},{""x"":635,""y"":953,""dx"":144,""dy"":132,""t"":11969},{""x"":646,""y"":952,""dx"":155,""dy"":131,""t"":12006}],[{""x"":1423,""y"":700,""dx"":-28,""dy"":-121,""t"":13025},{""x"":1420,""y"":708,""dx"":-31,""dy"":-113,""t"":13057},{""x"":1399,""y"":700,""dx"":-52,""dy"":-121,""t"":13091},{""x"":1405,""y"":713,""dx"":-46,""dy"":-108,""t"":13127},{""x"":1390,""y"":722,""dx"":-61,""dy"":-99,""t"":13159},{""x"":1387,""y"":721,""dx"":-64,""dy"":-100,""t"":13193},{""x"":1392,""y"":725,""dx"":-59,""dy"":-96,""t"":13229},{""x"":1397,""y"":733,""dx"":-54,""dy"":-88,""t"":13261},{""x"":1394,""y"":734,""dx"":-57,""dy"":-87,""t"":13295},{""x"":1395,""y"":739,""dx"":-56,""dy"":-82,""t"":13331},{""x"":1390,""y"":727,""dx"":-61,""dy"":-94,""t"":13363},{""x"":1396,""y"":728,""dx"":-55,""dy"":-93,""t"":13397},{""x"":1402,""y"":742,""dx"":-49,""dy"":-79,""t"":13433},{""x"":1391,""y"":710,""dx"":-60,""dy"":-111,""t"":13465},{""x"":1400,""y"":713,""dx"":-51,""dy"":-108,""t"":13499},{""x"":1390,""y"":689,""dx"":-61,""dy"":-132,""t"":13535},{""x"":1395,""y"":692,""dx"":-56,""dy"":-129,""t"":13567},{""x"":1397,""y"":703,""dx"":-54,""dy"":-118,""t"":13601},{""x"":1384,""y"":698,""dx"":-67,""dy"":-123,""t"":13637},{""x"":1392,""y"":717,""dx"":-59,""dy"":-104,""t"":13670},{""x"":1387,""y"":720,""dx"":-64,""dy"":-101,""t"":13704},{""x"":1383,""y"":721,""dx"":-68,""dy"":-100,""t"":13739},{""x"":1382,""y"":731,""dx"":-69,""dy"":-90,""t"":13772},{""x"":1376,""y"":719,""dx"":-75,""dy"":-102,""t"":13806},{""x"":1332,""y"":687,""dx"":-119,""dy"":-134,""t"":13841},{""x"":1295,""y"":652,""dx"":-156,""dy"":-169,""t"":13874},{""x"":1278,""y"":633,""dx"":-173,""dy"":-188,""t"":13908},{""x"":1268,""y"":643,""dx"":-183,""dy"":-178,""t"":13943},{""x"":1260,""y"":634,""dx"":-191,""dy"":-187,""t"":13975},{""x"":1275,""y"":667,""dx"":-176,""dy"":-154,""t"":14009},{""x"":1272,""y"":654,""dx"":-179,""dy"":-167,""t"":14045},{""x"":1294,""y"":684,""dx"":-157,""dy"":-137,""t"":14077},{""x"":1295,""y"":660,""dx"":-156,""dy"":-161,""t"":14112},{""x"":1296,""y"":661,""dx"":-155,""dy"":-160,""t"":14147},{""x"":1287,""y"":655,""dx"":-164,""dy"":-166,""t"":14179},{""x"":1293,""y"":669,""dx"":-158,""dy"":-152,""t"":14213},{""x"":1296,""y"":668,""dx"":-155,""dy"":-153,""t"":14246},{""x"":1293,""y"":680,""dx"":-158,""dy"":-141,""t"":14283},{""x"":1260,""y"":668,""dx"":-191,""dy"":-153,""t"":14315},{""x"":1294,""y"":679,""dx"":-157,""dy"":-142,""t"":14350},{""x"":1328,""y"":695,""dx"":-123,""dy"":-126,""t"":14385},{""x"":1364,""y"":706,""dx"":-87,""dy"":-115,""t"":14417},{""x"":1374,""y"":717,""dx"":-77,""dy"":-104,""t"":14451},{""x"":1366,""y"":711,""dx"":-85,""dy"":-110,""t"":14487},{""x"":1365,""y"":705,""dx"":-86,""dy"":-116,""t"":14519},{""x"":1382,""y"":719,""dx"":-69,""dy"":-102,""t"":14553},{""x"":1390,""y"":719,""dx"":-61,""dy"":-102,""t"":14589},{""x"":1393,""y"":710,""dx"":-58,""dy"":-111,""t"":14621},{""x"":1408,""y"":728,""dx"":-43,""dy"":-93,""t"":14655},{""x"":1417,""y"":740,""dx"":-34,""dy"":-81,""t"":14691},{""x"":1405,""y"":730,""dx"":-46,""dy"":-91,""t"":14723},{""x"":1413,""y"":746,""dx"":-38,""dy"":-75,""t"":14757},{""x"":1408,""y"":736,""dx"":-43,""dy"":-85,""t"":14793},{""x"":1402,""y"":734,""dx"":-49,""dy"":-87,""t"":14825},{""x"":1410,""y"":747,""dx"":-41,""dy"":-74,""t"":14859},{""x"":1413,""y"":751,""dx"":-38,""dy"":-70,""t"":14895},{""x"":1417,""y"":750,""dx"":-34,""dy"":-71,""t"":14927},{""x"":1406,""y"":736,""dx"":-45,""dy"":-85,""t"":14961},{""x"":1408,""y"":751,""dx"":-43,""dy"":-70,""t"":14997}]]","[100,100,100,98.30508474576271,74.57627118644068]","[{""x"":-73.75862068965517,""y"":12.96551724137931,""r"":42.750900473475134},{""x"":-67.7457627118644,""y"":11.728813559322035,""r"":42.37947067409514},{""x"":-122.55932203389831,""y"":-12.440677966101696,""r"":34.079397636873765},{""x"":110.23728813559322,""y"":72.45762711864407,""r"":30.911485980572778},{""x"":-86.1864406779661,""y"":-115.40677966101696,""r"":45.02481680278225}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.40","validate","","","","","","","","","",""
"","html-keyboard-response","9","43409","0.0-5.0-0.0","","","","","1670"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，1000毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的 "" 4 "" ,"" 6 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
