"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","5881","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","5889","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","11488","0.0-2.0-0.0","","","","","5597","{""name"":""syx"",""age"":""22""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","14319","0.0-2.0-1.0","","","","","2831","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","21101","0.0-3.0","","","","","","","","2150","","","","","","","","","","","","","","","","",""
"","html-button-response","5","22287","0.0-4.0-0.0","","","","","1185","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","33473","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","35944","0.0-4.0-2.0","","","","","2470","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","54079","0.0-4.0-3.0","","","","","","","","","","[[{""x"":316,""y"":243,""dx"":-175,""dy"":-38,""t"":990},{""x"":332,""y"":264,""dx"":-159,""dy"":-17,""t"":1024},{""x"":352,""y"":280,""dx"":-139,""dy"":-1,""t"":1058},{""x"":361,""y"":269,""dx"":-130,""dy"":-12,""t"":1093},{""x"":381,""y"":263,""dx"":-110,""dy"":-18,""t"":1126},{""x"":401,""y"":263,""dx"":-90,""dy"":-18,""t"":1160},{""x"":417,""y"":264,""dx"":-74,""dy"":-17,""t"":1194},{""x"":432,""y"":282,""dx"":-59,""dy"":1,""t"":1229},{""x"":436,""y"":309,""dx"":-55,""dy"":28,""t"":1262},{""x"":439,""y"":337,""dx"":-52,""dy"":56,""t"":1296},{""x"":444,""y"":355,""dx"":-47,""dy"":74,""t"":1331},{""x"":442,""y"":371,""dx"":-49,""dy"":90,""t"":1364},{""x"":435,""y"":338,""dx"":-56,""dy"":57,""t"":1398},{""x"":442,""y"":349,""dx"":-49,""dy"":68,""t"":1431},{""x"":440,""y"":380,""dx"":-51,""dy"":99,""t"":1466},{""x"":412,""y"":361,""dx"":-79,""dy"":80,""t"":1500},{""x"":399,""y"":344,""dx"":-92,""dy"":63,""t"":1534},{""x"":395,""y"":349,""dx"":-96,""dy"":68,""t"":1567},{""x"":392,""y"":344,""dx"":-99,""dy"":63,""t"":1602},{""x"":380,""y"":342,""dx"":-111,""dy"":61,""t"":1637},{""x"":369,""y"":331,""dx"":-122,""dy"":50,""t"":1670},{""x"":361,""y"":309,""dx"":-130,""dy"":28,""t"":1704},{""x"":362,""y"":291,""dx"":-129,""dy"":10,""t"":1737},{""x"":365,""y"":273,""dx"":-126,""dy"":-8,""t"":1772},{""x"":375,""y"":241,""dx"":-116,""dy"":-40,""t"":1806},{""x"":396,""y"":234,""dx"":-95,""dy"":-47,""t"":1838},{""x"":396,""y"":226,""dx"":-95,""dy"":-55,""t"":1873},{""x"":399,""y"":231,""dx"":-92,""dy"":-50,""t"":1909},{""x"":399,""y"":234,""dx"":-92,""dy"":-47,""t"":1942},{""x"":409,""y"":254,""dx"":-82,""dy"":-27,""t"":1976},{""x"":404,""y"":242,""dx"":-87,""dy"":-39,""t"":2009},{""x"":410,""y"":266,""dx"":-81,""dy"":-15,""t"":2044},{""x"":419,""y"":279,""dx"":-72,""dy"":-2,""t"":2078},{""x"":415,""y"":278,""dx"":-76,""dy"":-3,""t"":2113},{""x"":410,""y"":272,""dx"":-81,""dy"":-9,""t"":2146},{""x"":408,""y"":274,""dx"":-83,""dy"":-7,""t"":2181},{""x"":407,""y"":276,""dx"":-84,""dy"":-5,""t"":2211},{""x"":414,""y"":260,""dx"":-77,""dy"":-21,""t"":2248},{""x"":391,""y"":264,""dx"":-100,""dy"":-17,""t"":2282},{""x"":395,""y"":296,""dx"":-96,""dy"":15,""t"":2316},{""x"":381,""y"":298,""dx"":-110,""dy"":17,""t"":2351},{""x"":385,""y"":330,""dx"":-106,""dy"":49,""t"":2384},{""x"":404,""y"":333,""dx"":-87,""dy"":52,""t"":2418},{""x"":431,""y"":333,""dx"":-60,""dy"":52,""t"":2452},{""x"":442,""y"":328,""dx"":-49,""dy"":47,""t"":2485},{""x"":446,""y"":356,""dx"":-45,""dy"":75,""t"":2520},{""x"":416,""y"":341,""dx"":-75,""dy"":60,""t"":2553},{""x"":423,""y"":337,""dx"":-68,""dy"":56,""t"":2588},{""x"":424,""y"":311,""dx"":-67,""dy"":30,""t"":2622},{""x"":430,""y"":310,""dx"":-61,""dy"":29,""t"":2657},{""x"":409,""y"":316,""dx"":-82,""dy"":35,""t"":2689},{""x"":390,""y"":285,""dx"":-101,""dy"":4,""t"":2724},{""x"":379,""y"":273,""dx"":-112,""dy"":-8,""t"":2759},{""x"":368,""y"":270,""dx"":-123,""dy"":-11,""t"":2792},{""x"":356,""y"":283,""dx"":-135,""dy"":2,""t"":2826},{""x"":374,""y"":292,""dx"":-117,""dy"":11,""t"":2859},{""x"":368,""y"":274,""dx"":-123,""dy"":-7,""t"":2894},{""x"":395,""y"":287,""dx"":-96,""dy"":6,""t"":2928},{""x"":394,""y"":277,""dx"":-97,""dy"":-4,""t"":2963},{""x"":394,""y"":276,""dx"":-97,""dy"":-5,""t"":2996}],[{""x"":1416,""y"":304,""dx"":-35,""dy"":23,""t"":4016},{""x"":1392,""y"":268,""dx"":-59,""dy"":-13,""t"":4050},{""x"":1368,""y"":234,""dx"":-83,""dy"":-47,""t"":4084},{""x"":1362,""y"":216,""dx"":-89,""dy"":-65,""t"":4117},{""x"":1375,""y"":213,""dx"":-76,""dy"":-68,""t"":4152},{""x"":1382,""y"":202,""dx"":-69,""dy"":-79,""t"":4186},{""x"":1384,""y"":226,""dx"":-67,""dy"":-55,""t"":4221},{""x"":1401,""y"":249,""dx"":-50,""dy"":-32,""t"":4254},{""x"":1392,""y"":251,""dx"":-59,""dy"":-30,""t"":4288},{""x"":1400,""y"":258,""dx"":-51,""dy"":-23,""t"":4322},{""x"":1413,""y"":279,""dx"":-38,""dy"":-2,""t"":4356},{""x"":1419,""y"":271,""dx"":-32,""dy"":-10,""t"":4389},{""x"":1407,""y"":275,""dx"":-44,""dy"":-6,""t"":4425},{""x"":1419,""y"":290,""dx"":-32,""dy"":9,""t"":4458},{""x"":1416,""y"":292,""dx"":-35,""dy"":11,""t"":4493},{""x"":1398,""y"":280,""dx"":-53,""dy"":-1,""t"":4526},{""x"":1412,""y"":293,""dx"":-39,""dy"":12,""t"":4560},{""x"":1391,""y"":266,""dx"":-60,""dy"":-15,""t"":4593},{""x"":1392,""y"":247,""dx"":-59,""dy"":-34,""t"":4628},{""x"":1375,""y"":228,""dx"":-76,""dy"":-53,""t"":4662},{""x"":1377,""y"":253,""dx"":-74,""dy"":-28,""t"":4696},{""x"":1377,""y"":270,""dx"":-74,""dy"":-11,""t"":4731},{""x"":1372,""y"":257,""dx"":-79,""dy"":-24,""t"":4764},{""x"":1371,""y"":249,""dx"":-80,""dy"":-32,""t"":4797},{""x"":1374,""y"":244,""dx"":-77,""dy"":-37,""t"":4832},{""x"":1396,""y"":276,""dx"":-55,""dy"":-5,""t"":4866},{""x"":1394,""y"":276,""dx"":-57,""dy"":-5,""t"":4900},{""x"":1389,""y"":283,""dx"":-62,""dy"":2,""t"":4933},{""x"":1394,""y"":291,""dx"":-57,""dy"":10,""t"":4968},{""x"":1392,""y"":288,""dx"":-59,""dy"":7,""t"":4999},{""x"":1385,""y"":272,""dx"":-66,""dy"":-9,""t"":5036},{""x"":1372,""y"":262,""dx"":-79,""dy"":-19,""t"":5069},{""x"":1369,""y"":255,""dx"":-82,""dy"":-26,""t"":5103},{""x"":1381,""y"":265,""dx"":-70,""dy"":-16,""t"":5138},{""x"":1397,""y"":275,""dx"":-54,""dy"":-6,""t"":5172},{""x"":1407,""y"":290,""dx"":-44,""dy"":9,""t"":5206},{""x"":1410,""y"":295,""dx"":-41,""dy"":14,""t"":5241},{""x"":1404,""y"":301,""dx"":-47,""dy"":20,""t"":5304},{""x"":1399,""y"":304,""dx"":-52,""dy"":23,""t"":5310},{""x"":1408,""y"":312,""dx"":-43,""dy"":31,""t"":5342},{""x"":1405,""y"":293,""dx"":-46,""dy"":12,""t"":5376},{""x"":1397,""y"":283,""dx"":-54,""dy"":2,""t"":5408},{""x"":1392,""y"":289,""dx"":-59,""dy"":8,""t"":5444},{""x"":1393,""y"":293,""dx"":-58,""dy"":12,""t"":5478},{""x"":1395,""y"":285,""dx"":-56,""dy"":4,""t"":5513},{""x"":1395,""y"":268,""dx"":-56,""dy"":-13,""t"":5546},{""x"":1395,""y"":252,""dx"":-56,""dy"":-29,""t"":5580},{""x"":1381,""y"":238,""dx"":-70,""dy"":-43,""t"":5614},{""x"":1356,""y"":225,""dx"":-95,""dy"":-56,""t"":5647},{""x"":1345,""y"":223,""dx"":-106,""dy"":-58,""t"":5682},{""x"":1347,""y"":227,""dx"":-104,""dy"":-54,""t"":5717},{""x"":1359,""y"":242,""dx"":-92,""dy"":-39,""t"":5750},{""x"":1377,""y"":265,""dx"":-74,""dy"":-16,""t"":5784},{""x"":1378,""y"":249,""dx"":-73,""dy"":-32,""t"":5818},{""x"":1385,""y"":243,""dx"":-66,""dy"":-38,""t"":5853},{""x"":1396,""y"":255,""dx"":-55,""dy"":-26,""t"":5886},{""x"":1403,""y"":254,""dx"":-48,""dy"":-27,""t"":5920},{""x"":1404,""y"":254,""dx"":-47,""dy"":-27,""t"":5954},{""x"":1407,""y"":249,""dx"":-44,""dy"":-32,""t"":5988}],[{""x"":907,""y"":589,""dx"":-64,""dy"":38,""t"":7042},{""x"":912,""y"":597,""dx"":-59,""dy"":46,""t"":7076},{""x"":924,""y"":575,""dx"":-47,""dy"":24,""t"":7110},{""x"":932,""y"":551,""dx"":-39,""dy"":0,""t"":7145},{""x"":948,""y"":548,""dx"":-23,""dy"":-3,""t"":7178},{""x"":943,""y"":550,""dx"":-28,""dy"":-1,""t"":7213},{""x"":960,""y"":556,""dx"":-11,""dy"":5,""t"":7246},{""x"":971,""y"":565,""dx"":0,""dy"":14,""t"":7279},{""x"":988,""y"":549,""dx"":17,""dy"":-2,""t"":7314},{""x"":1002,""y"":546,""dx"":31,""dy"":-5,""t"":7346},{""x"":1006,""y"":555,""dx"":35,""dy"":4,""t"":7382},{""x"":1005,""y"":558,""dx"":34,""dy"":7,""t"":7417},{""x"":988,""y"":555,""dx"":17,""dy"":4,""t"":7450},{""x"":980,""y"":572,""dx"":9,""dy"":21,""t"":7483},{""x"":967,""y"":578,""dx"":-4,""dy"":27,""t"":7519},{""x"":962,""y"":589,""dx"":-9,""dy"":38,""t"":7552},{""x"":950,""y"":590,""dx"":-21,""dy"":39,""t"":7586},{""x"":955,""y"":584,""dx"":-16,""dy"":33,""t"":7620},{""x"":958,""y"":583,""dx"":-13,""dy"":32,""t"":7654},{""x"":978,""y"":600,""dx"":7,""dy"":49,""t"":7687},{""x"":971,""y"":609,""dx"":0,""dy"":58,""t"":7721},{""x"":978,""y"":618,""dx"":7,""dy"":67,""t"":7755},{""x"":958,""y"":616,""dx"":-13,""dy"":65,""t"":7790},{""x"":966,""y"":619,""dx"":-5,""dy"":68,""t"":7824},{""x"":975,""y"":614,""dx"":4,""dy"":63,""t"":7858},{""x"":976,""y"":621,""dx"":5,""dy"":70,""t"":7892},{""x"":982,""y"":639,""dx"":11,""dy"":88,""t"":7927},{""x"":980,""y"":617,""dx"":9,""dy"":66,""t"":7960},{""x"":990,""y"":630,""dx"":19,""dy"":79,""t"":7993},{""x"":1007,""y"":630,""dx"":36,""dy"":79,""t"":8028},{""x"":1010,""y"":646,""dx"":39,""dy"":95,""t"":8062},{""x"":1007,""y"":653,""dx"":36,""dy"":102,""t"":8096},{""x"":996,""y"":658,""dx"":25,""dy"":107,""t"":8131},{""x"":1013,""y"":667,""dx"":42,""dy"":116,""t"":8165},{""x"":1015,""y"":674,""dx"":44,""dy"":123,""t"":8197},{""x"":1016,""y"":721,""dx"":45,""dy"":170,""t"":8231},{""x"":991,""y"":812,""dx"":20,""dy"":261,""t"":8266},{""x"":974,""y"":915,""dx"":3,""dy"":364,""t"":8299},{""x"":973,""y"":951,""dx"":2,""dy"":400,""t"":8334},{""x"":969,""y"":960,""dx"":-2,""dy"":409,""t"":8368},{""x"":990,""y"":931,""dx"":19,""dy"":380,""t"":8402},{""x"":1005,""y"":890,""dx"":34,""dy"":339,""t"":8436},{""x"":1007,""y"":843,""dx"":36,""dy"":292,""t"":8470},{""x"":1002,""y"":791,""dx"":31,""dy"":240,""t"":8505},{""x"":990,""y"":732,""dx"":19,""dy"":181,""t"":8535},{""x"":998,""y"":718,""dx"":27,""dy"":167,""t"":8572},{""x"":1009,""y"":707,""dx"":38,""dy"":156,""t"":8606},{""x"":1001,""y"":670,""dx"":30,""dy"":119,""t"":8640},{""x"":1010,""y"":658,""dx"":39,""dy"":107,""t"":8673},{""x"":1014,""y"":653,""dx"":43,""dy"":102,""t"":8708},{""x"":1019,""y"":646,""dx"":48,""dy"":95,""t"":8741},{""x"":1017,""y"":645,""dx"":46,""dy"":94,""t"":8776},{""x"":1003,""y"":618,""dx"":32,""dy"":67,""t"":8810},{""x"":1003,""y"":617,""dx"":32,""dy"":66,""t"":8844},{""x"":1004,""y"":624,""dx"":33,""dy"":73,""t"":8879},{""x"":986,""y"":592,""dx"":15,""dy"":41,""t"":8912},{""x"":990,""y"":587,""dx"":19,""dy"":36,""t"":8944},{""x"":992,""y"":602,""dx"":21,""dy"":51,""t"":8980},{""x"":996,""y"":601,""dx"":25,""dy"":50,""t"":9014}],[{""x"":472,""y"":795,""dx"":-19,""dy"":-26,""t"":10034},{""x"":482,""y"":802,""dx"":-9,""dy"":-19,""t"":10069},{""x"":484,""y"":800,""dx"":-7,""dy"":-21,""t"":10102},{""x"":499,""y"":795,""dx"":8,""dy"":-26,""t"":10136},{""x"":505,""y"":796,""dx"":14,""dy"":-25,""t"":10170},{""x"":520,""y"":795,""dx"":29,""dy"":-26,""t"":10204},{""x"":517,""y"":786,""dx"":26,""dy"":-35,""t"":10237},{""x"":523,""y"":789,""dx"":32,""dy"":-32,""t"":10272},{""x"":514,""y"":785,""dx"":23,""dy"":-36,""t"":10307},{""x"":508,""y"":786,""dx"":17,""dy"":-35,""t"":10340},{""x"":507,""y"":783,""dx"":16,""dy"":-38,""t"":10374},{""x"":509,""y"":775,""dx"":18,""dy"":-46,""t"":10408},{""x"":496,""y"":765,""dx"":5,""dy"":-56,""t"":10443},{""x"":487,""y"":757,""dx"":-4,""dy"":-64,""t"":10476},{""x"":485,""y"":754,""dx"":-6,""dy"":-67,""t"":10507},{""x"":486,""y"":765,""dx"":-5,""dy"":-56,""t"":10544},{""x"":486,""y"":767,""dx"":-5,""dy"":-54,""t"":10578},{""x"":477,""y"":766,""dx"":-14,""dy"":-55,""t"":10612},{""x"":470,""y"":760,""dx"":-21,""dy"":-61,""t"":10646},{""x"":462,""y"":763,""dx"":-29,""dy"":-58,""t"":10680},{""x"":467,""y"":764,""dx"":-24,""dy"":-57,""t"":10714},{""x"":463,""y"":760,""dx"":-28,""dy"":-61,""t"":10748},{""x"":464,""y"":753,""dx"":-27,""dy"":-68,""t"":10782},{""x"":463,""y"":753,""dx"":-28,""dy"":-68,""t"":10816},{""x"":471,""y"":758,""dx"":-20,""dy"":-63,""t"":10850},{""x"":483,""y"":773,""dx"":-8,""dy"":-48,""t"":10884},{""x"":482,""y"":772,""dx"":-9,""dy"":-49,""t"":10918},{""x"":486,""y"":774,""dx"":-5,""dy"":-47,""t"":10952},{""x"":491,""y"":780,""dx"":0,""dy"":-41,""t"":10986},{""x"":488,""y"":783,""dx"":-3,""dy"":-38,""t"":11020},{""x"":498,""y"":794,""dx"":7,""dy"":-27,""t"":11054},{""x"":499,""y"":781,""dx"":8,""dy"":-40,""t"":11088},{""x"":490,""y"":766,""dx"":-1,""dy"":-55,""t"":11123},{""x"":484,""y"":753,""dx"":-7,""dy"":-68,""t"":11155},{""x"":490,""y"":738,""dx"":-1,""dy"":-83,""t"":11190},{""x"":493,""y"":737,""dx"":2,""dy"":-84,""t"":11224},{""x"":484,""y"":732,""dx"":-7,""dy"":-89,""t"":11258},{""x"":482,""y"":732,""dx"":-9,""dy"":-89,""t"":11291},{""x"":490,""y"":740,""dx"":-1,""dy"":-81,""t"":11326},{""x"":495,""y"":742,""dx"":4,""dy"":-79,""t"":11360},{""x"":486,""y"":746,""dx"":-5,""dy"":-75,""t"":11395},{""x"":479,""y"":750,""dx"":-12,""dy"":-71,""t"":11428},{""x"":487,""y"":760,""dx"":-4,""dy"":-61,""t"":11463},{""x"":484,""y"":748,""dx"":-7,""dy"":-73,""t"":11496},{""x"":482,""y"":748,""dx"":-9,""dy"":-73,""t"":11530},{""x"":482,""y"":746,""dx"":-9,""dy"":-75,""t"":11563},{""x"":472,""y"":737,""dx"":-19,""dy"":-84,""t"":11598},{""x"":477,""y"":743,""dx"":-14,""dy"":-78,""t"":11632},{""x"":472,""y"":738,""dx"":-19,""dy"":-83,""t"":11667},{""x"":478,""y"":750,""dx"":-13,""dy"":-71,""t"":11700},{""x"":473,""y"":750,""dx"":-18,""dy"":-71,""t"":11735},{""x"":475,""y"":751,""dx"":-16,""dy"":-70,""t"":11768},{""x"":493,""y"":761,""dx"":2,""dy"":-60,""t"":11802},{""x"":501,""y"":752,""dx"":10,""dy"":-69,""t"":11835},{""x"":495,""y"":764,""dx"":4,""dy"":-57,""t"":11870},{""x"":499,""y"":762,""dx"":8,""dy"":-59,""t"":11904},{""x"":501,""y"":770,""dx"":10,""dy"":-51,""t"":11938},{""x"":496,""y"":761,""dx"":5,""dy"":-60,""t"":11972},{""x"":494,""y"":761,""dx"":3,""dy"":-60,""t"":12005}],[{""x"":1498,""y"":764,""dx"":47,""dy"":-57,""t"":13026},{""x"":1480,""y"":761,""dx"":29,""dy"":-60,""t"":13060},{""x"":1475,""y"":769,""dx"":24,""dy"":-52,""t"":13094},{""x"":1459,""y"":769,""dx"":8,""dy"":-52,""t"":13128},{""x"":1429,""y"":761,""dx"":-22,""dy"":-60,""t"":13162},{""x"":1400,""y"":752,""dx"":-51,""dy"":-69,""t"":13197},{""x"":1417,""y"":770,""dx"":-34,""dy"":-51,""t"":13230},{""x"":1415,""y"":772,""dx"":-36,""dy"":-49,""t"":13264},{""x"":1428,""y"":790,""dx"":-23,""dy"":-31,""t"":13297},{""x"":1406,""y"":771,""dx"":-45,""dy"":-50,""t"":13332},{""x"":1397,""y"":770,""dx"":-54,""dy"":-51,""t"":13366},{""x"":1375,""y"":764,""dx"":-76,""dy"":-57,""t"":13400},{""x"":1368,""y"":766,""dx"":-83,""dy"":-55,""t"":13434},{""x"":1365,""y"":752,""dx"":-86,""dy"":-69,""t"":13469},{""x"":1366,""y"":742,""dx"":-85,""dy"":-79,""t"":13502},{""x"":1349,""y"":727,""dx"":-102,""dy"":-94,""t"":13535},{""x"":1386,""y"":754,""dx"":-65,""dy"":-67,""t"":13570},{""x"":1374,""y"":739,""dx"":-77,""dy"":-82,""t"":13604},{""x"":1370,""y"":739,""dx"":-81,""dy"":-82,""t"":13638},{""x"":1373,""y"":739,""dx"":-78,""dy"":-82,""t"":13672},{""x"":1360,""y"":740,""dx"":-91,""dy"":-81,""t"":13706},{""x"":1370,""y"":733,""dx"":-81,""dy"":-88,""t"":13741},{""x"":1372,""y"":733,""dx"":-79,""dy"":-88,""t"":13774},{""x"":1371,""y"":724,""dx"":-80,""dy"":-97,""t"":13808},{""x"":1393,""y"":746,""dx"":-58,""dy"":-75,""t"":13841},{""x"":1384,""y"":741,""dx"":-67,""dy"":-80,""t"":13876},{""x"":1393,""y"":756,""dx"":-58,""dy"":-65,""t"":13910},{""x"":1376,""y"":753,""dx"":-75,""dy"":-68,""t"":13944},{""x"":1363,""y"":741,""dx"":-88,""dy"":-80,""t"":13977},{""x"":1376,""y"":741,""dx"":-75,""dy"":-80,""t"":14012},{""x"":1383,""y"":740,""dx"":-68,""dy"":-81,""t"":14046},{""x"":1392,""y"":740,""dx"":-59,""dy"":-81,""t"":14077},{""x"":1396,""y"":730,""dx"":-55,""dy"":-91,""t"":14113},{""x"":1390,""y"":729,""dx"":-61,""dy"":-92,""t"":14148},{""x"":1380,""y"":732,""dx"":-71,""dy"":-89,""t"":14182},{""x"":1399,""y"":755,""dx"":-52,""dy"":-66,""t"":14217},{""x"":1388,""y"":755,""dx"":-63,""dy"":-66,""t"":14249},{""x"":1376,""y"":749,""dx"":-75,""dy"":-72,""t"":14284},{""x"":1372,""y"":750,""dx"":-79,""dy"":-71,""t"":14318},{""x"":1379,""y"":750,""dx"":-72,""dy"":-71,""t"":14352},{""x"":1366,""y"":746,""dx"":-85,""dy"":-75,""t"":14386},{""x"":1357,""y"":753,""dx"":-94,""dy"":-68,""t"":14420},{""x"":1354,""y"":748,""dx"":-97,""dy"":-73,""t"":14454},{""x"":1362,""y"":745,""dx"":-89,""dy"":-76,""t"":14488},{""x"":1354,""y"":732,""dx"":-97,""dy"":-89,""t"":14522},{""x"":1362,""y"":733,""dx"":-89,""dy"":-88,""t"":14556},{""x"":1384,""y"":746,""dx"":-67,""dy"":-75,""t"":14590},{""x"":1372,""y"":741,""dx"":-79,""dy"":-80,""t"":14624},{""x"":1364,""y"":749,""dx"":-87,""dy"":-72,""t"":14658},{""x"":1378,""y"":745,""dx"":-73,""dy"":-76,""t"":14691},{""x"":1376,""y"":749,""dx"":-75,""dy"":-72,""t"":14726},{""x"":1379,""y"":742,""dx"":-72,""dy"":-79,""t"":14761},{""x"":1381,""y"":747,""dx"":-70,""dy"":-74,""t"":14794},{""x"":1372,""y"":745,""dx"":-79,""dy"":-76,""t"":14827},{""x"":1379,""y"":750,""dx"":-72,""dy"":-71,""t"":14863},{""x"":1386,""y"":742,""dx"":-65,""dy"":-79,""t"":14896},{""x"":1387,""y"":735,""dx"":-64,""dy"":-86,""t"":14929},{""x"":1390,""y"":730,""dx"":-61,""dy"":-91,""t"":14964},{""x"":1383,""y"":728,""dx"":-68,""dy"":-93,""t"":14998},{""x"":1405,""y"":736,""dx"":-46,""dy"":-85,""t"":15031}]]","[100,100,86.4406779661017,100,100]","[{""x"":-91.65,""y"":14.8,""r"":61.21535031816299},{""x"":-61.30508474576271,""y"":-17.491525423728813,""r"":22.582333639115703},{""x"":12.372881355932204,""y"":99.59322033898304,""r"":65.19604933722034},{""x"":-3.23728813559322,""y"":-57.152542372881356,""r"":19.154012242982123},{""x"":-63.766666666666666,""y"":-73.48333333333333,""r"":29.016917582925842}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.42","validate","","","","","","","","","",""
"","html-keyboard-response","9","55392","0.0-5.0-0.0","","","","","1312"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，500毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的 "" 4 "" ,"" 8 "","" 6 "","" 2 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
