"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","2233","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2239","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","11375","0.0-2.0-0.0","","","","","9134","{""name"":""陈舒雨"",""age"":""24""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","13616","0.0-2.0-1.0","","","","","2239","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","19168","0.0-3.0","","","","","","","","1500","","","","","","","","","","","","","","","","",""
"","html-button-response","5","22384","0.0-4.0-0.0","","","","","3214","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","36106","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","36999","0.0-4.0-2.0","","","","","892","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","55407","0.0-4.0-3.0","","","","","","","","","","[[{""x"":446,""y"":349,""dx"":-45,""dy"":68,""t"":989},{""x"":471,""y"":352,""dx"":-20,""dy"":71,""t"":1025},{""x"":489,""y"":397,""dx"":-2,""dy"":116,""t"":1058},{""x"":501,""y"":413,""dx"":10,""dy"":132,""t"":1092},{""x"":514,""y"":479,""dx"":23,""dy"":198,""t"":1126},{""x"":512,""y"":469,""dx"":21,""dy"":188,""t"":1160},{""x"":514,""y"":484,""dx"":23,""dy"":203,""t"":1193},{""x"":531,""y"":496,""dx"":40,""dy"":215,""t"":1228},{""x"":494,""y"":509,""dx"":3,""dy"":228,""t"":1262},{""x"":483,""y"":490,""dx"":-8,""dy"":209,""t"":1296},{""x"":465,""y"":493,""dx"":-26,""dy"":212,""t"":1331},{""x"":458,""y"":492,""dx"":-33,""dy"":211,""t"":1363},{""x"":439,""y"":473,""dx"":-52,""dy"":192,""t"":1398},{""x"":438,""y"":471,""dx"":-53,""dy"":190,""t"":1433},{""x"":419,""y"":434,""dx"":-72,""dy"":153,""t"":1466},{""x"":403,""y"":446,""dx"":-88,""dy"":165,""t"":1500},{""x"":387,""y"":427,""dx"":-104,""dy"":146,""t"":1534},{""x"":385,""y"":413,""dx"":-106,""dy"":132,""t"":1567},{""x"":379,""y"":404,""dx"":-112,""dy"":123,""t"":1602},{""x"":365,""y"":378,""dx"":-126,""dy"":97,""t"":1638},{""x"":371,""y"":364,""dx"":-120,""dy"":83,""t"":1670},{""x"":377,""y"":354,""dx"":-114,""dy"":73,""t"":1701},{""x"":400,""y"":373,""dx"":-91,""dy"":92,""t"":1737},{""x"":418,""y"":381,""dx"":-73,""dy"":100,""t"":1773},{""x"":441,""y"":388,""dx"":-50,""dy"":107,""t"":1807},{""x"":450,""y"":376,""dx"":-41,""dy"":95,""t"":1839},{""x"":445,""y"":355,""dx"":-46,""dy"":74,""t"":1873},{""x"":454,""y"":340,""dx"":-37,""dy"":59,""t"":1907},{""x"":480,""y"":337,""dx"":-11,""dy"":56,""t"":1943},{""x"":509,""y"":339,""dx"":18,""dy"":58,""t"":1977},{""x"":518,""y"":320,""dx"":27,""dy"":39,""t"":2011},{""x"":537,""y"":357,""dx"":46,""dy"":76,""t"":2046},{""x"":562,""y"":365,""dx"":71,""dy"":84,""t"":2076},{""x"":566,""y"":361,""dx"":75,""dy"":80,""t"":2112},{""x"":561,""y"":362,""dx"":70,""dy"":81,""t"":2146},{""x"":572,""y"":352,""dx"":81,""dy"":71,""t"":2179},{""x"":584,""y"":381,""dx"":93,""dy"":100,""t"":2215},{""x"":558,""y"":369,""dx"":67,""dy"":88,""t"":2250},{""x"":536,""y"":384,""dx"":45,""dy"":103,""t"":2281},{""x"":534,""y"":396,""dx"":43,""dy"":115,""t"":2316},{""x"":534,""y"":416,""dx"":43,""dy"":135,""t"":2350},{""x"":480,""y"":412,""dx"":-11,""dy"":131,""t"":2383},{""x"":479,""y"":403,""dx"":-12,""dy"":122,""t"":2417},{""x"":454,""y"":402,""dx"":-37,""dy"":121,""t"":2452},{""x"":414,""y"":369,""dx"":-77,""dy"":88,""t"":2486},{""x"":400,""y"":365,""dx"":-91,""dy"":84,""t"":2520},{""x"":381,""y"":351,""dx"":-110,""dy"":70,""t"":2555},{""x"":374,""y"":368,""dx"":-117,""dy"":87,""t"":2589},{""x"":341,""y"":372,""dx"":-150,""dy"":91,""t"":2622},{""x"":341,""y"":378,""dx"":-150,""dy"":97,""t"":2657},{""x"":343,""y"":395,""dx"":-148,""dy"":114,""t"":2690},{""x"":340,""y"":396,""dx"":-151,""dy"":115,""t"":2725},{""x"":335,""y"":377,""dx"":-156,""dy"":96,""t"":2862},{""x"":332,""y"":346,""dx"":-159,""dy"":65,""t"":2894},{""x"":352,""y"":376,""dx"":-139,""dy"":95,""t"":2929},{""x"":361,""y"":367,""dx"":-130,""dy"":86,""t"":2962},{""x"":371,""y"":362,""dx"":-120,""dy"":81,""t"":2996}],[{""x"":1514,""y"":469,""dx"":63,""dy"":188,""t"":4016},{""x"":1519,""y"":471,""dx"":68,""dy"":190,""t"":4050},{""x"":1525,""y"":466,""dx"":74,""dy"":185,""t"":4084},{""x"":1506,""y"":440,""dx"":55,""dy"":159,""t"":4118},{""x"":1530,""y"":449,""dx"":79,""dy"":168,""t"":4151},{""x"":1492,""y"":445,""dx"":41,""dy"":164,""t"":4186},{""x"":1475,""y"":447,""dx"":24,""dy"":166,""t"":4220},{""x"":1454,""y"":470,""dx"":3,""dy"":189,""t"":4254},{""x"":1430,""y"":488,""dx"":-21,""dy"":207,""t"":4288},{""x"":1405,""y"":494,""dx"":-46,""dy"":213,""t"":4322},{""x"":1383,""y"":526,""dx"":-68,""dy"":245,""t"":4356},{""x"":1375,""y"":536,""dx"":-76,""dy"":255,""t"":4390},{""x"":1378,""y"":541,""dx"":-73,""dy"":260,""t"":4424},{""x"":1367,""y"":555,""dx"":-84,""dy"":274,""t"":4458},{""x"":1373,""y"":554,""dx"":-78,""dy"":273,""t"":4492},{""x"":1384,""y"":515,""dx"":-67,""dy"":234,""t"":4526},{""x"":1389,""y"":474,""dx"":-62,""dy"":193,""t"":4560},{""x"":1401,""y"":509,""dx"":-50,""dy"":228,""t"":4594},{""x"":1390,""y"":475,""dx"":-61,""dy"":194,""t"":4628},{""x"":1378,""y"":451,""dx"":-73,""dy"":170,""t"":4662},{""x"":1360,""y"":424,""dx"":-91,""dy"":143,""t"":4696},{""x"":1381,""y"":430,""dx"":-70,""dy"":149,""t"":4730},{""x"":1387,""y"":418,""dx"":-64,""dy"":137,""t"":4764},{""x"":1407,""y"":397,""dx"":-44,""dy"":116,""t"":4798},{""x"":1393,""y"":382,""dx"":-58,""dy"":101,""t"":4832},{""x"":1387,""y"":383,""dx"":-64,""dy"":102,""t"":4866},{""x"":1412,""y"":382,""dx"":-39,""dy"":101,""t"":4899},{""x"":1414,""y"":373,""dx"":-37,""dy"":92,""t"":4934},{""x"":1404,""y"":388,""dx"":-47,""dy"":107,""t"":4968},{""x"":1388,""y"":395,""dx"":-63,""dy"":114,""t"":5002},{""x"":1390,""y"":401,""dx"":-61,""dy"":120,""t"":5036},{""x"":1384,""y"":401,""dx"":-67,""dy"":120,""t"":5070},{""x"":1406,""y"":385,""dx"":-45,""dy"":104,""t"":5104},{""x"":1384,""y"":389,""dx"":-67,""dy"":108,""t"":5137},{""x"":1395,""y"":418,""dx"":-56,""dy"":137,""t"":5172},{""x"":1363,""y"":422,""dx"":-88,""dy"":141,""t"":5206},{""x"":1358,""y"":410,""dx"":-93,""dy"":129,""t"":5240},{""x"":1360,""y"":389,""dx"":-91,""dy"":108,""t"":5271},{""x"":1365,""y"":479,""dx"":-86,""dy"":198,""t"":5308},{""x"":1363,""y"":503,""dx"":-88,""dy"":222,""t"":5341},{""x"":1355,""y"":499,""dx"":-96,""dy"":218,""t"":5376},{""x"":1342,""y"":492,""dx"":-109,""dy"":211,""t"":5411},{""x"":1361,""y"":484,""dx"":-90,""dy"":203,""t"":5444},{""x"":1380,""y"":503,""dx"":-71,""dy"":222,""t"":5478},{""x"":1387,""y"":474,""dx"":-64,""dy"":193,""t"":5512},{""x"":1393,""y"":454,""dx"":-58,""dy"":173,""t"":5546},{""x"":1399,""y"":428,""dx"":-52,""dy"":147,""t"":5580},{""x"":1398,""y"":406,""dx"":-53,""dy"":125,""t"":5614},{""x"":1397,""y"":387,""dx"":-54,""dy"":106,""t"":5646},{""x"":1408,""y"":369,""dx"":-43,""dy"":88,""t"":5682},{""x"":1405,""y"":358,""dx"":-46,""dy"":77,""t"":5716},{""x"":1415,""y"":336,""dx"":-36,""dy"":55,""t"":5751},{""x"":1413,""y"":351,""dx"":-38,""dy"":70,""t"":5784},{""x"":1438,""y"":359,""dx"":-13,""dy"":78,""t"":5819},{""x"":1423,""y"":372,""dx"":-28,""dy"":91,""t"":5852},{""x"":1420,""y"":377,""dx"":-31,""dy"":96,""t"":5885},{""x"":1398,""y"":377,""dx"":-53,""dy"":96,""t"":5920},{""x"":1413,""y"":353,""dx"":-38,""dy"":72,""t"":5954},{""x"":1422,""y"":350,""dx"":-29,""dy"":69,""t"":5988}],[{""x"":992,""y"":709,""dx"":21,""dy"":158,""t"":7008},{""x"":996,""y"":707,""dx"":25,""dy"":156,""t"":7042},{""x"":990,""y"":663,""dx"":19,""dy"":112,""t"":7076},{""x"":990,""y"":664,""dx"":19,""dy"":113,""t"":7111},{""x"":976,""y"":647,""dx"":5,""dy"":96,""t"":7144},{""x"":967,""y"":632,""dx"":-4,""dy"":81,""t"":7178},{""x"":973,""y"":610,""dx"":2,""dy"":59,""t"":7212},{""x"":978,""y"":592,""dx"":7,""dy"":41,""t"":7244},{""x"":972,""y"":570,""dx"":1,""dy"":19,""t"":7281},{""x"":976,""y"":569,""dx"":5,""dy"":18,""t"":7313},{""x"":984,""y"":556,""dx"":13,""dy"":5,""t"":7347},{""x"":989,""y"":555,""dx"":18,""dy"":4,""t"":7381},{""x"":1007,""y"":550,""dx"":36,""dy"":-1,""t"":7416},{""x"":1002,""y"":547,""dx"":31,""dy"":-4,""t"":7450},{""x"":999,""y"":544,""dx"":28,""dy"":-7,""t"":7484},{""x"":1005,""y"":535,""dx"":34,""dy"":-16,""t"":7518},{""x"":1023,""y"":543,""dx"":52,""dy"":-8,""t"":7552},{""x"":1030,""y"":540,""dx"":59,""dy"":-11,""t"":7586},{""x"":1023,""y"":531,""dx"":52,""dy"":-20,""t"":7620},{""x"":1032,""y"":555,""dx"":61,""dy"":4,""t"":7654},{""x"":1031,""y"":549,""dx"":60,""dy"":-2,""t"":7688},{""x"":1030,""y"":541,""dx"":59,""dy"":-10,""t"":7723},{""x"":1027,""y"":552,""dx"":56,""dy"":1,""t"":7756},{""x"":1021,""y"":556,""dx"":50,""dy"":5,""t"":7790},{""x"":1024,""y"":559,""dx"":53,""dy"":8,""t"":7823},{""x"":1036,""y"":567,""dx"":65,""dy"":16,""t"":7858},{""x"":1033,""y"":562,""dx"":62,""dy"":11,""t"":7892},{""x"":1023,""y"":571,""dx"":52,""dy"":20,""t"":7926},{""x"":1043,""y"":578,""dx"":72,""dy"":27,""t"":7961},{""x"":1031,""y"":555,""dx"":60,""dy"":4,""t"":7993},{""x"":1066,""y"":575,""dx"":95,""dy"":24,""t"":8027},{""x"":1053,""y"":583,""dx"":82,""dy"":32,""t"":8062},{""x"":1055,""y"":586,""dx"":84,""dy"":35,""t"":8096},{""x"":1043,""y"":582,""dx"":72,""dy"":31,""t"":8130},{""x"":1045,""y"":591,""dx"":74,""dy"":40,""t"":8164},{""x"":1033,""y"":578,""dx"":62,""dy"":27,""t"":8199},{""x"":1026,""y"":581,""dx"":55,""dy"":30,""t"":8232},{""x"":1021,""y"":580,""dx"":50,""dy"":29,""t"":8266},{""x"":1040,""y"":587,""dx"":69,""dy"":36,""t"":8300},{""x"":1041,""y"":585,""dx"":70,""dy"":34,""t"":8334},{""x"":1043,""y"":581,""dx"":72,""dy"":30,""t"":8368},{""x"":1033,""y"":570,""dx"":62,""dy"":19,""t"":8402},{""x"":1022,""y"":554,""dx"":51,""dy"":3,""t"":8436},{""x"":1022,""y"":561,""dx"":51,""dy"":10,""t"":8470},{""x"":1030,""y"":565,""dx"":59,""dy"":14,""t"":8504},{""x"":1031,""y"":563,""dx"":60,""dy"":12,""t"":8538},{""x"":1023,""y"":563,""dx"":52,""dy"":12,""t"":8573},{""x"":1023,""y"":561,""dx"":52,""dy"":10,""t"":8605},{""x"":1029,""y"":547,""dx"":58,""dy"":-4,""t"":8640},{""x"":1040,""y"":558,""dx"":69,""dy"":7,""t"":8673},{""x"":1034,""y"":552,""dx"":63,""dy"":1,""t"":8709},{""x"":1027,""y"":544,""dx"":56,""dy"":-7,""t"":8743},{""x"":1049,""y"":549,""dx"":78,""dy"":-2,""t"":8775},{""x"":1038,""y"":552,""dx"":67,""dy"":1,""t"":8811},{""x"":1028,""y"":554,""dx"":57,""dy"":3,""t"":8842},{""x"":1026,""y"":551,""dx"":55,""dy"":0,""t"":8878},{""x"":1020,""y"":543,""dx"":49,""dy"":-8,""t"":8912},{""x"":1026,""y"":553,""dx"":55,""dy"":2,""t"":8947},{""x"":1015,""y"":551,""dx"":44,""dy"":0,""t"":8980},{""x"":1009,""y"":540,""dx"":38,""dy"":-11,""t"":9015}],[{""x"":669,""y"":753,""dx"":178,""dy"":-68,""t"":10034},{""x"":659,""y"":732,""dx"":168,""dy"":-89,""t"":10069},{""x"":661,""y"":715,""dx"":170,""dy"":-106,""t"":10102},{""x"":660,""y"":720,""dx"":169,""dy"":-101,""t"":10136},{""x"":660,""y"":719,""dx"":169,""dy"":-102,""t"":10170},{""x"":666,""y"":732,""dx"":175,""dy"":-89,""t"":10205},{""x"":674,""y"":751,""dx"":183,""dy"":-70,""t"":10238},{""x"":683,""y"":734,""dx"":192,""dy"":-87,""t"":10272},{""x"":683,""y"":727,""dx"":192,""dy"":-94,""t"":10306},{""x"":686,""y"":750,""dx"":195,""dy"":-71,""t"":10339},{""x"":682,""y"":755,""dx"":191,""dy"":-66,""t"":10374},{""x"":673,""y"":745,""dx"":182,""dy"":-76,""t"":10407},{""x"":663,""y"":749,""dx"":172,""dy"":-72,""t"":10442},{""x"":641,""y"":741,""dx"":150,""dy"":-80,""t"":10476},{""x"":647,""y"":742,""dx"":156,""dy"":-79,""t"":10509},{""x"":644,""y"":744,""dx"":153,""dy"":-77,""t"":10544},{""x"":628,""y"":734,""dx"":137,""dy"":-87,""t"":10578},{""x"":609,""y"":737,""dx"":118,""dy"":-84,""t"":10611},{""x"":591,""y"":745,""dx"":100,""dy"":-76,""t"":10646},{""x"":575,""y"":759,""dx"":84,""dy"":-62,""t"":10680},{""x"":600,""y"":774,""dx"":109,""dy"":-47,""t"":10714},{""x"":567,""y"":779,""dx"":76,""dy"":-42,""t"":10747},{""x"":574,""y"":781,""dx"":83,""dy"":-40,""t"":10780},{""x"":568,""y"":774,""dx"":77,""dy"":-47,""t"":10816},{""x"":577,""y"":778,""dx"":86,""dy"":-43,""t"":10850},{""x"":568,""y"":774,""dx"":77,""dy"":-47,""t"":10885},{""x"":557,""y"":761,""dx"":66,""dy"":-60,""t"":10918},{""x"":598,""y"":757,""dx"":107,""dy"":-64,""t"":10951},{""x"":623,""y"":755,""dx"":132,""dy"":-66,""t"":10986},{""x"":598,""y"":741,""dx"":107,""dy"":-80,""t"":11019},{""x"":595,""y"":762,""dx"":104,""dy"":-59,""t"":11054},{""x"":632,""y"":738,""dx"":141,""dy"":-83,""t"":11088},{""x"":624,""y"":734,""dx"":133,""dy"":-87,""t"":11122},{""x"":623,""y"":747,""dx"":132,""dy"":-74,""t"":11156},{""x"":618,""y"":745,""dx"":127,""dy"":-76,""t"":11189},{""x"":601,""y"":744,""dx"":110,""dy"":-77,""t"":11223},{""x"":591,""y"":739,""dx"":100,""dy"":-82,""t"":11258},{""x"":616,""y"":729,""dx"":125,""dy"":-92,""t"":11292},{""x"":599,""y"":722,""dx"":108,""dy"":-99,""t"":11325},{""x"":649,""y"":708,""dx"":158,""dy"":-113,""t"":11359},{""x"":673,""y"":696,""dx"":182,""dy"":-125,""t"":11394},{""x"":715,""y"":697,""dx"":224,""dy"":-124,""t"":11428},{""x"":666,""y"":690,""dx"":175,""dy"":-131,""t"":11462},{""x"":689,""y"":679,""dx"":198,""dy"":-142,""t"":11495},{""x"":654,""y"":687,""dx"":163,""dy"":-134,""t"":11530},{""x"":659,""y"":669,""dx"":168,""dy"":-152,""t"":11563},{""x"":680,""y"":680,""dx"":189,""dy"":-141,""t"":11598},{""x"":696,""y"":677,""dx"":205,""dy"":-144,""t"":11631},{""x"":660,""y"":707,""dx"":169,""dy"":-114,""t"":11666},{""x"":681,""y"":703,""dx"":190,""dy"":-118,""t"":11700},{""x"":696,""y"":705,""dx"":205,""dy"":-116,""t"":11734},{""x"":700,""y"":708,""dx"":209,""dy"":-113,""t"":11769},{""x"":692,""y"":686,""dx"":201,""dy"":-135,""t"":11802},{""x"":700,""y"":682,""dx"":209,""dy"":-139,""t"":11836},{""x"":668,""y"":701,""dx"":177,""dy"":-120,""t"":11870},{""x"":690,""y"":698,""dx"":199,""dy"":-123,""t"":11905},{""x"":654,""y"":699,""dx"":163,""dy"":-122,""t"":11938},{""x"":624,""y"":708,""dx"":133,""dy"":-113,""t"":11986},{""x"":644,""y"":700,""dx"":153,""dy"":-121,""t"":12010}],[{""x"":1400,""y"":817,""dx"":-51,""dy"":-4,""t"":13026},{""x"":1399,""y"":797,""dx"":-52,""dy"":-24,""t"":13061},{""x"":1382,""y"":796,""dx"":-69,""dy"":-25,""t"":13093},{""x"":1382,""y"":746,""dx"":-69,""dy"":-75,""t"":13128},{""x"":1369,""y"":780,""dx"":-82,""dy"":-41,""t"":13162},{""x"":1362,""y"":773,""dx"":-89,""dy"":-48,""t"":13196},{""x"":1358,""y"":816,""dx"":-93,""dy"":-5,""t"":13230},{""x"":1357,""y"":816,""dx"":-94,""dy"":-5,""t"":13264},{""x"":1340,""y"":855,""dx"":-111,""dy"":34,""t"":13298},{""x"":1339,""y"":830,""dx"":-112,""dy"":9,""t"":13332},{""x"":1346,""y"":836,""dx"":-105,""dy"":15,""t"":13366},{""x"":1344,""y"":793,""dx"":-107,""dy"":-28,""t"":13400},{""x"":1341,""y"":777,""dx"":-110,""dy"":-44,""t"":13434},{""x"":1327,""y"":768,""dx"":-124,""dy"":-53,""t"":13468},{""x"":1332,""y"":734,""dx"":-119,""dy"":-87,""t"":13502},{""x"":1326,""y"":751,""dx"":-125,""dy"":-70,""t"":13553},{""x"":1323,""y"":795,""dx"":-128,""dy"":-26,""t"":13571},{""x"":1331,""y"":759,""dx"":-120,""dy"":-62,""t"":13604},{""x"":1315,""y"":757,""dx"":-136,""dy"":-64,""t"":13639},{""x"":1326,""y"":739,""dx"":-125,""dy"":-82,""t"":13671},{""x"":1334,""y"":739,""dx"":-117,""dy"":-82,""t"":13705},{""x"":1340,""y"":723,""dx"":-111,""dy"":-98,""t"":13739},{""x"":1345,""y"":708,""dx"":-106,""dy"":-113,""t"":13773},{""x"":1306,""y"":725,""dx"":-145,""dy"":-96,""t"":13808},{""x"":1311,""y"":730,""dx"":-140,""dy"":-91,""t"":13842},{""x"":1320,""y"":704,""dx"":-131,""dy"":-117,""t"":13876},{""x"":1315,""y"":743,""dx"":-136,""dy"":-78,""t"":13910},{""x"":1310,""y"":777,""dx"":-141,""dy"":-44,""t"":13943},{""x"":1320,""y"":788,""dx"":-131,""dy"":-33,""t"":13978},{""x"":1314,""y"":798,""dx"":-137,""dy"":-23,""t"":14012},{""x"":1323,""y"":795,""dx"":-128,""dy"":-26,""t"":14046},{""x"":1330,""y"":769,""dx"":-121,""dy"":-52,""t"":14080},{""x"":1348,""y"":752,""dx"":-103,""dy"":-69,""t"":14114},{""x"":1345,""y"":783,""dx"":-106,""dy"":-38,""t"":14148},{""x"":1355,""y"":775,""dx"":-96,""dy"":-46,""t"":14182},{""x"":1364,""y"":730,""dx"":-87,""dy"":-91,""t"":14216},{""x"":1363,""y"":686,""dx"":-88,""dy"":-135,""t"":14250},{""x"":1369,""y"":698,""dx"":-82,""dy"":-123,""t"":14283},{""x"":1375,""y"":735,""dx"":-76,""dy"":-86,""t"":14319},{""x"":1380,""y"":768,""dx"":-71,""dy"":-53,""t"":14350},{""x"":1374,""y"":748,""dx"":-77,""dy"":-73,""t"":14386},{""x"":1363,""y"":763,""dx"":-88,""dy"":-58,""t"":14419},{""x"":1371,""y"":731,""dx"":-80,""dy"":-90,""t"":14455},{""x"":1374,""y"":735,""dx"":-77,""dy"":-86,""t"":14489},{""x"":1383,""y"":769,""dx"":-68,""dy"":-52,""t"":14522},{""x"":1374,""y"":763,""dx"":-77,""dy"":-58,""t"":14556},{""x"":1382,""y"":796,""dx"":-69,""dy"":-25,""t"":14590},{""x"":1381,""y"":822,""dx"":-70,""dy"":1,""t"":14624},{""x"":1393,""y"":844,""dx"":-58,""dy"":23,""t"":14657},{""x"":1383,""y"":850,""dx"":-68,""dy"":29,""t"":14692},{""x"":1359,""y"":863,""dx"":-92,""dy"":42,""t"":14726},{""x"":1366,""y"":872,""dx"":-85,""dy"":51,""t"":14760},{""x"":1369,""y"":871,""dx"":-82,""dy"":50,""t"":14794},{""x"":1381,""y"":886,""dx"":-70,""dy"":65,""t"":14828},{""x"":1367,""y"":884,""dx"":-84,""dy"":63,""t"":14862},{""x"":1371,""y"":822,""dx"":-80,""dy"":1,""t"":14896},{""x"":1366,""y"":831,""dx"":-85,""dy"":10,""t"":14930},{""x"":1389,""y"":809,""dx"":-62,""dy"":-12,""t"":14964},{""x"":1386,""y"":827,""dx"":-65,""dy"":6,""t"":14998},{""x"":1387,""y"":844,""dx"":-64,""dy"":23,""t"":15031}]]","[89.47368421052632,67.79661016949152,100,62.71186440677966,100]","[{""x"":-41.91228070175438,""y"":115.10526315789474,""r"":84.91234594748833},{""x"":-45.30508474576271,""y"":154.135593220339,""r"":59.86971395174841},{""x"":48.9,""y"":21.483333333333334,""r"":38.90850426213164},{""x"":150.91525423728814,""y"":-92.22033898305085,""r"":43.49231144513433},{""x"":-96.25,""y"":-37.81666666666667,""r"":70.65863686268946}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.09","validate","","","","","","","","","",""
"","html-keyboard-response","9","57936","0.0-5.0-0.0","","","","","2527"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，500毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的 "" 4 "" ,"" 8 "","" 6 "","" 2 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
