"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","2402","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2408","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","6108","0.0-2.0-0.0","","","","","3697","{""name"":""wfy"",""age"":""24""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","10114","0.0-2.0-1.0","","","","","4005","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","16057","0.0-3.0","","","","","","","","2199","","","","","","","","","","","","","","","","",""
"","html-button-response","5","18938","0.0-4.0-0.0","","","","","2879","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","32201","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","33449","0.0-4.0-2.0","","","","","1248","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","50705","0.0-4.0-3.0","","","","","","","","","","[[{""x"":649,""y"":56,""dx"":158,""dy"":-225,""t"":990},{""x"":628,""y"":85,""dx"":137,""dy"":-196,""t"":1024},{""x"":640,""y"":104,""dx"":149,""dy"":-177,""t"":1058},{""x"":642,""y"":176,""dx"":151,""dy"":-105,""t"":1092},{""x"":637,""y"":169,""dx"":146,""dy"":-112,""t"":1126},{""x"":583,""y"":191,""dx"":92,""dy"":-90,""t"":1160},{""x"":565,""y"":217,""dx"":74,""dy"":-64,""t"":1194},{""x"":534,""y"":232,""dx"":43,""dy"":-49,""t"":1227},{""x"":515,""y"":235,""dx"":24,""dy"":-46,""t"":1261},{""x"":497,""y"":257,""dx"":6,""dy"":-24,""t"":1296},{""x"":533,""y"":208,""dx"":42,""dy"":-73,""t"":1330},{""x"":510,""y"":235,""dx"":19,""dy"":-46,""t"":1364},{""x"":543,""y"":216,""dx"":52,""dy"":-65,""t"":1398},{""x"":565,""y"":268,""dx"":74,""dy"":-13,""t"":1432},{""x"":558,""y"":259,""dx"":67,""dy"":-22,""t"":1466},{""x"":576,""y"":323,""dx"":85,""dy"":42,""t"":1501},{""x"":609,""y"":365,""dx"":118,""dy"":84,""t"":1534},{""x"":659,""y"":319,""dx"":168,""dy"":38,""t"":1567},{""x"":708,""y"":289,""dx"":217,""dy"":8,""t"":1602},{""x"":738,""y"":270,""dx"":247,""dy"":-11,""t"":1637},{""x"":741,""y"":266,""dx"":250,""dy"":-15,""t"":1667},{""x"":732,""y"":266,""dx"":241,""dy"":-15,""t"":1704},{""x"":725,""y"":249,""dx"":234,""dy"":-32,""t"":1738},{""x"":668,""y"":217,""dx"":177,""dy"":-64,""t"":1772},{""x"":649,""y"":166,""dx"":158,""dy"":-115,""t"":1805},{""x"":632,""y"":127,""dx"":141,""dy"":-154,""t"":1840},{""x"":637,""y"":133,""dx"":146,""dy"":-148,""t"":1873},{""x"":630,""y"":119,""dx"":139,""dy"":-162,""t"":1908},{""x"":613,""y"":102,""dx"":122,""dy"":-179,""t"":1941},{""x"":611,""y"":150,""dx"":120,""dy"":-131,""t"":1975},{""x"":600,""y"":184,""dx"":109,""dy"":-97,""t"":2010},{""x"":628,""y"":181,""dx"":137,""dy"":-100,""t"":2044},{""x"":652,""y"":177,""dx"":161,""dy"":-104,""t"":2076},{""x"":670,""y"":150,""dx"":179,""dy"":-131,""t"":2111},{""x"":688,""y"":137,""dx"":197,""dy"":-144,""t"":2146},{""x"":653,""y"":163,""dx"":162,""dy"":-118,""t"":2179},{""x"":622,""y"":183,""dx"":131,""dy"":-98,""t"":2214},{""x"":592,""y"":215,""dx"":101,""dy"":-66,""t"":2249},{""x"":607,""y"":213,""dx"":116,""dy"":-68,""t"":2282},{""x"":643,""y"":206,""dx"":152,""dy"":-75,""t"":2315},{""x"":653,""y"":197,""dx"":162,""dy"":-84,""t"":2350},{""x"":638,""y"":173,""dx"":147,""dy"":-108,""t"":2384},{""x"":652,""y"":191,""dx"":161,""dy"":-90,""t"":2418},{""x"":662,""y"":227,""dx"":171,""dy"":-54,""t"":2452},{""x"":684,""y"":251,""dx"":193,""dy"":-30,""t"":2486},{""x"":656,""y"":223,""dx"":165,""dy"":-58,""t"":2520},{""x"":627,""y"":219,""dx"":136,""dy"":-62,""t"":2553},{""x"":606,""y"":216,""dx"":115,""dy"":-65,""t"":2588},{""x"":595,""y"":223,""dx"":104,""dy"":-58,""t"":2621},{""x"":563,""y"":205,""dx"":72,""dy"":-76,""t"":2656},{""x"":563,""y"":193,""dx"":72,""dy"":-88,""t"":2690},{""x"":543,""y"":196,""dx"":52,""dy"":-85,""t"":2724},{""x"":554,""y"":196,""dx"":63,""dy"":-85,""t"":2758},{""x"":579,""y"":196,""dx"":88,""dy"":-85,""t"":2792},{""x"":621,""y"":195,""dx"":130,""dy"":-86,""t"":2826},{""x"":632,""y"":193,""dx"":141,""dy"":-88,""t"":2859},{""x"":636,""y"":193,""dx"":145,""dy"":-88,""t"":2894},{""x"":661,""y"":202,""dx"":170,""dy"":-79,""t"":2928},{""x"":644,""y"":217,""dx"":153,""dy"":-64,""t"":2962},{""x"":659,""y"":249,""dx"":168,""dy"":-32,""t"":2996}],[{""x"":1402,""y"":495,""dx"":-49,""dy"":214,""t"":4016},{""x"":1382,""y"":461,""dx"":-69,""dy"":180,""t"":4049},{""x"":1366,""y"":443,""dx"":-85,""dy"":162,""t"":4084},{""x"":1352,""y"":432,""dx"":-99,""dy"":151,""t"":4118},{""x"":1354,""y"":427,""dx"":-97,""dy"":146,""t"":4151},{""x"":1338,""y"":426,""dx"":-113,""dy"":145,""t"":4186},{""x"":1336,""y"":432,""dx"":-115,""dy"":151,""t"":4220},{""x"":1341,""y"":432,""dx"":-110,""dy"":151,""t"":4254},{""x"":1334,""y"":412,""dx"":-117,""dy"":131,""t"":4287},{""x"":1364,""y"":340,""dx"":-87,""dy"":59,""t"":4322},{""x"":1410,""y"":303,""dx"":-41,""dy"":22,""t"":4355},{""x"":1442,""y"":267,""dx"":-9,""dy"":-14,""t"":4390},{""x"":1446,""y"":299,""dx"":-5,""dy"":18,""t"":4423},{""x"":1436,""y"":323,""dx"":-15,""dy"":42,""t"":4458},{""x"":1414,""y"":332,""dx"":-37,""dy"":51,""t"":4491},{""x"":1404,""y"":343,""dx"":-47,""dy"":62,""t"":4526},{""x"":1446,""y"":339,""dx"":-5,""dy"":58,""t"":4560},{""x"":1453,""y"":289,""dx"":2,""dy"":8,""t"":4594},{""x"":1441,""y"":254,""dx"":-10,""dy"":-27,""t"":4627},{""x"":1454,""y"":220,""dx"":3,""dy"":-61,""t"":4663},{""x"":1438,""y"":214,""dx"":-13,""dy"":-67,""t"":4696},{""x"":1467,""y"":238,""dx"":16,""dy"":-43,""t"":4730},{""x"":1455,""y"":217,""dx"":4,""dy"":-64,""t"":4763},{""x"":1453,""y"":204,""dx"":2,""dy"":-77,""t"":4799},{""x"":1440,""y"":214,""dx"":-11,""dy"":-67,""t"":4832},{""x"":1432,""y"":224,""dx"":-19,""dy"":-57,""t"":4865},{""x"":1417,""y"":235,""dx"":-34,""dy"":-46,""t"":4900},{""x"":1406,""y"":245,""dx"":-45,""dy"":-36,""t"":4934},{""x"":1421,""y"":257,""dx"":-30,""dy"":-24,""t"":4968},{""x"":1419,""y"":268,""dx"":-32,""dy"":-13,""t"":5002},{""x"":1431,""y"":276,""dx"":-20,""dy"":-5,""t"":5037},{""x"":1412,""y"":314,""dx"":-39,""dy"":33,""t"":5070},{""x"":1412,""y"":355,""dx"":-39,""dy"":74,""t"":5104},{""x"":1408,""y"":384,""dx"":-43,""dy"":103,""t"":5137},{""x"":1393,""y"":413,""dx"":-58,""dy"":132,""t"":5172},{""x"":1379,""y"":419,""dx"":-72,""dy"":138,""t"":5206},{""x"":1368,""y"":423,""dx"":-83,""dy"":142,""t"":5238},{""x"":1365,""y"":422,""dx"":-86,""dy"":141,""t"":5273},{""x"":1363,""y"":440,""dx"":-88,""dy"":159,""t"":5308},{""x"":1359,""y"":451,""dx"":-92,""dy"":170,""t"":5341},{""x"":1358,""y"":458,""dx"":-93,""dy"":177,""t"":5376},{""x"":1356,""y"":449,""dx"":-95,""dy"":168,""t"":5409},{""x"":1354,""y"":440,""dx"":-97,""dy"":159,""t"":5444},{""x"":1354,""y"":430,""dx"":-97,""dy"":149,""t"":5478},{""x"":1349,""y"":405,""dx"":-102,""dy"":124,""t"":5512},{""x"":1344,""y"":381,""dx"":-107,""dy"":100,""t"":5545},{""x"":1350,""y"":362,""dx"":-101,""dy"":81,""t"":5579},{""x"":1358,""y"":348,""dx"":-93,""dy"":67,""t"":5615},{""x"":1365,""y"":337,""dx"":-86,""dy"":56,""t"":5645},{""x"":1376,""y"":373,""dx"":-75,""dy"":92,""t"":5682},{""x"":1399,""y"":373,""dx"":-52,""dy"":92,""t"":5716},{""x"":1422,""y"":359,""dx"":-29,""dy"":78,""t"":5750},{""x"":1440,""y"":342,""dx"":-11,""dy"":61,""t"":5784},{""x"":1432,""y"":325,""dx"":-19,""dy"":44,""t"":5818},{""x"":1433,""y"":326,""dx"":-18,""dy"":45,""t"":5864},{""x"":1441,""y"":323,""dx"":-10,""dy"":42,""t"":5903},{""x"":1448,""y"":327,""dx"":-3,""dy"":46,""t"":5926},{""x"":1434,""y"":335,""dx"":-17,""dy"":54,""t"":5953},{""x"":1421,""y"":344,""dx"":-30,""dy"":63,""t"":5988}],[{""x"":1009,""y"":641,""dx"":38,""dy"":90,""t"":7008},{""x"":1017,""y"":621,""dx"":46,""dy"":70,""t"":7041},{""x"":1028,""y"":607,""dx"":57,""dy"":56,""t"":7075},{""x"":1049,""y"":595,""dx"":78,""dy"":44,""t"":7110},{""x"":1032,""y"":577,""dx"":61,""dy"":26,""t"":7144},{""x"":1007,""y"":566,""dx"":36,""dy"":15,""t"":7178},{""x"":1012,""y"":562,""dx"":41,""dy"":11,""t"":7212},{""x"":1015,""y"":560,""dx"":44,""dy"":9,""t"":7244},{""x"":986,""y"":614,""dx"":15,""dy"":63,""t"":7280},{""x"":983,""y"":618,""dx"":12,""dy"":67,""t"":7314},{""x"":1003,""y"":654,""dx"":32,""dy"":103,""t"":7348},{""x"":1020,""y"":642,""dx"":49,""dy"":91,""t"":7382},{""x"":1060,""y"":619,""dx"":89,""dy"":68,""t"":7416},{""x"":1093,""y"":635,""dx"":122,""dy"":84,""t"":7450},{""x"":1094,""y"":612,""dx"":123,""dy"":61,""t"":7484},{""x"":1108,""y"":624,""dx"":137,""dy"":73,""t"":7519},{""x"":1117,""y"":600,""dx"":146,""dy"":49,""t"":7552},{""x"":1085,""y"":638,""dx"":114,""dy"":87,""t"":7586},{""x"":1060,""y"":672,""dx"":89,""dy"":121,""t"":7620},{""x"":1030,""y"":699,""dx"":59,""dy"":148,""t"":7654},{""x"":1020,""y"":724,""dx"":49,""dy"":173,""t"":7688},{""x"":974,""y"":739,""dx"":3,""dy"":188,""t"":7721},{""x"":936,""y"":755,""dx"":-35,""dy"":204,""t"":7756},{""x"":911,""y"":771,""dx"":-60,""dy"":220,""t"":7789},{""x"":879,""y"":780,""dx"":-92,""dy"":229,""t"":7823},{""x"":897,""y"":795,""dx"":-74,""dy"":244,""t"":7858},{""x"":877,""y"":810,""dx"":-94,""dy"":259,""t"":7893},{""x"":865,""y"":792,""dx"":-106,""dy"":241,""t"":7926},{""x"":875,""y"":737,""dx"":-96,""dy"":186,""t"":7959},{""x"":875,""y"":729,""dx"":-96,""dy"":178,""t"":7993},{""x"":915,""y"":722,""dx"":-56,""dy"":171,""t"":8028},{""x"":960,""y"":725,""dx"":-11,""dy"":174,""t"":8062},{""x"":981,""y"":711,""dx"":10,""dy"":160,""t"":8096},{""x"":961,""y"":697,""dx"":-10,""dy"":146,""t"":8131},{""x"":979,""y"":696,""dx"":8,""dy"":145,""t"":8163},{""x"":985,""y"":688,""dx"":14,""dy"":137,""t"":8198},{""x"":987,""y"":667,""dx"":16,""dy"":116,""t"":8231},{""x"":990,""y"":664,""dx"":19,""dy"":113,""t"":8266},{""x"":980,""y"":665,""dx"":9,""dy"":114,""t"":8300},{""x"":958,""y"":643,""dx"":-13,""dy"":92,""t"":8334},{""x"":985,""y"":644,""dx"":14,""dy"":93,""t"":8367},{""x"":992,""y"":630,""dx"":21,""dy"":79,""t"":8402},{""x"":1000,""y"":630,""dx"":29,""dy"":79,""t"":8436},{""x"":987,""y"":624,""dx"":16,""dy"":73,""t"":8471},{""x"":1005,""y"":627,""dx"":34,""dy"":76,""t"":8504},{""x"":1006,""y"":613,""dx"":35,""dy"":62,""t"":8539},{""x"":1006,""y"":614,""dx"":35,""dy"":63,""t"":8572},{""x"":983,""y"":601,""dx"":12,""dy"":50,""t"":8605},{""x"":978,""y"":605,""dx"":7,""dy"":54,""t"":8639},{""x"":986,""y"":602,""dx"":15,""dy"":51,""t"":8673},{""x"":994,""y"":585,""dx"":23,""dy"":34,""t"":8708},{""x"":1006,""y"":616,""dx"":35,""dy"":65,""t"":8742},{""x"":1014,""y"":627,""dx"":43,""dy"":76,""t"":8775},{""x"":1020,""y"":635,""dx"":49,""dy"":84,""t"":8807},{""x"":1035,""y"":660,""dx"":64,""dy"":109,""t"":8844},{""x"":1028,""y"":644,""dx"":57,""dy"":93,""t"":8879},{""x"":1026,""y"":628,""dx"":55,""dy"":77,""t"":8912},{""x"":1038,""y"":632,""dx"":67,""dy"":81,""t"":8946},{""x"":1042,""y"":646,""dx"":71,""dy"":95,""t"":8980},{""x"":1014,""y"":608,""dx"":43,""dy"":57,""t"":9013}],[{""x"":624,""y"":867,""dx"":133,""dy"":46,""t"":10034},{""x"":622,""y"":890,""dx"":131,""dy"":69,""t"":10069},{""x"":630,""y"":897,""dx"":139,""dy"":76,""t"":10102},{""x"":664,""y"":911,""dx"":173,""dy"":90,""t"":10136},{""x"":684,""y"":917,""dx"":193,""dy"":96,""t"":10170},{""x"":671,""y"":855,""dx"":180,""dy"":34,""t"":10204},{""x"":690,""y"":859,""dx"":199,""dy"":38,""t"":10238},{""x"":717,""y"":884,""dx"":226,""dy"":63,""t"":10271},{""x"":694,""y"":840,""dx"":203,""dy"":19,""t"":10305},{""x"":692,""y"":812,""dx"":201,""dy"":-9,""t"":10340},{""x"":649,""y"":752,""dx"":158,""dy"":-69,""t"":10373},{""x"":618,""y"":763,""dx"":127,""dy"":-58,""t"":10406},{""x"":634,""y"":745,""dx"":143,""dy"":-76,""t"":10443},{""x"":646,""y"":781,""dx"":155,""dy"":-40,""t"":10476},{""x"":625,""y"":731,""dx"":134,""dy"":-90,""t"":10510},{""x"":621,""y"":698,""dx"":130,""dy"":-123,""t"":10543},{""x"":631,""y"":670,""dx"":140,""dy"":-151,""t"":10578},{""x"":646,""y"":711,""dx"":155,""dy"":-110,""t"":10612},{""x"":652,""y"":743,""dx"":161,""dy"":-78,""t"":10645},{""x"":676,""y"":773,""dx"":185,""dy"":-48,""t"":10679},{""x"":679,""y"":796,""dx"":188,""dy"":-25,""t"":10714},{""x"":668,""y"":845,""dx"":177,""dy"":24,""t"":10748},{""x"":655,""y"":866,""dx"":164,""dy"":45,""t"":10782},{""x"":645,""y"":884,""dx"":154,""dy"":63,""t"":10814},{""x"":658,""y"":937,""dx"":167,""dy"":116,""t"":10850},{""x"":613,""y"":935,""dx"":122,""dy"":114,""t"":10884},{""x"":616,""y"":980,""dx"":125,""dy"":159,""t"":10918},{""x"":584,""y"":957,""dx"":93,""dy"":136,""t"":10952},{""x"":583,""y"":988,""dx"":92,""dy"":167,""t"":10986},{""x"":558,""y"":945,""dx"":67,""dy"":124,""t"":11020},{""x"":560,""y"":952,""dx"":69,""dy"":131,""t"":11054},{""x"":561,""y"":954,""dx"":70,""dy"":133,""t"":11088},{""x"":557,""y"":882,""dx"":66,""dy"":61,""t"":11122},{""x"":560,""y"":844,""dx"":69,""dy"":23,""t"":11157},{""x"":562,""y"":820,""dx"":71,""dy"":-1,""t"":11190},{""x"":587,""y"":831,""dx"":96,""dy"":10,""t"":11223},{""x"":584,""y"":821,""dx"":93,""dy"":0,""t"":11258},{""x"":588,""y"":814,""dx"":97,""dy"":-7,""t"":11291},{""x"":603,""y"":796,""dx"":112,""dy"":-25,""t"":11326},{""x"":588,""y"":798,""dx"":97,""dy"":-23,""t"":11360},{""x"":568,""y"":819,""dx"":77,""dy"":-2,""t"":11394},{""x"":567,""y"":842,""dx"":76,""dy"":21,""t"":11429},{""x"":567,""y"":853,""dx"":76,""dy"":32,""t"":11462},{""x"":570,""y"":847,""dx"":79,""dy"":26,""t"":11496},{""x"":568,""y"":824,""dx"":77,""dy"":3,""t"":11530},{""x"":551,""y"":807,""dx"":60,""dy"":-14,""t"":11563},{""x"":548,""y"":818,""dx"":57,""dy"":-3,""t"":11598},{""x"":562,""y"":861,""dx"":71,""dy"":40,""t"":11631},{""x"":560,""y"":895,""dx"":69,""dy"":74,""t"":11666},{""x"":583,""y"":910,""dx"":92,""dy"":89,""t"":11699},{""x"":587,""y"":932,""dx"":96,""dy"":111,""t"":11733},{""x"":620,""y"":939,""dx"":129,""dy"":118,""t"":11768},{""x"":616,""y"":942,""dx"":125,""dy"":121,""t"":11801},{""x"":620,""y"":955,""dx"":129,""dy"":134,""t"":11836},{""x"":611,""y"":954,""dx"":120,""dy"":133,""t"":11869},{""x"":643,""y"":970,""dx"":152,""dy"":149,""t"":11903},{""x"":678,""y"":963,""dx"":187,""dy"":142,""t"":11937},{""x"":723,""y"":977,""dx"":232,""dy"":156,""t"":11973},{""x"":742,""y"":995,""dx"":251,""dy"":174,""t"":12006}],[{""x"":1503,""y"":800,""dx"":52,""dy"":-21,""t"":13026},{""x"":1454,""y"":783,""dx"":3,""dy"":-38,""t"":13060},{""x"":1457,""y"":788,""dx"":6,""dy"":-33,""t"":13093},{""x"":1473,""y"":788,""dx"":22,""dy"":-33,""t"":13128},{""x"":1445,""y"":785,""dx"":-6,""dy"":-36,""t"":13162},{""x"":1438,""y"":797,""dx"":-13,""dy"":-24,""t"":13196},{""x"":1449,""y"":801,""dx"":-2,""dy"":-20,""t"":13230},{""x"":1368,""y"":793,""dx"":-83,""dy"":-28,""t"":13264},{""x"":1385,""y"":804,""dx"":-66,""dy"":-17,""t"":13299},{""x"":1401,""y"":815,""dx"":-50,""dy"":-6,""t"":13332},{""x"":1420,""y"":832,""dx"":-31,""dy"":11,""t"":13365},{""x"":1431,""y"":836,""dx"":-20,""dy"":15,""t"":13399},{""x"":1432,""y"":838,""dx"":-19,""dy"":17,""t"":13433},{""x"":1432,""y"":841,""dx"":-19,""dy"":20,""t"":13468},{""x"":1454,""y"":845,""dx"":3,""dy"":24,""t"":13502},{""x"":1442,""y"":839,""dx"":-9,""dy"":18,""t"":13535},{""x"":1450,""y"":834,""dx"":-1,""dy"":13,""t"":13569},{""x"":1454,""y"":830,""dx"":3,""dy"":9,""t"":13604},{""x"":1455,""y"":842,""dx"":4,""dy"":21,""t"":13638},{""x"":1464,""y"":835,""dx"":13,""dy"":14,""t"":13672},{""x"":1482,""y"":834,""dx"":31,""dy"":13,""t"":13706},{""x"":1492,""y"":826,""dx"":41,""dy"":5,""t"":13740},{""x"":1482,""y"":835,""dx"":31,""dy"":14,""t"":13774},{""x"":1480,""y"":836,""dx"":29,""dy"":15,""t"":13808},{""x"":1471,""y"":846,""dx"":20,""dy"":25,""t"":13841},{""x"":1466,""y"":856,""dx"":15,""dy"":35,""t"":13876},{""x"":1460,""y"":859,""dx"":9,""dy"":38,""t"":13911},{""x"":1463,""y"":840,""dx"":12,""dy"":19,""t"":13944},{""x"":1465,""y"":823,""dx"":14,""dy"":2,""t"":13976},{""x"":1460,""y"":821,""dx"":9,""dy"":0,""t"":14012},{""x"":1478,""y"":800,""dx"":27,""dy"":-21,""t"":14046},{""x"":1502,""y"":791,""dx"":51,""dy"":-30,""t"":14079},{""x"":1499,""y"":766,""dx"":48,""dy"":-55,""t"":14113},{""x"":1462,""y"":745,""dx"":11,""dy"":-76,""t"":14148},{""x"":1432,""y"":718,""dx"":-19,""dy"":-103,""t"":14182},{""x"":1406,""y"":702,""dx"":-45,""dy"":-119,""t"":14215},{""x"":1363,""y"":717,""dx"":-88,""dy"":-104,""t"":14250},{""x"":1351,""y"":747,""dx"":-100,""dy"":-74,""t"":14284},{""x"":1326,""y"":759,""dx"":-125,""dy"":-62,""t"":14318},{""x"":1297,""y"":750,""dx"":-154,""dy"":-71,""t"":14352},{""x"":1279,""y"":766,""dx"":-172,""dy"":-55,""t"":14386},{""x"":1261,""y"":770,""dx"":-190,""dy"":-51,""t"":14419},{""x"":1246,""y"":774,""dx"":-205,""dy"":-47,""t"":14453},{""x"":1238,""y"":755,""dx"":-213,""dy"":-66,""t"":14488},{""x"":1255,""y"":784,""dx"":-196,""dy"":-37,""t"":14522},{""x"":1267,""y"":775,""dx"":-184,""dy"":-46,""t"":14556},{""x"":1313,""y"":790,""dx"":-138,""dy"":-31,""t"":14590},{""x"":1309,""y"":787,""dx"":-142,""dy"":-34,""t"":14624},{""x"":1299,""y"":815,""dx"":-152,""dy"":-6,""t"":14658},{""x"":1276,""y"":802,""dx"":-175,""dy"":-19,""t"":14692},{""x"":1285,""y"":816,""dx"":-166,""dy"":-5,""t"":14726},{""x"":1287,""y"":800,""dx"":-164,""dy"":-21,""t"":14760},{""x"":1259,""y"":810,""dx"":-192,""dy"":-11,""t"":14793},{""x"":1301,""y"":825,""dx"":-150,""dy"":4,""t"":14828},{""x"":1288,""y"":843,""dx"":-163,""dy"":22,""t"":14862},{""x"":1317,""y"":850,""dx"":-134,""dy"":29,""t"":14895},{""x"":1329,""y"":852,""dx"":-122,""dy"":31,""t"":14929},{""x"":1379,""y"":856,""dx"":-72,""dy"":35,""t"":14963},{""x"":1366,""y"":856,""dx"":-85,""dy"":35,""t"":14998}]]","[75,98.30508474576271,86.66666666666667,79.66101694915254,96.61016949152543]","[{""x"":130.83333333333334,""y"":-77.11666666666666,""r"":87.87600422072153},{""x"":-51.220338983050844,""y"":66.77966101694915,""r"":81.65810585041315},{""x"":24.966666666666665,""y"":104.61666666666666,""r"":81.44549911266661},{""x"":128.98305084745763,""y"":40.813559322033896,""r"":80.28530352844417},{""x"":-57.813559322033896,""y"":-15.525423728813559,""r"":85.60971145044223}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","",""
"","html-keyboard-response","9","51665","0.0-5.0-0.0","","","","","959"," ","","","<p>识别实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是100毫秒的单个项目展示，500毫秒的空白间隔后，会呈现一个多个项目的阵列。</p> <p>要求：记忆单个项目，并在多个项目阵列中快速找到，并根据数字键盘进行选择响应。</p><p>按"" ""键继续，实验开始。</p>","","","","","","","","","","","","","","","",""
