"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","10340","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","10345","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","25112","0.0-2.0-0.0","","","","","14765","{""name"":""syx"",""age"":""22""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","30024","0.0-2.0-1.0","","","","","4911","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","38189","0.0-3.0","","","","","","","","1509","","","","","","","","","","","","","","","","",""
"","html-button-response","5","39600","0.0-4.0-0.0","","","","","1409","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","50685","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","51831","0.0-4.0-2.0","","","","","1146","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","70135","0.0-4.0-3.0","","","","","","","","","","[[{""x"":531,""y"":270,""dx"":40,""dy"":-11,""t"":990},{""x"":537,""y"":276,""dx"":46,""dy"":-5,""t"":1024},{""x"":535,""y"":289,""dx"":44,""dy"":8,""t"":1058},{""x"":523,""y"":296,""dx"":32,""dy"":15,""t"":1091},{""x"":519,""y"":307,""dx"":28,""dy"":26,""t"":1125},{""x"":529,""y"":303,""dx"":38,""dy"":22,""t"":1159},{""x"":512,""y"":327,""dx"":21,""dy"":46,""t"":1194},{""x"":516,""y"":335,""dx"":25,""dy"":54,""t"":1229},{""x"":522,""y"":336,""dx"":31,""dy"":55,""t"":1262},{""x"":537,""y"":352,""dx"":46,""dy"":71,""t"":1296},{""x"":539,""y"":351,""dx"":48,""dy"":70,""t"":1330},{""x"":545,""y"":353,""dx"":54,""dy"":72,""t"":1365},{""x"":546,""y"":357,""dx"":55,""dy"":76,""t"":1398},{""x"":539,""y"":359,""dx"":48,""dy"":78,""t"":1432},{""x"":525,""y"":360,""dx"":34,""dy"":79,""t"":1466},{""x"":510,""y"":357,""dx"":19,""dy"":76,""t"":1500},{""x"":508,""y"":361,""dx"":17,""dy"":80,""t"":1534},{""x"":517,""y"":382,""dx"":26,""dy"":101,""t"":1568},{""x"":506,""y"":365,""dx"":15,""dy"":84,""t"":1602},{""x"":511,""y"":347,""dx"":20,""dy"":66,""t"":1664},{""x"":515,""y"":332,""dx"":24,""dy"":51,""t"":1673},{""x"":532,""y"":332,""dx"":41,""dy"":51,""t"":1705},{""x"":541,""y"":324,""dx"":50,""dy"":43,""t"":1739},{""x"":549,""y"":317,""dx"":58,""dy"":36,""t"":1769},{""x"":550,""y"":319,""dx"":59,""dy"":38,""t"":1806},{""x"":550,""y"":326,""dx"":59,""dy"":45,""t"":1840},{""x"":557,""y"":326,""dx"":66,""dy"":45,""t"":1873},{""x"":562,""y"":334,""dx"":71,""dy"":53,""t"":1909},{""x"":565,""y"":333,""dx"":74,""dy"":52,""t"":1942},{""x"":557,""y"":338,""dx"":66,""dy"":57,""t"":1976},{""x"":543,""y"":353,""dx"":52,""dy"":72,""t"":2010},{""x"":563,""y"":348,""dx"":72,""dy"":67,""t"":2044},{""x"":553,""y"":360,""dx"":62,""dy"":79,""t"":2078},{""x"":525,""y"":353,""dx"":34,""dy"":72,""t"":2112},{""x"":533,""y"":349,""dx"":42,""dy"":68,""t"":2147},{""x"":531,""y"":346,""dx"":40,""dy"":65,""t"":2181},{""x"":516,""y"":348,""dx"":25,""dy"":67,""t"":2214},{""x"":511,""y"":355,""dx"":20,""dy"":74,""t"":2248},{""x"":494,""y"":359,""dx"":3,""dy"":78,""t"":2283},{""x"":510,""y"":356,""dx"":19,""dy"":75,""t"":2316},{""x"":525,""y"":335,""dx"":34,""dy"":54,""t"":2349},{""x"":513,""y"":345,""dx"":22,""dy"":64,""t"":2384},{""x"":534,""y"":337,""dx"":43,""dy"":56,""t"":2418},{""x"":533,""y"":333,""dx"":42,""dy"":52,""t"":2451},{""x"":541,""y"":320,""dx"":50,""dy"":39,""t"":2486},{""x"":547,""y"":334,""dx"":56,""dy"":53,""t"":2520},{""x"":555,""y"":328,""dx"":64,""dy"":47,""t"":2554},{""x"":556,""y"":320,""dx"":65,""dy"":39,""t"":2588},{""x"":530,""y"":326,""dx"":39,""dy"":45,""t"":2623},{""x"":515,""y"":331,""dx"":24,""dy"":50,""t"":2656},{""x"":521,""y"":335,""dx"":30,""dy"":54,""t"":2691},{""x"":502,""y"":325,""dx"":11,""dy"":44,""t"":2724},{""x"":498,""y"":321,""dx"":7,""dy"":40,""t"":2758},{""x"":513,""y"":332,""dx"":22,""dy"":51,""t"":2793},{""x"":523,""y"":327,""dx"":32,""dy"":46,""t"":2826},{""x"":533,""y"":349,""dx"":42,""dy"":68,""t"":2861},{""x"":523,""y"":354,""dx"":32,""dy"":73,""t"":2894},{""x"":525,""y"":355,""dx"":34,""dy"":74,""t"":2928},{""x"":518,""y"":360,""dx"":27,""dy"":79,""t"":2961}],[{""x"":1639,""y"":329,""dx"":188,""dy"":48,""t"":4016},{""x"":1633,""y"":320,""dx"":182,""dy"":39,""t"":4051},{""x"":1635,""y"":322,""dx"":184,""dy"":41,""t"":4084},{""x"":1621,""y"":313,""dx"":170,""dy"":32,""t"":4118},{""x"":1631,""y"":316,""dx"":180,""dy"":35,""t"":4152},{""x"":1653,""y"":312,""dx"":202,""dy"":31,""t"":4185},{""x"":1630,""y"":310,""dx"":179,""dy"":29,""t"":4220},{""x"":1613,""y"":310,""dx"":162,""dy"":29,""t"":4255},{""x"":1602,""y"":318,""dx"":151,""dy"":37,""t"":4289},{""x"":1605,""y"":325,""dx"":154,""dy"":44,""t"":4323},{""x"":1601,""y"":334,""dx"":150,""dy"":53,""t"":4356},{""x"":1581,""y"":338,""dx"":130,""dy"":57,""t"":4390},{""x"":1590,""y"":344,""dx"":139,""dy"":63,""t"":4424},{""x"":1589,""y"":349,""dx"":138,""dy"":68,""t"":4457},{""x"":1580,""y"":346,""dx"":129,""dy"":65,""t"":4492},{""x"":1598,""y"":347,""dx"":147,""dy"":66,""t"":4526},{""x"":1616,""y"":346,""dx"":165,""dy"":65,""t"":4560},{""x"":1610,""y"":347,""dx"":159,""dy"":66,""t"":4595},{""x"":1621,""y"":348,""dx"":170,""dy"":67,""t"":4628},{""x"":1611,""y"":347,""dx"":160,""dy"":66,""t"":4662},{""x"":1598,""y"":339,""dx"":147,""dy"":58,""t"":4696},{""x"":1590,""y"":339,""dx"":139,""dy"":58,""t"":4730},{""x"":1590,""y"":329,""dx"":139,""dy"":48,""t"":4763},{""x"":1564,""y"":326,""dx"":113,""dy"":45,""t"":4798},{""x"":1552,""y"":321,""dx"":101,""dy"":40,""t"":4832},{""x"":1555,""y"":322,""dx"":104,""dy"":41,""t"":4866},{""x"":1537,""y"":320,""dx"":86,""dy"":39,""t"":4901},{""x"":1522,""y"":318,""dx"":71,""dy"":37,""t"":4931},{""x"":1533,""y"":326,""dx"":82,""dy"":45,""t"":4968},{""x"":1531,""y"":325,""dx"":80,""dy"":44,""t"":5002},{""x"":1517,""y"":325,""dx"":66,""dy"":44,""t"":5035},{""x"":1514,""y"":322,""dx"":63,""dy"":41,""t"":5069},{""x"":1515,""y"":314,""dx"":64,""dy"":33,""t"":5104},{""x"":1527,""y"":316,""dx"":76,""dy"":35,""t"":5138},{""x"":1518,""y"":315,""dx"":67,""dy"":34,""t"":5172},{""x"":1521,""y"":325,""dx"":70,""dy"":44,""t"":5207},{""x"":1545,""y"":324,""dx"":94,""dy"":43,""t"":5240},{""x"":1598,""y"":330,""dx"":147,""dy"":49,""t"":5274},{""x"":1655,""y"":324,""dx"":204,""dy"":43,""t"":5307},{""x"":1709,""y"":317,""dx"":258,""dy"":36,""t"":5340},{""x"":1733,""y"":309,""dx"":282,""dy"":28,""t"":5376},{""x"":1749,""y"":309,""dx"":298,""dy"":28,""t"":5410},{""x"":1749,""y"":306,""dx"":298,""dy"":25,""t"":5444},{""x"":1752,""y"":317,""dx"":301,""dy"":36,""t"":5478},{""x"":1758,""y"":328,""dx"":307,""dy"":47,""t"":5512},{""x"":1749,""y"":333,""dx"":298,""dy"":52,""t"":5545},{""x"":1740,""y"":344,""dx"":289,""dy"":63,""t"":5580},{""x"":1736,""y"":358,""dx"":285,""dy"":77,""t"":5614},{""x"":1737,""y"":370,""dx"":286,""dy"":89,""t"":5648},{""x"":1743,""y"":375,""dx"":292,""dy"":94,""t"":5683},{""x"":1740,""y"":379,""dx"":289,""dy"":98,""t"":5716},{""x"":1750,""y"":358,""dx"":299,""dy"":77,""t"":5750},{""x"":1748,""y"":337,""dx"":297,""dy"":56,""t"":5784},{""x"":1754,""y"":349,""dx"":303,""dy"":68,""t"":5817},{""x"":1759,""y"":327,""dx"":308,""dy"":46,""t"":5852},{""x"":1758,""y"":335,""dx"":307,""dy"":54,""t"":5886},{""x"":1761,""y"":345,""dx"":310,""dy"":64,""t"":5921},{""x"":1718,""y"":345,""dx"":267,""dy"":64,""t"":5953},{""x"":1727,""y"":351,""dx"":276,""dy"":70,""t"":5988}],[{""x"":928,""y"":446,""dx"":-43,""dy"":-105,""t"":7041},{""x"":943,""y"":442,""dx"":-28,""dy"":-109,""t"":7076},{""x"":956,""y"":471,""dx"":-15,""dy"":-80,""t"":7110},{""x"":962,""y"":495,""dx"":-9,""dy"":-56,""t"":7143},{""x"":956,""y"":494,""dx"":-15,""dy"":-57,""t"":7178},{""x"":969,""y"":480,""dx"":-2,""dy"":-71,""t"":7213},{""x"":971,""y"":462,""dx"":0,""dy"":-89,""t"":7246},{""x"":971,""y"":448,""dx"":0,""dy"":-103,""t"":7277},{""x"":965,""y"":436,""dx"":-6,""dy"":-115,""t"":7313},{""x"":962,""y"":432,""dx"":-9,""dy"":-119,""t"":7348},{""x"":955,""y"":428,""dx"":-16,""dy"":-123,""t"":7382},{""x"":960,""y"":421,""dx"":-11,""dy"":-130,""t"":7416},{""x"":956,""y"":413,""dx"":-15,""dy"":-138,""t"":7449},{""x"":955,""y"":419,""dx"":-16,""dy"":-132,""t"":7484},{""x"":947,""y"":417,""dx"":-24,""dy"":-134,""t"":7517},{""x"":945,""y"":416,""dx"":-26,""dy"":-135,""t"":7551},{""x"":943,""y"":414,""dx"":-28,""dy"":-137,""t"":7585},{""x"":935,""y"":414,""dx"":-36,""dy"":-137,""t"":7620},{""x"":941,""y"":418,""dx"":-30,""dy"":-133,""t"":7654},{""x"":939,""y"":430,""dx"":-32,""dy"":-121,""t"":7688},{""x"":937,""y"":431,""dx"":-34,""dy"":-120,""t"":7722},{""x"":931,""y"":448,""dx"":-40,""dy"":-103,""t"":7756},{""x"":922,""y"":449,""dx"":-49,""dy"":-102,""t"":7791},{""x"":918,""y"":453,""dx"":-53,""dy"":-98,""t"":7825},{""x"":917,""y"":461,""dx"":-54,""dy"":-90,""t"":7859},{""x"":915,""y"":455,""dx"":-56,""dy"":-96,""t"":7892},{""x"":918,""y"":449,""dx"":-53,""dy"":-102,""t"":7926},{""x"":921,""y"":442,""dx"":-50,""dy"":-109,""t"":7964},{""x"":932,""y"":431,""dx"":-39,""dy"":-120,""t"":7995},{""x"":936,""y"":435,""dx"":-35,""dy"":-116,""t"":8028},{""x"":934,""y"":433,""dx"":-37,""dy"":-118,""t"":8063},{""x"":950,""y"":443,""dx"":-21,""dy"":-108,""t"":8096},{""x"":954,""y"":448,""dx"":-17,""dy"":-103,""t"":8130},{""x"":965,""y"":450,""dx"":-6,""dy"":-101,""t"":8163},{""x"":963,""y"":445,""dx"":-8,""dy"":-106,""t"":8198},{""x"":981,""y"":452,""dx"":10,""dy"":-99,""t"":8232},{""x"":977,""y"":447,""dx"":6,""dy"":-104,""t"":8266},{""x"":986,""y"":444,""dx"":15,""dy"":-107,""t"":8300},{""x"":977,""y"":446,""dx"":6,""dy"":-105,""t"":8334},{""x"":973,""y"":448,""dx"":2,""dy"":-103,""t"":8368},{""x"":978,""y"":457,""dx"":7,""dy"":-94,""t"":8401},{""x"":965,""y"":467,""dx"":-6,""dy"":-84,""t"":8436},{""x"":953,""y"":475,""dx"":-18,""dy"":-76,""t"":8468},{""x"":952,""y"":474,""dx"":-19,""dy"":-77,""t"":8504},{""x"":954,""y"":475,""dx"":-17,""dy"":-76,""t"":8538},{""x"":950,""y"":474,""dx"":-21,""dy"":-77,""t"":8572},{""x"":956,""y"":472,""dx"":-15,""dy"":-79,""t"":8613},{""x"":967,""y"":466,""dx"":-4,""dy"":-85,""t"":8649},{""x"":972,""y"":468,""dx"":1,""dy"":-83,""t"":8677},{""x"":976,""y"":467,""dx"":5,""dy"":-84,""t"":8708},{""x"":975,""y"":473,""dx"":4,""dy"":-78,""t"":8742},{""x"":969,""y"":471,""dx"":-2,""dy"":-80,""t"":8776},{""x"":978,""y"":469,""dx"":7,""dy"":-82,""t"":8811},{""x"":956,""y"":465,""dx"":-15,""dy"":-86,""t"":8844},{""x"":937,""y"":462,""dx"":-34,""dy"":-89,""t"":8875},{""x"":943,""y"":463,""dx"":-28,""dy"":-88,""t"":8912},{""x"":952,""y"":462,""dx"":-19,""dy"":-89,""t"":8948},{""x"":960,""y"":461,""dx"":-11,""dy"":-90,""t"":8981},{""x"":963,""y"":464,""dx"":-8,""dy"":-87,""t"":9014}],[{""x"":477,""y"":786,""dx"":-14,""dy"":-35,""t"":10034},{""x"":482,""y"":796,""dx"":-9,""dy"":-25,""t"":10068},{""x"":494,""y"":810,""dx"":3,""dy"":-11,""t"":10102},{""x"":494,""y"":805,""dx"":3,""dy"":-16,""t"":10135},{""x"":479,""y"":806,""dx"":-12,""dy"":-15,""t"":10170},{""x"":468,""y"":782,""dx"":-23,""dy"":-39,""t"":10204},{""x"":462,""y"":781,""dx"":-29,""dy"":-40,""t"":10238},{""x"":488,""y"":750,""dx"":-3,""dy"":-71,""t"":10272},{""x"":480,""y"":751,""dx"":-11,""dy"":-70,""t"":10305},{""x"":520,""y"":743,""dx"":29,""dy"":-78,""t"":10341},{""x"":528,""y"":719,""dx"":37,""dy"":-102,""t"":10374},{""x"":520,""y"":734,""dx"":29,""dy"":-87,""t"":10408},{""x"":542,""y"":719,""dx"":51,""dy"":-102,""t"":10440},{""x"":522,""y"":698,""dx"":31,""dy"":-123,""t"":10476},{""x"":499,""y"":700,""dx"":8,""dy"":-121,""t"":10510},{""x"":481,""y"":695,""dx"":-10,""dy"":-126,""t"":10544},{""x"":490,""y"":687,""dx"":-1,""dy"":-134,""t"":10578},{""x"":489,""y"":673,""dx"":-2,""dy"":-148,""t"":10612},{""x"":481,""y"":683,""dx"":-10,""dy"":-138,""t"":10646},{""x"":465,""y"":688,""dx"":-26,""dy"":-133,""t"":10680},{""x"":454,""y"":700,""dx"":-37,""dy"":-121,""t"":10716},{""x"":460,""y"":690,""dx"":-31,""dy"":-131,""t"":10748},{""x"":451,""y"":709,""dx"":-40,""dy"":-112,""t"":10781},{""x"":461,""y"":703,""dx"":-30,""dy"":-118,""t"":10816},{""x"":470,""y"":698,""dx"":-21,""dy"":-123,""t"":10847},{""x"":478,""y"":685,""dx"":-13,""dy"":-136,""t"":10885},{""x"":479,""y"":677,""dx"":-12,""dy"":-144,""t"":10918},{""x"":485,""y"":680,""dx"":-6,""dy"":-141,""t"":10952},{""x"":467,""y"":702,""dx"":-24,""dy"":-119,""t"":10986},{""x"":458,""y"":699,""dx"":-33,""dy"":-122,""t"":11021},{""x"":472,""y"":698,""dx"":-19,""dy"":-123,""t"":11054},{""x"":488,""y"":704,""dx"":-3,""dy"":-117,""t"":11088},{""x"":474,""y"":726,""dx"":-17,""dy"":-95,""t"":11123},{""x"":464,""y"":755,""dx"":-27,""dy"":-66,""t"":11156},{""x"":456,""y"":777,""dx"":-35,""dy"":-44,""t"":11191},{""x"":451,""y"":794,""dx"":-40,""dy"":-27,""t"":11225},{""x"":445,""y"":802,""dx"":-46,""dy"":-19,""t"":11258},{""x"":449,""y"":821,""dx"":-42,""dy"":0,""t"":11292},{""x"":446,""y"":795,""dx"":-45,""dy"":-26,""t"":11326},{""x"":446,""y"":781,""dx"":-45,""dy"":-40,""t"":11361},{""x"":454,""y"":772,""dx"":-37,""dy"":-49,""t"":11395},{""x"":463,""y"":783,""dx"":-28,""dy"":-38,""t"":11428},{""x"":451,""y"":747,""dx"":-40,""dy"":-74,""t"":11462},{""x"":436,""y"":721,""dx"":-55,""dy"":-100,""t"":11496},{""x"":445,""y"":718,""dx"":-46,""dy"":-103,""t"":11530},{""x"":441,""y"":725,""dx"":-50,""dy"":-96,""t"":11564},{""x"":467,""y"":728,""dx"":-24,""dy"":-93,""t"":11599},{""x"":493,""y"":738,""dx"":2,""dy"":-83,""t"":11632},{""x"":485,""y"":740,""dx"":-6,""dy"":-81,""t"":11665},{""x"":488,""y"":741,""dx"":-3,""dy"":-80,""t"":11701},{""x"":505,""y"":744,""dx"":14,""dy"":-77,""t"":11734},{""x"":480,""y"":735,""dx"":-11,""dy"":-86,""t"":11768},{""x"":493,""y"":757,""dx"":2,""dy"":-64,""t"":11802},{""x"":494,""y"":759,""dx"":3,""dy"":-62,""t"":11835},{""x"":489,""y"":777,""dx"":-2,""dy"":-44,""t"":11870},{""x"":500,""y"":795,""dx"":9,""dy"":-26,""t"":11904},{""x"":498,""y"":781,""dx"":7,""dy"":-40,""t"":11938},{""x"":489,""y"":795,""dx"":-2,""dy"":-26,""t"":11972},{""x"":493,""y"":788,""dx"":2,""dy"":-33,""t"":12006}],[{""x"":1426,""y"":726,""dx"":-25,""dy"":-95,""t"":13060},{""x"":1416,""y"":742,""dx"":-35,""dy"":-79,""t"":13094},{""x"":1406,""y"":757,""dx"":-45,""dy"":-64,""t"":13128},{""x"":1400,""y"":749,""dx"":-51,""dy"":-72,""t"":13162},{""x"":1399,""y"":759,""dx"":-52,""dy"":-62,""t"":13196},{""x"":1399,""y"":767,""dx"":-52,""dy"":-54,""t"":13231},{""x"":1410,""y"":787,""dx"":-41,""dy"":-34,""t"":13264},{""x"":1412,""y"":794,""dx"":-39,""dy"":-27,""t"":13297},{""x"":1388,""y"":781,""dx"":-63,""dy"":-40,""t"":13333},{""x"":1390,""y"":783,""dx"":-61,""dy"":-38,""t"":13366},{""x"":1396,""y"":788,""dx"":-55,""dy"":-33,""t"":13400},{""x"":1396,""y"":790,""dx"":-55,""dy"":-31,""t"":13434},{""x"":1336,""y"":766,""dx"":-115,""dy"":-55,""t"":13468},{""x"":1345,""y"":769,""dx"":-106,""dy"":-52,""t"":13502},{""x"":1368,""y"":780,""dx"":-83,""dy"":-41,""t"":13535},{""x"":1361,""y"":785,""dx"":-90,""dy"":-36,""t"":13569},{""x"":1390,""y"":792,""dx"":-61,""dy"":-29,""t"":13605},{""x"":1415,""y"":797,""dx"":-36,""dy"":-24,""t"":13636},{""x"":1382,""y"":772,""dx"":-69,""dy"":-49,""t"":13674},{""x"":1379,""y"":770,""dx"":-72,""dy"":-51,""t"":13706},{""x"":1355,""y"":762,""dx"":-96,""dy"":-59,""t"":13740},{""x"":1366,""y"":772,""dx"":-85,""dy"":-49,""t"":13775},{""x"":1382,""y"":781,""dx"":-69,""dy"":-40,""t"":13808},{""x"":1386,""y"":780,""dx"":-65,""dy"":-41,""t"":13841},{""x"":1396,""y"":787,""dx"":-55,""dy"":-34,""t"":13876},{""x"":1399,""y"":768,""dx"":-52,""dy"":-53,""t"":13911},{""x"":1395,""y"":772,""dx"":-56,""dy"":-49,""t"":13945},{""x"":1376,""y"":763,""dx"":-75,""dy"":-58,""t"":13977},{""x"":1391,""y"":764,""dx"":-60,""dy"":-57,""t"":14010},{""x"":1364,""y"":756,""dx"":-87,""dy"":-65,""t"":14046},{""x"":1384,""y"":766,""dx"":-67,""dy"":-55,""t"":14080},{""x"":1352,""y"":745,""dx"":-99,""dy"":-76,""t"":14114},{""x"":1335,""y"":737,""dx"":-116,""dy"":-84,""t"":14148},{""x"":1335,""y"":725,""dx"":-116,""dy"":-96,""t"":14183},{""x"":1351,""y"":746,""dx"":-100,""dy"":-75,""t"":14216},{""x"":1319,""y"":729,""dx"":-132,""dy"":-92,""t"":14250},{""x"":1337,""y"":741,""dx"":-114,""dy"":-80,""t"":14284},{""x"":1320,""y"":742,""dx"":-131,""dy"":-79,""t"":14318},{""x"":1337,""y"":755,""dx"":-114,""dy"":-66,""t"":14352},{""x"":1357,""y"":769,""dx"":-94,""dy"":-52,""t"":14386},{""x"":1368,""y"":777,""dx"":-83,""dy"":-44,""t"":14421},{""x"":1377,""y"":788,""dx"":-74,""dy"":-33,""t"":14454},{""x"":1389,""y"":804,""dx"":-62,""dy"":-17,""t"":14489},{""x"":1412,""y"":821,""dx"":-39,""dy"":0,""t"":14522},{""x"":1401,""y"":816,""dx"":-50,""dy"":-5,""t"":14556},{""x"":1348,""y"":789,""dx"":-103,""dy"":-32,""t"":14590},{""x"":1329,""y"":785,""dx"":-122,""dy"":-36,""t"":14624},{""x"":1338,""y"":803,""dx"":-113,""dy"":-18,""t"":14658},{""x"":1345,""y"":811,""dx"":-106,""dy"":-10,""t"":14692},{""x"":1353,""y"":813,""dx"":-98,""dy"":-8,""t"":14726},{""x"":1366,""y"":819,""dx"":-85,""dy"":-2,""t"":14760},{""x"":1377,""y"":825,""dx"":-74,""dy"":4,""t"":14793},{""x"":1365,""y"":806,""dx"":-86,""dy"":-15,""t"":14828},{""x"":1371,""y"":785,""dx"":-80,""dy"":-36,""t"":14862},{""x"":1347,""y"":761,""dx"":-104,""dy"":-60,""t"":14896},{""x"":1327,""y"":743,""dx"":-124,""dy"":-78,""t"":14931},{""x"":1327,""y"":731,""dx"":-124,""dy"":-90,""t"":14965},{""x"":1324,""y"":718,""dx"":-127,""dy"":-103,""t"":14998},{""x"":1314,""y"":704,""dx"":-137,""dy"":-117,""t"":15032}]]","[100,62.71186440677966,100,100,100]","[{""x"":38.983050847457626,""y"":55.57627118644068,""r"":22.63925276118013},{""x"":186.47457627118644,""y"":50.74576271186441,""r"":86.14740045409707},{""x"":-18.084745762711865,""y"":-100.30508474576271,""r"":24.938199972500595},{""x"":-13.389830508474576,""y"":-79.54237288135593,""r"":44.48982401912277},{""x"":-81.01694915254237,""y"":-49.59322033898305,""r"":31.948523124672683}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","",""
"","html-keyboard-response","9","73423","0.0-5.0-0.0","","","","","3287"," ","","","<p>识别实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是100毫秒的单个项目展示，500毫秒的空白间隔后，会呈现一个多个项目的阵列。</p> <p>要求：记忆单个项目，并在多个项目阵列中快速找到，并根据数字键盘进行选择响应。</p><p>按"" ""键继续，实验开始。</p>","","","","","","","","","","","","","","","",""
