"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","stimulus","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","4806","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","4810","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","7374","0.0-2.0-0.0","","","","","2560","{""name"":""scc"",""age"":""24""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","9142","0.0-2.0-1.0","","","","","1766","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","9789","0.0-3.0","","","","","646"," ","","<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按""space""键继续。</p>","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","5","14869","0.0-4.0","","","","","","","","","2245","","","","","","","","","","","","","","","",""
"","html-button-response","6","15903","0.0-5.0-0.0","","","","","1031","0","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","7","26148","0.0-5.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","8","26829","0.0-5.0-2.0","","","","","681","0","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","9","43982","0.0-5.0-3.0","","","","","","","","","","[[{""x"":382,""y"":318,""dx"":-109,""dy"":37,""t"":990},{""x"":386,""y"":320,""dx"":-105,""dy"":39,""t"":1024},{""x"":423,""y"":333,""dx"":-68,""dy"":52,""t"":1058},{""x"":425,""y"":314,""dx"":-66,""dy"":33,""t"":1092},{""x"":406,""y"":349,""dx"":-85,""dy"":68,""t"":1126},{""x"":406,""y"":384,""dx"":-85,""dy"":103,""t"":1160},{""x"":395,""y"":394,""dx"":-96,""dy"":113,""t"":1194},{""x"":416,""y"":394,""dx"":-75,""dy"":113,""t"":1228},{""x"":432,""y"":410,""dx"":-59,""dy"":129,""t"":1262},{""x"":449,""y"":421,""dx"":-42,""dy"":140,""t"":1296},{""x"":475,""y"":413,""dx"":-16,""dy"":132,""t"":1329},{""x"":495,""y"":416,""dx"":4,""dy"":135,""t"":1361},{""x"":491,""y"":398,""dx"":0,""dy"":117,""t"":1399},{""x"":506,""y"":408,""dx"":15,""dy"":127,""t"":1432},{""x"":485,""y"":424,""dx"":-6,""dy"":143,""t"":1467},{""x"":524,""y"":411,""dx"":33,""dy"":130,""t"":1500},{""x"":509,""y"":448,""dx"":18,""dy"":167,""t"":1534},{""x"":543,""y"":438,""dx"":52,""dy"":157,""t"":1567},{""x"":562,""y"":466,""dx"":71,""dy"":185,""t"":1601},{""x"":591,""y"":463,""dx"":100,""dy"":182,""t"":1637},{""x"":549,""y"":483,""dx"":58,""dy"":202,""t"":1670},{""x"":532,""y"":486,""dx"":41,""dy"":205,""t"":1703},{""x"":495,""y"":501,""dx"":4,""dy"":220,""t"":1739},{""x"":512,""y"":472,""dx"":21,""dy"":191,""t"":1770},{""x"":499,""y"":447,""dx"":8,""dy"":166,""t"":1806},{""x"":548,""y"":420,""dx"":57,""dy"":139,""t"":1840},{""x"":540,""y"":412,""dx"":49,""dy"":131,""t"":1874},{""x"":565,""y"":428,""dx"":74,""dy"":147,""t"":1909},{""x"":544,""y"":414,""dx"":53,""dy"":133,""t"":1941},{""x"":543,""y"":398,""dx"":52,""dy"":117,""t"":1976},{""x"":513,""y"":409,""dx"":22,""dy"":128,""t"":2011},{""x"":507,""y"":414,""dx"":16,""dy"":133,""t"":2044},{""x"":497,""y"":427,""dx"":6,""dy"":146,""t"":2077},{""x"":489,""y"":401,""dx"":-2,""dy"":120,""t"":2112},{""x"":465,""y"":401,""dx"":-26,""dy"":120,""t"":2146},{""x"":459,""y"":396,""dx"":-32,""dy"":115,""t"":2181},{""x"":456,""y"":398,""dx"":-35,""dy"":117,""t"":2214},{""x"":455,""y"":410,""dx"":-36,""dy"":129,""t"":2248},{""x"":451,""y"":398,""dx"":-40,""dy"":117,""t"":2282},{""x"":476,""y"":411,""dx"":-15,""dy"":130,""t"":2317},{""x"":489,""y"":398,""dx"":-2,""dy"":117,""t"":2350},{""x"":502,""y"":434,""dx"":11,""dy"":153,""t"":2384},{""x"":537,""y"":456,""dx"":46,""dy"":175,""t"":2419},{""x"":543,""y"":456,""dx"":52,""dy"":175,""t"":2453},{""x"":559,""y"":455,""dx"":68,""dy"":174,""t"":2487},{""x"":569,""y"":452,""dx"":78,""dy"":171,""t"":2520},{""x"":562,""y"":453,""dx"":71,""dy"":172,""t"":2554},{""x"":534,""y"":420,""dx"":43,""dy"":139,""t"":2589},{""x"":512,""y"":429,""dx"":21,""dy"":148,""t"":2623},{""x"":505,""y"":455,""dx"":14,""dy"":174,""t"":2656},{""x"":509,""y"":456,""dx"":18,""dy"":175,""t"":2690},{""x"":518,""y"":475,""dx"":27,""dy"":194,""t"":2724},{""x"":499,""y"":486,""dx"":8,""dy"":205,""t"":2758},{""x"":527,""y"":504,""dx"":36,""dy"":223,""t"":2792},{""x"":521,""y"":502,""dx"":30,""dy"":221,""t"":2826},{""x"":539,""y"":519,""dx"":48,""dy"":238,""t"":2860},{""x"":551,""y"":520,""dx"":60,""dy"":239,""t"":2894},{""x"":571,""y"":537,""dx"":80,""dy"":256,""t"":2928},{""x"":582,""y"":534,""dx"":91,""dy"":253,""t"":2962},{""x"":554,""y"":484,""dx"":63,""dy"":203,""t"":2997}],[{""x"":1407,""y"":402,""dx"":-44,""dy"":121,""t"":4016},{""x"":1387,""y"":392,""dx"":-64,""dy"":111,""t"":4050},{""x"":1402,""y"":444,""dx"":-49,""dy"":163,""t"":4084},{""x"":1410,""y"":477,""dx"":-41,""dy"":196,""t"":4117},{""x"":1382,""y"":425,""dx"":-69,""dy"":144,""t"":4152},{""x"":1404,""y"":468,""dx"":-47,""dy"":187,""t"":4186},{""x"":1427,""y"":501,""dx"":-24,""dy"":220,""t"":4220},{""x"":1413,""y"":470,""dx"":-38,""dy"":189,""t"":4253},{""x"":1403,""y"":448,""dx"":-48,""dy"":167,""t"":4288},{""x"":1381,""y"":424,""dx"":-70,""dy"":143,""t"":4322},{""x"":1364,""y"":432,""dx"":-87,""dy"":151,""t"":4357},{""x"":1350,""y"":407,""dx"":-101,""dy"":126,""t"":4390},{""x"":1343,""y"":385,""dx"":-108,""dy"":104,""t"":4424},{""x"":1344,""y"":370,""dx"":-107,""dy"":89,""t"":4458},{""x"":1362,""y"":417,""dx"":-89,""dy"":136,""t"":4492},{""x"":1345,""y"":365,""dx"":-106,""dy"":84,""t"":4526},{""x"":1338,""y"":370,""dx"":-113,""dy"":89,""t"":4560},{""x"":1343,""y"":336,""dx"":-108,""dy"":55,""t"":4595},{""x"":1339,""y"":300,""dx"":-112,""dy"":19,""t"":4628},{""x"":1361,""y"":357,""dx"":-90,""dy"":76,""t"":4662},{""x"":1369,""y"":334,""dx"":-82,""dy"":53,""t"":4696},{""x"":1355,""y"":349,""dx"":-96,""dy"":68,""t"":4730},{""x"":1357,""y"":369,""dx"":-94,""dy"":88,""t"":4764},{""x"":1358,""y"":363,""dx"":-93,""dy"":82,""t"":4799},{""x"":1351,""y"":346,""dx"":-100,""dy"":65,""t"":4832},{""x"":1366,""y"":346,""dx"":-85,""dy"":65,""t"":4866},{""x"":1367,""y"":348,""dx"":-84,""dy"":67,""t"":4901},{""x"":1368,""y"":350,""dx"":-83,""dy"":69,""t"":4932},{""x"":1384,""y"":403,""dx"":-67,""dy"":122,""t"":4967},{""x"":1384,""y"":381,""dx"":-67,""dy"":100,""t"":5002},{""x"":1393,""y"":356,""dx"":-58,""dy"":75,""t"":5037},{""x"":1398,""y"":351,""dx"":-53,""dy"":70,""t"":5071},{""x"":1404,""y"":344,""dx"":-47,""dy"":63,""t"":5105},{""x"":1398,""y"":341,""dx"":-53,""dy"":60,""t"":5137},{""x"":1404,""y"":387,""dx"":-47,""dy"":106,""t"":5173},{""x"":1428,""y"":450,""dx"":-23,""dy"":169,""t"":5206},{""x"":1413,""y"":423,""dx"":-38,""dy"":142,""t"":5241},{""x"":1422,""y"":424,""dx"":-29,""dy"":143,""t"":5274},{""x"":1458,""y"":470,""dx"":7,""dy"":189,""t"":5308},{""x"":1480,""y"":496,""dx"":29,""dy"":215,""t"":5340},{""x"":1494,""y"":515,""dx"":43,""dy"":234,""t"":5376},{""x"":1461,""y"":484,""dx"":10,""dy"":203,""t"":5410},{""x"":1452,""y"":434,""dx"":1,""dy"":153,""t"":5444},{""x"":1447,""y"":412,""dx"":-4,""dy"":131,""t"":5478},{""x"":1438,""y"":403,""dx"":-13,""dy"":122,""t"":5512},{""x"":1427,""y"":402,""dx"":-24,""dy"":121,""t"":5546},{""x"":1419,""y"":378,""dx"":-32,""dy"":97,""t"":5580},{""x"":1438,""y"":438,""dx"":-13,""dy"":157,""t"":5614},{""x"":1441,""y"":434,""dx"":-10,""dy"":153,""t"":5649},{""x"":1447,""y"":423,""dx"":-4,""dy"":142,""t"":5682},{""x"":1439,""y"":379,""dx"":-12,""dy"":98,""t"":5717},{""x"":1402,""y"":359,""dx"":-49,""dy"":78,""t"":5750},{""x"":1422,""y"":388,""dx"":-29,""dy"":107,""t"":5784},{""x"":1410,""y"":363,""dx"":-41,""dy"":82,""t"":5817},{""x"":1426,""y"":372,""dx"":-25,""dy"":91,""t"":5853},{""x"":1415,""y"":359,""dx"":-36,""dy"":78,""t"":5887},{""x"":1412,""y"":386,""dx"":-39,""dy"":105,""t"":5920},{""x"":1399,""y"":353,""dx"":-52,""dy"":72,""t"":5954},{""x"":1401,""y"":335,""dx"":-50,""dy"":54,""t"":5988}],[{""x"":996,""y"":663,""dx"":25,""dy"":112,""t"":7043},{""x"":1018,""y"":666,""dx"":47,""dy"":115,""t"":7077},{""x"":1030,""y"":664,""dx"":59,""dy"":113,""t"":7110},{""x"":1025,""y"":691,""dx"":54,""dy"":140,""t"":7144},{""x"":1023,""y"":694,""dx"":52,""dy"":143,""t"":7179},{""x"":1024,""y"":683,""dx"":53,""dy"":132,""t"":7212},{""x"":1056,""y"":681,""dx"":85,""dy"":130,""t"":7246},{""x"":1071,""y"":673,""dx"":100,""dy"":122,""t"":7280},{""x"":1052,""y"":687,""dx"":81,""dy"":136,""t"":7314},{""x"":1046,""y"":688,""dx"":75,""dy"":137,""t"":7349},{""x"":1028,""y"":689,""dx"":57,""dy"":138,""t"":7383},{""x"":1066,""y"":695,""dx"":95,""dy"":144,""t"":7416},{""x"":1095,""y"":690,""dx"":124,""dy"":139,""t"":7450},{""x"":1082,""y"":679,""dx"":111,""dy"":128,""t"":7484},{""x"":1098,""y"":680,""dx"":127,""dy"":129,""t"":7517},{""x"":1066,""y"":683,""dx"":95,""dy"":132,""t"":7552},{""x"":1049,""y"":687,""dx"":78,""dy"":136,""t"":7587},{""x"":1043,""y"":679,""dx"":72,""dy"":128,""t"":7621},{""x"":1033,""y"":683,""dx"":62,""dy"":132,""t"":7654},{""x"":1027,""y"":666,""dx"":56,""dy"":115,""t"":7689},{""x"":1024,""y"":653,""dx"":53,""dy"":102,""t"":7723},{""x"":1023,""y"":641,""dx"":52,""dy"":90,""t"":7756},{""x"":1004,""y"":664,""dx"":33,""dy"":113,""t"":7790},{""x"":1030,""y"":654,""dx"":59,""dy"":103,""t"":7825},{""x"":1012,""y"":660,""dx"":41,""dy"":109,""t"":7858},{""x"":1003,""y"":656,""dx"":32,""dy"":105,""t"":7893},{""x"":1025,""y"":647,""dx"":54,""dy"":96,""t"":7927},{""x"":1013,""y"":604,""dx"":42,""dy"":53,""t"":7961},{""x"":1014,""y"":543,""dx"":43,""dy"":-8,""t"":7995},{""x"":1041,""y"":565,""dx"":70,""dy"":14,""t"":8028},{""x"":1017,""y"":547,""dx"":46,""dy"":-4,""t"":8062},{""x"":1011,""y"":588,""dx"":40,""dy"":37,""t"":8096},{""x"":1003,""y"":590,""dx"":32,""dy"":39,""t"":8131},{""x"":1030,""y"":625,""dx"":59,""dy"":74,""t"":8164},{""x"":1011,""y"":647,""dx"":40,""dy"":96,""t"":8198},{""x"":1030,""y"":674,""dx"":59,""dy"":123,""t"":8232},{""x"":1066,""y"":669,""dx"":95,""dy"":118,""t"":8266},{""x"":1063,""y"":667,""dx"":92,""dy"":116,""t"":8300},{""x"":1075,""y"":675,""dx"":104,""dy"":124,""t"":8334},{""x"":1069,""y"":687,""dx"":98,""dy"":136,""t"":8368},{""x"":1029,""y"":660,""dx"":58,""dy"":109,""t"":8402},{""x"":1014,""y"":589,""dx"":43,""dy"":38,""t"":8436},{""x"":1005,""y"":591,""dx"":34,""dy"":40,""t"":8470},{""x"":997,""y"":593,""dx"":26,""dy"":42,""t"":8502},{""x"":1005,""y"":618,""dx"":34,""dy"":67,""t"":8537},{""x"":991,""y"":642,""dx"":20,""dy"":91,""t"":8571},{""x"":993,""y"":662,""dx"":22,""dy"":111,""t"":8606},{""x"":977,""y"":673,""dx"":6,""dy"":122,""t"":8640},{""x"":1001,""y"":673,""dx"":30,""dy"":122,""t"":8673},{""x"":991,""y"":699,""dx"":20,""dy"":148,""t"":8709},{""x"":996,""y"":710,""dx"":25,""dy"":159,""t"":8743},{""x"":1012,""y"":725,""dx"":41,""dy"":174,""t"":8777},{""x"":1007,""y"":732,""dx"":36,""dy"":181,""t"":8810},{""x"":1024,""y"":745,""dx"":53,""dy"":194,""t"":8845},{""x"":1056,""y"":731,""dx"":85,""dy"":180,""t"":8878},{""x"":1044,""y"":658,""dx"":73,""dy"":107,""t"":8910},{""x"":1024,""y"":731,""dx"":53,""dy"":180,""t"":8946},{""x"":1001,""y"":771,""dx"":30,""dy"":220,""t"":8981},{""x"":1005,""y"":849,""dx"":34,""dy"":298,""t"":9015}],[{""x"":557,""y"":893,""dx"":66,""dy"":72,""t"":10033},{""x"":574,""y"":905,""dx"":83,""dy"":84,""t"":10065},{""x"":582,""y"":914,""dx"":91,""dy"":93,""t"":10102},{""x"":587,""y"":914,""dx"":96,""dy"":93,""t"":10137},{""x"":596,""y"":873,""dx"":105,""dy"":52,""t"":10171},{""x"":572,""y"":875,""dx"":81,""dy"":54,""t"":10204},{""x"":591,""y"":905,""dx"":100,""dy"":84,""t"":10238},{""x"":587,""y"":917,""dx"":96,""dy"":96,""t"":10272},{""x"":597,""y"":934,""dx"":106,""dy"":113,""t"":10306},{""x"":587,""y"":948,""dx"":96,""dy"":127,""t"":10340},{""x"":582,""y"":971,""dx"":91,""dy"":150,""t"":10374},{""x"":583,""y"":969,""dx"":92,""dy"":148,""t"":10409},{""x"":585,""y"":975,""dx"":94,""dy"":154,""t"":10442},{""x"":578,""y"":996,""dx"":87,""dy"":175,""t"":10473},{""x"":590,""y"":1017,""dx"":99,""dy"":196,""t"":10510},{""x"":614,""y"":980,""dx"":123,""dy"":159,""t"":10544},{""x"":607,""y"":977,""dx"":116,""dy"":156,""t"":10578},{""x"":639,""y"":887,""dx"":148,""dy"":66,""t"":10612},{""x"":659,""y"":905,""dx"":168,""dy"":84,""t"":10646},{""x"":637,""y"":908,""dx"":146,""dy"":87,""t"":10680},{""x"":651,""y"":889,""dx"":160,""dy"":68,""t"":10714},{""x"":649,""y"":884,""dx"":158,""dy"":63,""t"":10748},{""x"":628,""y"":900,""dx"":137,""dy"":79,""t"":10782},{""x"":656,""y"":908,""dx"":165,""dy"":87,""t"":10816},{""x"":671,""y"":899,""dx"":180,""dy"":78,""t"":10851},{""x"":644,""y"":933,""dx"":153,""dy"":112,""t"":10884},{""x"":665,""y"":930,""dx"":174,""dy"":109,""t"":10918},{""x"":652,""y"":947,""dx"":161,""dy"":126,""t"":10952},{""x"":680,""y"":895,""dx"":189,""dy"":74,""t"":10985},{""x"":657,""y"":909,""dx"":166,""dy"":88,""t"":11020},{""x"":643,""y"":936,""dx"":152,""dy"":115,""t"":11054},{""x"":653,""y"":859,""dx"":162,""dy"":38,""t"":11088},{""x"":636,""y"":885,""dx"":145,""dy"":64,""t"":11123},{""x"":657,""y"":910,""dx"":166,""dy"":89,""t"":11156},{""x"":686,""y"":940,""dx"":195,""dy"":119,""t"":11190},{""x"":655,""y"":948,""dx"":164,""dy"":127,""t"":11225},{""x"":648,""y"":957,""dx"":157,""dy"":136,""t"":11257},{""x"":637,""y"":974,""dx"":146,""dy"":153,""t"":11292},{""x"":631,""y"":990,""dx"":140,""dy"":169,""t"":11327},{""x"":669,""y"":954,""dx"":178,""dy"":133,""t"":11360},{""x"":691,""y"":879,""dx"":200,""dy"":58,""t"":11394},{""x"":706,""y"":887,""dx"":215,""dy"":66,""t"":11428},{""x"":692,""y"":902,""dx"":201,""dy"":81,""t"":11463},{""x"":697,""y"":873,""dx"":206,""dy"":52,""t"":11496},{""x"":711,""y"":900,""dx"":220,""dy"":79,""t"":11530},{""x"":709,""y"":869,""dx"":218,""dy"":48,""t"":11564},{""x"":696,""y"":890,""dx"":205,""dy"":69,""t"":11599},{""x"":716,""y"":892,""dx"":225,""dy"":71,""t"":11632},{""x"":669,""y"":899,""dx"":178,""dy"":78,""t"":11666},{""x"":659,""y"":872,""dx"":168,""dy"":51,""t"":11699},{""x"":693,""y"":896,""dx"":202,""dy"":75,""t"":11734},{""x"":678,""y"":920,""dx"":187,""dy"":99,""t"":11768},{""x"":690,""y"":889,""dx"":199,""dy"":68,""t"":11802},{""x"":702,""y"":919,""dx"":211,""dy"":98,""t"":11836},{""x"":721,""y"":935,""dx"":230,""dy"":114,""t"":11871},{""x"":736,""y"":942,""dx"":245,""dy"":121,""t"":11904},{""x"":741,""y"":965,""dx"":250,""dy"":144,""t"":11938},{""x"":710,""y"":909,""dx"":219,""dy"":88,""t"":11973},{""x"":689,""y"":954,""dx"":198,""dy"":133,""t"":12007},{""x"":659,""y"":966,""dx"":168,""dy"":145,""t"":12041}],[{""x"":1409,""y"":809,""dx"":-42,""dy"":-12,""t"":13061},{""x"":1392,""y"":794,""dx"":-59,""dy"":-27,""t"":13094},{""x"":1412,""y"":823,""dx"":-39,""dy"":2,""t"":13128},{""x"":1389,""y"":803,""dx"":-62,""dy"":-18,""t"":13162},{""x"":1377,""y"":791,""dx"":-74,""dy"":-30,""t"":13196},{""x"":1405,""y"":811,""dx"":-46,""dy"":-10,""t"":13230},{""x"":1385,""y"":792,""dx"":-66,""dy"":-29,""t"":13264},{""x"":1391,""y"":816,""dx"":-60,""dy"":-5,""t"":13298},{""x"":1384,""y"":794,""dx"":-67,""dy"":-27,""t"":13332},{""x"":1390,""y"":819,""dx"":-61,""dy"":-2,""t"":13366},{""x"":1375,""y"":808,""dx"":-76,""dy"":-13,""t"":13400},{""x"":1360,""y"":789,""dx"":-91,""dy"":-32,""t"":13434},{""x"":1360,""y"":770,""dx"":-91,""dy"":-51,""t"":13467},{""x"":1367,""y"":722,""dx"":-84,""dy"":-99,""t"":13502},{""x"":1355,""y"":711,""dx"":-96,""dy"":-110,""t"":13536},{""x"":1379,""y"":774,""dx"":-72,""dy"":-47,""t"":13570},{""x"":1399,""y"":837,""dx"":-52,""dy"":16,""t"":13605},{""x"":1388,""y"":824,""dx"":-63,""dy"":3,""t"":13638},{""x"":1379,""y"":811,""dx"":-72,""dy"":-10,""t"":13670},{""x"":1389,""y"":840,""dx"":-62,""dy"":19,""t"":13707},{""x"":1391,""y"":855,""dx"":-60,""dy"":34,""t"":13741},{""x"":1384,""y"":843,""dx"":-67,""dy"":22,""t"":13775},{""x"":1407,""y"":878,""dx"":-44,""dy"":57,""t"":13808},{""x"":1395,""y"":868,""dx"":-56,""dy"":47,""t"":13841},{""x"":1383,""y"":855,""dx"":-68,""dy"":34,""t"":13877},{""x"":1367,""y"":846,""dx"":-84,""dy"":25,""t"":13910},{""x"":1382,""y"":863,""dx"":-69,""dy"":42,""t"":13945},{""x"":1379,""y"":844,""dx"":-72,""dy"":23,""t"":13978},{""x"":1379,""y"":814,""dx"":-72,""dy"":-7,""t"":14012},{""x"":1380,""y"":796,""dx"":-71,""dy"":-25,""t"":14046},{""x"":1384,""y"":771,""dx"":-67,""dy"":-50,""t"":14078},{""x"":1380,""y"":771,""dx"":-71,""dy"":-50,""t"":14114},{""x"":1374,""y"":759,""dx"":-77,""dy"":-62,""t"":14149},{""x"":1370,""y"":754,""dx"":-81,""dy"":-67,""t"":14182},{""x"":1372,""y"":729,""dx"":-79,""dy"":-92,""t"":14216},{""x"":1375,""y"":725,""dx"":-76,""dy"":-96,""t"":14249},{""x"":1380,""y"":714,""dx"":-71,""dy"":-107,""t"":14284},{""x"":1385,""y"":702,""dx"":-66,""dy"":-119,""t"":14318},{""x"":1384,""y"":717,""dx"":-67,""dy"":-104,""t"":14352},{""x"":1378,""y"":728,""dx"":-73,""dy"":-93,""t"":14386},{""x"":1369,""y"":737,""dx"":-82,""dy"":-84,""t"":14421},{""x"":1366,""y"":757,""dx"":-85,""dy"":-64,""t"":14454},{""x"":1344,""y"":739,""dx"":-107,""dy"":-82,""t"":14488},{""x"":1350,""y"":737,""dx"":-101,""dy"":-84,""t"":14522},{""x"":1358,""y"":736,""dx"":-93,""dy"":-85,""t"":14556},{""x"":1352,""y"":747,""dx"":-99,""dy"":-74,""t"":14591},{""x"":1356,""y"":735,""dx"":-95,""dy"":-86,""t"":14624},{""x"":1349,""y"":742,""dx"":-102,""dy"":-79,""t"":14658},{""x"":1332,""y"":741,""dx"":-119,""dy"":-80,""t"":14692},{""x"":1333,""y"":756,""dx"":-118,""dy"":-65,""t"":14726},{""x"":1330,""y"":767,""dx"":-121,""dy"":-54,""t"":14761},{""x"":1327,""y"":769,""dx"":-124,""dy"":-52,""t"":14794},{""x"":1330,""y"":768,""dx"":-121,""dy"":-53,""t"":14828},{""x"":1349,""y"":836,""dx"":-102,""dy"":15,""t"":14862},{""x"":1354,""y"":829,""dx"":-97,""dy"":8,""t"":14896},{""x"":1358,""y"":825,""dx"":-93,""dy"":4,""t"":14930},{""x"":1337,""y"":784,""dx"":-114,""dy"":-37,""t"":14964},{""x"":1368,""y"":770,""dx"":-83,""dy"":-51,""t"":14998},{""x"":1366,""y"":782,""dx"":-85,""dy"":-39,""t"":15032}]]","[80,91.52542372881356,94.91525423728814,51.66666666666667,100]","[{""x"":10.316666666666666,""y"":150.21666666666667,""r"":79.95205585769645},{""x"":-51.813559322033896,""y"":116.2542372881356,""r"":53.471339449164645},{""x"":57.20338983050848,""y"":115.59322033898304,""r"":41.20395805198415},{""x"":157.95,""y"":100.13333333333334,""r"":80.61987283853854},{""x"":-79.10169491525424,""y"":-35.79661016949152,""r"":47.31270851732169}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","",""
