975,514,3
943,550,73
910,572,108
889,601,142
900,628,173
945,651,227
983,670,245
993,640,285
1007,643,313
1020,616,351
998,586,391
1035,602,419
1037,602,455
1065,585,479
1098,582,521
1116,569,547
1127,556,589
1134,545,614
1128,529,651
1167,563,685
1156,600,718
1150,589,754
1122,570,794
1078,565,828
1081,579,855
1117,586,910
1108,578,974
1137,627,1085
1168,649,1128
1194,672,1179
1073,655,1236
983,646,1274
907,633,1298
855,632,1330
861,808,1365
838,867,1416
814,970,1434
769,911,1473
695,827,1513
623,734,1537
567,689,1568
523,638,1614
498,613,1637
485,598,1678
471,578,1709
476,576,1748
483,580,1772
478,598,1814
503,625,1841
520,638,1877
501,579,1916
501,489,1945
501,398,1993
483,351,2012
465,312,2047
465,278,2082
475,266,2112
488,232,2147
477,241,2189
486,246,2213
508,277,2253
527,306,2283
546,332,2316
565,370,2363
572,380,2386
579,397,2429
589,458,2455
679,547,2493
768,609,2520
779,565,2554
752,521,2588
717,497,2622
683,470,2658
654,430,2690
626,363,2724
601,307,2762
586,277,2796
576,262,2826
572,247,2861
551,249,2893
536,261,2928
548,267,2980
538,266,2995
528,256,3030
521,233,3071
525,232,3100
525,225,3134
525,221,3163
518,227,3201
508,243,3233
504,245,3274
494,275,3302
495,267,3338
503,273,3370
473,269,3415
455,304,3439
434,329,3478
413,333,3514
401,313,3542
392,317,3580
388,329,3615
383,331,3646
387,349,3680
384,350,3715
389,354,3745
387,362,3780
384,358,3814
379,350,3847
383,353,3880
378,331,3914
372,327,3948
364,312,3982
377,318,4026
383,320,4051
399,325,4093
402,344,4121
392,328,4157
404,311,4189
446,322,4220
503,317,4253
531,347,4288
553,373,4327
563,388,4364
584,407,4391
614,402,4426
622,393,4458
631,389,4492
655,385,4525
626,374,4560
634,353,4594
628,343,4628
614,356,4665
597,366,4696
582,374,4730
568,369,4765
612,387,4797
658,339,4832
698,314,4866
769,287,4906
813,259,4934
854,220,4970
861,234,5002
855,241,5042
849,246,5074
832,272,5106
799,248,5138
773,240,5178
756,240,5206
749,253,5241
825,400,5274
873,493,5314
878,444,5342
859,395,5378
835,375,5414
797,352,5444
759,325,5480
734,297,5516
701,257,5546
690,217,5581
693,197,5615
696,183,5648
737,189,5682
871,204,5715
1000,212,5754
1108,226,5785
1190,249,5818
1267,258,5853
1318,262,5886
1355,260,5922
1381,259,5952
1423,264,5997
1451,267,6022
1469,273,6062
1471,277,6092
1467,267,6126
1466,263,6158
1462,259,6192
1442,255,6231
1403,246,6272
1364,260,6296
1329,301,6328
1294,282,6362
1277,306,6397
1254,282,6429
1242,290,6464
1228,271,6498
1215,241,6532
1211,259,6567
1205,235,6599
1184,228,6633
1186,227,6678
1199,223,6704
1200,217,6737
1227,225,6770
1303,226,6804
1360,274,6842
1395,255,6872
1429,278,6914
1462,301,6946
1470,300,6975
1475,310,7014
1423,351,7045
1253,390,7080
1083,396,7110
966,436,7146
874,472,7180
805,506,7215
727,494,7247
651,495,7281
592,484,7315
581,489,7348
566,493,7382
531,471,7415
473,434,7449
414,395,7486
381,370,7520
332,357,7554
314,356,7586
309,360,7621
328,375,7654
412,406,7694
494,433,7725
553,437,7757
595,448,7790
654,466,7824
774,626,7864
881,735,7895
974,809,7925
965,777,7965
937,700,7994
888,641,8028
844,535,8062
811,471,8097
776,426,8130
750,377,8165
735,356,8198
691,341,8232
656,328,8274
616,322,8308
593,312,8336
567,306,8368
551,316,8402
541,324,8448
533,332,8470
524,325,8506
532,350,8538
566,372,8581
602,366,8607
638,334,8648
689,349,8674
734,349,8714
759,353,8742
779,346,8778
839,373,8810
871,376,8848
904,372,8878
956,371,8914
983,362,8946
1018,369,8981
1037,369,9014
1148,371,9048
1228,367,9085
1281,344,9122
1323,339,9149
1363,331,9184
1409,334,9217
1454,342,9262
1501,364,9285
1508,369,9322
1519,365,9354
1512,337,9390
1517,322,9422
1514,326,9456
1511,328,9490
1507,330,9531
1483,318,9562
1464,333,9592
1453,342,9627
1445,307,9661
1433,308,9694
1419,314,9728
1407,317,9762
1390,313,9799
1382,337,9830
1375,349,9865
1370,358,9896
1361,347,9932
1365,340,9965
1374,340,10014
1371,331,10038
1375,340,10069
1387,345,10114
1415,343,10139
1435,359,10181
1463,363,10204
1477,365,10239
1478,355,10272
1481,342,10315
1488,335,10352
1491,338,10379
1500,344,10415
1497,355,10441
1492,332,10476
1498,345,10511
1503,373,10548
1498,351,10578
1497,345,10612
1504,343,10651
1500,337,10680
1490,321,10714
1499,316,10752
1504,360,10781
1511,374,10830
1516,374,10850
1509,406,10893
1511,401,10918
1512,387,10957
1521,370,10990
1539,405,11021
1555,435,11051
1560,454,11097
1573,452,11125
1562,422,11165
1573,425,11196
1563,394,11224
1560,396,11262
1559,390,11293
1555,388,11326
1564,434,11365
1567,463,11398
1574,500,11430
1564,511,11472
1542,525,11493
1545,559,11531
1543,573,11566
1532,568,11598
1513,564,11631
1500,553,11680
1502,531,11703
1515,543,11748
1527,540,11774
1523,547,11802
1535,542,11836
1533,535,11881
1544,530,11903
1559,539,11944
1568,545,11972
1563,534,12016
1566,538,12044
1558,534,12080
1567,550,12115
1567,543,12146
1563,520,12181
1568,516,12215
1578,526,12244
1575,531,12279
1569,526,12320
1557,511,12354
1537,506,12380
1545,538,12415
1555,530,12461
1555,548,12483
1438,774,12526
1350,958,12549
1311,1024,12586
1322,970,12619
1354,893,12652
1370,798,12687
1413,718,12720
1431,626,12754
1465,580,12788
1489,525,12822
1510,475,12858
1539,462,12890
1563,431,12924
1594,414,12958
1603,394,12992
1594,369,13027
1611,382,13060
1624,395,13093
1611,415,13131
1602,424,13165
1589,425,13197
1578,421,13229
1566,428,13264
1574,441,13314
1582,451,13338
1588,465,13381
1582,479,13408
1593,490,13442
1592,501,13466
1590,519,13502
1601,509,13552
1580,512,13574
1586,496,13615
1581,494,13639
1587,483,13680
1589,466,13715
1593,459,13739
1605,465,13774
1602,472,13815
1593,453,13850
1580,436,13888
1574,421,13917
1580,418,13944
1592,416,13984
1582,405,14021
1594,426,14046
1609,439,14093
1607,442,14117
1599,443,14155
1588,439,14189
1601,435,14222
1592,435,14256
1606,442,14283
1613,447,14320
1606,453,14352
1612,461,14386
1594,467,14426
1580,479,14462
1568,486,14492
1562,506,14522
1560,510,14557
1557,536,14589
1554,532,14624
1555,520,14665
1555,502,14698
1555,499,14727
1553,506,14762
1561,519,14794
1566,521,14829
1582,518,14862
1597,516,14898
1597,509,14931
1607,506,14964
