1007,544,1
1001,540,75
1035,532,106
1043,542,139
1043,557,173
1019,548,223
989,548,248
1007,566,276
1000,555,310
1017,531,349
1078,525,379
1051,520,414
1087,507,446
1110,497,486
1123,482,528
1088,461,550
1151,473,592
1144,478,617
1172,642,653
1195,783,683
1214,835,717
1190,853,752
1157,842,800
1107,820,822
1119,771,860
1112,723,887
1129,704,936
1095,648,990
1077,587,1067
1076,526,1129
1055,447,1234
1019,386,1275
971,355,1307
911,306,1332
845,231,1364
816,219,1399
800,196,1432
701,215,1469
657,215,1501
642,191,1536
615,189,1569
586,191,1614
567,181,1636
587,176,1678
618,174,1709
578,190,1742
545,205,1770
555,233,1815
570,276,1843
603,244,1881
689,379,1909
723,665,1949
812,763,1982
807,761,2013
780,711,2045
771,620,2077
774,518,2116
667,521,2160
631,462,2182
575,453,2217
594,358,2248
600,368,2285
681,276,2316
808,199,2349
905,130,2385
997,120,2435
1041,123,2458
1033,149,2501
1009,151,2524
968,200,2568
963,163,2592
956,132,2619
946,110,2656
964,113,2704
968,115,2726
942,106,2765
903,112,2802
803,156,2828
748,172,2865
715,175,2898
701,169,2936
633,222,2963
640,220,3001
637,208,3029
619,199,3069
661,223,3101
670,240,3133
663,243,3181
645,229,3206
629,290,3235
665,279,3277
835,280,3308
947,272,3341
1041,265,3381
1101,249,3405
1135,265,3449
1077,305,3476
1068,333,3505
1086,343,3540
1110,378,3578
1076,403,3610
1025,385,3642
1051,375,3678
1074,364,3707
1072,340,3744
1070,318,3776
1044,370,3818
1053,338,3850
1067,323,3881
1052,304,3914
1064,310,3948
1059,277,3982
1058,269,4016
1021,271,4049
1044,282,4085
1145,296,4119
1225,296,4152
1313,312,4184
1379,324,4221
1420,346,4253
1466,340,4288
1470,367,4330
1423,332,4358
1421,388,4401
1414,365,4424
1394,341,4468
1369,308,4501
1317,363,4535
1334,331,4563
1307,308,4594
1334,299,4628
1300,297,4662
1220,287,4704
1184,275,4732
1173,220,4764
1116,215,4802
1101,214,4836
1049,217,4869
1030,226,4903
1034,229,4934
1020,194,4969
989,156,5008
974,130,5046
964,119,5073
946,140,5107
944,160,5145
925,132,5175
935,147,5214
896,170,5246
817,182,5277
760,195,5308
722,196,5342
721,234,5385
688,241,5409
709,272,5452
698,252,5485
684,222,5512
822,207,5550
934,226,5582
1035,213,5613
1149,263,5651
1272,274,5685
1355,294,5716
1425,303,5760
1478,309,5781
1473,316,5818
1506,326,5854
1521,273,5886
1508,303,5934
1487,348,5962
1442,351,5988
