"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","9323","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","9329","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","11451","0.0-2.0-0.0","","","","","2120","{""name"":""scc"",""age"":""24""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","13363","0.0-2.0-1.0","","","","","1911","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","17665","0.0-3.0","","","","","","","","2164","","","","","","","","","","","","","","","","",""
"","html-button-response","5","18298","0.0-4.0-0.0","","","","","631","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","29066","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","29746","0.0-4.0-2.0","","","","","680","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","46626","0.0-4.0-3.0","","","","","","","","","","[[{""x"":450,""y"":258,""dx"":-41,""dy"":-23,""t"":998},{""x"":449,""y"":294,""dx"":-42,""dy"":13,""t"":1033},{""x"":458,""y"":347,""dx"":-33,""dy"":66,""t"":1058},{""x"":466,""y"":392,""dx"":-25,""dy"":111,""t"":1090},{""x"":486,""y"":396,""dx"":-5,""dy"":115,""t"":1126},{""x"":470,""y"":382,""dx"":-21,""dy"":101,""t"":1160},{""x"":457,""y"":407,""dx"":-34,""dy"":126,""t"":1194},{""x"":445,""y"":430,""dx"":-46,""dy"":149,""t"":1228},{""x"":456,""y"":433,""dx"":-35,""dy"":152,""t"":1262},{""x"":460,""y"":428,""dx"":-31,""dy"":147,""t"":1296},{""x"":455,""y"":418,""dx"":-36,""dy"":137,""t"":1330},{""x"":461,""y"":437,""dx"":-30,""dy"":156,""t"":1364},{""x"":462,""y"":434,""dx"":-29,""dy"":153,""t"":1399},{""x"":470,""y"":428,""dx"":-21,""dy"":147,""t"":1432},{""x"":496,""y"":383,""dx"":5,""dy"":102,""t"":1466},{""x"":490,""y"":397,""dx"":-1,""dy"":116,""t"":1498},{""x"":479,""y"":400,""dx"":-12,""dy"":119,""t"":1534},{""x"":492,""y"":421,""dx"":1,""dy"":140,""t"":1568},{""x"":498,""y"":426,""dx"":7,""dy"":145,""t"":1601},{""x"":491,""y"":422,""dx"":0,""dy"":141,""t"":1636},{""x"":477,""y"":435,""dx"":-14,""dy"":154,""t"":1669},{""x"":477,""y"":427,""dx"":-14,""dy"":146,""t"":1705},{""x"":473,""y"":470,""dx"":-18,""dy"":189,""t"":1737},{""x"":478,""y"":462,""dx"":-13,""dy"":181,""t"":1772},{""x"":468,""y"":475,""dx"":-23,""dy"":194,""t"":1806},{""x"":457,""y"":449,""dx"":-34,""dy"":168,""t"":1840},{""x"":471,""y"":460,""dx"":-20,""dy"":179,""t"":1874},{""x"":458,""y"":480,""dx"":-33,""dy"":199,""t"":1908},{""x"":462,""y"":463,""dx"":-29,""dy"":182,""t"":1942},{""x"":468,""y"":467,""dx"":-23,""dy"":186,""t"":1976},{""x"":459,""y"":466,""dx"":-32,""dy"":185,""t"":2010},{""x"":450,""y"":479,""dx"":-41,""dy"":198,""t"":2044},{""x"":458,""y"":471,""dx"":-33,""dy"":190,""t"":2078},{""x"":457,""y"":495,""dx"":-34,""dy"":214,""t"":2113},{""x"":450,""y"":464,""dx"":-41,""dy"":183,""t"":2146},{""x"":452,""y"":470,""dx"":-39,""dy"":189,""t"":2180},{""x"":449,""y"":452,""dx"":-42,""dy"":171,""t"":2214},{""x"":450,""y"":452,""dx"":-41,""dy"":171,""t"":2248},{""x"":455,""y"":445,""dx"":-36,""dy"":164,""t"":2281},{""x"":461,""y"":415,""dx"":-30,""dy"":134,""t"":2316},{""x"":463,""y"":404,""dx"":-28,""dy"":123,""t"":2350},{""x"":470,""y"":399,""dx"":-21,""dy"":118,""t"":2385},{""x"":469,""y"":402,""dx"":-22,""dy"":121,""t"":2417},{""x"":455,""y"":416,""dx"":-36,""dy"":135,""t"":2452},{""x"":450,""y"":415,""dx"":-41,""dy"":134,""t"":2486},{""x"":454,""y"":438,""dx"":-37,""dy"":157,""t"":2519},{""x"":451,""y"":440,""dx"":-40,""dy"":159,""t"":2554},{""x"":445,""y"":424,""dx"":-46,""dy"":143,""t"":2588},{""x"":446,""y"":415,""dx"":-45,""dy"":134,""t"":2622},{""x"":441,""y"":396,""dx"":-50,""dy"":115,""t"":2656},{""x"":451,""y"":377,""dx"":-40,""dy"":96,""t"":2690},{""x"":467,""y"":358,""dx"":-24,""dy"":77,""t"":2724},{""x"":472,""y"":369,""dx"":-19,""dy"":88,""t"":2758},{""x"":467,""y"":389,""dx"":-24,""dy"":108,""t"":2792},{""x"":469,""y"":393,""dx"":-22,""dy"":112,""t"":2826},{""x"":453,""y"":392,""dx"":-38,""dy"":111,""t"":2860},{""x"":452,""y"":377,""dx"":-39,""dy"":96,""t"":2894},{""x"":452,""y"":352,""dx"":-39,""dy"":71,""t"":2928},{""x"":460,""y"":332,""dx"":-31,""dy"":51,""t"":2961},{""x"":455,""y"":337,""dx"":-36,""dy"":56,""t"":2996}],[{""x"":1137,""y"":782,""dx"":-314,""dy"":501,""t"":4016},{""x"":1064,""y"":819,""dx"":-387,""dy"":538,""t"":4051},{""x"":1040,""y"":809,""dx"":-411,""dy"":528,""t"":4084},{""x"":1047,""y"":719,""dx"":-404,""dy"":438,""t"":4118},{""x"":1058,""y"":648,""dx"":-393,""dy"":367,""t"":4152},{""x"":1065,""y"":575,""dx"":-386,""dy"":294,""t"":4186},{""x"":1094,""y"":505,""dx"":-357,""dy"":224,""t"":4220},{""x"":1128,""y"":482,""dx"":-323,""dy"":201,""t"":4253},{""x"":1208,""y"":448,""dx"":-243,""dy"":167,""t"":4288},{""x"":1264,""y"":401,""dx"":-187,""dy"":120,""t"":4322},{""x"":1280,""y"":359,""dx"":-171,""dy"":78,""t"":4356},{""x"":1289,""y"":342,""dx"":-162,""dy"":61,""t"":4390},{""x"":1311,""y"":339,""dx"":-140,""dy"":58,""t"":4424},{""x"":1346,""y"":314,""dx"":-105,""dy"":33,""t"":4458},{""x"":1361,""y"":297,""dx"":-90,""dy"":16,""t"":4492},{""x"":1407,""y"":305,""dx"":-44,""dy"":24,""t"":4526},{""x"":1410,""y"":304,""dx"":-41,""dy"":23,""t"":4560},{""x"":1400,""y"":300,""dx"":-51,""dy"":19,""t"":4594},{""x"":1391,""y"":304,""dx"":-60,""dy"":23,""t"":4628},{""x"":1381,""y"":309,""dx"":-70,""dy"":28,""t"":4659},{""x"":1392,""y"":330,""dx"":-59,""dy"":49,""t"":4696},{""x"":1387,""y"":357,""dx"":-64,""dy"":76,""t"":4730},{""x"":1376,""y"":357,""dx"":-75,""dy"":76,""t"":4764},{""x"":1359,""y"":372,""dx"":-92,""dy"":91,""t"":4798},{""x"":1360,""y"":373,""dx"":-91,""dy"":92,""t"":4832},{""x"":1343,""y"":387,""dx"":-108,""dy"":106,""t"":4866},{""x"":1343,""y"":383,""dx"":-108,""dy"":102,""t"":4900},{""x"":1323,""y"":386,""dx"":-128,""dy"":105,""t"":4934},{""x"":1319,""y"":391,""dx"":-132,""dy"":110,""t"":4969},{""x"":1294,""y"":398,""dx"":-157,""dy"":117,""t"":5002},{""x"":1301,""y"":387,""dx"":-150,""dy"":106,""t"":5036},{""x"":1308,""y"":377,""dx"":-143,""dy"":96,""t"":5067},{""x"":1305,""y"":373,""dx"":-146,""dy"":92,""t"":5104},{""x"":1316,""y"":346,""dx"":-135,""dy"":65,""t"":5138},{""x"":1343,""y"":358,""dx"":-108,""dy"":77,""t"":5172},{""x"":1349,""y"":349,""dx"":-102,""dy"":68,""t"":5206},{""x"":1350,""y"":355,""dx"":-101,""dy"":74,""t"":5240},{""x"":1335,""y"":363,""dx"":-116,""dy"":82,""t"":5274},{""x"":1336,""y"":378,""dx"":-115,""dy"":97,""t"":5309},{""x"":1356,""y"":371,""dx"":-95,""dy"":90,""t"":5342},{""x"":1363,""y"":361,""dx"":-88,""dy"":80,""t"":5375},{""x"":1375,""y"":350,""dx"":-76,""dy"":69,""t"":5409},{""x"":1382,""y"":322,""dx"":-69,""dy"":41,""t"":5444},{""x"":1405,""y"":337,""dx"":-46,""dy"":56,""t"":5478},{""x"":1389,""y"":344,""dx"":-62,""dy"":63,""t"":5512},{""x"":1373,""y"":351,""dx"":-78,""dy"":70,""t"":5546},{""x"":1374,""y"":320,""dx"":-77,""dy"":39,""t"":5580},{""x"":1370,""y"":300,""dx"":-81,""dy"":19,""t"":5614},{""x"":1382,""y"":292,""dx"":-69,""dy"":11,""t"":5647},{""x"":1388,""y"":268,""dx"":-63,""dy"":-13,""t"":5682},{""x"":1397,""y"":262,""dx"":-54,""dy"":-19,""t"":5716},{""x"":1378,""y"":247,""dx"":-73,""dy"":-34,""t"":5750},{""x"":1384,""y"":246,""dx"":-67,""dy"":-35,""t"":5784},{""x"":1384,""y"":238,""dx"":-67,""dy"":-43,""t"":5818},{""x"":1383,""y"":233,""dx"":-68,""dy"":-48,""t"":5852},{""x"":1373,""y"":225,""dx"":-78,""dy"":-56,""t"":5885},{""x"":1389,""y"":220,""dx"":-62,""dy"":-61,""t"":5919},{""x"":1400,""y"":228,""dx"":-51,""dy"":-53,""t"":5954},{""x"":1397,""y"":224,""dx"":-54,""dy"":-57,""t"":5988}],[{""x"":862,""y"":520,""dx"":-109,""dy"":-31,""t"":7042},{""x"":864,""y"":467,""dx"":-107,""dy"":-84,""t"":7076},{""x"":873,""y"":440,""dx"":-98,""dy"":-111,""t"":7110},{""x"":870,""y"":446,""dx"":-101,""dy"":-105,""t"":7144},{""x"":907,""y"":561,""dx"":-64,""dy"":10,""t"":7178},{""x"":927,""y"":727,""dx"":-44,""dy"":176,""t"":7212},{""x"":955,""y"":867,""dx"":-16,""dy"":316,""t"":7245},{""x"":958,""y"":895,""dx"":-13,""dy"":344,""t"":7280},{""x"":937,""y"":893,""dx"":-34,""dy"":342,""t"":7314},{""x"":923,""y"":830,""dx"":-48,""dy"":279,""t"":7349},{""x"":910,""y"":770,""dx"":-61,""dy"":219,""t"":7382},{""x"":906,""y"":709,""dx"":-65,""dy"":158,""t"":7416},{""x"":898,""y"":653,""dx"":-73,""dy"":102,""t"":7450},{""x"":872,""y"":627,""dx"":-99,""dy"":76,""t"":7484},{""x"":855,""y"":565,""dx"":-116,""dy"":14,""t"":7518},{""x"":834,""y"":507,""dx"":-137,""dy"":-44,""t"":7552},{""x"":821,""y"":467,""dx"":-150,""dy"":-84,""t"":7586},{""x"":831,""y"":444,""dx"":-140,""dy"":-107,""t"":7619},{""x"":839,""y"":440,""dx"":-132,""dy"":-111,""t"":7654},{""x"":829,""y"":417,""dx"":-142,""dy"":-134,""t"":7687},{""x"":834,""y"":404,""dx"":-137,""dy"":-147,""t"":7722},{""x"":845,""y"":429,""dx"":-126,""dy"":-122,""t"":7756},{""x"":856,""y"":444,""dx"":-115,""dy"":-107,""t"":7790},{""x"":871,""y"":427,""dx"":-100,""dy"":-124,""t"":7824},{""x"":871,""y"":437,""dx"":-100,""dy"":-114,""t"":7858},{""x"":851,""y"":435,""dx"":-120,""dy"":-116,""t"":7891},{""x"":856,""y"":435,""dx"":-115,""dy"":-116,""t"":7926},{""x"":896,""y"":439,""dx"":-75,""dy"":-112,""t"":7960},{""x"":890,""y"":464,""dx"":-81,""dy"":-87,""t"":7994},{""x"":897,""y"":450,""dx"":-74,""dy"":-101,""t"":8028},{""x"":872,""y"":452,""dx"":-99,""dy"":-99,""t"":8062},{""x"":845,""y"":488,""dx"":-126,""dy"":-63,""t"":8096},{""x"":821,""y"":480,""dx"":-150,""dy"":-71,""t"":8129},{""x"":874,""y"":506,""dx"":-97,""dy"":-45,""t"":8164},{""x"":909,""y"":525,""dx"":-62,""dy"":-26,""t"":8198},{""x"":917,""y"":496,""dx"":-54,""dy"":-55,""t"":8230},{""x"":911,""y"":480,""dx"":-60,""dy"":-71,""t"":8266},{""x"":923,""y"":460,""dx"":-48,""dy"":-91,""t"":8301},{""x"":926,""y"":448,""dx"":-45,""dy"":-103,""t"":8334},{""x"":923,""y"":450,""dx"":-48,""dy"":-101,""t"":8367},{""x"":914,""y"":423,""dx"":-57,""dy"":-128,""t"":8401},{""x"":904,""y"":420,""dx"":-67,""dy"":-131,""t"":8436},{""x"":899,""y"":415,""dx"":-72,""dy"":-136,""t"":8469},{""x"":905,""y"":445,""dx"":-66,""dy"":-106,""t"":8504},{""x"":918,""y"":470,""dx"":-53,""dy"":-81,""t"":8538},{""x"":912,""y"":466,""dx"":-59,""dy"":-85,""t"":8572},{""x"":937,""y"":522,""dx"":-34,""dy"":-29,""t"":8606},{""x"":945,""y"":514,""dx"":-26,""dy"":-37,""t"":8638},{""x"":913,""y"":530,""dx"":-58,""dy"":-21,""t"":8673},{""x"":949,""y"":566,""dx"":-22,""dy"":15,""t"":8708},{""x"":928,""y"":539,""dx"":-43,""dy"":-12,""t"":8742},{""x"":927,""y"":515,""dx"":-44,""dy"":-36,""t"":8776},{""x"":955,""y"":574,""dx"":-16,""dy"":23,""t"":8810},{""x"":941,""y"":558,""dx"":-30,""dy"":7,""t"":8845},{""x"":955,""y"":552,""dx"":-16,""dy"":1,""t"":8878},{""x"":952,""y"":585,""dx"":-19,""dy"":34,""t"":8912},{""x"":945,""y"":562,""dx"":-26,""dy"":11,""t"":8946},{""x"":921,""y"":540,""dx"":-50,""dy"":-11,""t"":8980},{""x"":910,""y"":564,""dx"":-61,""dy"":13,""t"":9014}],[{""x"":496,""y"":755,""dx"":5,""dy"":-66,""t"":10034},{""x"":556,""y"":816,""dx"":65,""dy"":-5,""t"":10068},{""x"":553,""y"":796,""dx"":62,""dy"":-25,""t"":10102},{""x"":538,""y"":762,""dx"":47,""dy"":-59,""t"":10136},{""x"":535,""y"":741,""dx"":44,""dy"":-80,""t"":10209},{""x"":533,""y"":723,""dx"":42,""dy"":-98,""t"":10236},{""x"":518,""y"":684,""dx"":27,""dy"":-137,""t"":10272},{""x"":555,""y"":694,""dx"":64,""dy"":-127,""t"":10306},{""x"":535,""y"":652,""dx"":44,""dy"":-169,""t"":10340},{""x"":517,""y"":634,""dx"":26,""dy"":-187,""t"":10375},{""x"":535,""y"":679,""dx"":44,""dy"":-142,""t"":10408},{""x"":531,""y"":711,""dx"":40,""dy"":-110,""t"":10442},{""x"":542,""y"":708,""dx"":51,""dy"":-113,""t"":10476},{""x"":548,""y"":696,""dx"":57,""dy"":-125,""t"":10510},{""x"":568,""y"":751,""dx"":77,""dy"":-70,""t"":10544},{""x"":557,""y"":731,""dx"":66,""dy"":-90,""t"":10578},{""x"":564,""y"":737,""dx"":73,""dy"":-84,""t"":10612},{""x"":551,""y"":743,""dx"":60,""dy"":-78,""t"":10646},{""x"":537,""y"":737,""dx"":46,""dy"":-84,""t"":10680},{""x"":523,""y"":754,""dx"":32,""dy"":-67,""t"":10713},{""x"":536,""y"":775,""dx"":45,""dy"":-46,""t"":10748},{""x"":551,""y"":797,""dx"":60,""dy"":-24,""t"":10782},{""x"":571,""y"":818,""dx"":80,""dy"":-3,""t"":10816},{""x"":567,""y"":811,""dx"":76,""dy"":-10,""t"":10851},{""x"":557,""y"":811,""dx"":66,""dy"":-10,""t"":10884},{""x"":563,""y"":793,""dx"":72,""dy"":-28,""t"":10918},{""x"":564,""y"":799,""dx"":73,""dy"":-22,""t"":10951},{""x"":575,""y"":810,""dx"":84,""dy"":-11,""t"":10986},{""x"":597,""y"":803,""dx"":106,""dy"":-18,""t"":11019},{""x"":594,""y"":822,""dx"":103,""dy"":1,""t"":11053},{""x"":595,""y"":836,""dx"":104,""dy"":15,""t"":11088},{""x"":611,""y"":850,""dx"":120,""dy"":29,""t"":11122},{""x"":630,""y"":846,""dx"":139,""dy"":25,""t"":11156},{""x"":637,""y"":847,""dx"":146,""dy"":26,""t"":11191},{""x"":642,""y"":859,""dx"":151,""dy"":38,""t"":11224},{""x"":652,""y"":865,""dx"":161,""dy"":44,""t"":11259},{""x"":654,""y"":864,""dx"":163,""dy"":43,""t"":11292},{""x"":661,""y"":882,""dx"":170,""dy"":61,""t"":11326},{""x"":672,""y"":884,""dx"":181,""dy"":63,""t"":11360},{""x"":677,""y"":876,""dx"":186,""dy"":55,""t"":11393},{""x"":680,""y"":869,""dx"":189,""dy"":48,""t"":11426},{""x"":673,""y"":877,""dx"":182,""dy"":56,""t"":11462},{""x"":648,""y"":870,""dx"":157,""dy"":49,""t"":11496},{""x"":643,""y"":864,""dx"":152,""dy"":43,""t"":11530},{""x"":632,""y"":866,""dx"":141,""dy"":45,""t"":11564},{""x"":657,""y"":872,""dx"":166,""dy"":51,""t"":11598},{""x"":652,""y"":857,""dx"":161,""dy"":36,""t"":11632},{""x"":655,""y"":861,""dx"":164,""dy"":40,""t"":11665},{""x"":660,""y"":855,""dx"":169,""dy"":34,""t"":11700},{""x"":659,""y"":867,""dx"":168,""dy"":46,""t"":11734},{""x"":651,""y"":874,""dx"":160,""dy"":53,""t"":11768},{""x"":654,""y"":892,""dx"":163,""dy"":71,""t"":11799},{""x"":654,""y"":888,""dx"":163,""dy"":67,""t"":11836},{""x"":642,""y"":890,""dx"":151,""dy"":69,""t"":11870},{""x"":615,""y"":892,""dx"":124,""dy"":71,""t"":11904},{""x"":604,""y"":881,""dx"":113,""dy"":60,""t"":11937},{""x"":607,""y"":882,""dx"":116,""dy"":61,""t"":11973},{""x"":592,""y"":857,""dx"":101,""dy"":36,""t"":12006}],[{""x"":1434,""y"":509,""dx"":-17,""dy"":-312,""t"":13061},{""x"":1456,""y"":469,""dx"":5,""dy"":-352,""t"":13093},{""x"":1483,""y"":484,""dx"":32,""dy"":-337,""t"":13128},{""x"":1498,""y"":518,""dx"":47,""dy"":-303,""t"":13162},{""x"":1460,""y"":597,""dx"":9,""dy"":-224,""t"":13196},{""x"":1340,""y"":703,""dx"":-111,""dy"":-118,""t"":13230},{""x"":1231,""y"":824,""dx"":-220,""dy"":3,""t"":13264},{""x"":1189,""y"":935,""dx"":-262,""dy"":114,""t"":13298},{""x"":1140,""y"":936,""dx"":-311,""dy"":115,""t"":13333},{""x"":1145,""y"":967,""dx"":-306,""dy"":146,""t"":13366},{""x"":1152,""y"":991,""dx"":-299,""dy"":170,""t"":13398},{""x"":1184,""y"":974,""dx"":-267,""dy"":153,""t"":13435},{""x"":1264,""y"":947,""dx"":-187,""dy"":126,""t"":13468},{""x"":1346,""y"":907,""dx"":-105,""dy"":86,""t"":13502},{""x"":1420,""y"":888,""dx"":-31,""dy"":67,""t"":13536},{""x"":1453,""y"":845,""dx"":2,""dy"":24,""t"":13569},{""x"":1475,""y"":821,""dx"":24,""dy"":0,""t"":13604},{""x"":1523,""y"":830,""dx"":72,""dy"":9,""t"":13638},{""x"":1555,""y"":780,""dx"":104,""dy"":-41,""t"":13672},{""x"":1569,""y"":775,""dx"":118,""dy"":-46,""t"":13705},{""x"":1592,""y"":779,""dx"":141,""dy"":-42,""t"":13741},{""x"":1587,""y"":780,""dx"":136,""dy"":-41,""t"":13774},{""x"":1581,""y"":781,""dx"":130,""dy"":-40,""t"":13805},{""x"":1539,""y"":792,""dx"":88,""dy"":-29,""t"":13841},{""x"":1555,""y"":786,""dx"":104,""dy"":-35,""t"":13876},{""x"":1545,""y"":786,""dx"":94,""dy"":-35,""t"":13910},{""x"":1498,""y"":779,""dx"":47,""dy"":-42,""t"":13944},{""x"":1516,""y"":759,""dx"":65,""dy"":-62,""t"":13978},{""x"":1462,""y"":702,""dx"":11,""dy"":-119,""t"":14012},{""x"":1478,""y"":740,""dx"":27,""dy"":-81,""t"":14046},{""x"":1494,""y"":741,""dx"":43,""dy"":-80,""t"":14080},{""x"":1468,""y"":743,""dx"":17,""dy"":-78,""t"":14114},{""x"":1477,""y"":718,""dx"":26,""dy"":-103,""t"":14148},{""x"":1502,""y"":679,""dx"":51,""dy"":-142,""t"":14182},{""x"":1462,""y"":684,""dx"":11,""dy"":-137,""t"":14216},{""x"":1460,""y"":668,""dx"":9,""dy"":-153,""t"":14250},{""x"":1435,""y"":647,""dx"":-16,""dy"":-174,""t"":14284},{""x"":1403,""y"":642,""dx"":-48,""dy"":-179,""t"":14319},{""x"":1393,""y"":630,""dx"":-58,""dy"":-191,""t"":14353},{""x"":1410,""y"":642,""dx"":-41,""dy"":-179,""t"":14385},{""x"":1379,""y"":654,""dx"":-72,""dy"":-167,""t"":14419},{""x"":1384,""y"":681,""dx"":-67,""dy"":-140,""t"":14453},{""x"":1426,""y"":698,""dx"":-25,""dy"":-123,""t"":14488},{""x"":1452,""y"":686,""dx"":1,""dy"":-135,""t"":14522},{""x"":1470,""y"":687,""dx"":19,""dy"":-134,""t"":14556},{""x"":1464,""y"":734,""dx"":13,""dy"":-87,""t"":14591},{""x"":1468,""y"":754,""dx"":17,""dy"":-67,""t"":14624},{""x"":1486,""y"":798,""dx"":35,""dy"":-23,""t"":14657},{""x"":1513,""y"":798,""dx"":62,""dy"":-23,""t"":14692},{""x"":1531,""y"":813,""dx"":80,""dy"":-8,""t"":14726},{""x"":1524,""y"":813,""dx"":73,""dy"":-8,""t"":14760},{""x"":1530,""y"":810,""dx"":79,""dy"":-11,""t"":14794},{""x"":1530,""y"":810,""dx"":79,""dy"":-11,""t"":14828},{""x"":1476,""y"":746,""dx"":25,""dy"":-75,""t"":14863},{""x"":1484,""y"":755,""dx"":33,""dy"":-66,""t"":14896},{""x"":1491,""y"":759,""dx"":40,""dy"":-62,""t"":14929},{""x"":1473,""y"":775,""dx"":22,""dy"":-46,""t"":14964},{""x"":1457,""y"":788,""dx"":6,""dy"":-33,""t"":14997}]]","[95,83.05084745762711,89.83050847457628,100,79.3103448275862]","[{""x"":-28.283333333333335,""y"":134.91666666666666,""r"":47.239488405554894},{""x"":-133,""y"":93.91525423728814,""r"":83.0423032616319},{""x"":-74.57627118644068,""y"":-22.966101694915253,""r"":82.43535330708266},{""x"":103.41379310344827,""y"":-12.96551724137931,""r"":121.16864656796383},{""x"":-7.689655172413793,""y"":-66.91379310344827,""r"":155.9785828006568}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.34","validate","","","","","","","","","",""
"","html-keyboard-response","9","47170","0.0-5.0-0.0","","","","","543"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，500毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的 "" 4 "" ,"" 8 "","" 6 "","" 2 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
