"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","3397","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","3408","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","10882","0.0-2.0-0.0","","","","","7472","{""name"":""wfy"",""age"":""24""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","12563","0.0-2.0-1.0","","","","","1680","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","14381","0.0-3.0","","","","","","","","787","","","","","","","","","","","","","","","","",""
"","html-button-response","5","15103","0.0-4.0-0.0","","","","","720","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","24758","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","25608","0.0-4.0-2.0","","","","","849","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","43180","0.0-4.0-3.0","","","","","","","","","","[[{""x"":541,""y"":239,""dx"":50,""dy"":-42,""t"":1023},{""x"":531,""y"":249,""dx"":40,""dy"":-32,""t"":1056},{""x"":549,""y"":238,""dx"":58,""dy"":-43,""t"":1089},{""x"":555,""y"":243,""dx"":64,""dy"":-38,""t"":1125},{""x"":562,""y"":244,""dx"":71,""dy"":-37,""t"":1157},{""x"":557,""y"":251,""dx"":66,""dy"":-30,""t"":1191},{""x"":566,""y"":248,""dx"":75,""dy"":-33,""t"":1227},{""x"":575,""y"":251,""dx"":84,""dy"":-30,""t"":1259},{""x"":581,""y"":254,""dx"":90,""dy"":-27,""t"":1293},{""x"":579,""y"":256,""dx"":88,""dy"":-25,""t"":1329},{""x"":561,""y"":269,""dx"":70,""dy"":-12,""t"":1361},{""x"":566,""y"":270,""dx"":75,""dy"":-11,""t"":1395},{""x"":558,""y"":279,""dx"":67,""dy"":-2,""t"":1431},{""x"":560,""y"":275,""dx"":69,""dy"":-6,""t"":1463},{""x"":557,""y"":288,""dx"":66,""dy"":7,""t"":1498},{""x"":557,""y"":298,""dx"":66,""dy"":17,""t"":1533},{""x"":546,""y"":294,""dx"":55,""dy"":13,""t"":1565},{""x"":539,""y"":272,""dx"":48,""dy"":-9,""t"":1599},{""x"":526,""y"":269,""dx"":35,""dy"":-12,""t"":1632},{""x"":507,""y"":266,""dx"":16,""dy"":-15,""t"":1669},{""x"":511,""y"":256,""dx"":20,""dy"":-25,""t"":1701},{""x"":516,""y"":253,""dx"":25,""dy"":-28,""t"":1735},{""x"":526,""y"":248,""dx"":35,""dy"":-33,""t"":1771},{""x"":558,""y"":239,""dx"":67,""dy"":-42,""t"":1803},{""x"":560,""y"":259,""dx"":69,""dy"":-22,""t"":1839},{""x"":583,""y"":256,""dx"":92,""dy"":-25,""t"":1873},{""x"":577,""y"":278,""dx"":86,""dy"":-3,""t"":1905},{""x"":571,""y"":295,""dx"":80,""dy"":14,""t"":1939},{""x"":565,""y"":307,""dx"":74,""dy"":26,""t"":1975},{""x"":561,""y"":316,""dx"":70,""dy"":35,""t"":2007},{""x"":557,""y"":324,""dx"":66,""dy"":43,""t"":2040},{""x"":561,""y"":328,""dx"":70,""dy"":47,""t"":2076},{""x"":566,""y"":329,""dx"":75,""dy"":48,""t"":2111},{""x"":572,""y"":323,""dx"":81,""dy"":42,""t"":2143},{""x"":574,""y"":325,""dx"":83,""dy"":44,""t"":2177},{""x"":575,""y"":317,""dx"":84,""dy"":36,""t"":2213},{""x"":574,""y"":323,""dx"":83,""dy"":42,""t"":2246},{""x"":578,""y"":315,""dx"":87,""dy"":34,""t"":2280},{""x"":570,""y"":301,""dx"":79,""dy"":20,""t"":2315},{""x"":571,""y"":288,""dx"":80,""dy"":7,""t"":2347},{""x"":557,""y"":277,""dx"":66,""dy"":-4,""t"":2381},{""x"":571,""y"":270,""dx"":80,""dy"":-11,""t"":2417},{""x"":575,""y"":272,""dx"":84,""dy"":-9,""t"":2449},{""x"":575,""y"":277,""dx"":84,""dy"":-4,""t"":2483},{""x"":577,""y"":278,""dx"":86,""dy"":-3,""t"":2519},{""x"":577,""y"":280,""dx"":86,""dy"":-1,""t"":2551},{""x"":574,""y"":281,""dx"":83,""dy"":0,""t"":2586},{""x"":586,""y"":265,""dx"":95,""dy"":-16,""t"":2621},{""x"":586,""y"":263,""dx"":95,""dy"":-18,""t"":2653},{""x"":589,""y"":251,""dx"":98,""dy"":-30,""t"":2687},{""x"":579,""y"":232,""dx"":88,""dy"":-49,""t"":2722},{""x"":552,""y"":235,""dx"":61,""dy"":-46,""t"":2755},{""x"":534,""y"":242,""dx"":43,""dy"":-39,""t"":2789},{""x"":519,""y"":249,""dx"":28,""dy"":-32,""t"":2824},{""x"":503,""y"":220,""dx"":12,""dy"":-61,""t"":2857},{""x"":488,""y"":215,""dx"":-3,""dy"":-66,""t"":2891},{""x"":479,""y"":214,""dx"":-12,""dy"":-67,""t"":2927},{""x"":474,""y"":226,""dx"":-17,""dy"":-55,""t"":2959}],[{""x"":1550,""y"":328,""dx"":99,""dy"":47,""t"":4013},{""x"":1538,""y"":343,""dx"":87,""dy"":62,""t"":4047},{""x"":1508,""y"":359,""dx"":57,""dy"":78,""t"":4083},{""x"":1487,""y"":376,""dx"":36,""dy"":95,""t"":4116},{""x"":1464,""y"":372,""dx"":13,""dy"":91,""t"":4149},{""x"":1461,""y"":371,""dx"":10,""dy"":90,""t"":4185},{""x"":1441,""y"":372,""dx"":-10,""dy"":91,""t"":4217},{""x"":1454,""y"":372,""dx"":3,""dy"":91,""t"":4252},{""x"":1441,""y"":384,""dx"":-10,""dy"":103,""t"":4287},{""x"":1452,""y"":386,""dx"":1,""dy"":105,""t"":4319},{""x"":1457,""y"":375,""dx"":6,""dy"":94,""t"":4353},{""x"":1441,""y"":411,""dx"":-10,""dy"":130,""t"":4389},{""x"":1447,""y"":435,""dx"":-4,""dy"":154,""t"":4421},{""x"":1461,""y"":455,""dx"":10,""dy"":174,""t"":4455},{""x"":1460,""y"":444,""dx"":9,""dy"":163,""t"":4491},{""x"":1472,""y"":444,""dx"":21,""dy"":163,""t"":4523},{""x"":1486,""y"":431,""dx"":35,""dy"":150,""t"":4558},{""x"":1499,""y"":424,""dx"":48,""dy"":143,""t"":4593},{""x"":1489,""y"":416,""dx"":38,""dy"":135,""t"":4625},{""x"":1500,""y"":409,""dx"":49,""dy"":128,""t"":4659},{""x"":1496,""y"":386,""dx"":45,""dy"":105,""t"":4695},{""x"":1493,""y"":356,""dx"":42,""dy"":75,""t"":4727},{""x"":1485,""y"":338,""dx"":34,""dy"":57,""t"":4761},{""x"":1487,""y"":327,""dx"":36,""dy"":46,""t"":4797},{""x"":1492,""y"":309,""dx"":41,""dy"":28,""t"":4829},{""x"":1505,""y"":341,""dx"":54,""dy"":60,""t"":4864},{""x"":1508,""y"":355,""dx"":57,""dy"":74,""t"":4898},{""x"":1499,""y"":348,""dx"":48,""dy"":67,""t"":4933},{""x"":1498,""y"":366,""dx"":47,""dy"":85,""t"":4965},{""x"":1493,""y"":372,""dx"":42,""dy"":91,""t"":4999},{""x"":1445,""y"":361,""dx"":-6,""dy"":80,""t"":5035},{""x"":1426,""y"":359,""dx"":-25,""dy"":78,""t"":5068},{""x"":1424,""y"":357,""dx"":-27,""dy"":76,""t"":5101},{""x"":1433,""y"":354,""dx"":-18,""dy"":73,""t"":5134},{""x"":1448,""y"":354,""dx"":-3,""dy"":73,""t"":5171},{""x"":1460,""y"":354,""dx"":9,""dy"":73,""t"":5204},{""x"":1470,""y"":354,""dx"":19,""dy"":73,""t"":5237},{""x"":1485,""y"":346,""dx"":34,""dy"":65,""t"":5271},{""x"":1501,""y"":377,""dx"":50,""dy"":96,""t"":5307},{""x"":1515,""y"":405,""dx"":64,""dy"":124,""t"":5339},{""x"":1525,""y"":423,""dx"":74,""dy"":142,""t"":5373},{""x"":1541,""y"":417,""dx"":90,""dy"":136,""t"":5409},{""x"":1545,""y"":420,""dx"":94,""dy"":139,""t"":5441},{""x"":1542,""y"":431,""dx"":91,""dy"":150,""t"":5475},{""x"":1543,""y"":428,""dx"":92,""dy"":147,""t"":5511},{""x"":1544,""y"":425,""dx"":93,""dy"":144,""t"":5542},{""x"":1534,""y"":398,""dx"":83,""dy"":117,""t"":5577},{""x"":1545,""y"":377,""dx"":94,""dy"":96,""t"":5611},{""x"":1553,""y"":386,""dx"":102,""dy"":105,""t"":5647},{""x"":1540,""y"":396,""dx"":89,""dy"":115,""t"":5679},{""x"":1538,""y"":399,""dx"":87,""dy"":118,""t"":5713},{""x"":1552,""y"":394,""dx"":101,""dy"":113,""t"":5750},{""x"":1552,""y"":398,""dx"":101,""dy"":117,""t"":5781},{""x"":1544,""y"":397,""dx"":93,""dy"":116,""t"":5815},{""x"":1531,""y"":384,""dx"":80,""dy"":103,""t"":5851},{""x"":1542,""y"":385,""dx"":91,""dy"":104,""t"":5884},{""x"":1538,""y"":380,""dx"":87,""dy"":99,""t"":5917},{""x"":1523,""y"":366,""dx"":72,""dy"":85,""t"":5953},{""x"":1499,""y"":402,""dx"":48,""dy"":121,""t"":5986}],[{""x"":1130,""y"":490,""dx"":159,""dy"":-61,""t"":7005},{""x"":1139,""y"":498,""dx"":168,""dy"":-53,""t"":7041},{""x"":1149,""y"":497,""dx"":178,""dy"":-54,""t"":7073},{""x"":1152,""y"":507,""dx"":181,""dy"":-44,""t"":7107},{""x"":1154,""y"":516,""dx"":183,""dy"":-35,""t"":7140},{""x"":1148,""y"":524,""dx"":177,""dy"":-27,""t"":7175},{""x"":1122,""y"":521,""dx"":151,""dy"":-30,""t"":7211},{""x"":1116,""y"":533,""dx"":145,""dy"":-18,""t"":7243},{""x"":1130,""y"":533,""dx"":159,""dy"":-18,""t"":7278},{""x"":1129,""y"":553,""dx"":158,""dy"":2,""t"":7313},{""x"":1132,""y"":571,""dx"":161,""dy"":20,""t"":7346},{""x"":1127,""y"":578,""dx"":156,""dy"":27,""t"":7379},{""x"":1136,""y"":577,""dx"":165,""dy"":26,""t"":7415},{""x"":1138,""y"":582,""dx"":167,""dy"":31,""t"":7447},{""x"":1126,""y"":603,""dx"":155,""dy"":52,""t"":7481},{""x"":1113,""y"":619,""dx"":142,""dy"":68,""t"":7517},{""x"":1109,""y"":637,""dx"":138,""dy"":86,""t"":7549},{""x"":1098,""y"":640,""dx"":127,""dy"":89,""t"":7583},{""x"":1088,""y"":646,""dx"":117,""dy"":95,""t"":7619},{""x"":1084,""y"":644,""dx"":113,""dy"":93,""t"":7652},{""x"":1080,""y"":639,""dx"":109,""dy"":88,""t"":7685},{""x"":1092,""y"":638,""dx"":121,""dy"":87,""t"":7722},{""x"":1094,""y"":635,""dx"":123,""dy"":84,""t"":7753},{""x"":1105,""y"":634,""dx"":134,""dy"":83,""t"":7787},{""x"":1110,""y"":636,""dx"":139,""dy"":85,""t"":7823},{""x"":1111,""y"":647,""dx"":140,""dy"":96,""t"":7855},{""x"":1115,""y"":646,""dx"":144,""dy"":95,""t"":7889},{""x"":1115,""y"":651,""dx"":144,""dy"":100,""t"":7925},{""x"":1108,""y"":656,""dx"":137,""dy"":105,""t"":7957},{""x"":1099,""y"":654,""dx"":128,""dy"":103,""t"":7991},{""x"":1098,""y"":649,""dx"":127,""dy"":98,""t"":8027},{""x"":1085,""y"":648,""dx"":114,""dy"":97,""t"":8060},{""x"":1075,""y"":653,""dx"":104,""dy"":102,""t"":8093},{""x"":1079,""y"":647,""dx"":108,""dy"":96,""t"":8129},{""x"":1097,""y"":641,""dx"":126,""dy"":90,""t"":8162},{""x"":1108,""y"":638,""dx"":137,""dy"":87,""t"":8195},{""x"":1110,""y"":642,""dx"":139,""dy"":91,""t"":8231},{""x"":1109,""y"":644,""dx"":138,""dy"":93,""t"":8263},{""x"":1111,""y"":645,""dx"":140,""dy"":94,""t"":8298},{""x"":1111,""y"":640,""dx"":140,""dy"":89,""t"":8334},{""x"":1117,""y"":641,""dx"":146,""dy"":90,""t"":8365},{""x"":1122,""y"":634,""dx"":151,""dy"":83,""t"":8400},{""x"":1126,""y"":628,""dx"":155,""dy"":77,""t"":8433},{""x"":1136,""y"":628,""dx"":165,""dy"":77,""t"":8469},{""x"":1145,""y"":630,""dx"":174,""dy"":79,""t"":8501},{""x"":1144,""y"":635,""dx"":173,""dy"":84,""t"":8536},{""x"":1145,""y"":643,""dx"":174,""dy"":92,""t"":8571},{""x"":1095,""y"":664,""dx"":124,""dy"":113,""t"":8603},{""x"":1091,""y"":668,""dx"":120,""dy"":117,""t"":8637},{""x"":1096,""y"":674,""dx"":125,""dy"":123,""t"":8674},{""x"":1114,""y"":672,""dx"":143,""dy"":121,""t"":8705},{""x"":1120,""y"":683,""dx"":149,""dy"":132,""t"":8738},{""x"":1075,""y"":683,""dx"":104,""dy"":132,""t"":8773},{""x"":1040,""y"":705,""dx"":69,""dy"":154,""t"":8810},{""x"":1055,""y"":711,""dx"":84,""dy"":160,""t"":8841},{""x"":1066,""y"":709,""dx"":95,""dy"":158,""t"":8875},{""x"":1077,""y"":701,""dx"":106,""dy"":150,""t"":8911},{""x"":1087,""y"":697,""dx"":116,""dy"":146,""t"":8945},{""x"":1096,""y"":690,""dx"":125,""dy"":139,""t"":8977}],[{""x"":503,""y"":916,""dx"":12,""dy"":95,""t"":10031},{""x"":509,""y"":921,""dx"":18,""dy"":100,""t"":10065},{""x"":510,""y"":924,""dx"":19,""dy"":103,""t"":10102},{""x"":507,""y"":931,""dx"":16,""dy"":110,""t"":10134},{""x"":511,""y"":919,""dx"":20,""dy"":98,""t"":10167},{""x"":515,""y"":913,""dx"":24,""dy"":92,""t"":10203},{""x"":523,""y"":927,""dx"":32,""dy"":106,""t"":10235},{""x"":528,""y"":931,""dx"":37,""dy"":110,""t"":10269},{""x"":530,""y"":935,""dx"":39,""dy"":114,""t"":10305},{""x"":531,""y"":938,""dx"":40,""dy"":117,""t"":10337},{""x"":533,""y"":941,""dx"":42,""dy"":120,""t"":10371},{""x"":532,""y"":945,""dx"":41,""dy"":124,""t"":10405},{""x"":531,""y"":948,""dx"":40,""dy"":127,""t"":10439},{""x"":524,""y"":961,""dx"":33,""dy"":140,""t"":10475},{""x"":527,""y"":959,""dx"":36,""dy"":138,""t"":10507},{""x"":536,""y"":957,""dx"":45,""dy"":136,""t"":10542},{""x"":543,""y"":940,""dx"":52,""dy"":119,""t"":10577},{""x"":549,""y"":942,""dx"":58,""dy"":121,""t"":10609},{""x"":558,""y"":938,""dx"":67,""dy"":117,""t"":10644},{""x"":570,""y"":936,""dx"":79,""dy"":115,""t"":10680},{""x"":552,""y"":951,""dx"":61,""dy"":130,""t"":10711},{""x"":563,""y"":940,""dx"":72,""dy"":119,""t"":10744},{""x"":543,""y"":950,""dx"":52,""dy"":129,""t"":10779},{""x"":519,""y"":944,""dx"":28,""dy"":123,""t"":10815},{""x"":498,""y"":941,""dx"":7,""dy"":120,""t"":10847},{""x"":483,""y"":943,""dx"":-8,""dy"":122,""t"":10881},{""x"":502,""y"":935,""dx"":11,""dy"":114,""t"":10917},{""x"":495,""y"":945,""dx"":4,""dy"":124,""t"":10949},{""x"":488,""y"":953,""dx"":-3,""dy"":132,""t"":10983},{""x"":515,""y"":951,""dx"":24,""dy"":130,""t"":11019},{""x"":533,""y"":951,""dx"":42,""dy"":130,""t"":11051},{""x"":538,""y"":965,""dx"":47,""dy"":144,""t"":11085},{""x"":532,""y"":974,""dx"":41,""dy"":153,""t"":11121},{""x"":547,""y"":978,""dx"":56,""dy"":157,""t"":11153},{""x"":557,""y"":989,""dx"":66,""dy"":168,""t"":11187},{""x"":554,""y"":1007,""dx"":63,""dy"":186,""t"":11223},{""x"":551,""y"":1029,""dx"":60,""dy"":208,""t"":11255},{""x"":548,""y"":1017,""dx"":57,""dy"":196,""t"":11289},{""x"":549,""y"":1022,""dx"":58,""dy"":201,""t"":11325},{""x"":552,""y"":1039,""dx"":61,""dy"":218,""t"":11357},{""x"":566,""y"":1015,""dx"":75,""dy"":194,""t"":11391},{""x"":561,""y"":1017,""dx"":70,""dy"":196,""t"":11427},{""x"":570,""y"":1002,""dx"":79,""dy"":181,""t"":11459},{""x"":582,""y"":993,""dx"":91,""dy"":172,""t"":11493},{""x"":588,""y"":979,""dx"":97,""dy"":158,""t"":11529},{""x"":602,""y"":970,""dx"":111,""dy"":149,""t"":11562},{""x"":606,""y"":967,""dx"":115,""dy"":146,""t"":11595},{""x"":607,""y"":953,""dx"":116,""dy"":132,""t"":11629},{""x"":611,""y"":952,""dx"":120,""dy"":131,""t"":11666},{""x"":581,""y"":954,""dx"":90,""dy"":133,""t"":11697},{""x"":559,""y"":952,""dx"":68,""dy"":131,""t"":11731},{""x"":536,""y"":950,""dx"":45,""dy"":129,""t"":11768},{""x"":518,""y"":951,""dx"":27,""dy"":130,""t"":11799},{""x"":499,""y"":948,""dx"":8,""dy"":127,""t"":11833},{""x"":492,""y"":956,""dx"":1,""dy"":135,""t"":11869},{""x"":481,""y"":950,""dx"":-10,""dy"":129,""t"":11901},{""x"":490,""y"":973,""dx"":-1,""dy"":152,""t"":11934},{""x"":478,""y"":961,""dx"":-13,""dy"":140,""t"":11969}],[{""x"":1334,""y"":756,""dx"":-117,""dy"":-65,""t"":13023},{""x"":1330,""y"":753,""dx"":-121,""dy"":-68,""t"":13057},{""x"":1305,""y"":748,""dx"":-146,""dy"":-73,""t"":13093},{""x"":1286,""y"":757,""dx"":-165,""dy"":-64,""t"":13125},{""x"":1286,""y"":761,""dx"":-165,""dy"":-60,""t"":13159},{""x"":1319,""y"":755,""dx"":-132,""dy"":-66,""t"":13195},{""x"":1329,""y"":747,""dx"":-122,""dy"":-74,""t"":13226},{""x"":1333,""y"":748,""dx"":-118,""dy"":-73,""t"":13261},{""x"":1309,""y"":757,""dx"":-142,""dy"":-64,""t"":13296},{""x"":1292,""y"":759,""dx"":-159,""dy"":-62,""t"":13331},{""x"":1297,""y"":766,""dx"":-154,""dy"":-55,""t"":13364},{""x"":1301,""y"":754,""dx"":-150,""dy"":-67,""t"":13398},{""x"":1295,""y"":738,""dx"":-156,""dy"":-83,""t"":13434},{""x"":1307,""y"":728,""dx"":-144,""dy"":-93,""t"":13465},{""x"":1291,""y"":733,""dx"":-160,""dy"":-88,""t"":13499},{""x"":1275,""y"":728,""dx"":-176,""dy"":-93,""t"":13532},{""x"":1271,""y"":746,""dx"":-180,""dy"":-75,""t"":13569},{""x"":1269,""y"":735,""dx"":-182,""dy"":-86,""t"":13602},{""x"":1263,""y"":714,""dx"":-188,""dy"":-107,""t"":13634},{""x"":1277,""y"":704,""dx"":-174,""dy"":-117,""t"":13669},{""x"":1283,""y"":710,""dx"":-168,""dy"":-111,""t"":13705},{""x"":1291,""y"":718,""dx"":-160,""dy"":-103,""t"":13738},{""x"":1295,""y"":730,""dx"":-156,""dy"":-91,""t"":13772},{""x"":1304,""y"":730,""dx"":-147,""dy"":-91,""t"":13807},{""x"":1291,""y"":759,""dx"":-160,""dy"":-62,""t"":13839},{""x"":1301,""y"":755,""dx"":-150,""dy"":-66,""t"":13873},{""x"":1308,""y"":770,""dx"":-143,""dy"":-51,""t"":13910},{""x"":1327,""y"":774,""dx"":-124,""dy"":-47,""t"":13941},{""x"":1347,""y"":775,""dx"":-104,""dy"":-46,""t"":13975},{""x"":1359,""y"":778,""dx"":-92,""dy"":-43,""t"":14011},{""x"":1346,""y"":775,""dx"":-105,""dy"":-46,""t"":14043},{""x"":1349,""y"":775,""dx"":-102,""dy"":-46,""t"":14077},{""x"":1350,""y"":769,""dx"":-101,""dy"":-52,""t"":14113},{""x"":1346,""y"":766,""dx"":-105,""dy"":-55,""t"":14145},{""x"":1340,""y"":770,""dx"":-111,""dy"":-51,""t"":14179},{""x"":1333,""y"":778,""dx"":-118,""dy"":-43,""t"":14215},{""x"":1336,""y"":774,""dx"":-115,""dy"":-47,""t"":14247},{""x"":1344,""y"":786,""dx"":-107,""dy"":-35,""t"":14281},{""x"":1350,""y"":789,""dx"":-101,""dy"":-32,""t"":14317},{""x"":1343,""y"":795,""dx"":-108,""dy"":-26,""t"":14349},{""x"":1333,""y"":792,""dx"":-118,""dy"":-29,""t"":14383},{""x"":1335,""y"":777,""dx"":-116,""dy"":-44,""t"":14419},{""x"":1331,""y"":766,""dx"":-120,""dy"":-55,""t"":14452},{""x"":1312,""y"":746,""dx"":-139,""dy"":-75,""t"":14485},{""x"":1319,""y"":738,""dx"":-132,""dy"":-83,""t"":14521},{""x"":1313,""y"":740,""dx"":-138,""dy"":-81,""t"":14553},{""x"":1299,""y"":756,""dx"":-152,""dy"":-65,""t"":14588},{""x"":1301,""y"":762,""dx"":-150,""dy"":-59,""t"":14623},{""x"":1302,""y"":771,""dx"":-149,""dy"":-50,""t"":14655},{""x"":1290,""y"":787,""dx"":-161,""dy"":-34,""t"":14689},{""x"":1288,""y"":811,""dx"":-163,""dy"":-10,""t"":14725},{""x"":1294,""y"":840,""dx"":-157,""dy"":19,""t"":14757},{""x"":1310,""y"":852,""dx"":-141,""dy"":31,""t"":14791},{""x"":1295,""y"":853,""dx"":-156,""dy"":32,""t"":14827},{""x"":1294,""y"":843,""dx"":-157,""dy"":22,""t"":14859},{""x"":1291,""y"":836,""dx"":-160,""dy"":15,""t"":14893},{""x"":1314,""y"":841,""dx"":-137,""dy"":20,""t"":14930},{""x"":1326,""y"":839,""dx"":-125,""dy"":18,""t"":14961},{""x"":1332,""y"":832,""dx"":-119,""dy"":11,""t"":14995}]]","[100,100,100,89.65517241379311,93.22033898305084]","[{""x"":64.06896551724138,""y"":-10.655172413793103,""r"":47.14009599225405},{""x"":45.644067796610166,""y"":102.59322033898304,""r"":47.05662605554196},{""x"":138.8135593220339,""y"":73.54237288135593,""r"":35.7501705056171},{""x"":45.48275862068966,""y"":137.43103448275863,""r"":61.17570102291928},{""x"":-139.28813559322035,""y"":-52.440677966101696,""r"":34.383518896882286}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","",""
"","html-keyboard-response","9","45527","0.0-5.0-0.0","","","","","2346"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，1000毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的  "" 1 "","" 4 "" ,"" 7 "","" 9 "","" 6 "","" 3 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
